City/Town,Ward,Pct,Clinton/ Kaine,Trump/ Pence,Total Votes Cast,pop by share of vote
Charlton,-,3,701,1001,1884,3331.4540253371474
Charlton,-,4,644,881,1717,3036.1499795668165
Chatham,-,1,2398,1796,4643,6125.0
Chelmsford,-,1,1167,822,2221,3672.5487721357986
Chelmsford,-,2,1133,689,2029,3355.065942667058
Chelmsford,-,3,1108,974,2298,3799.8726152039917
Chelmsford,-,4,1048,832,2058,3403.0190783680655
Chelmsford,-,5,1201,799,2244,3710.5805694159085
Chelmsford,-,6,1261,884,2397,3963.5746991488113
Chelmsford,-,7,1292,934,2489,4115.70188826925
Chelmsford,-,8,1239,818,2263,3741.9981410820856
Chelmsford,-,9,1256,909,2443,4039.63829370903
Chelsea,1,1,429,92,573,2009.012359214592
Chelsea,1,2,297,44,376,1318.3047941792086
Chelsea,1,3,368,57,472,1654.8932522675173
Chelsea,1,4,358,33,429,1504.129672082129
Chelsea,2,1,838,255,1250,4382.662214691518
Chelsea,2,2,593,76,754,2643.6218479019235
Chelsea,2,3,285,23,332,1164.035084222067
Chelsea,2,4,428,50,509,1784.6200538223861
Chelsea,3,1,479,69,592,2075.628824877903
Chelsea,3,2,599,107,755,2647.127977673677
Chelsea,3,3,439,83,585,2051.0859164756303
Chelsea,3,4,497,81,645,2261.4537027808233
Chelsea,4,1,440,122,611,2142.2452905412138
Chelsea,4,2,543,199,829,2906.5815807834147
Chelsea,4,3,468,167,692,2426.2418020532245
Chelsea,4,4,439,129,629,2205.3556264327717
Cheshire,-,1,978,741,1891,3235.0
Chester,-,1,238,372,696,1337.0
Chesterfield,-,1,398,267,768,1222.0
Chicopee,1,A,660,640,1433,3228.9651603439142
Chicopee,1,B,833,750,1747,3936.4983497005014
Chicopee,2,A,677,279,1071,2413.2740312130722
Chicopee,2,B,753,658,1543,3476.8271056599165
Chicopee,3,A,658,509,1272,2866.1854040177664
Chicopee,3,B,617,395,1109,2498.8990668676906
Chicopee,4,A,659,463,1260,2839.1459190742025
Chicopee,4,B,708,460,1304,2938.290697200603
Chicopee,5,A,697,516,1340,3019.4091520312945
Chicopee,5,B,655,524,1317,2967.583472556131
Chicopee,6,AN,188,147,371,835.9707428385152
Chicopee,6,AS,401,374,844,1901.7771076973227
Chicopee,6,BE,580,798,1488,3352.896133001915
Chicopee,6,BW,136,145,321,723.3062222403325
Chicopee,7,A,602,355,1042,2347.928609266126
Chicopee,7,B,695,400,1191,2683.6688806487105
Chicopee,8,A,704,558,1447,3260.5112261114054
Chicopee,8,B,617,543,1314,2960.8236013202395
Chicopee,9,A,697,564,1397,3147.846705513223
Chicopee,9,B,801,763,1730,3898.192412697119
Chilmark,-,1,617,94,788,866.0
Clarksburg,-,1,510,327,896,1702.0
Clinton,-,1,1021,687,1922,3613.4768550504355
Clinton,-,2,921,659,1777,3340.86803924278
Clinton,-,3,930,718,1797,3378.4692552162496
Clinton,-,4,895,684,1741,3273.1858504905344
Cohasset,-,1,1403,770,2438,3648.292857142857
Cohasset,-,2,1492,859,2602,3893.7071428571435
Colrain,-,1,513,257,934,1671.0
Concord,-,1,1645,329,2185,3372.4626539704727
Concord,-,2,1993,462,2682,4139.56285489648
Concord,-,3,1765,464,2430,3750.610640342448
Concord,-,4,1857,439,2519,3887.978684371451
Concord,-,5,1200,257,1631,2517.385166419149
Conway,-,1,865,249,1235,1897.0
Cummington,-,1,334,156,567,872.0
Dalton,-,1,1091,491,1763,3419.703703703704
Dalton,-,2,1099,449,1720,3336.296296296296
Danvers,-,1,1069,731,1974,3351.0945790080737
Danvers,-,2,1033,815,2022,3432.5801614763554
Danvers,-,3,860,741,1739,2952.1547481737794
Danvers,-,4,997,774,1940,3293.375624759708
Danvers,-,5,984,895,2064,3503.8800461361016
Danvers,-,6,958,910,2049,3478.415801614764
Danvers,-,7,952,810,1966,3337.513648596693
Danvers,-,8,899,808,1852,3143.9853902345253
Dartmouth,-,1,896,1085,2128,4361.868096127206
Dartmouth,-,2,681,589,1365,2797.9088116605435
Dartmouth,-,3,162,26,214,438.64650966692767
Dartmouth,-,4,1065,780,1999,4097.450340299945
Dartmouth,-,5,1059,907,2140,4386.465096669276
Dartmouth,-,6,920,714,1748,3582.9630789616335
Dartmouth,-,7,1035,837,2025,4150.743841474432
Dartmouth,-,8,1378,847,2424,4968.594109498284
Dartmouth,-,9,1390,953,2560,5247.360115641752
Dedham,-,1,1501,465,2175,3677.39470805415
Dedham,-,2,1205,695,2069,3498.174552167373
Dedham,-,3,1139,614,1882,3182.0031450840966
Dedham,-,4,1212,652,2037,3444.0703541638177
Dedham,-,5,1151,818,2152,3638.5073157390952
Dedham,-,6,1306,701,2196,3712.900587993983
Dedham,-,7,1107,833,2115,3575.949336797484
Deerfield,-,1,1968,777,3095,5125.0
Dennis,-,1,981,884,2021,3044.141963528414
Dennis,-,2,1091,783,2036,3066.735793044953
Dennis,-,3,844,667,1666,2509.4213316369805
Dennis,-,4,1003,771,1949,2935.6915818490247
Dennis,-,5,968,646,1760,2651.0093299406276
Dighton,-,1,776,1044,1996,3431.2605531295485
Dighton,-,2,826,1105,2126,3654.739446870451
Douglas,-,1,565,956,1690,2877.5859296482413
Douglas,-,2,643,908,1724,2935.4781909547737
Douglas,-,3,572,821,1561,2657.935879396985
Dover,-,1,2063,1137,3672,5589.0
Dracut,-,1,654,777,1560,2795.6999452454825
Dracut,-,2,611,765,1511,2707.886293119182
Dracut,-,3,714,920,1798,3222.2233984303707
Dracut,-,4,788,1142,2150,3853.0480014601203
Dracut,-,5,705,947,1817,3256.273590071181
Dracut,-,6,761,824,1730,3100.3595546632596
Dracut,-,6A,28,32,65,116.4874977185618
Dracut,-,7,757,759,1647,2951.613980653404
Dracut,-,8,892,1221,2318,4154.123380178865
Dracut,-,9,735,932,1841,3299.284358459573
Dudley,-,1,843,1076,2102,4363.364315655184
Dudley,-,2,663,954,1783,3701.1791507198836
Dudley,-,3,607,841,1602,3325.456533624932
Dunstable,-,1,954,837,2035,3179.0
Duxbury,-,1,968,697,1862,2777.3234944532487
Duxbury,-,2,883,668,1753,2614.7411846275754
Duxbury,-,3,828,576,1566,2335.8155705229797
Duxbury,-,4,853,631,1649,2459.6167789223455
Duxbury,-,5,826,697,1699,2534.1958201267826
Duxbury,-,6,779,619,1567,2337.307151347068
E. Bridgewater,-,1,761,1002,1986,3417.9518402994386
E. Bridgewater,-,2,791,1042,2001,3443.767186525265
E. Bridgewater,-,3,874,1077,2132,3669.221210230817
E. Bridgewater,-,4,748,952,1896,3263.059762944479
E. Brookfield,-,1,417,664,1217,2183.0
E. Longmeadow,-,1,1057,1091,2351,3959.0487412961966
E. Longmeadow,-,2,1008,1034,2246,3782.2303160149972
E. Longmeadow,-,3,1017,1105,2321,3908.5291912158546
E. Longmeadow,-,4,1007,1211,2417,4070.1917514729516
Eastham,-,1,2203,1199,3702,4956.0
Easthampton,-,1,1127,514,1823,2987.4049612086565
Easthampton,-,2,1370,417,1998,3274.1827276439362
Easthampton,-,3,1140,447,1780,2916.939567170273
Easthampton,-,4,1464,453,2123,3479.0239893834214
Easthampton,-,5,1112,768,2072,3395.448754593712
Easton,-,1,640,505,1268,2252.4030435785103
Easton,-,2,1272,944,2460,4369.804011989854
Easton,-,3,1042,898,2135,3792.4925063407886
Easton,-,4,1204,940,2380,4227.696564445469
Easton,-,5,1334,953,2514,4465.726539082315
Easton,-,6,1064,991,2254,4003.877334563062
Edgartown,-,1,1787,779,2810,4067.0
Egremont,-,1,621,147,845,1225.0
Erving,-,1,420,300,834,1800.0
Essex,-,1,1272,758,2304,3504.0
Everett,1,1,737,294,1116,3269.3786121071507
Everett,1,2,666,290,1008,2952.987133516136
Everett,2,1,776,336,1175,3442.222105041131
Everett,2,2,702,249,1013,2967.634887154609
Everett,3,1,828,412,1322,3872.8660620122337
Everett,3,2,779,346,1187,3477.376713773466
Everett,4,1,888,416,1371,4016.4140476692683
Everett,4,2,797,286,1148,3363.1242353933767
Everett,5,1,765,343,1186,3474.4471630457706
Everett,5,2,818,299,1176,3445.151655768825
Everett,6,1,809,344,1229,3600.417844336638
Everett,6,2,896,325,1292,3784.9795401813963
Fairhaven,-,1,832,606,1560,2828.959213983777
Fairhaven,-,2,744,600,1460,2647.6156746258425
Fairhaven,-,3,581,536,1212,2197.883697018165
Fairhaven,-,4,705,675,1487,2696.578430252485
Fairhaven,-,5,711,759,1587,2877.921969610419
Fairhaven,-,6,691,648,1447,2624.041014509311
Fall River,1,A,816,640,1557,4488.542614281543
Fall River,1,B,601,434,1129,3254.6978879408234
Fall River,1,C,622,481,1200,3459.3777374038864
Fall River,2,A,510,317,897,2585.8848587094053
Fall River,2,B,491,276,840,2421.5644161827204
Fall River,2,C,567,372,1006,2900.1116698569253
Fall River,3,A,674,458,1204,3470.908996528566
Fall River,3,B,663,410,1168,3367.1276644064496
Fall River,3,C,641,456,1196,3447.846478279207
Fall River,4,A,551,267,886,2554.1738961165365
Fall River,4,B,561,215,849,2447.50974921325
Fall River,4,C,679,229,988,2848.221003795867
Fall River,5,A,438,180,666,1919.954644259157
Fall River,5,B,385,138,566,1631.6731661421666
Fall River,5,B1,65,38,116,334.40651461570906
Fall River,5,C,541,244,849,2447.50974921325
Fall River,6,A,714,517,1358,3914.862472828732
Fall River,6,B,579,312,965,2781.916263828959
Fall River,6,C,625,439,1165,3358.47922006294
Fall River,6,C1,15,4,19,54.77348084222821
Fall River,7,A,689,443,1217,3508.3855886837755
Fall River,7,B,535,316,926,2669.4864873633323
Fall River,7,C,663,324,1099,3168.213444505726
Fall River,8,A,600,338,1033,2977.9476689485123
Fall River,8,B,881,563,1569,4523.136391655582
Fall River,8,C,902,661,1697,4892.13668364533
Fall River,9,A,986,794,1926,5552.301268533239
Fall River,9,B,676,503,1274,3672.70603121046
Fall River,9,C,797,481,1458,4203.143950945722
Falmouth,-,1,1793,513,2482,3860.113544441156
Falmouth,-,2,1386,707,2262,3517.9600473512874
Falmouth,-,3,1150,810,2113,3286.228815231331
Falmouth,-,4,1219,859,2256,3508.6285883397454
Falmouth,-,5,1349,886,2476,3850.7820854296147
Falmouth,-,6,1333,771,2304,3583.2802604320805
Falmouth,-,7,1094,913,2169,3373.3224326723885
Falmouth,-,8,1070,907,2166,3368.6567031666173
Falmouth,-,9,1073,799,2046,3182.02752293578
Fitchburg,1,A,619,314,1031,2651.180432425537
Fitchburg,1,B,677,452,1254,3224.6171311945914
Fitchburg,2,A,607,262,952,2448.034696090312
Fitchburg,2,B,742,609,1490,3831.482875183366
Fitchburg,3,A,961,832,1981,5094.072198482046
Fitchburg,3,B,772,543,1460,3754.3389246763186
Fitchburg,4,A,490,288,862,2216.602844569169
Fitchburg,4,B,699,276,1082,2782.3251482875185
Fitchburg,5,A,849,842,1880,4834.354231774985
Fitchburg,5,B,619,232,946,2432.6059059889026
Fitchburg,6,A,854,626,1640,4217.202627718605
Fitchburg,6,B,701,311,1101,2831.1829836086486
Florida,-,1,191,170,400,752.0
Foxborough,-,1,1002,774,1960,3195.61098221191
Foxborough,-,2,1119,831,2168,3534.737045630317
Foxborough,-,3,1048,877,2140,3489.085460170147
Foxborough,-,4,1031,881,2129,3471.150908739366
Foxborough,-,5,932,798,1947,3174.4156032482597
Framingham,-,1,1551,631,2360,5369.337951245504
Framingham,-,2,1702,686,2605,5926.7480351671775
Framingham,-,3,1354,474,1961,4461.555814573065
Framingham,-,4,1527,580,2319,5276.057080058612
Framingham,-,5,1426,591,2225,5062.193619288663
Framingham,-,6,1418,620,2253,5125.897628879712
Framingham,-,7,1324,489,1969,4479.756960170507
Framingham,-,8,1406,421,1980,4504.783535366992
Framingham,-,9,1033,318,1465,3333.0847875316367
Framingham,-,10,860,253,1214,2762.0238444118822
Framingham,-,11,1547,607,2374,5401.189956041028
Framingham,-,12,798,265,1141,2595.9383908352206
Framingham,-,13,1033,327,1468,3339.910217130678
Framingham,-,14,810,182,1078,2452.6043692553612
Framingham,-,15,830,215,1156,2630.065538830425
Framingham,-,16,533,113,688,1565.2985213800453
Framingham,-,17,633,58,726,1651.7539629678965
Framingham,-,18,735,233,1046,2379.7997868655925
Franklin,-,1,1132,843,2193,3763.660554440406
Franklin,-,2,1130,846,2183,3746.498399609396
Franklin,-,3,1127,844,2187,3753.3632615418
Franklin,-,4,1236,989,2487,4268.227906472088
Franklin,-,5,1252,885,2382,4088.0252807464867
Franklin,-,6,1139,730,2113,3626.363315792329
Franklin,-,7,1355,888,2503,4295.687354201704
Franklin,-,8,1156,971,2385,4093.1739271957904
Freetown,-,1,665,910,1705,2978.796533385858
Freetown,-,2,707,875,1703,2975.3023439038802
Freetown,-,3,663,864,1669,2915.901122710262
Gardner,1,A,556,415,1085,2504.836795252226
Gardner,1,B,170,217,438,1011.1691394658754
Gardner,2,A,480,382,974,2248.581602373887
Gardner,2,B,441,486,1060,2447.121661721068
Gardner,3,A,403,324,822,1897.673590504451
Gardner,3,B,529,392,1041,2403.258160237389
Gardner,4,A,485,294,881,2033.881305637982
Gardner,4,B,297,229,608,1403.632047477745
Gardner,5,A,389,315,786,1814.5637982195847
Gardner,5,B,446,488,1067,2463.281899109792
Georgetown,-,1,863,848,1893,3036.1464131713055
Georgetown,-,2,727,725,1644,2636.78008624069
Georgetown,-,3,757,655,1565,2510.0735005880047
Gill,-,1,579,259,953,1500.0
Gloucester,1,1,1197,541,1915,3299.672911180273
Gloucester,1,2,919,545,1618,2787.9220732583194
Gloucester,2,1,762,423,1306,2250.3252334211156
Gloucester,2,2,788,342,1253,2159.002693320565
Gloucester,3,1,815,479,1418,2443.308714388317
Gloucester,3,2,853,515,1493,2572.538723964568
Gloucester,4,1,976,605,1726,2974.0132870481207
Gloucester,4,2,1301,521,2034,3504.717859707924
Gloucester,5,1,1141,669,1997,3440.964388316974
Gloucester,5,2,1056,715,1948,3356.5341153938234
Goshen,-,1,364,213,638,1054.0
Gosnold,-,1,36,27,71,75.0
Grafton,-,1,1061,806,2091,3611.025080198309
Grafton,-,2,1084,767,2072,3578.2132788956937
Grafton,-,3,1103,739,2033,3510.8627393797997
Grafton,-,4,901,743,1839,3175.8369787109946
Grafton,-,5,1223,828,2252,3889.0619228152036
Granby,-,1,949,809,1971,3287.6343223736967
Granby,-,2,702,890,1770,2952.3656776263033
Granville,-,1,335,548,986,1566.0
Great Barrington,-,A,752,155,986,1860.9309245483528
Great Barrington,-,B,737,187,1011,1908.1147715196598
Great Barrington,-,C,567,89,726,1370.2189160467587
Great Barrington,-,D,824,149,1041,1964.7353878852282
Greenfield,-,1,547,280,934,1874.6583879498678
Greenfield,-,2,741,341,1214,2436.654478555824
Greenfield,-,3,638,254,998,2003.1146372312292
Greenfield,-,4,736,257,1092,2191.784753363229
Greenfield,-,5,718,175,1024,2055.299988501782
Greenfield,-,6,736,154,1019,2045.2643440266759
Greenfield,-,7,483,246,847,1700.038174083017
Greenfield,-,8,515,170,796,1597.6746004369322
Greenfield,-,9,460,221,773,1551.510635851443
Groton,-,1,1410,703,2385,3727.3502642395774
Groton,-,2,1247,765,2243,3505.4283617146216
Groton,-,3,1260,670,2184,3413.2213740458014
Groveland,-,1,913,968,2057,3220.888
Groveland,-,2,909,966,2068,3238.1119999999996
Hadley,-,1,2149,867,3313,5250.0
Halifax,-,1,883,1252,2333,3881.277716308918
Halifax,-,2,911,1060,2186,3636.722283691082
Hamilton,-,1,958,583,1741,2838.5392692146156
Hamilton,-,2,953,542,1723,2809.1919361612768
Hamilton,-,3,720,351,1298,2116.2687946241076
Hampden,-,1,1188,1645,3117,5139.0
Hancock,-,1,189,159,397,717.0
Hanover,-,1,885,1033,2118,3326.060420909708
Hanover,-,2,958,1125,2298,3608.7284453496263
Hanover,-,3,964,994,2177,3418.712717809459
Hanover,-,4,943,1115,2245,3525.498415931206
Hanson,-,1,829,1060,2047,3393.6055537512175
Hanson,-,2,864,1045,2137,3542.811464761286
Hanson,-,3,739,1019,1974,3272.582981487496
Hardwick,-,1,568,709,1421,2990.0
Harvard,-,1,2515,889,3776,6520.0
Harwich,-,1,1215,854,2249,3212.1450069995335
Harwich,-,2,1145,843,2162,3087.886840877275
Harwich,-,3,1139,899,2226,3179.2951469902005
Harwich,-,4,1061,698,1935,2763.6730051329914
Hatfield,-,1,1284,660,2152,3279.0
Haverhill,1,1,618,270,966,1951.9105844867072
Haverhill,1,2,867,411,1394,2816.7322513193267
Haverhill,1,3,670,456,1234,2493.4344319426464
Haverhill,2,1,648,485,1266,2558.093995817983
Haverhill,2,2,664,636,1442,2913.7215971323308
Haverhill,2,3,593,276,961,1941.8075276311858
Haverhill,3,1,596,135,794,1604.365428656776
Haverhill,3,2,644,323,1059,2139.8274419994027
Haverhill,3,3,653,397,1152,2327.7442995120978
Haverhill,4,1,749,731,1639,3311.7820372398687
Haverhill,4,2,793,886,1839,3715.904311460719
Haverhill,4,3,756,734,1641,3315.8232599820767
Haverhill,5,1,867,578,1553,3138.009459324903
Haverhill,5,2,777,819,1725,3485.554615154834
Haverhill,5,3,812,933,1891,3820.9761027581403
Haverhill,6,1,736,630,1490,3010.710942945335
Haverhill,6,2,772,633,1563,3158.2155730359455
Haverhill,6,3,841,706,1705,3445.1423877327493
Haverhill,7,1,804,616,1569,3170.339241262571
Haverhill,7,2,744,578,1439,2907.659763019018
Haverhill,7,3,803,817,1807,3651.244747585383
Hawley,-,1,105,67,206,337.0
Heath,-,1,244,165,459,706.0
Hingham,-,1,1327,776,2360,3520.0619320094247
Hingham,-,2,1436,801,2482,3702.031235274318
Hingham,-,3,1445,739,2459,3667.7255469538877
Hingham,-,4,1363,768,2400,3579.723998653652
Hingham,-,5,922,645,1751,2611.70696735106
Hingham,-,5A,717,267,1060,1581.0447660720297
Hingham,-,6,1300,814,2343,3494.7055536856274
Hinsdale,-,1,606,403,1136,2032.0
Holbrook,-,1,773,526,1400,2605.1733057423694
Holbrook,-,2,708,663,1521,2830.3347128815312
Holbrook,-,3,720,613,1469,2733.5711329539577
Holbrook,-,4,711,583,1409,2621.9208484221417
Holden,-,1,1031,944,2233,3385.8057692307693
Holden,-,2,1159,910,2303,3491.943881118881
Holden,-,3,1070,763,2088,3165.9482517482516
Holden,-,4,1193,1025,2460,3729.9965034965035
Holden,-,5,1152,970,2356,3572.305594405594
Holland,-,1,475,720,1381,2481.0
Holliston,-,1,1394,744,2381,3679.1840994638983
Holliston,-,2,1409,639,2310,3569.4730238393977
Holliston,-,3,1293,582,2073,3203.254362951979
Holliston,-,4,1195,598,2003,3095.0885137447244
Holyoke,1,A,815,58,916,2143.9098538646635
Holyoke,1,B,787,99,952,2228.1683197370735
Holyoke,2,A,696,121,884,2069.0134397558545
Holyoke,2,B,702,72,827,1935.6042021245378
Holyoke,3,A,867,284,1249,2923.300663184459
Holyoke,3,B,837,497,1473,3447.5755619461233
Holyoke,4,A,639,93,781,1827.9406068431244
Holyoke,4,B,822,174,1083,2534.7755149950117
Holyoke,5,A,925,748,1840,4306.543811256529
Holyoke,5,B,873,384,1337,3129.2658019836845
Holyoke,6,A,841,256,1179,2759.464757321439
Holyoke,6,B,854,320,1297,3035.645284347673
Holyoke,7,A,981,558,1692,3960.1478960032864
Holyoke,7,B,1017,358,1529,3578.6442866365396
Hopedale,-,1,1759,1375,3511,5911.0
Hopkinton,-,1,1498,706,2504,4003.0205655526997
Hopkinton,-,2,1342,777,2351,3758.42705655527
Hopkinton,-,3,1232,728,2239,3579.378213367609
Hopkinton,-,4,1286,700,2242,3584.1741645244215
Hubbardston,-,1,1040,1376,2765,4382.0
Hudson,-,1,896,570,1619,2840.5887712839394
Hudson,-,2,785,457,1389,2437.04620340543
Hudson,-,3,827,658,1653,2900.2428900138057
Hudson,-,4,903,627,1712,3003.7603313391623
Hudson,-,5,1109,664,1940,3403.7938334100327
Hudson,-,6,728,400,1242,2179.1298665439485
Hudson,-,7,780,399,1310,2298.4381040036815
Hull,-,1,1335,741,2226,3501.7909215955983
Hull,-,2,1058,756,1974,3105.361760660248
Hull,-,3,1295,859,2343,3685.8473177441538
Huntington,-,1,460,611,1201,2180.0
Ipswich,-,1,1337,605,2136,3181.302283517974
Ipswich,-,2,1354,770,2380,3544.7094732082296
Ipswich,-,3,1029,867,2130,3172.3660411485416
Ipswich,-,4,1219,771,2200,3276.6222021252543
Kingston,-,1,849,792,1809,2953.9515128006205
Kingston,-,2,921,992,2068,3376.8776829583658
Kingston,-,3,897,985,2079,3394.83979829325
Kingston,-,4,804,810,1778,2903.331005947763
Lakeville,-,1,783,1037,2026,3302.529520295203
Lakeville,-,2,774,1158,2151,3506.2887453874537
Lakeville,-,3,909,1179,2327,3793.1817343173434
Lancaster,-,1,883,801,1928,3873.7939635819403
Lancaster,-,2,967,850,2081,4181.20603641806
Lanesborough,-,1,998,597,1747,3091.0
Lawrence,A,1,869,166,1091,3395.985939601418
Lawrence,A,2,729,71,841,2617.804010270204
Lawrence,A,3,730,208,990,3081.6004401516075
Lawrence,A,4,864,122,1032,3212.3350042792517
Lawrence,B,1,962,119,1126,3504.931409707788
Lawrence,B,2,788,51,863,2686.284020051351
Lawrence,B,3,877,100,1024,3187.433182540653
Lawrence,B,4,1131,57,1224,3809.978726005624
Lawrence,C,1,743,78,853,2655.1567428781022
Lawrence,C,2,915,205,1196,3722.8223499205283
Lawrence,C,3,748,37,811,2524.4221787504584
Lawrence,C,4,858,80,959,2985.1058809145375
Lawrence,D,1,859,164,1073,3339.956840689571
Lawrence,D,2,764,51,844,2627.1421934221785
Lawrence,D,3,642,60,721,2244.276684191221
Lawrence,D,4,690,51,771,2399.913070057464
Lawrence,E,1,937,471,1486,4625.513387944737
Lawrence,E,2,916,436,1455,4529.018828707666
Lawrence,E,3,759,184,1009,3140.74226678078
Lawrence,E,4,841,156,1052,3274.589558625749
Lawrence,F,1,879,365,1334,4152.378774911359
Lawrence,F,2,748,65,851,2648.9312874434527
Lawrence,F,3,781,91,918,2857.484044504218
Lawrence,F,4,822,147,1013,3153.193177650079
Lee,-,1,1969,852,3099,5943.0
Leicester,-,1,619,775,1551,2919.435483870968
Leicester,-,2,640,669,1435,2701.089567604667
Leicester,-,3,562,718,1431,2693.560398078243
Leicester,-,4,602,663,1411,2655.914550446122
Lenox,-,1,2234,572,3096,5025.0
Leominster,1,A,734,714,1619,3307.544534108566
Leominster,1,B,709,642,1504,3072.6046814696006
Leominster,1,C,642,446,1208,2467.889930329307
Leominster,2,A,603,315,1020,2083.8143451456067
Leominster,2,B,629,535,1274,2602.7249761916696
Leominster,2,C,423,315,823,1681.3521627988573
Leominster,3,A,564,402,1048,2141.0170918750937
Leominster,3,B,743,644,1526,3117.549696757055
Leominster,3,C,831,760,1757,3589.4723572753246
Leominster,4,A,726,756,1637,3344.317728434665
Leominster,4,B,690,714,1553,3172.709488246203
Leominster,4,C,551,462,1140,2328.968973986266
Leominster,5,A,629,501,1228,2508.7490351360834
Leominster,5,B,786,621,1555,3176.7953987268806
Leominster,5,C,580,372,1059,2163.4895995188213
Leverett,-,1,996,185,1296,1851.0
Lexington,-,1,1334,298,1799,3037.9111397988277
Lexington,-,2,1823,317,2305,3892.376418697219
Lexington,-,3,1393,280,1775,2997.383142380722
Lexington,-,4,1668,343,2164,3654.274433865849
Lexington,-,5,1571,471,2210,3731.9530955838845
Lexington,-,6,1560,383,2112,3566.4637727932873
Lexington,-,7,1546,415,2108,3559.709106556936
Lexington,-,8,1482,371,2005,3385.7764509709
Lexington,-,9,1523,401,2113,3568.152439352375
Leyden,-,1,306,139,502,711.0
Lincoln,-,1,1873,334,2393,3847.426333080617
Lincoln,-,2,1123,291,1564,2514.5736669193834
Littleton,-,1,1246,691,2169,3225.4884185969004
Littleton,-,2,1145,651,2034,3024.73187802033
Littleton,-,3,1054,534,1798,2673.7797033827696
Longmeadow,-,A,1125,624,1923,3150.57421631721
Longmeadow,-,B,1028,616,1813,2970.354162341707
Longmeadow,-,C,1055,782,2059,3373.391737596014
Longmeadow,-,D,1013,806,1965,3219.385509653311
Longmeadow,-,E,1090,629,1874,3070.2943740917585
Lowell,1,1,718,218,1002,2857.9242221389172
Lowell,1,2,1063,847,2129,6072.375917099555
Lowell,1,3,987,612,1776,5065.5423338510145
Lowell,2,1,541,108,729,2079.2682214962783
Lowell,2,2,884,122,1128,3217.303914743212
Lowell,2,3,1069,175,1392,3970.2899373426876
Lowell,3,1,674,283,1046,2983.421892572163
Lowell,3,2,649,173,886,2527.06672736036
Lowell,3,3,585,201,876,2498.544529534622
Lowell,4,1,840,301,1227,3499.6736732180157
Lowell,4,2,573,154,763,2176.2436941037863
Lowell,4,3,605,172,838,2390.160177796819
Lowell,5,1,598,366,1068,3046.170727788786
Lowell,5,2,583,236,887,2529.9189471429336
Lowell,5,3,640,466,1207,3442.6292775665397
Lowell,6,1,738,566,1420,4050.1520912547526
Lowell,6,2,799,558,1473,4201.319739731163
Lowell,6,3,777,498,1399,3990.255475820704
Lowell,7,1,598,187,856,2441.500133883147
Lowell,7,2,745,141,955,2723.86989235795
Lowell,7,3,501,149,683,1948.0661114978848
Lowell,8,1,703,257,1053,3003.387431050179
Lowell,8,2,792,369,1255,3579.5358271300806
Lowell,8,3,968,575,1682,4797.433674289081
Lowell,9,1,632,300,1014,2892.1508595298023
Lowell,9,2,813,436,1358,3873.314464735179
Lowell,9,3,747,381,1245,3551.0136293043433
Lowell,10,1,716,262,1071,3054.727387136507
Lowell,10,2,495,160,702,2002.2582873667864
Lowell,10,3,416,119,595,1697.070770631393
Lowell,11,1,707,329,1140,3251.5305521340974
Lowell,11,2,656,495,1265,3608.0580249558184
Lowell,11,3,743,368,1226,3496.8214534354415
Ludlow,-,1,814,838,1813,3664.3749640839
Ludlow,-,2,653,581,1359,2746.765348146729
Ludlow,-,3,713,1116,1984,4009.994444976535
Ludlow,-,4,828,800,1774,3585.5494684417204
Ludlow,-,5,569,688,1369,2766.977013696006
Ludlow,-,6,906,1074,2142,4329.33876065511
Lunenburg,-,A,754,727,1675,2623.299689440994
Lunenburg,-,B,726,600,1478,2314.7683229813665
Lunenburg,-,C,753,799,1737,2720.4009316770184
Lunenburg,-,D,709,676,1550,2427.531055900621
Lynn,1,1,930,870,1962,5183.6993769926
Lynn,1,2,976,851,2011,5313.159758986809
Lynn,1,3,957,648,1740,4597.164585100471
Lynn,1,4,968,539,1588,4195.573196057211
Lynn,2,1,1075,735,1953,5159.92093948346
Lynn,2,2,687,237,1148,3033.0718067214602
Lynn,2,3,689,125,854,2256.309514756208
Lynn,2,4,653,172,893,2359.3494106291496
Lynn,3,1,839,446,1431,3780.771563953318
Lynn,3,2,891,266,1248,3297.2766679341307
Lynn,3,3,809,291,1245,3289.350522097751
Lynn,3,4,1003,298,1396,3688.2998625288838
Lynn,4,1,564,86,691,1825.6555909795547
Lynn,4,2,607,99,745,1968.326216034397
Lynn,4,3,782,202,1032,2726.594167714762
Lynn,4,4,900,313,1286,3397.674515194946
Lynn,5,1,762,336,1180,3117.6173623095146
Lynn,5,2,522,91,646,1706.763403433853
Lynn,5,3,638,94,772,2039.661528561818
Lynn,5,4,938,306,1357,3585.2599666559418
Lynn,6,1,667,206,962,2541.6507648658926
Lynn,6,2,519,103,668,1764.8884729006404
Lynn,6,3,659,150,982,2594.4917371084266
Lynn,6,4,636,165,847,2237.8151744713214
Lynn,7,1,1070,547,1713,4525.82927257305
Lynn,7,2,939,421,1481,3912.873994559654
Lynn,7,3,690,337,1092,2885.1170844423646
Lynn,7,4,794,377,1266,3344.833542952412
Lynnfield,-,1,829,915,1909,2877.5203431691148
Lynnfield,-,2,888,932,1974,2975.4977252047315
Lynnfield,-,3,721,903,1756,2646.896659300663
Lynnfield,-,4,800,1079,2054,3096.0852723254907
Malden,1,1,884,213,1189,3073.974777125462
