City/Town,Ward,Pct,Clinton/ Kaine,Trump/ Pence,Total Votes Cast,pop by share of vote
Sharon,-,3,1535,512,2263,3785.7101063829787
Sharon,-,4,1480,449,2097,3508.0132978723404
Sharon,-,5,1273,544,1973,3300.577127659574
Sheffield,-,1,1242,530,1942,3257.0
Shelburne,-,1,821,230,1197,1893.0
Sherborn,-,1,1766,617,2723,4119.0
Shirley,-,1,1637,1432,3450,7211.0
Shrewsbury,-,1,1214,885,2339,4336.289477794554
Shrewsbury,-,2,967,639,1739,3223.9450200447754
Shrewsbury,-,3,838,586,1569,2908.7807570156715
Shrewsbury,-,4,1007,702,1874,3474.2225230384756
Shrewsbury,-,5,999,532,1692,3136.811370854376
Shrewsbury,-,6,1131,692,1998,3704.1070443067633
Shrewsbury,-,7,1234,860,2361,4377.07544124538
Shrewsbury,-,8,1262,808,2288,4241.740198885823
Shrewsbury,-,9,875,454,1423,2638.1102722965584
Shrewsbury,-,10,1093,650,1924,3566.9178945176236
Shutesbury,-,1,980,142,1282,1771.0
Somerset,-,1,993,958,2112,3733.042716746132
Somerset,-,2,1070,972,2216,3916.866789919237
Somerset,-,3,1076,912,2147,3794.906587525543
Somerset,-,4,903,855,1910,3375.9998053906784
Somerset,-,5,859,869,1892,3344.1841004184103
Somerville,1,1,1032,199,1333,2470.52116259725
Somerville,1,2,1318,293,1750,3243.3698683759844
Somerville,1,3,1041,193,1327,2459.4010373342467
Somerville,2,1,1617,133,1882,3488.0126241620587
Somerville,2,2,1915,147,2230,4132.979889416255
Somerville,2,3,1797,176,2151,3986.5649067867103
Somerville,3,1,1598,163,1883,3489.8659783725598
Somerville,3,2,1652,202,1999,3704.8550667906247
Somerville,3,3,1903,175,2255,4179.313744678769
Somerville,4,1,1054,231,1369,2537.2419141752707
Somerville,4,2,1243,190,1560,2891.232568380878
Somerville,4,3,1432,233,1802,3339.7442873220143
Somerville,5,1,1643,260,2069,3834.589861525664
Somerville,5,2,1956,227,2353,4360.942457307824
Somerville,5,3,2000,182,2358,4370.209228360327
Somerville,6,1,2183,159,2527,4683.426089934922
Somerville,6,2,2012,179,2373,4398.009541517835
Somerville,6,3,1270,120,1496,2772.6178989088417
Somerville,7,1,1974,203,2335,4327.5820815188135
Somerville,7,2,1535,171,1831,3393.49155942653
Somerville,7,3,1565,292,1991,3690.02823310662
South Hadley,-,A,1053,645,1904,3571.070464767616
South Hadley,-,B,1161,715,2041,3828.0224887556224
South Hadley,-,C,1016,815,2041,3828.0224887556224
South Hadley,-,D,812,344,1266,2374.4617691154426
South Hadley,-,E,1166,735,2086,3912.4227886056974
Southampton,-,1,1744,1692,3841,5792.0
Southborough,-,1,1236,653,2113,3392.6797632747002
Southborough,-,2,1128,615,1963,3151.8364293933914
Southborough,-,3,1166,630,2007,3222.4838073319083
Southbridge,-,1,769,510,1427,3417.563816072196
Southbridge,-,2,722,411,1249,2991.266437473141
Southbridge,-,3,685,600,1407,3369.6652342071334
Southbridge,-,4,811,764,1768,4234.234636871509
Southbridge,-,5,727,301,1130,2706.2698753760205
Southwick,-,1,644,1150,1975,3522.8928102121267
Southwick,-,2,548,866,1577,2812.963018584569
Southwick,-,3,667,945,1775,3166.144171203304
Spencer,-,1,593,748,1468,2920.507914893617
Spencer,-,2,517,670,1322,2630.0486808510636
Spencer,-,3,542,859,1555,3093.5897872340424
Spencer,-,4,613,768,1530,3043.8536170212765
Springfield,1,A,664,25,717,1988.620664661327
Springfield,1,B,686,62,781,2166.1265538361176
Springfield,1,C,550,47,630,1747.323596564346
Springfield,1,D,626,49,702,1947.0177218859856
Springfield,1,E,694,62,787,2182.7677309462542
Springfield,1,F,613,44,688,1908.1883086290002
Springfield,1,G,674,69,793,2199.408908056391
Springfield,1,H,676,62,774,2146.7118472076254
Springfield,2,A,577,105,712,1974.7530170695466
Springfield,2,B,816,222,1105,3064.750117783496
Springfield,2,C,532,127,720,1996.9412532163954
Springfield,2,D,718,224,1006,2790.170695466242
Springfield,2,E,648,238,965,2676.4559852136413
Springfield,2,F,804,179,1050,2912.2059942739097
Springfield,2,G,717,313,1110,3078.6177653752766
Springfield,2,H,709,262,1032,2862.2824629435
Springfield,3,A,545,68,646,1791.7000688580438
Springfield,3,B,570,49,645,1788.9265393396877
Springfield,3,C,429,44,498,1381.2177001413402
Springfield,3,D,569,41,648,1797.247127894756
Springfield,3,E,481,46,564,1564.2706483528432
Springfield,3,F,441,67,544,1508.800057985721
Springfield,3,G,401,49,486,1347.935345921067
Springfield,3,H,550,90,674,1869.3588953720146
Springfield,4,A,678,77,804,2229.9177327583084
Springfield,4,B,773,46,862,2390.7824448229626
Springfield,4,C,618,19,666,1847.1706592251658
Springfield,4,D,659,30,716,1985.8471351429712
Springfield,4,E,584,28,642,1780.6059507846194
Springfield,4,F,227,17,248,687.835320552314
Springfield,4,G,769,54,857,2376.9147972311816
Springfield,4,H,658,30,716,1985.8471351429712
Springfield,5,A,712,64,809,2243.785380350089
Springfield,5,B,775,172,1010,2801.2648135396657
Springfield,5,C,612,209,895,2482.3089189287134
Springfield,5,D,687,386,1169,3242.2560069582864
Springfield,5,E,897,174,1137,3153.5030623708913
Springfield,5,F,774,255,1111,3081.3912948936327
Springfield,5,G,680,488,1268,3516.835429275541
Springfield,5,H,525,360,975,2704.1912803972023
Springfield,6,A,581,113,731,2027.4500779183127
Springfield,6,B,672,234,977,2709.7383394339145
Springfield,6,C,597,212,874,2424.0647990432353
Springfield,6,D,680,428,1197,3319.9148334722577
Springfield,6,E,539,91,680,1886.0000724821512
Springfield,6,F,587,113,772,2141.1647881709127
Springfield,6,G,560,184,808,2241.0118508317328
Springfield,6,H,678,341,1111,3081.3912948936327
Springfield,7,A,638,335,1047,2903.8854057188414
Springfield,7,B,770,438,1311,3636.0971985648534
Springfield,7,C,717,427,1248,3461.3648389084187
Springfield,7,D,630,409,1134,3145.182473815823
Springfield,7,E,650,184,887,2460.120682781865
Springfield,7,F,736,471,1314,3644.4177871199217
Springfield,7,G,683,532,1342,3722.0766136338925
Springfield,7,H,356,187,586,1625.2882977566774
Springfield,8,A,623,264,967,2682.0030442503535
Springfield,8,B,651,215,917,2543.326568332548
Springfield,8,C,776,121,951,2637.6265719566554
Springfield,8,D,480,113,637,1766.7383031928389
Springfield,8,E,501,152,713,1977.5265465879029
Springfield,8,F,575,280,922,2557.1942159243285
Springfield,8,G,681,265,1013,2809.585402094734
Springfield,8,H,662,169,885,2454.573623745153
Sterling,-,1,1081,1083,2444,3766.828266877221
Sterling,-,2,1081,1244,2622,4041.1717331227796
Stockbridge,-,1,965,252,1305,1947.0
Stoneham,-,1,970,697,1805,2910.8391634694954
Stoneham,-,2,1093,685,1948,3141.44858196043
Stoneham,-,3,1069,874,2117,3413.9869856315354
Stoneham,-,4,877,699,1710,2757.6371022342587
Stoneham,-,5,946,840,1933,3117.258782818025
Stoneham,-,6,986,756,1906,3073.717144361694
Stoneham,-,7,1021,692,1874,3022.1122395245616
Stoughton,-,1,1220,642,2012,3728.866098432774
Stoughton,-,2,1032,597,1770,3280.364311245532
Stoughton,-,3,1058,628,1840,3410.096233159197
Stoughton,-,4,1084,839,2108,3906.784162771515
Stoughton,-,5,908,598,1631,3022.753780588397
Stoughton,-,6,1311,714,2190,4058.7558427275226
Stoughton,-,7,982,483,1603,2970.861011822931
Stoughton,-,8,856,419,1394,2583.518559252131
Stow,-,1,1391,686,2336,3430.8535770002227
Stow,-,2,1317,575,2151,3159.1464229997773
Sturbridge,-,1,904,765,1843,3093.249547265483
Sturbridge,-,2,872,861,1946,3266.1224194132565
Sturbridge,-,3,758,789,1733,2908.6280333212603
Sudbury,-,1,1111,396,1666,2689.204204753199
Sudbury,-,1A,381,144,594,958.8159049360146
Sudbury,-,2,1364,461,2010,3244.4780621572213
Sudbury,-,3,1527,578,2287,3691.602650822669
Sudbury,-,4,1574,444,2272,3667.3901279707497
Sudbury,-,5,1445,487,2111,3407.509049360146
Sunderland,-,1,1353,387,1948,3684.0
Sutton,-,1,789,1017,2003,3123.327940153097
Sutton,-,2,706,982,1874,2922.1750173973555
Sutton,-,3,817,882,1871,2917.4970424495477
Swampscott,-,1,784,506,1369,2124.2997186268994
Swampscott,-,2,1008,413,1566,2429.9878446820485
Swampscott,-,3,842,375,1327,2059.1276308384918
Swampscott,-,4,1038,399,1565,2428.436128306134
Swampscott,-,5,890,436,1472,2284.126505346089
Swampscott,-,6,992,457,1586,2461.022172200338
Swansea,-,1,793,945,1853,3313.1798715203427
Swansea,-,2,841,791,1766,3157.6231263383297
Swansea,-,3,797,800,1711,3059.2826552462525
Swansea,-,4,763,905,1776,3175.5032119914345
Swansea,-,5,734,910,1767,3159.4111349036402
Taunton,1,A,720,495,1346,3072.157026143791
Taunton,1,B,798,793,1728,3944.0470588235294
Taunton,2,A,624,289,998,2277.86977124183
Taunton,2,B,699,431,1233,2814.241911764706
Taunton,3,A,785,521,1420,3241.0571895424837
Taunton,3,B,929,737,1824,4163.160784313725
Taunton,4,A,736,833,1753,4001.107924836601
Taunton,4,B,777,652,1578,3601.6818627450984
Taunton,5,A,705,458,1279,2919.2339052287584
Taunton,5,B,694,393,1206,2752.616176470588
Taunton,6,A,582,414,1074,2451.3348039215684
Taunton,6,B,860,584,1563,3567.4453431372544
Taunton,7,A,876,733,1767,4033.0620098039212
Taunton,7,B,817,922,1919,4379.992075163399
Taunton,8,A,856,836,1841,4201.962173202614
Taunton,8,B,907,882,1951,4453.029983660131
Templeton,-,A,550,768,1490,2942.180877279448
Templeton,-,B,502,708,1366,2697.328240512568
Templeton,-,C,469,592,1202,2373.490882207984
Tewksbury,-,1,911,971,2063,3393.1476033621084
Tewksbury,-,1A,930,1117,2252,3704.0079509313946
Tewksbury,-,2,894,1023,2113,3475.3857905497503
Tewksbury,-,2A,784,983,1941,3192.4864266242616
Tewksbury,-,3,1060,1171,2431,3998.420661063153
Tewksbury,-,3A,1072,1142,2405,3955.656803725579
Tewksbury,-,4,956,1029,2201,3620.125
Tewksbury,-,4A,995,996,2202,3621.769763743753
Tisbury,-,1,1942,476,2654,3949.0
Tolland,-,1,101,190,319,485.0
Topsfield,-,1,2100,1566,4214,6085.0
Townsend,-,1,645,884,1753,2991.8313575525813
Townsend,-,2,699,803,1699,2899.669980879541
Townsend,-,3,738,863,1778,3034.4986615678777
Truro,-,1,1095,361,1589,2003.0
Tyngsborough,-,1,700,791,1636,2698.862235208181
Tyngsborough,-,2,739,822,1717,2832.4856099342587
Tyngsborough,-,3,777,765,1717,2832.4856099342587
Tyngsborough,-,4,845,789,1775,2928.166544923302
Tyringham,-,1,201,70,299,327.0
Upton,-,1,1214,914,2398,3867.7750213857994
Upton,-,2,1082,904,2278,3674.2249786142
Uxbridge,-,1,801,997,2005,3460.026288791998
Uxbridge,-,2,872,814,1881,3246.0396255450114
Uxbridge,-,3,741,940,1881,3246.0396255450114
Uxbridge,-,4,852,947,2031,3504.8944601179787
Wakefield,-,1,1185,1082,2493,3929.4143380958403
Wakefield,-,2,1032,764,1994,3142.9009988620555
Wakefield,-,3,1123,869,2190,3451.8320900240233
Wakefield,-,4,1297,870,2359,3718.206347199393
Wakefield,-,5,1262,860,2331,3674.073334176255
Wakefield,-,6,1279,788,2288,3606.297635605007
Wakefield,-,7,1116,827,2163,3409.275256037426
Wales,-,1,365,550,1017,1838.0
Walpole,-,1,938,694,1782,2892.685459940653
Walpole,-,2,936,831,1968,3194.6155921230106
Walpole,-,3,957,808,1962,3184.8759104397086
Walpole,-,4,936,610,1731,2809.8981656325873
Walpole,-,5,778,683,1610,2613.4812516859997
Walpole,-,6,972,788,1951,3167.019827353655
Walpole,-,7,907,809,1937,3144.2939034259507
Walpole,-,8,846,823,1887,3063.129889398436
Waltham,1,1,1113,599,1862,4223.756369486326
Waltham,1,2,1243,728,2065,4684.241086460398
Waltham,2,1,1206,567,1907,4325.834262411613
Waltham,2,2,963,329,1392,3157.6094878222157
Waltham,3,1,1055,835,2014,4568.55280781174
Waltham,3,2,1120,624,1866,4232.829959968574
Waltham,4,1,1143,698,1998,4532.258445882749
Waltham,4,2,285,151,454,1029.8525197351191
Waltham,5,1,1182,476,1766,4005.9901979123792
Waltham,5,2,1013,317,1400,3175.756668786711
Waltham,6,1,1055,377,1514,3434.3539975307717
Waltham,6,2,664,230,939,2130.0253657076587
Waltham,7,1,1055,506,1689,3831.3235811291106
Waltham,7,2,496,105,631,1431.3588985745819
Waltham,8,1,1034,267,1423,3227.9298140596356
Waltham,8,2,1042,341,1522,3452.501178495267
Waltham,9,1,853,199,1118,2536.0685397882453
Waltham,9,2,833,243,1169,2651.756818436904
Ware,-,A,616,520,1302,2833.6296296296296
Ware,-,B,541,733,1424,3099.1463844797177
Ware,-,C,696,936,1810,3939.223985890653
Wareham,-,1,912,784,1847,3494.774473250672
Wareham,-,2,981,788,1948,3685.8801699471082
Wareham,-,3,962,865,1999,3782.379086100754
Wareham,-,4,854,868,1880,3557.2149484089136
Wareham,-,5,942,959,2094,3962.131969132056
Wareham,-,6,784,840,1765,3339.6193531604963
Warren,-,A,653,948,1771,3770.3503316749584
Warren,-,B,251,318,641,1364.6496683250414
Warwick,-,1,271,142,474,780.0
Washington,-,1,217,89,327,538.0
Watertown,-,1,883,297,1264,2160.9470752089137
Watertown,-,2,1058,306,1491,2549.0285515320334
Watertown,-,3,1208,291,1638,2800.3412256267407
Watertown,-,4,1345,264,1737,2969.592618384401
Watertown,-,5,1063,263,1435,2453.290389972145
Watertown,-,6,1035,293,1455,2487.482590529248
Watertown,-,7,1160,374,1683,2877.273676880223
Watertown,-,8,1168,379,1688,2885.821727019498
Watertown,-,9,999,270,1410,2410.550139275766
Watertown,-,10,1377,498,2049,3502.9909470752086
Watertown,-,11,929,402,1439,2460.1288300835654
Watertown,-,12,941,304,1379,2357.552228412256
Wayland,-,1,1626,418,2233,3370.771607806692
Wayland,-,2,1436,432,2053,3099.0569237918216
Wayland,-,3,1471,382,2030,3064.33782527881
Wayland,-,4,1581,452,2292,3459.8336431226767
Webster,-,1,586,593,1324,2995.4807718256643
Webster,-,2,482,447,1020,2307.6966671164487
Webster,-,3,553,638,1331,3011.3179058156793
Webster,-,4,783,1141,2096,4742.0904061530155
Webster,-,5,715,756,1640,3710.4142490891913
Wellesley,-,A,1465,428,2071,3796.0645879732742
Wellesley,-,B,1600,482,2279,4177.320712694877
Wellesley,-,C,1290,594,2126,3896.877505567929
Wellesley,-,D,1679,433,2307,4228.643652561247
Wellesley,-,E,1340,427,1951,3576.109131403118
Wellesley,-,F,903,256,1334,2445.1714922048996
Wellesley,-,G,935,136,1146,2100.574610244989
Wellesley,-,H,1356,479,2052,3761.2383073496653
Wellfleet,-,1,1554,515,2282,2750.0
Wendell,-,1,402,104,591,848.0
Wenham,-,1,1368,774,2478,4875.0
West Boylston,-,1,932,771,1886,3270.8579828132065
West Boylston,-,2,1204,1067,2536,4398.142017186794
West Bridgewater,-,1,799,1122,2142,3517.9463310377582
West Bridgewater,-,2,824,1028,2069,3398.0536689622418
West Brookfield,-,1,869,1008,2097,3701.0
West Newbury,-,1,1620,1020,2988,4235.0
West Springfield,-,1,458,246,786,1795.5685548760862
West Springfield,-,2,576,373,1052,2403.2291599613777
West Springfield,-,3,675,584,1389,3173.0848889604117
West Springfield,-,4,776,674,1634,3732.7722883810748
West Springfield,-,5,929,1044,2185,4991.4978274863215
West Springfield,-,6,858,993,2016,4605.427743804313
West Springfield,-,7,807,1082,2076,4742.494045703251
West Springfield,-,8,632,541,1290,2946.925490827164
West Stockbridge,-,1,659,178,901,1306.0
West Tisbury,-,1,1688,329,2192,2740.0
Westborough,-,1,852,399,1401,2618.5630114566284
Westborough,-,2,974,437,1565,2925.0900163666124
Westborough,-,3,1257,523,1983,3706.3600654664483
Westborough,-,4,1517,676,2415,4513.7970540098195
Westborough,-,5,1423,717,2412,4508.189852700491
Westfield,1,A,786,961,1926,4099.608619082151
Westfield,1,B,667,868,1678,3571.7254739459236
Westfield,2,A,531,343,998,2124.3039469594946
Westfield,2,B,655,616,1446,3077.89930591526
Westfield,3,A,512,351,1017,2164.7466072723505
Westfield,3,B,700,681,1585,3373.7692945198387
Westfield,4,A,595,442,1149,2445.7166683932455
Westfield,4,B,893,1022,2129,4531.706516108982
Westfield,5,A,830,1035,2088,4444.435512275976
Westfield,5,B,753,1076,2031,4323.107531337409
Westfield,6,A,670,942,1822,3878.2382678959907
Westfield,6,B,633,684,1437,3058.7422562933803
Westford,-,1,1497,792,2571,4010.8038518939666
Westford,-,2,1334,815,2421,3776.801293440409
Westford,-,3,1266,854,2388,3725.320730580627
Westford,-,4,1352,677,2273,3545.9187690995664
Westford,-,5,1242,813,2291,3573.9990761139934
Westford,-,6,1163,755,2127,3318.1562788714377
Westhampton,-,1,629,408,1136,1607.0
Westminster,-,1,964,1077,2287,3599.934890763573
Westminster,-,2,994,1088,2336,3677.065109236427
Weston,-,1,1210,377,1773,2981.7432795698924
Weston,-,2,1110,418,1697,2853.9302568697726
Weston,-,3,997,391,1549,2605.031212664277
Weston,-,4,1051,462,1677,2820.2952508960575
Westport,-,A,795,829,1739,2890.9502301188054
Westport,-,B,1006,935,2090,3474.4600235470407
Westport,-,C,735,799,1665,2767.931071390346
Westport,-,D,800,752,1667,2771.255913518142
Westport,-,E,1047,970,2182,3627.402761425666
Westwood,-,1,1410,789,2449,3770.7480514008853
Westwood,-,2,1400,809,2443,3761.5097956604172
Westwood,-,3,1381,731,2370,3649.111017484727
Westwood,-,4,1128,889,2232,3436.6311354539707
Weymouth,-,1,848,640,1622,2918.6441892389594
Weymouth,-,2,931,747,1852,3332.508655037332
Weymouth,-,3,850,829,1860,3346.9039408042318
Weymouth,-,4,837,695,1669,3003.2164931194966
Weymouth,-,5,843,495,1455,2618.1425988549236
Weymouth,-,6,960,692,1797,3233.5410653898953
Weymouth,-,7,834,619,1572,2828.673653195835
Weymouth,-,8,870,618,1623,2920.4435999598218
Weymouth,-,9,921,758,1811,3258.73281548197
Weymouth,-,10,684,493,1269,2283.4522047745004
Weymouth,-,11,797,691,1648,2965.4288679813844
Weymouth,-,12,869,733,1749,3147.1693507884956
Weymouth,-,13,782,429,1286,2314.0421870291625
Weymouth,-,14,776,533,1390,2501.180901998862
Weymouth,-,15,904,716,1786,3213.7475474604075
Weymouth,-,16,917,858,1940,3490.8567984732313
Weymouth,-,17,733,499,1368,2461.593866139887
Weymouth,-,18,1042,938,2170,3904.721264271604
Whately,-,1,582,328,1030,1496.0
Whitman,-,1,940,939,2119,3808.7322912789973
Whitman,-,2,766,938,1892,3400.718025058926
Whitman,-,3,838,1052,2109,3790.758094529215
Whitman,-,4,849,886,1941,3488.791589132862
Wilbraham,-,A,982,999,2189,3614.188457965629
Wilbraham,-,B,955,929,2107,3478.8008592661404
Wilbraham,-,C,863,1029,2081,3435.8730840687413
Wilbraham,-,D,944,1053,2235,3690.137598699489
Williamsburg,-,1,1207,347,1714,2482.0
Williamstown,-,1,1162,224,1472,3150.3969086392494
Williamstown,-,2,580,51,673,1440.3648909743306
Williamstown,-,3,1174,203,1478,3163.23820038642
Wilmington,-,1,1000,980,2175,3571.671570430305
Wilmington,-,2,995,1010,2215,3637.357484369253
Wilmington,-,3,993,987,2173,3568.387274733358
Wilmington,-,4,1073,1093,2387,3919.8069143067305
Wilmington,-,5,1078,1048,2327,3821.278043398308
Wilmington,-,6,1066,1049,2318,3806.4987127620448
Winchendon,-,1,398,602,1135,2531.507145950628
Winchendon,-,1A,166,156,357,796.2537895192725
Winchendon,-,2,618,786,1580,3524.036379385015
Winchendon,-,3,607,768,1546,3448.2026851450846
Winchester,-,1,1066,459,1651,2717.006005543579
Winchester,-,2,938,399,1464,2409.2651678472434
Winchester,-,3,1245,341,1753,2884.8646442870345
Winchester,-,4,1131,477,1778,2926.006467508469
Winchester,-,5,924,584,1659,2730.171388974438
Winchester,-,6,935,553,1652,2718.6516784724363
Winchester,-,7,1069,484,1760,2896.384354789036
Winchester,-,8,754,404,1271,2091.650292577764
Windsor,-,1,313,159,536,899.0
Winthrop,-,1,860,754,1727,3106.5404544052635
Winthrop,-,2,803,665,1599,2876.2931016757475
Winthrop,-,3,924,610,1651,2969.8310887221137
Winthrop,-,4,806,524,1407,2530.9220725814744
Winthrop,-,5,884,706,1718,3090.3511874164697
Winthrop,-,6,917,593,1625,2923.062095198931
Woburn,1,1,762,429,1287,2348.513164193394
Woburn,1,2,819,591,1529,2790.1139301101007
Woburn,2,1,790,546,1439,2625.882240306367
Woburn,2,2,703,353,1160,2116.7640019147916
Woburn,3,1,682,585,1395,2545.5911919578743
Woburn,3,2,864,765,1761,3213.466730493059
Woburn,4,1,837,768,1736,3167.8468166586886
Woburn,4,2,791,512,1406,2565.6639540449974
Woburn,5,1,979,535,1645,3001.7903303015796
Woburn,5,2,814,707,1651,3012.7391096218284
Woburn,6,1,565,313,969,1768.227860220201
Woburn,6,2,728,674,1504,2744.49401627573
Woburn,7,1,844,846,1831,3341.202489229296
Woburn,7,2,737,718,1577,2877.704164672092
Worcester,1,1,1300,688,2178,5947.182027962535
Worcester,1,2,1260,735,2181,5955.373738744853
Worcester,1,3,724,416,1251,3415.943396226415
Worcester,1,4,1352,558,2101,5736.928117883052
Worcester,1,5,1054,643,1869,5103.435817383828
Worcester,2,1,1124,549,1853,5059.7466932114685
Worcester,2,2,1138,589,1916,5231.772619640136
Worcester,2,3,1043,542,1743,4759.383964526492
Worcester,2,4,1126,269,1492,4074.010829072591
Worcester,2,5,734,95,869,2372.865556611315
Worcester,3,1,902,345,1372,3746.34239777989
Worcester,3,2,397,103,561,1531.8499162933804
Worcester,3,3,826,337,1265,3454.1713798772303
Worcester,3,4,730,182,973,2656.8448637316565
Worcester,3,5,894,363,1351,3689.0004223036663
Worcester,4,1,687,161,909,2482.0883670422154
Worcester,4,2,726,377,1208,3298.528875013197
Worcester,4,3,716,123,894,2441.1298131306276
Worcester,4,4,721,429,1270,3467.824231181093
Worcester,4,5,930,446,1508,4117.699953244951
Worcester,5,1,750,239,1056,2883.482195375775
Worcester,5,2,951,517,1585,4327.953863324435
Worcester,5,3,1066,717,1954,5335.534289549492
Worcester,5,4,963,541,1642,4483.596368188469
Worcester,5,5,913,609,1652,4510.902070796194
Worcester,6,1,628,120,813,2219.953622008054
Worcester,6,2,825,229,1135,3099.1972459768035
Worcester,6,3,773,285,1175,3208.4200564077037
Worcester,6,4,366,165,590,1611.0364538557833
Worcester,6,5,874,450,1422,3882.8709108185153
Worcester,7,1,1055,387,1570,4286.995309412847
Worcester,7,2,752,272,1130,3085.544394672941
Worcester,7,3,1011,457,1575,4300.64816071671
Worcester,7,4,893,460,1469,4011.2077130748235
Worcester,7,5,890,557,1605,4382.565268539885
Worcester,8,1,571,156,780,2129.844803402561
Worcester,8,2,627,115,779,2127.1142331417886
Worcester,8,3,575,63,718,1960.549447234665
Worcester,8,4,796,169,1046,2856.1764927680497
Worcester,8,5,603,226,905,2471.1660859991252
Worcester,9,1,1038,365,1568,4281.534168891302
Worcester,9,2,1259,466,1887,5152.586082077733
Worcester,9,3,808,407,1347,3678.0781412605766
Worcester,9,4,1155,603,1919,5239.964330422455
Worcester,9,5,1149,600,1916,5231.772619640136
Worcester,10,1,651,180,896,2446.5909536521726
Worcester,10,2,676,124,875,2389.24897817595
Worcester,10,3,777,89,926,2528.508061475348
Worcester,10,4,612,101,753,2056.119406361703
Worcester,10,5,693,113,851,2323.7152919174096
Worthington,-,1,430,229,763,1156.0
Wrentham,-,1,950,1011,2223,3579.212962962963
Wrentham,-,2,1016,1062,2344,3774.0329218107
Wrentham,-,3,1086,920,2237,3601.7541152263375
Yarmouth,-,1,1204,854,2240,3730.406663400294
Yarmouth,-,2,1155,912,2258,3760.383145516904
Yarmouth,-,3,904,663,1679,2796.139637432631
Yarmouth,-,4,1002,860,2038,3394.0039196472317
Yarmouth,-,5,881,797,1805,3005.9750122488977
Yarmouth,-,6,907,753,1804,3004.309652131308
Yarmouth,-,7,1251,1009,2463,4101.781969622734
