City/Town,Ward,Pct,Martha Coakley,Scott P. Brown,Total Votes Cast,pop by share of vote
Dartmouth,-,8,581,475,1071,3303.86802
Dartmouth,-,9,714,889,1610,4966.598985
Dartmouth,-,10,674,769,1450,4473.02393
Dedham,-,1,846,869,1737,3984.996104
Dedham,-,2,678,793,1494,3427.509602
Dedham,-,3,524,632,1184,2716.312831
Dedham,-,4,797,1057,1876,4303.887559
Dedham,-,5,568,841,1422,3262.328416
Dedham,-,6,592,712,1331,3053.557751
Dedham,-,7,642,1075,1735,3980.407737
Deerfield,-,1,1482,853,2372,5125
Dennis,-,1,673,1032,1720,3228.010568
Dennis,-,2,718,984,1713,3214.873316
Dennis,-,3,475,667,1158,2173.276882
Dennis,-,4,629,848,1496,2807.618494
Dennis,-,5,639,828,1483,2783.22074
Dighton,-,1,829,1770,2624,7086
Douglas,-,1,431,1298,1748,4469.456082
Douglas,-,2,409,1142,1565,4001.543918
Dover,-,1,1058,1889,2961,5589
Dracut,-,1,388,824,1219,3288.88835
Dracut,-,2,290,686,992,2676.437443
Dracut,-,3,388,841,1238,3340.15076
Dracut,-,4,348,1070,1429,3855.472889
Dracut,-,5,302,765,1080,2913.863345
Dracut,-,6,342,704,1053,2841.016761
Dracut,-,6A,26,28,54,145.6931672
Dracut,-,7,317,768,1093,2948.937626
Dracut,-,8,442,1091,1546,4171.141418
Dracut,-,9,323,881,1214,3275.398241
Dudley,-,1,298,590,899,2779.481542
Dudley,-,2,244,537,792,2448.664495
Dudley,-,3,328,855,1192,3685.363735
Dudley,-,4,255,534,801,2476.490228
Dunstable,-,1,502,969,1488,3179
Duxbury,-,1,463,829,1300,2539.789829
Duxbury,-,2,513,998,1524,2977.415153
Duxbury,-,3,472,859,1340,2617.937208
Duxbury,-,4,386,768,1160,2266.274001
Duxbury,-,5,408,800,1210,2363.958225
Duxbury,-,6,434,731,1174,2293.625584
E. Bridgewater,-,1,344,897,1250,3147.590361
E. Bridgewater,-,2,375,1021,1403,3532.855422
E. Bridgewater,-,3,479,1033,1524,3837.542169
E. Bridgewater,-,4,385,900,1301,3276.012048
E. Brookfield,-,1,245,645,900,2183
E. Longmeadow,-,1,540,986,1539,3752.028536
E. Longmeadow,-,2,494,883,1399,3410.7134
E. Longmeadow,-,3,567,1159,1737,4234.745658
E. Longmeadow,-,4,491,1266,1773,4322.512407
Eastham,-,1,1544,1473,3044,4956
Easthampton,-,1,719,516,1253,3193.777231
Easthampton,-,2,734,345,1094,2788.501429
Easthampton,-,3,694,365,1080,2752.816767
Easthampton,-,4,891,523,1427,3637.286599
Easthampton,-,5,670,745,1444,3680.617974
Easton,-,1,367,658,1032,2564.686452
Easton,-,2,631,1040,1685,4187.496774
Easton,-,3,515,925,1453,3610.939355
Easton,-,4,559,1069,1637,4068.209032
Easton,-,5,687,1155,1852,4602.51871
Easton,-,6,538,1093,1641,4078.149677
Edgartown,-,1,1002,772,1802,4067
Egremont,-,1,445,172,621,1225
Erving,-,1,296,208,512,1800
Essex,-,1,685,1023,1728,3504
Everett,1,1,254,206,465,2368.600856
Everett,1,2,178,163,344,1752.255257
Everett,1,3,176,190,374,1905.068215
Everett,2,1,224,215,443,2256.53802
Everett,2,2,235,186,427,2175.037775
Everett,2,3,230,165,404,2057.881174
Everett,3,1,334,333,678,3453.572861
Everett,3,2,199,153,357,1818.474205
Everett,3,3,246,236,493,2511.226284
Everett,4,1,274,296,580,2954.383863
Everett,4,2,251,188,450,2292.194377
Everett,4,3,193,219,416,2119.006357
Everett,5,1,273,252,536,2730.258191
Everett,5,2,218,201,421,2144.475183
Everett,5,3,231,181,419,2134.287653
Everett,6,1,269,240,516,2628.382885
Everett,6,2,227,198,432,2200.506601
Everett,6,3,236,176,425,2164.850244
Fairhaven,-,1,464,504,985,2626.390895
Fairhaven,-,2,504,552,1062,2831.702671
Fairhaven,-,3,424,402,839,2237.098438
Fairhaven,-,4,461,476,950,2533.067361
Fairhaven,-,5,493,533,1037,2765.043004
Fairhaven,-,6,488,578,1080,2879.697631
Fall River,1,A,454,362,829,4025.050708
Fall River,1,B,359,240,618,3000.580624
Fall River,1,C,283,249,538,2612.155948
Fall River,1,D,326,257,600,2913.185072
Fall River,2,A,284,168,464,2252.863122
Fall River,2,B,247,163,420,2039.22955
Fall River,2,C,351,229,594,2884.053221
Fall River,3,A,428,273,716,3476.400852
Fall River,3,B,404,285,704,3418.137151
Fall River,3,C,410,301,719,3490.966778
Fall River,4,A,351,221,585,2840.355445
Fall River,4,B,277,130,418,2029.518933
Fall River,4,C,376,122,520,2524.760396
Fall River,5,A,184,99,294,1427.460685
Fall River,5,B,211,108,329,1597.396481
Fall River,5,C,238,111,356,1728.489809
Fall River,6,A,412,375,806,3913.378613
Fall River,6,B,352,153,514,2495.628545
Fall River,6,C,362,278,648,3146.239878
Fall River,7,A,207,120,330,1602.25179
Fall River,7,B,227,240,476,2311.126824
Fall River,7,C,200,188,399,1937.268073
Fall River,7,D,319,145,476,2311.126824
Fall River,8,A,227,191,424,2058.650784
Fall River,8,B,471,403,889,4316.369215
Fall River,8,C,477,386,869,4219.263046
Fall River,8,D,312,243,566,2748.104584
Fall River,9,A,713,697,1440,6991.644172
Fall River,9,B,418,364,809,3927.944539
Fall River,9,C,508,419,951,4617.398339
Falmouth,-,1,1130,640,1789,3680.845612
Falmouth,-,2,822,672,1514,3115.036476
Falmouth,-,3,720,932,1673,3442.177031
Falmouth,-,4,692,948,1651,3396.9123
Falmouth,-,5,862,1155,2035,4186.987602
Falmouth,-,6,831,859,1700,3497.729201
Falmouth,-,7,650,918,1583,3257.003132
Falmouth,-,8,745,1062,1816,3736.397781
Falmouth,-,9,687,859,1564,3217.910865
Fitchburg,1,A,235,355,594,2528.121187
Fitchburg,1,B,329,465,802,3413.389211
Fitchburg,2,A,214,278,502,2136.560329
Fitchburg,2,B,312,438,759,3230.377072
Fitchburg,3,A,575,1004,1590,6767.193075
Fitchburg,3,B,367,606,983,4183.742637
Fitchburg,4,A,248,350,611,2600.474823
Fitchburg,4,B,227,253,486,2068.462789
Fitchburg,5,A,451,816,1277,5435.034941
Fitchburg,5,B,159,179,351,1493.889792
Fitchburg,6,A,382,526,915,3894.32809
Fitchburg,6,B,287,308,603,2566.426053
Florida,-,1,144,125,274,752
Foxborough,-,1,440,855,1303,2981.29087
Foxborough,-,2,531,971,1511,3457.199159
Foxborough,-,3,484,1045,1548,3541.855922
Foxborough,-,4,534,944,1495,3420.590829
Foxborough,-,5,490,1017,1514,3464.063221
Framingham,-,1,874,838,1721,5973.139504
Framingham,-,2,934,866,1811,6285.505893
Framingham,-,3,736,609,1362,4727.144686
Framingham,-,4,902,885,1799,6243.857041
Framingham,-,5,817,767,1599,5549.70951
Framingham,-,6,774,758,1540,5344.935989
Framingham,-,7,674,694,1378,4782.676489
Framingham,-,8,692,533,1234,4282.890266
Framingham,-,9,455,422,890,3088.956513
Framingham,-,10,369,281,655,2273.333164
Framingham,-,11,868,892,1777,6167.500813
Framingham,-,12,403,335,747,2592.641028
Framingham,-,13,544,364,914,3172.254217
Framingham,-,14,334,231,578,2006.086365
Framingham,-,15,393,282,686,2380.926031
Framingham,-,16,150,114,267,926.6869539
Framingham,-,17,144,57,206,714.9719569
Framingham,-,18,278,241,520,1804.783581
Franklin,-,1,547,1030,1591,3751.027351
Franklin,-,2,521,1048,1594,3758.100313
Franklin,-,3,583,968,1569,3699.158966
Franklin,-,4,559,1277,1849,4359.302057
Franklin,-,5,550,1063,1624,3828.82993
Franklin,-,6,531,964,1506,3550.62677
Franklin,-,7,586,1210,1805,4255.565285
Franklin,-,8,593,1268,1880,4432.389328
Freetown,-,1,385,766,1164,2994.396752
Freetown,-,2,441,686,1139,2930.084107
Freetown,-,3,365,769,1145,2945.519142
Gardner,1,A,287,450,749,2601.884252
Gardner,1,B,165,302,475,1650.060106
Gardner,1,C,40,65,109,378.6453718
Gardner,2,A,241,315,568,1973.124506
Gardner,2,B,276,416,700,2431.667525
Gardner,3,A,188,211,405,1406.893354
Gardner,3,B,310,339,670,2327.453203
Gardner,4,A,233,300,544,1889.753048
Gardner,4,B,189,167,363,1260.993302
Gardner,5,A,209,280,501,1740.379186
Gardner,5,B,303,429,739,2567.146145
Georgetown,-,1,627,1224,1864,4266.604755
Georgetown,-,2,612,1087,1711,3916.395245
Gill,-,1,402,226,644,1500
Gloucester,1,1,742,646,1399,3584.532841
Gloucester,1,2,524,558,1101,2820.994037
Gloucester,2,1,395,373,783,2006.211018
Gloucester,2,2,414,281,706,1808.92079
Gloucester,3,1,430,426,866,2218.874511
Gloucester,3,2,439,507,961,2462.284532
Gloucester,4,1,546,621,1186,3038.781951
Gloucester,4,2,839,640,1492,3822.818441
Gloucester,5,1,605,733,1353,3466.671146
Gloucester,5,2,629,740,1389,3558.910733
Goshen,-,1,244,204,460,1054
Gosnold,-,1,18,29,47,75
Grafton,-,1,473,875,1361,3516.312536
Grafton,-,2,760,1330,2108,5446.279814
Grafton,-,3,624,1125,1764,4557.513089
Grafton,-,4,585,1042,1643,4244.894561
Granby,-,1,1045,1512,2585,6240
Granville,-,1,207,472,685,1566
Great Barrington,-,A,560,184,750,2014.36673
Great Barrington,-,B,490,163,659,1769.9569
Great Barrington,-,C,444,99,551,1479.888091
Great Barrington,-,D,532,146,685,1839.78828
Greenfield,-,1,372,272,655,1922.91961
Greenfield,-,2,541,398,953,2797.774638
Greenfield,-,3,424,222,661,1940.534141
Greenfield,-,4,505,249,763,2239.981164
Greenfield,-,5,530,185,729,2140.165489
Greenfield,-,6,443,120,575,1688.059199
Greenfield,-,7,377,216,604,1773.196098
Greenfield,-,8,347,111,473,1388.612176
Greenfield,-,9,303,221,533,1564.757484
Groton,-,1,775,873,1664,3657.845137
Groton,-,2,645,946,1605,3528.149907
Groton,-,3,715,845,1574,3460.004956
Groveland,-,1,992,1984,3004,6459
Hadley,-,1,1410,937,2377,5250
Halifax,-,1,537,1173,1730,4082.278719
Halifax,-,2,455,976,1456,3435.721281
Hamilton,-,1,554,833,1396,2906.555109
Hamilton,-,2,485,877,1374,2860.749799
Hamilton,-,3,342,610,959,1996.695093
Hampden,-,1,754,1511,2292,5139
Hancock,-,1,158,118,277,717
Hanover,-,1,454,1177,1638,3410.923031
Hanover,-,2,482,1130,1621,3375.522731
Hanover,-,3,503,1155,1669,3475.476519
Hanover,-,4,456,1271,1737,3617.077719
Hanson,-,1,410,1011,1432,3355.356438
Hanson,-,2,434,1006,1450,3397.532706
Hanson,-,3,410,1050,1475,3456.110856
Hardwick,-,1,377,588,980,2990
Harvard,-,1,1568,1306,2909,6520
Harwich,-,1,662,893,1567,3048.590656
Harwich,-,2,653,919,1584,3081.664071
Harwich,-,3,728,1035,1786,3474.65406
Harwich,-,4,594,755,1356,2638.091212
Hatfield,-,1,875,652,1556,3279
Haverhill,1,1,208,197,410,1344.558824
Haverhill,1,2,214,220,444,1456.058824
Haverhill,1,3,290,403,704,2308.705882
Haverhill,2,1,309,404,719,2357.897059
Haverhill,2,2,289,576,876,2872.764706
Haverhill,2,3,204,215,427,1400.308824
Haverhill,3,1,228,122,352,1154.352941
Haverhill,3,1A,18,17,37,121.3382353
Haverhill,3,2,308,241,568,1862.705882
Haverhill,3,3,301,417,733,2403.808824
Haverhill,4,1,421,641,1075,3525.367647
Haverhill,4,2,487,844,1344,4407.529412
Haverhill,4,3,390,691,1101,3610.632353
Haverhill,5,1,392,597,1004,3292.529412
Haverhill,5,2,453,779,1239,4063.191176
Haverhill,5,3,438,939,1383,4535.426471
Haverhill,6,1,322,576,902,2958.029412
Haverhill,6,2,359,523,894,2931.794118
Haverhill,6,3,380,584,974,3194.147059
Haverhill,7,1,415,645,1068,3502.411765
Haverhill,7,2,349,543,900,2951.470588
Haverhill,7,3,492,904,1410,4623.970588
Hawley,-,1,63,64,133,337
Heath,-,1,203,123,329,706
Hingham,-,1,678,916,1600,3143.115524
Hingham,-,2,640,1095,1741,3420.10258
Hingham,-,3,738,1029,1776,3488.858232
Hingham,-,4,627,1154,1793,3522.253835
Hingham,-,5,642,1072,1725,3388.671425
Hingham,-,6,505,889,1398,2746.297189
Hingham,-,6A,589,645,1246,2447.701215
Hinsdale,-,1,415,285,711,2032
Holbrook,-,1,423,549,981,2664.477976
Holbrook,-,2,359,658,1031,2800.282155
Holbrook,-,3,375,650,1037,2816.578656
Holbrook,-,4,370,545,924,2509.661213
Holden,-,1,491,999,1506,3131.512347
Holden,-,2,641,1224,1880,3909.19204
Holden,-,3,595,1014,1625,3378.955886
Holden,-,4,579,1111,1708,3551.542556
Holden,-,5,559,1049,1623,3374.797171
Holland,-,1,299,631,939,2481
Holliston,-,1,776,1091,1875,3799.076428
Holliston,-,2,749,934,1689,3422.208047
Holliston,-,3,724,797,1531,3102.07254
Holliston,-,4,672,903,1591,3223.642985
Holyoke,1,A,147,28,181,817.8427374
Holyoke,1,B,177,70,253,1143.172445
Holyoke,2,A,250,140,407,1839.016542
Holyoke,2,B,118,23,147,664.2148199
Holyoke,3,A,438,261,715,3230.704736
Holyoke,3,B,491,469,980,4428.098799
Holyoke,4,A,159,71,236,1066.358486
Holyoke,4,B,307,141,458,2069.458418
Holyoke,5,A,512,733,1268,5729.41763
Holyoke,5,B,385,307,708,3199.075459
Holyoke,6,A,391,261,666,3009.299796
Holyoke,6,B,396,283,687,3104.187627
Holyoke,7,A,507,568,1090,4925.130297
Holyoke,7,B,593,417,1030,4654.022207
Hopedale,-,1,999,1623,2653,5911
Hopkinton,-,1,689,986,1690,3726.839539
Hopkinton,-,2,680,1081,1765,3892.231826
Hopkinton,-,3,675,1063,1749,3856.948138
Hopkinton,-,4,559,996,1564,3448.980496
Hubbardston,-,1,607,1389,2027,4382
Hudson,-,1,498,607,1122,2911.213557
Hudson,-,2,406,487,911,2363.739349
Hudson,-,3,461,714,1180,3061.704097
Hudson,-,4,470,850,1333,3458.687764
Hudson,-,5,543,724,1280,3321.170546
Hudson,-,6,325,385,722,1873.347761
Hudson,-,7,367,414,799,2073.136927
Hull,-,1,707,794,1520,3479.839858
Hull,-,2,538,720,1271,2909.787144
Hull,-,3,795,897,1705,3903.372998
Huntington,-,1,346,467,840,2180
Ipswich,-,1,718,694,1422,2993.744008
Ipswich,-,2,755,894,1662,3499.017258
Ipswich,-,3,527,1137,1674,3524.28092
Ipswich,-,4,606,881,1500,3157.957814
Kingston,-,1,436,796,1245,2957.694695
Kingston,-,2,416,1046,1466,3482.715199
Kingston,-,3,404,919,1334,3169.128292
Kingston,-,4,446,818,1271,3019.461813
Lakeville,-,1,416,977,1413,3288.831175
Lakeville,-,2,424,1113,1552,3612.360922
Lakeville,-,3,420,1158,1590,3700.807903
Lancaster,-,1,417,659,1089,3024.791379
Lancaster,-,2,597,1201,1811,5030.208621
Lanesborough,-,1,654,399,1064,3091
Lawrence,A,1,287,174,464,3576.438389
Lawrence,A,2,172,32,205,1580.107478
Lawrence,A,3,208,179,388,2990.642446
Lawrence,A,4,245,128,378,2913.564033
Lawrence,B,1,385,103,504,3884.752044
Lawrence,B,2,269,29,301,2320.060248
Lawrence,B,3,261,75,337,2597.542537
Lawrence,B,4,347,50,402,3098.552225
Lawrence,C,1,183,24,211,1626.354526
Lawrence,C,2,203,39,243,1873.00545
Lawrence,C,3,315,21,344,2651.497427
Lawrence,C,4,255,54,311,2397.138662
Lawrence,D,1,299,146,449,3460.820769
Lawrence,D,2,396,231,635,4894.479261
Lawrence,D,3,223,78,302,2327.76809
Lawrence,D,4,325,42,370,2851.901302
Lawrence,E,1,382,438,829,6389.800484
Lawrence,E,2,302,487,796,6135.44172
Lawrence,E,3,217,164,381,2936.687557
Lawrence,E,4,249,161,416,3206.462004
Lawrence,F,1,297,382,693,5341.53406
Lawrence,F,2,209,69,281,2165.903421
Lawrence,F,3,162,65,230,1772.803512
Lawrence,F,4,272,165,439,3383.742355
Lee,-,1,1272,705,1994,5943
Lee,-,2,0,0,0,0
Lee,-,3,0,0,0,0
Lee,-,4,0,0,0,0
Lee,-,5,0,0,0,0
Lee,-,6,0,0,0,0
Leicester,-,1,321,732,1069,2889.829966
Leicester,-,2,311,549,871,2354.576146
Leicester,-,3,329,718,1062,2870.906851
Leicester,-,4,360,683,1056,2854.687038
Lenox,-,1,1533,594,2140,5025
Leominster,1,A,382,786,1178,3694.813544
Leominster,1,B,420,740,1167,3660.311889
Leominster,1,C,263,402,672,2107.737437
Leominster,2,A,211,255,475,1489.844171
Leominster,2,B,250,416,674,2114.010466
Leominster,2,C,166,248,425,1333.018469
Leominster,3,A,273,365,650,2038.734129
Leominster,3,B,368,747,1122,3519.168757
Leominster,3,C,382,690,1080,3387.435167
Leominster,4,A,442,835,1295,4061.785687
Leominster,4,B,364,773,1162,3644.629319
Leominster,4,C,215,399,621,1947.775221
Leominster,5,A,342,468,820,2571.941516
Leominster,5,B,392,665,1067,3346.660485
Leominster,5,C,241,338,587,1841.133744
Leverett,-,1,779,164,952,1851
Lexington,-,1,837,532,1376,2987.423513
Lexington,-,2,1255,474,1738,3773.359059
Lexington,-,3,1092,494,1598,3469.406086
Lexington,-,4,1140,509,1658,3599.671646
Lexington,-,5,992,606,1608,3491.117012
Lexington,-,6,1080,613,1703,3697.370816
Lexington,-,7,1098,580,1691,3671.317704
Lexington,-,8,1015,538,1570,3408.615491
Lexington,-,9,888,613,1518,3295.718672
Leyden,-,1,211,116,330,711
Lincoln,-,1,1063,426,1497,3341.724211
Lincoln,-,2,864,456,1329,2966.701053
Lincoln,-,3,4,19,24,53.57473684
Littleton,-,1,638,853,1496,3125.802856
Littleton,-,2,635,837,1481,3094.46125
Littleton,-,3,586,699,1294,2703.735893
Longmeadow,-,A,731,798,1538,3274.317777
Longmeadow,-,B,666,776,1455,3097.615322
Longmeadow,-,C,562,812,1387,2952.847046
Longmeadow,-,D,577,963,1546,3291.349339
Longmeadow,-,E,627,850,1488,3167.870515
Lowell,1,1,333,217,556,2893.802599
Lowell,1,2,601,943,1559,8114.097576
Lowell,1,3,567,740,1322,6880.588195
Lowell,2,1,118,67,190,988.8893775
Lowell,2,2,213,71,294,1530.176195
Lowell,2,3,520,280,815,4241.814961
Lowell,3,1,230,293,531,2763.685576
Lowell,3,2,173,144,325,1691.521304
Lowell,3,3,238,199,443,2305.673654
Lowell,4,1,285,312,606,3154.036646
Lowell,4,2,178,155,342,1780.00088
Lowell,4,3,192,133,332,1727.95407
Lowell,5,1,185,321,516,2685.615362
Lowell,5,2,178,212,397,2066.258331
Lowell,5,3,239,441,691,3596.434526
Lowell,6,1,364,558,931,4845.55795
Lowell,6,2,429,562,1014,5277.546467
Lowell,6,3,423,502,935,4866.376674
Lowell,7,1,224,156,392,2040.234926
Lowell,7,2,160,82,243,1264.737467
Lowell,7,3,108,106,222,1155.439167
Lowell,8,1,281,224,514,2675.206
Lowell,8,2,279,350,640,3330.995798
Lowell,8,3,591,675,1283,6677.605639
Lowell,9,1,275,331,620,3226.902179
Lowell,9,2,383,476,873,4543.686456
Lowell,9,3,286,336,635,3304.972393
Lowell,10,1,281,306,597,3107.194518
Lowell,10,2,209,147,364,1894.50386
Lowell,10,3,138,65,207,1077.368953
Lowell,11,1,220,260,487,2534.679615
Lowell,11,2,286,488,789,4106.493257
Lowell,11,3,384,407,801,4168.949428
Ludlow,-,1,491,620,1130,3399.827488
Ludlow,-,2,389,539,941,2831.183775
Ludlow,-,3,505,1059,1572,4729.671514
Ludlow,-,4,542,603,1159,3487.079698
Ludlow,-,5,274,411,694,2088.035643
Ludlow,-,6,567,927,1518,4567.201882
Lunenburg,-,A,377,802,1193,2690.652504
Lunenburg,-,B,421,610,1039,2343.326029
Lunenburg,-,C,366,756,1139,2568.862701
Lunenburg,-,D,366,722,1101,2483.158766
Lynn,1,1,622,1009,1645,7978.908071
Lynn,1,2,536,776,1323,6417.079257
Lynn,1,3,486,573,1076,5219.030446
Lynn,1,4,485,550,1044,5063.817645
Lynn,2,1,644,724,1382,6703.252859
Lynn,2,2,370,300,678,3288.571229
Lynn,2,3,233,100,339,1644.285615
Lynn,2,4,244,163,413,2003.215218
Lynn,3,1,373,396,780,3783.312034
Lynn,3,2,255,188,451,2187.530419
Lynn,3,3,357,254,615,2982.996026
Lynn,3,4,367,258,635,3080.004027
Lynn,4,1,186,63,250,1212.600011
Lynn,4,2,150,66,220,1067.088009
Lynn,4,3,303,140,450,2182.680019
Lynn,4,4,455,269,738,3579.595232
Lynn,5,1,330,290,628,3046.051227
Lynn,5,2,184,53,241,1168.94641
Lynn,5,3,164,68,236,1144.69441
Lynn,5,4,512,317,841,4079.186436
Lynn,6,1,321,196,519,2517.357622
Lynn,6,2,133,96,230,1115.59201
Lynn,6,3,200,51,256,1241.702411
Lynn,6,4,216,213,437,2119.624819
Lynn,7,1,547,481,1041,5049.266445
Lynn,7,2,449,408,866,4200.446437
Lynn,7,3,331,287,626,3036.350427
Lynn,7,4,349,308,663,3215.815228
Lynnfield,-,1,411,1098,1521,3109.576164
Lynnfield,-,2,461,1017,1489,3044.154443
Lynnfield,-,3,348,800,1155,2361.315233
Lynnfield,-,4,400,1097,1507,3080.954161
Malden,1,1,419,255,683,2912.167396
Malden,1,2,470,332,809,3449.404719
Malden,2,1,421,309,738,3146.675751
Malden,2,2,444,507,963,4106.028114
Malden,3,1,561,362,933,3978.114466
Malden,3,2,688,602,1303,5555.71613
Malden,4,1,360,276,648,2762.934806
Malden,4,2,383,203,594,2532.690239
Malden,5,1,510,341,871,3713.759593
Malden,5,2,659,622,1298,5534.397189
Malden,6,1,672,522,1212,5167.711396
Malden,6,2,512,354,886,3777.716417
Malden,7,1,417,196,621,2647.812522
Malden,7,2,464,281,754,3214.896364
Malden,8,1,474,461,955,4071.917808
Malden,8,2,342,323,675,2878.05709
Manchester-by-the-Sea,-,1,1193,1497,2702,5136
Mansfield,-,1,538,1158,1703,4374.775845
Mansfield,-,2,527,1016,1554,3992.015069
Mansfield,-,3,501,1128,1648,4233.48831
Mansfield,-,4,479,1001,1486,3817.332299
Mansfield,-,5,498,805,1313,3372.918781
Mansfield,-,6,502,804,1321,3393.469695
Marblehead,-,1,738,759,1503,2972.683375
Marblehead,-,2,644,612,1271,2513.826061
Marblehead,-,3,624,604,1238,2448.557564
Marblehead,-,4,652,897,1559,3083.442037
Marblehead,-,5,696,727,1429,2826.323714
Marblehead,-,6,707,833,1552,3069.597204
Marblehead,-,7,598,858,1463,2893.570045
Marion,-,1,1002,1332,2352,4907
Marlborough,1,1,417,455,887,2844.295602
Marlborough,1,2,518,769,1299,4165.434033
Marlborough,2,1,431,609,1049,3363.772364
Marlborough,2,2,343,401,756,2424.224888
Marlborough,3,1,227,285,520,1667.456272
Marlborough,3,2,492,681,1184,3796.669665
Marlborough,4,1,186,215,407,1305.105197
Marlborough,4,2,413,603,1037,3325.292604
Marlborough,5,1,259,274,544,1744.415792
Marlborough,5,2,430,584,1024,3283.606197
Marlborough,6,1,257,343,604,1936.814593
Marlborough,6,2,399,657,1066,3418.285357
Marlborough,7,1,330,417,757,2427.431534
Marlborough,7,2,340,524,872,2796.195902
Marshfield,-,1,596,1073,1689,3635.175816
Marshfield,-,2,575,1189,1776,3822.422883
Marshfield,-,3,505,949,1465,3153.068425
Marshfield,-,4,501,1004,1519,3269.290742
Marshfield,-,5,494,993,1500,3228.397705
Marshfield,-,6,665,1271,1951,4199.069281
Marshfield,-,7,560,1202,1777,3824.575148
Mashpee,-,1,557,808,1381,3109.192413
Mashpee,-,2,479,897,1393,3136.209291
Mashpee,-,3,362,599,974,2192.869957
Mashpee,-,4,480,648,1143,2573.35766
Mashpee,-,5,435,883,1330,2994.37068
Mattapoisett,-,1,717,934,1676,3160.143481
Mattapoisett,-,2,600,900,1530,2884.856519
Maynard,-,1,539,596,1147,2621.936666
Maynard,-,2,543,444,1001,2288.194074
Maynard,-,3,592,563,1175,2685.942095
Maynard,-,4,557,528,1098,2509.927166
Medfield,-,1,590,875,1474,2877.171429
Medfield,-,2,565,977,1554,3033.327273
Medfield,-,3,593,1035,1637,3195.338961
Medfield,-,4,528,955,1495,2918.162338
Medford,1,1,619,474,1103,3089.907191
Medford,1,2,591,516,1125,3151.537253
Medford,2,1,577,591,1191,3336.427439
Medford,2,2,756,759,1529,4283.289298
Medford,3,1,786,791,1604,4493.391781
Medford,3,2,998,875,1889,5291.781219
Medford,4,1,398,226,629,1762.059495
Medford,4,2,792,489,1299,3638.975015
Medford,5,1,599,397,1008,2823.777379
Medford,5,2,591,274,877,2456.798374
Medford,6,1,1184,374,1567,4389.741223
Medford,6,2,835,518,1368,3832.2693
Medford,7,1,637,400,1048,2935.832037
Medford,7,2,603,562,1177,3297.208308
Medford,8,1,844,647,1510,4230.063335
Medford,8,2,618,494,1128,3159.941352
Medway,-,1,550,1014,1568,3492.600175
Medway,-,2,440,827,1275,2839.965066
Medway,-,3,523,840,1374,3060.48
Medway,-,4,531,960,1508,3358.95476
Melrose,1,1,497,432,931,2079.567301
Melrose,1,2,430,376,815,1820.459023
Melrose,2,1,482,537,1026,2291.768046
Melrose,2,2,394,437,841,1878.535017
Melrose,3,1,491,456,961,2146.578063
Melrose,3,2,428,376,810,1809.290563
Melrose,4,1,405,353,768,1715.475497
Melrose,4,2,358,616,976,2180.083444
Melrose,5,1,426,400,837,1869.600248
Melrose,5,2,421,382,807,1802.589487
Melrose,6,1,344,347,703,1570.285513
Melrose,6,2,401,501,911,2034.89346
Melrose,7,1,318,384,706,1576.986589
Melrose,7,2,476,501,988,2206.887748
Mendon,-,1,792,1751,2562,5839
Merrimac,-,1,1042,1652,2734,6338
Methuen,-,1,408,725,1147,3832.389521
Methuen,-,2,309,157,471,1573.718801
Methuen,-,3,398,779,1194,3989.427279
Methuen,-,4,440,735,1189,3972.721134
Methuen,-,5,359,508,874,2920.234038
Methuen,-,6,398,655,1062,3548.385067
Methuen,-,7,444,815,1274,4256.725589
Methuen,-,8,397,1096,1503,5021.867001
Methuen,-,9,415,1060,1490,4978.431026
Methuen,-,10,420,694,1122,3748.858799
Methuen,-,11,446,1019,1469,4908.26522
Methuen,-,12,404,932,1348,4503.976525
Middleborough,-,1,726,1568,2322,6041.80009
Middleborough,-,2,370,763,1154,3002.686177
Middleborough,-,3,431,1183,1628,4236.025214
Middleborough,-,4,290,623,928,2414.638451
Middleborough,-,5,464,1150,1630,4241.229176
Middleborough,-,6,338,872,1222,3179.620891
Middlefield,-,1,129,113,246,521
Middleton,-,1,578,1359,1956,4988.244041
Middleton,-,2,504,1055,1568,3998.755959
Milford,-,1,371,573,954,2939.802553
Milford,-,2,540,845,1398,4308.012547
Milford,-,3,453,642,1113,3429.769646
Milford,-,4,465,577,1053,3244.876403
Milford,-,5,630,1007,1648,5078.401057
Milford,-,6,523,782,1322,4073.81444
Milford,-,7,579,1006,1598,4924.323355
Millbury,-,1,422,705,1140,3128.629967
Millbury,-,2,475,1038,1522,4176.995447
Millbury,-,3,336,731,1075,2950.243171
Millbury,-,4,422,654,1095,3005.131416
Millis,-,1,410,715,1136,2330.778991
Millis,-,2,462,821,1291,2648.799012
Millis,-,3,512,894,1419,2911.421997
Millville,-,1,323,799,1138,3190
Milton,-,1,667,194,868,1818.496703
Milton,-,2,746,408,1166,2442.819303
Milton,-,3,685,515,1206,2526.620995
Milton,-,4,569,501,1083,2268.930794
Milton,-,5,479,496,986,2065.711692
Milton,-,6,546,770,1327,2780.121111
Milton,-,7,473,706,1186,2484.720149
Milton,-,8,503,781,1292,2706.794631
Milton,-,9,460,759,1230,2576.902009
Milton,-,10,543,783,1332,2790.596322
Milton,-,11,771,434,1213,2541.286291
Monroe,-,1,20,19,40,121
Monson,-,A,389,594,999,2635.266564
Monson,-,B,426,700,1145,3020.400616
Monson,-,C,443,640,1101,2904.33282
