City/Town,Ward,Pct,Elizabeth A. Warren,Scott P. Brown,Total Votes Cast,pop by share of vote
Sheffield,-,1,1165,643,1842,3257.0
Shelburne,-,1,831,311,1152,1893.0
Sherborn,-,1,1252,1427,2689,4119.0
Shirley,-,1,1335,1789,3146,7211.0
Shrewsbury,-,1,901,1271,2190,4272.023666045799
Shrewsbury,-,2,850,923,1785,3481.9918921880135
Shrewsbury,-,3,768,706,1490,2906.536649501479
Shrewsbury,-,4,783,933,1725,3364.950147912786
Shrewsbury,-,5,735,864,1610,3140.6201380519337
Shrewsbury,-,6,951,1005,1973,3848.722690917059
Shrewsbury,-,7,806,1389,2203,4297.382710638764
Shrewsbury,-,8,893,1247,2156,4205.700010956502
Shrewsbury,-,9,617,693,1318,2571.016982579161
Shrewsbury,-,10,799,994,1804,3519.0551112085022
Shutesbury,-,1,1045,210,1259,1771.0
Somerset,-,1,1089,966,2085,3747.677122501484
Somerset,-,2,1154,1003,2188,3932.814169800119
Somerset,-,3,1126,918,2084,3745.8796754403324
Somerset,-,4,1060,821,1914,3440.313675044528
Somerset,-,5,996,805,1835,3298.3153572135366
Somerville,1,1,836,254,1121,2392.7932938856015
Somerville,1,2,896,331,1251,2670.280473372781
Somerville,1,3,798,256,1095,2337.2958579881656
Somerville,2,1,1328,228,1573,3357.594871794872
Somerville,2,2,1689,290,2005,4279.706114398422
Somerville,2,3,1488,292,1812,3867.744378698225
Somerville,3,1,1346,271,1657,3536.8942800788955
Somerville,3,2,1427,348,1800,3842.130177514793
Somerville,3,3,1522,390,1946,4153.7696252465485
Somerville,4,1,879,344,1247,2661.7424063116373
Somerville,4,2,979,291,1297,2768.468244575937
Somerville,4,3,1067,398,1490,3180.4299802761343
Somerville,5,1,1345,415,1794,3829.3230769230768
Somerville,5,2,1438,333,1805,3852.802761341223
Somerville,5,3,1664,373,2080,4439.794871794872
Somerville,6,1,1830,363,2227,4753.568836291914
Somerville,6,2,1684,379,2096,4473.947140039448
Somerville,6,3,1246,293,1563,3336.2497041420115
Somerville,7,1,1624,423,2069,4416.315187376726
Somerville,7,2,1399,323,1752,3739.6733727810647
Somerville,7,3,1297,476,1810,3863.475345167653
South Hadley,-,A,1011,730,1753,3442.318869828456
South Hadley,-,B,1002,860,1874,3679.923309788093
South Hadley,-,C,963,1053,2032,3990.183652875883
South Hadley,-,D,817,468,1295,2542.9566094853685
South Hadley,-,E,1006,944,1965,3858.6175580222002
Southampton,-,1,1603,1919,3556,5792.0
Southborough,-,1,917,1149,2080,3462.6487131412987
Southborough,-,2,745,1127,1879,3128.036986534856
Southborough,-,3,818,1082,1908,3176.314300323845
Southbridge,-,1,783,574,1375,3414.3212535274024
Southbridge,-,2,706,445,1161,2882.928709342046
Southbridge,-,3,746,663,1423,3533.512104559632
Southbridge,-,4,857,868,1736,4310.73577899896
Southbridge,-,5,707,311,1038,2577.5021535719593
Southwick,-,1,596,1244,1852,3563.731065208586
Southwick,-,2,539,889,1439,2769.011340623734
Southwick,-,3,597,1036,1647,3169.257594167679
Spencer,-,1,537,843,1389,2912.041614349776
Spencer,-,2,480,735,1224,2566.118744394619
Spencer,-,3,519,954,1483,3109.112825112107
Spencer,-,4,595,874,1479,3100.7268161434977
Springfield,1,A,731,33,799,2193.9066788655077
Springfield,1,B,705,60,790,2169.1943383025673
Springfield,1,C,528,53,611,1677.6933426618589
Springfield,1,D,594,67,678,1861.6629890748613
Springfield,1,E,714,89,819,2248.822991227598
Springfield,1,F,565,73,662,1817.729939185189
Springfield,1,G,627,118,768,2108.786394704268
Springfield,1,H,591,92,711,1952.2749044723105
Springfield,2,A,597,118,737,2023.6661105430278
Springfield,2,B,781,278,1081,2968.226683170981
Springfield,2,C,684,165,872,2394.3512189871376
Springfield,2,D,671,258,954,2619.5080996717074
Springfield,2,E,660,310,998,2740.3239868683063
Springfield,2,F,720,207,948,2603.033205963081
Springfield,2,G,710,396,1128,3097.280017221893
Springfield,2,H,675,278,967,2655.2037027070664
Springfield,3,A,587,89,709,1946.7832732361014
Springfield,3,B,526,65,620,1702.4056832247995
Springfield,3,C,424,77,519,1425.0783057962435
Springfield,3,D,541,54,612,1680.4391582799635
Springfield,3,E,474,74,554,1521.1818524299015
Springfield,3,F,471,121,613,1683.184973898068
Springfield,3,G,432,81,527,1447.0448307410795
Springfield,3,H,518,112,668,1834.2048328938163
Springfield,4,A,763,113,886,2432.792637640601
Springfield,4,B,831,67,921,2528.8961842742588
Springfield,4,C,679,30,724,1987.970507507669
Springfield,4,D,690,46,749,2056.615897960282
Springfield,4,E,679,38,739,2029.1577417792366
Springfield,4,F,240,43,294,807.2697917227275
Springfield,4,G,818,76,925,2539.8794467466764
Springfield,4,H,738,36,787,2160.9568914482534
Springfield,5,A,744,83,843,2314.722566062106
Springfield,5,B,759,203,981,2693.6451213605296
Springfield,5,C,635,266,919,2523.4045530380495
Springfield,5,D,690,455,1168,3207.112641946074
Springfield,5,E,864,238,1130,3102.7716484581024
Springfield,5,F,713,292,1027,2819.952639793337
Springfield,5,G,660,520,1201,3297.724557343523
Springfield,5,H,571,399,983,2699.136752596739
Springfield,6,A,555,188,761,2089.5656853775363
Springfield,6,B,639,316,985,2704.6283838329473
Springfield,6,C,604,315,932,2559.1001560734085
Springfield,6,D,655,491,1165,3198.8751950917604
Springfield,6,E,537,174,736,2020.9202949249234
Springfield,6,F,566,153,735,2018.1744793068187
Springfield,6,G,566,234,816,2240.585544373285
Springfield,6,H,606,445,1086,2981.9557612615035
Springfield,7,A,601,462,1079,2962.735051934772
Springfield,7,B,705,595,1334,3662.9180345514233
Springfield,7,C,682,559,1264,3470.7109412841073
Springfield,7,D,618,486,1132,3108.2632796943117
Springfield,7,E,662,236,921,2528.8961842742588
Springfield,7,F,705,573,1287,3533.864700500511
Springfield,7,G,682,648,1343,3687.630375114364
Springfield,7,H,359,234,603,1655.7268177170229
Springfield,8,A,641,306,964,2646.966255852753
Springfield,8,B,665,231,916,2515.1671061837365
Springfield,8,C,779,174,970,2663.4411495613795
Springfield,8,D,458,130,599,1644.7435552446045
Springfield,8,E,468,200,690,1894.6127764921157
Springfield,8,F,617,274,914,2509.675474947527
Springfield,8,G,670,309,996,2734.8323556320975
Springfield,8,H,701,182,893,2452.013346967332
Sterling,-,1,878,1530,2428,3914.479454883337
Sterling,-,2,804,1596,2415,3893.520545116663
Stockbridge,-,1,915,282,1217,1947.0
Stoneham,-,1,870,799,1677,2870.2474251497006
Stoneham,-,2,901,932,1845,3157.785628742515
Stoneham,-,3,884,1094,1988,3402.5354091816366
Stoneham,-,4,704,953,1666,2851.4205189620757
Stoneham,-,5,742,1118,1873,3205.708662674651
Stoneham,-,6,748,1017,1775,3037.9780439121755
Stoneham,-,7,761,928,1701,2911.324311377246
Stoughton,-,1,1004,867,1889,3640.8047751804993
Stoughton,-,2,880,845,1741,3355.553792265351
Stoughton,-,3,839,877,1730,3334.3527056973335
Stoughton,-,4,896,1192,2103,4053.262277503753
Stoughton,-,5,765,737,1519,2927.67731789263
Stoughton,-,6,1121,997,2132,4109.156051183072
Stoughton,-,7,853,721,1583,3051.0290942883694
Stoughton,-,8,708,574,1292,2490.163985988991
Stow,-,1,1062,1215,2287,3514.7691231343283
Stow,-,2,987,1005,2001,3075.2308768656717
Sturbridge,-,1,738,983,1729,3024.6077765194414
Sturbridge,-,2,668,1188,1864,3260.7685919214796
Sturbridge,-,3,715,987,1705,2982.623631559079
Sudbury,-,1,790,832,1629,2693.7457627118647
Sudbury,-,1A,260,359,622,1028.5511752036707
Sudbury,-,2,1077,957,2044,3379.997752598558
Sudbury,-,3,1024,1107,2144,3545.35967787246
Sudbury,-,4,1165,962,2135,3530.477104597809
Sudbury,-,5,1074,1025,2105,3480.8685270156384
Sunderland,-,1,1300,566,1877,3684.0
Sutton,-,1,632,1287,1934,3208.89337282488
Sutton,-,2,573,1190,1771,2938.4437245464646
Sutton,-,3,560,1123,1697,2815.6629026286564
Swampscott,-,1,688,617,1312,2179.3426506024093
Swampscott,-,2,717,666,1390,2308.907228915663
Swampscott,-,3,695,532,1238,2056.422409638554
Swampscott,-,4,738,678,1426,2368.706265060241
Swampscott,-,5,681,695,1384,2298.940722891566
Swampscott,-,6,741,805,1550,2574.6807228915663
Swansea,-,1,804,801,1620,3235.309667673716
Swansea,-,2,833,744,1594,3183.3849446122863
Swansea,-,3,831,705,1551,3097.509441087613
Swansea,-,4,796,803,1613,3221.3299345417927
Swansea,-,5,746,807,1566,3127.466012084592
Taunton,1,A,752,523,1290,3102.3742090991263
Taunton,1,B,757,914,1684,4049.92106056041
Taunton,2,A,569,257,841,2022.5555890328415
Taunton,2,B,686,467,1169,2811.376318168123
Taunton,3,A,814,629,1456,3501.5944561614942
Taunton,3,B,831,868,1710,4112.449532991865
Taunton,4,A,744,914,1672,4021.061765592046
Taunton,4,B,725,768,1504,3617.0316360349507
Taunton,5,A,639,496,1152,2770.4923169629405
Taunton,5,B,738,463,1218,2929.218439288942
Taunton,6,A,618,419,1050,2525.1883097318473
Taunton,6,B,789,576,1394,3352.488098824947
Taunton,7,A,892,849,1753,4215.862006628503
Taunton,7,B,753,1045,1816,4367.3733052124135
Taunton,8,A,742,961,1716,4126.879180476047
Taunton,8,B,825,967,1808,4348.133775233504
Templeton,-,A,522,827,1357,2850.9808599895123
Templeton,-,B,515,745,1269,2666.0977975878345
Templeton,-,C,513,668,1188,2495.9213424226537
Tewksbury,-,1,748,1161,1925,3428.8655513869244
Tewksbury,-,1A,766,1307,2094,3729.8932283658282
Tewksbury,-,2,798,1167,1975,3517.926994280091
Tewksbury,-,2A,664,1125,1802,3209.7744018697335
Tewksbury,-,3,844,1425,2277,4055.8581093548187
Tewksbury,-,3A,765,1340,2115,3767.299034380959
Tewksbury,-,4,762,1244,2020,3598.0822928839416
Tewksbury,-,4A,826,1206,2051,3653.300387477704
Tisbury,-,1,1731,747,2523,3949.0
Tolland,-,1,102,176,279,485.0
Topsfield,-,1,1512,2475,4092,6085.0
Townsend,-,1,560,1088,1653,2977.134382566586
Townsend,-,2,577,1005,1593,2869.071428571429
Townsend,-,3,601,1099,1710,3079.7941888619853
Truro,-,1,970,497,1476,2003.0
Tyngsborough,-,1,604,969,1578,2812.7507498026835
Tyngsborough,-,2,585,991,1584,2823.445619573796
Tyngsborough,-,3,592,944,1542,2748.5815311760066
Tyngsborough,-,4,549,1071,1631,2907.222099447514
Tyringham,-,1,159,99,261,327.0
Upton,-,1,870,1272,2160,3840.3394625176807
Upton,-,2,756,1309,2082,3701.66053748232
Uxbridge,-,1,666,1164,1845,3437.8517031293272
Uxbridge,-,2,774,994,1783,3322.3249792301303
Uxbridge,-,3,618,1113,1748,3257.108280254777
Uxbridge,-,4,682,1154,1846,3439.7150373857658
Wakefield,-,1,842,1325,2181,3719.590396059922
Wakefield,-,2,755,1021,1788,3049.3478350092346
Wakefield,-,3,857,1188,2066,3523.4634379916547
Wakefield,-,4,812,1166,1988,3390.4381968670905
Wakefield,-,5,994,1299,2307,3934.4773240303716
Wakefield,-,6,975,1189,2188,3731.528558724947
Wakefield,-,7,831,1257,2101,3583.1542513167797
Wales,-,1,414,514,935,1838.0
Walpole,-,1,610,963,1579,2694.9251932213
Walpole,-,2,651,1197,1858,3171.102602283202
Walpole,-,3,725,1144,1878,3205.2371835779622
Walpole,-,4,687,1028,1722,2938.987449478834
Walpole,-,5,526,1014,1547,2640.3098631496846
Walpole,-,6,660,1213,1879,3206.9439126427
Walpole,-,7,607,1198,1809,3087.47287811104
Walpole,-,8,581,1245,1831,3125.020917535276
Waltham,1,1,903,882,1798,4291.8127632770365
Waltham,1,2,942,950,1900,4535.286012361718
Waltham,2,1,987,827,1820,4344.326601314909
Waltham,2,2,786,474,1271,3033.867643006181
Waltham,3,1,867,1127,2002,4778.7592614464
Waltham,3,2,911,901,1827,4361.035549781504
Waltham,4,1,880,988,1881,4489.933152238101
Waltham,4,2,242,214,460,1098.016613519153
Waltham,5,1,857,757,1628,3886.0240148025673
Waltham,5,2,835,424,1274,3041.0286209204364
Waltham,6,1,868,544,1429,3411.0124798236293
Waltham,6,2,606,412,1029,2456.215424589583
Waltham,7,1,836,771,1615,3854.9931105074606
Waltham,7,2,542,192,745,1778.3095153734105
Waltham,8,1,815,377,1200,2864.3911657021376
Waltham,8,2,897,612,1524,3637.776780441715
Waltham,9,1,594,347,957,2284.351954647455
Waltham,9,2,683,348,1041,2484.8593362466045
Ware,-,A,671,573,1263,2898.9388514299
Ware,-,B,582,729,1322,3034.360381306673
Ware,-,C,740,960,1716,3938.7007672634268
Wareham,-,1,913,846,1767,3513.0716107871717
Wareham,-,2,971,918,1902,3781.472667638484
Wareham,-,3,934,981,1931,3839.129190962099
Wareham,-,4,871,913,1794,3566.751822157434
Wareham,-,5,889,1044,1945,3866.963374635569
Wareham,-,6,763,867,1637,3254.611333819242
Warren,-,A,740,968,1723,3800.517611683849
Warren,-,B,316,284,605,1334.4823883161514
Warwick,-,1,295,158,458,780.0
Washington,-,1,215,99,320,538.0
Watertown,-,1,776,433,1217,2303.3004210401473
Watertown,-,2,895,415,1321,2500.1313526655995
Watertown,-,3,1047,450,1512,2861.618929016189
Watertown,-,4,1162,429,1598,3024.382968629544
Watertown,-,5,925,420,1350,2555.0169009073115
Watertown,-,6,794,464,1263,2390.360256182174
Watertown,-,7,990,613,1609,3045.201624859159
Watertown,-,8,975,602,1591,3011.1347328470615
Watertown,-,9,755,417,1182,2237.059242127735
Watertown,-,10,895,640,1550,2933.5379232639507
Watertown,-,11,794,576,1378,2608.0098440372412
Watertown,-,12,794,493,1292,2445.2458044238865
Wayland,-,1,1202,903,2118,3311.8281588447653
Wayland,-,2,1189,820,2031,3175.789891696751
Wayland,-,3,1101,819,1925,3010.0421179302048
Wayland,-,4,1099,1127,2236,3496.3398315282793
Webster,-,1,555,617,1186,2940.795918367347
Webster,-,2,450,396,850,2107.6530612244896
Webster,-,3,546,675,1244,3084.6122448979595
Webster,-,4,706,1239,1956,4850.081632653061
Webster,-,5,666,846,1526,3783.8571428571427
Wellesley,-,A,981,986,2002,3690.136618141097
Wellesley,-,B,1175,985,2196,4047.72228443449
Wellesley,-,C,733,1443,2216,4084.586786114222
Wellesley,-,D,1155,1007,2199,4053.25195968645
Wellesley,-,E,954,918,1909,3518.716685330347
Wellesley,-,F,635,680,1345,2479.137737961926
Wellesley,-,G,887,341,1256,2315.0907054871222
Wellesley,-,H,950,1055,2058,3793.357222844345
Wellfleet,-,1,1498,744,2253,2750.0
Wendell,-,1,438,119,561,848.0
Wenham,-,1,898,1457,2373,4875.0
West Boylston,-,1,754,1072,1843,3353.2543297746147
West Boylston,-,2,919,1434,2372,4315.745670225386
West Bridgewater,-,1,718,1303,2029,3517.8149912258714
West Bridgewater,-,2,709,1240,1960,3398.185008774129
West Brookfield,-,1,813,1139,1962,3701.0
West Newbury,-,1,1184,1586,2797,4235.0
West Springfield,-,1,395,232,633,1549.935575679172
West Springfield,-,2,467,394,875,2142.485985338508
West Springfield,-,3,630,665,1309,3205.159034066408
West Springfield,-,4,735,805,1559,3817.297887020267
West Springfield,-,5,815,1281,2109,5164.003363518758
West Springfield,-,6,783,1118,1923,4708.572056921087
West Springfield,-,7,770,1227,2022,4950.979042690815
West Springfield,-,8,572,583,1165,2852.5670547649847
West Stockbridge,-,1,686,191,889,1306.0
West Tisbury,-,1,1489,486,1990,2740.0
Westborough,-,1,723,647,1404,2771.296100248461
Westborough,-,2,679,735,1435,2832.4856865075076
Westborough,-,3,925,916,1887,3724.669331316841
Westborough,-,4,959,1191,2187,4316.826617694718
Westborough,-,5,964,1350,2344,4626.722264232472
Westfield,1,A,712,972,1697,3879.639388038943
Westfield,1,B,684,840,1539,3518.4236995827537
Westfield,2,A,523,380,918,2098.708873435327
Westfield,2,B,625,692,1333,3047.471599443672
Westfield,3,A,467,394,872,1993.544812239221
Westfield,3,B,741,817,1568,3584.7227816411682
Westfield,4,A,502,569,1085,2480.5001390820585
Westfield,4,B,838,1189,2045,4675.228372739916
Westfield,5,A,759,1185,1967,4496.906703755216
Westfield,5,B,680,1235,1928,4407.745869262865
Westfield,6,A,637,1044,1694,3872.7808623087626
Westfield,6,B,554,766,1329,3038.326898470097
Westford,-,1,912,1363,2289,3872.2132398273734
Westford,-,2,842,1299,2150,3637.07228729963
Westford,-,3,914,1340,2270,3840.071670776819
Westford,-,4,945,1176,2136,3613.389025893958
Westford,-,5,920,1212,2143,3625.2306565967942
Westford,-,6,821,1157,1988,3363.0231196054256
Westhampton,-,1,574,482,1064,1607.0
Westminster,-,1,796,1260,2071,3496.674477958237
Westminster,-,2,842,1380,2239,3780.325522041763
Weston,-,1,884,902,1801,3018.0150297619048
Weston,-,2,767,854,1632,2734.8142857142857
Weston,-,3,631,902,1544,2587.3488095238095
Weston,-,4,747,988,1743,2920.821875
Westport,-,A,883,678,1578,2820.1007939247497
Westport,-,B,960,980,1957,3497.42538257968
Westport,-,C,877,694,1595,2850.4821079277417
Westport,-,D,860,692,1569,2804.0165688643424
Westport,-,E,1026,951,1992,3559.975146703486
Westwood,-,1,970,1374,2356,3772.5937123452736
Westwood,-,2,987,1358,2359,3777.397524372878
Westwood,-,3,973,1342,2323,3719.7517800416254
Westwood,-,4,787,1288,2091,3348.2569832402237
Weymouth,-,1,749,796,1554,2973.2856990280893
Weymouth,-,2,803,934,1753,3354.034639894621
Weymouth,-,3,734,1005,1745,3338.728149809534
Weymouth,-,4,668,899,1575,3013.465235501442
Weymouth,-,5,706,631,1354,2590.623446900922
Weymouth,-,6,763,934,1708,3267.935633166008
Weymouth,-,7,663,799,1477,2825.96073195913
Weymouth,-,8,740,760,1507,2883.360069778205
Weymouth,-,9,715,982,1705,3262.1956993841004
Weymouth,-,10,660,601,1267,2424.1653672256043
Weymouth,-,11,711,832,1554,2973.2856990280893
Weymouth,-,12,729,988,1728,3306.201858378725
Weymouth,-,13,631,563,1203,2301.7134465449108
Weymouth,-,14,637,675,1320,2525.5708640393036
Weymouth,-,15,754,948,1713,3277.502189469187
Weymouth,-,16,759,1044,1815,3472.6599380540424
Weymouth,-,17,636,686,1335,2554.2705329488413
Weymouth,-,18,697,1066,1776,3398.0407988892453
Whately,-,1,578,379,964,1496.0
Whitman,-,1,826,1165,2002,3869.144724556489
Whitman,-,2,646,1112,1767,3414.9743897559024
Whitman,-,3,759,1122,1894,3660.419634520475
Whitman,-,4,724,1098,1834,3544.4612511671335
Wilbraham,-,A,827,1129,2008,3411.608555382961
Wilbraham,-,B,778,1187,2039,3464.2778109690526
Wilbraham,-,C,744,1278,2074,3523.7430995339946
Wilbraham,-,D,798,1411,2248,3819.3705341139926
Williamsburg,-,1,1206,416,1634,2482.0
Williamstown,-,1,1118,357,1482,3016.122834645669
Williamstown,-,2,718,115,850,1729.8950131233596
Williamstown,-,3,1145,321,1478,3007.9821522309708
Wilmington,-,1,830,1284,2128,3769.5469332698567
Wilmington,-,2,764,1264,2049,3629.606046179481
Wilmington,-,3,721,1227,1957,3466.636911846386
Wilmington,-,4,833,1352,2195,3888.230976751567
Wilmington,-,5,865,1255,2133,3778.403951440133
Wilmington,-,6,812,1316,2141,3792.5751805125765
Winchendon,-,1,454,594,1057,2591.5496310402286
Winchendon,-,1A,163,173,340,833.6110449892883
Winchendon,-,2,611,833,1450,3555.1059271602
Winchendon,-,3,604,742,1354,3319.733396810283
Winchester,-,1,846,768,1626,2678.132388071203
Winchester,-,2,768,646,1430,2355.307081760037
Winchester,-,3,1041,765,1818,2994.3694228249983
Winchester,-,4,852,929,1791,2949.8985898127457
Winchester,-,5,675,960,1642,2704.485474300686
Winchester,-,6,646,1015,1672,2753.897510980966
Winchester,-,7,786,888,1684,2773.6623256530784
Winchester,-,8,654,652,1314,2164.2472065962857
Windsor,-,1,352,171,528,899.0
Winthrop,-,1,800,810,1630,3170.3101378390397
Winthrop,-,2,661,817,1496,2909.6834148510447
Winthrop,-,3,829,653,1490,2898.013561582926
Winthrop,-,4,713,625,1349,2623.7720097821257
Winthrop,-,5,750,817,1583,3078.896287238773
Winthrop,-,6,793,646,1448,2816.3245887060916
Woburn,1,1,617,589,1215,2376.875705634815
Woburn,1,2,694,785,1488,2910.939135789798
Woburn,2,1,665,727,1397,2732.917992404803
Woburn,2,2,537,484,1036,2026.702247767628
Woburn,3,1,548,787,1344,2629.235348455301
Woburn,3,2,665,966,1642,3212.2056861336346
Woburn,4,1,627,938,1576,3083.09145027199
Woburn,4,2,645,652,1312,2566.634506825413
Woburn,5,1,705,715,1427,2791.606281432824
Woburn,5,2,665,858,1538,3008.7529508364983
Woburn,6,1,464,424,897,1754.7798419378016
Woburn,6,2,611,783,1398,2734.874268705737
Woburn,7,1,673,1031,1716,3356.9701324027506
Woburn,7,2,586,907,1500,2934.4144514010063
Worcester,1,1,1069,959,2047,6005.689942957153
Worcester,1,2,1000,989,2007,5888.334008556428
Worcester,1,3,569,625,1202,3526.5458287418164
Worcester,1,4,1132,853,1994,5850.1933298761915
Worcester,1,5,909,774,1701,4990.561110390873
Worcester,2,1,956,797,1769,5190.066198872108
Worcester,2,2,998,791,1799,5278.083149672651
Worcester,2,3,843,808,1663,4879.072972710183
Worcester,2,4,1010,350,1363,3998.9034647047383
Worcester,2,5,803,163,982,2881.0881895378234
Worcester,3,1,811,479,1306,3831.671258183704
Worcester,3,2,330,139,473,1387.733924288585
Worcester,3,3,702,433,1142,3350.511927140727
Worcester,3,4,696,188,892,2617.0373371361898
Worcester,3,5,808,490,1314,3855.142445063849
Worcester,4,1,664,219,890,2611.1695404161537
Worcester,4,2,665,419,1105,3241.9576878200555
Worcester,4,3,698,152,865,2537.8220814157
Worcester,4,4,651,477,1135,3329.9746386206
Worcester,4,5,790,572,1372,4025.3085499449016
Worcester,5,1,672,289,976,2863.4847993777144
Worcester,5,2,744,561,1320,3872.7458352239582
Worcester,5,3,876,879,1768,5187.132300512089
Worcester,5,4,814,717,1542,4524.071271147987
Worcester,5,5,839,652,1499,4397.913641667207
Worcester,6,1,561,179,748,2194.5559732935762
Worcester,6,2,664,276,950,2787.2034420172427
Worcester,6,3,679,333,1025,3007.2458190186035
Worcester,6,4,475,288,773,2267.90343229403
Worcester,6,5,710,493,1219,3576.422100862125
Worcester,7,1,920,539,1473,4321.6322843067355
Worcester,7,2,686,354,1050,3080.5932780190574
Worcester,7,3,921,520,1458,4277.623808906463
Worcester,7,4,748,523,1284,3767.1254942633045
Worcester,7,5,836,660,1510,4430.186523627406
Worcester,8,1,559,206,774,2270.837330654048
Worcester,8,2,502,131,644,1889.4305438516888
Worcester,8,3,700,110,820,2405.7966552148832
Worcester,8,4,767,226,1009,2960.3034452583133
Worcester,8,5,494,272,780,2288.440720814157
Worcester,9,1,953,579,1544,4529.939067868024
Worcester,9,2,903,605,1525,4474.194999027679
Worcester,9,3,729,536,1277,3746.5882057431772
Worcester,9,4,987,862,1859,5454.117051273741
Worcester,9,5,957,829,1795,5266.347556232579
Worcester,10,1,628,243,885,2596.5000486160625
Worcester,10,2,636,194,843,2473.2763174953006
Worcester,10,3,772,112,903,2649.3102190963896
Worcester,10,4,547,98,662,1942.2407143320152
Worcester,10,5,668,94,772,2264.969533934012
Worthington,-,1,455,271,730,1156.0
Wrentham,-,1,633,1476,2120,3647.651955395005
Wrentham,-,2,596,1564,2167,3728.5197110098948
Wrentham,-,3,650,1411,2080,3578.8283335950996
Yarmouth,-,1,1031,1122,2163,3681.014162077105
Yarmouth,-,2,1033,1196,2255,3837.5806451612902
Yarmouth,-,3,768,818,1591,2707.5790715971675
Yarmouth,-,4,919,1066,2001,3405.3210070810387
Yarmouth,-,5,770,945,1719,2925.4107002360347
Yarmouth,-,6,839,933,1783,3034.3265145554683
Yarmouth,-,7,1052,1406,2469,4201.767899291896
