City/Town,Ward,Pct,Elizabeth A. Warren,Scott P. Brown,Total Votes Cast,pop by share of vote
Charlton,-,2,586,1173,1767,3400.152238363474
Charlton,-,3,604,1117,1733,3334.7276904832497
Charlton,-,4,539,1055,1605,3088.4235102282837
Chatham,-,1,2075,2559,4654,6125.0
Chelmsford,-,1,923,1310,2246,3860.8264849471116
Chelmsford,-,2,849,1075,1946,3345.1328315703827
Chelmsford,-,3,850,1292,2162,3716.4322620016274
Chelmsford,-,4,775,1178,1967,3381.2313873067533
Chelmsford,-,5,904,1204,2131,3663.1439178193655
Chelmsford,-,6,910,1458,2385,4099.7645443449965
Chelmsford,-,7,919,1466,2396,4118.673311635476
Chelmsford,-,8,965,1287,2264,3891.768104149715
Chelmsford,-,9,844,1310,2167,3725.027156224573
Chelsea,1,1,376,131,515,2096.04940414208
Chelsea,1,2,244,47,305,1241.349647113271
Chelsea,1,3,345,75,437,1778.5894943885226
Chelsea,1,4,270,49,330,1343.0996181881292
Chelsea,2,1,694,332,1059,4310.128774730996
Chelsea,2,2,351,65,440,1790.7994909175054
Chelsea,2,3,222,52,289,1176.2296656253613
Chelsea,2,4,343,60,423,1721.609510586602
Chelsea,3,1,421,89,527,2144.889390258012
Chelsea,3,2,436,130,583,2372.809325465695
Chelsea,3,3,413,113,545,2218.14936943191
Chelsea,3,4,394,138,546,2222.2193682749044
Chelsea,4,1,414,132,559,2275.129353233831
Chelsea,4,2,516,256,807,3284.489066296425
Chelsea,4,3,443,213,673,2739.109221335185
Chelsea,4,4,433,157,605,2462.3493000115704
Cheshire,-,1,1115,625,1761,3235.0
Chester,-,1,285,379,667,1337.0
Chesterfield,-,1,415,302,723,1222.0
Chicopee,1,A,675,679,1377,3281.5611963454576
Chicopee,1,B,875,837,1743,4153.784433718324
Chicopee,2,A,610,338,971,2314.0130149974143
Chicopee,2,B,739,684,1439,3429.3148595069815
Chicopee,3,A,659,490,1172,2793.0208584726774
Chicopee,3,B,607,366,994,2368.824857783141
Chicopee,4,A,630,591,1239,2952.690139631098
Chicopee,4,B,707,522,1240,2955.0732632304776
Chicopee,5,A,665,584,1269,3024.1838476124803
Chicopee,5,B,671,575,1256,2993.203240820548
Chicopee,6,AN,187,205,401,955.6325633511462
Chicopee,6,AS,405,421,835,1989.9082054818134
Chicopee,6,BE,555,824,1396,3326.840544733667
Chicopee,6,BW,138,133,274,652.9758662299604
Chicopee,7,A,631,341,987,2352.142992587485
Chicopee,7,B,572,422,1019,2428.4029477676263
Chicopee,8,A,709,650,1380,3288.710567143596
Chicopee,8,B,639,580,1241,2957.456386829857
Chicopee,9,A,706,609,1333,3176.703757972763
Chicopee,9,B,800,827,1638,3903.5564557834855
Chilmark,-,1,554,176,738,866.0
Clarksburg,-,1,518,334,865,1702.0
Clinton,-,1,838,879,1725,3574.527870849832
Clinton,-,2,785,780,1577,3267.843740481267
Clinton,-,3,784,855,1654,3427.402375875723
Clinton,-,4,849,743,1610,3336.226012793177
Cohasset,-,1,929,1572,2512,3852.2781618544127
Cohasset,-,2,965,1435,2406,3689.7218381455878
Colrain,-,1,563,324,893,1671.0
Concord,-,1,1280,845,2137,3415.3338760741744
Concord,-,2,1578,868,2462,3934.745906829489
Concord,-,3,1483,932,2433,3888.398371777476
Concord,-,4,1499,929,2436,3893.1929443690638
Concord,-,5,924,658,1587,2536.328900949796
Conway,-,1,880,374,1260,1897.0
Cummington,-,1,369,168,538,872.0
Dalton,-,1,1084,600,1699,3359.2168568920106
Dalton,-,2,1084,614,1718,3396.7831431079894
Danvers,-,1,830,985,1824,3301.218199207542
Danvers,-,2,804,1025,1836,3322.936739991802
Danvers,-,3,692,974,1675,3031.5463178029786
Danvers,-,4,736,1107,1853,3353.7046727695038
Danvers,-,5,821,1208,2047,3704.8210821150433
Danvers,-,6,714,1272,1998,3616.137040579314
Danvers,-,7,723,1105,1838,3326.5564967891787
Danvers,-,8,632,929,1567,2836.079450744637
Dartmouth,-,1,935,997,1945,4086.192974874992
Dartmouth,-,2,719,588,1312,2756.3419964195323
Dartmouth,-,3,560,236,803,1686.9989505525034
Dartmouth,-,4,1041,768,1825,3834.0885239829618
Dartmouth,-,5,1070,933,2016,4235.35477498611
Dartmouth,-,6,992,642,1655,3476.940551885919
Dartmouth,-,7,951,987,1955,4107.201679115995
Dartmouth,-,8,1263,1007,2289,4808.89240076548
Dartmouth,-,9,1220,1160,2399,5039.988147416508
Dedham,-,1,1071,962,2052,3686.1766671509513
Dedham,-,2,1026,968,2008,3607.135841929391
Dedham,-,3,938,811,1763,3167.0221560366117
Dedham,-,4,919,949,1877,3371.809748656109
Dedham,-,5,884,1075,1967,3533.484163882028
Dedham,-,6,1025,1030,2077,3731.086226935929
Dedham,-,7,852,1156,2022,3632.285195408979
Deerfield,-,1,1940,1073,3036,5125.0
Dennis,-,1,892,1096,1993,3037.390152327827
Dennis,-,2,994,1121,2130,3246.182149753272
Dennis,-,3,815,795,1624,2475.023385539584
Dennis,-,4,907,966,1881,2866.6988843595796
Dennis,-,5,810,873,1694,2581.7054280197385
Dighton,-,1,745,1086,1846,3548.7672273467174
Dighton,-,2,767,1054,1840,3537.2327726532826
Douglas,-,1,494,1063,1562,2911.90625
Douglas,-,2,491,1084,1586,2956.6474471830984
Douglas,-,3,477,913,1396,2602.4463028169016
Dover,-,1,1285,2292,3593,5589.0
Dracut,-,1,553,798,1358,2611.306612703179
Dracut,-,2,561,863,1440,2768.984920686729
Dracut,-,3,617,1121,1782,3426.6188393498273
Dracut,-,4,596,1337,1937,3724.669299562635
Dracut,-,5,573,1056,1635,3143.9516286963903
Dracut,-,6,662,1011,1689,3247.788563222143
Dracut,-,6A,30,38,69,132.68052744957242
Dracut,-,7,603,909,1524,2930.5090410601215
Dracut,-,8,673,1451,2131,4097.713101377374
Dracut,-,9,631,1110,1754,3372.7774658920293
Dudley,-,1,778,1202,1989,4426.4771395076195
Dudley,-,2,671,966,1642,3654.236029699101
Dudley,-,3,608,870,1487,3309.286830793279
Dunstable,-,1,707,1184,1901,3179.0
Duxbury,-,1,619,1079,1709,2653.4520053613774
Duxbury,-,2,574,1136,1714,2661.215176822353
Duxbury,-,3,544,960,1512,2347.583049798948
Duxbury,-,4,577,1004,1586,2462.4779874213837
Duxbury,-,5,596,977,1580,2453.162181668213
Duxbury,-,6,589,964,1598,2481.1095989277246
E. Bridgewater,-,1,659,1108,1782,3337.0768395329897
E. Bridgewater,-,2,637,1201,1846,3456.9269617159925
E. Bridgewater,-,3,743,1249,2000,3745.316318218843
E. Bridgewater,-,4,639,1086,1738,3254.679880532175
E. Brookfield,-,1,390,762,1157,2183.0
E. Longmeadow,-,1,843,1338,2201,3949.739726027397
E. Longmeadow,-,2,867,1167,2049,3676.972602739726
E. Longmeadow,-,3,821,1332,2167,3888.72602739726
E. Longmeadow,-,4,800,1525,2343,4204.561643835616
Eastham,-,1,2010,1676,3702,4956.0
Easthampton,-,1,1115,659,1788,3161.44553364908
Easthampton,-,2,1157,539,1707,3018.225685648199
Easthampton,-,3,1119,521,1659,2933.3546646106397
Easthampton,-,4,1315,624,1952,3451.4215221940744
Easthampton,-,5,1034,926,1973,3488.5525938980063
Easton,-,1,409,730,1145,2178.7617322575334
Easton,-,2,927,1298,2243,4268.089576815412
Easton,-,3,837,1176,2023,3849.4628684340523
Easton,-,4,865,1371,2251,4283.312366211098
Easton,-,5,963,1339,2318,4410.803227399967
Easton,-,6,857,1298,2166,4121.570228881937
Edgartown,-,1,1511,1048,2584,4067.0
Egremont,-,1,625,205,844,1225.0
Erving,-,1,476,298,778,1800.0
Essex,-,1,958,1208,2180,3504.0
Everett,1,1,646,374,1036,3260.1021070916095
Everett,1,2,597,317,931,2929.6863529944867
Everett,2,1,691,352,1051,3307.304357676913
Everett,2,2,636,291,943,2967.4481534627294
Everett,3,1,802,480,1299,4087.7149006872596
Everett,3,2,757,444,1218,3832.822747526622
Everett,4,1,732,462,1210,3807.6482138811266
Everett,4,2,729,354,1099,3458.351559549883
Everett,5,1,718,434,1160,3650.3073785967827
Everett,5,2,746,384,1143,3596.811494600106
Everett,6,1,667,404,1078,3392.2684087304583
Everett,6,2,695,368,1073,3376.534325202024
Fairhaven,-,1,782,671,1466,2806.6358702207212
Fairhaven,-,2,797,604,1411,2701.3391629477746
Fairhaven,-,3,624,480,1111,2126.9934869135204
Fairhaven,-,4,769,633,1425,2728.1419611627066
Fairhaven,-,5,790,699,1502,2875.5573513448317
Fairhaven,-,6,746,616,1376,2634.3321674104454
Fall River,1,A,933,570,1541,4526.117641225664
Fall River,1,B,763,335,1136,3336.57990943047
Fall River,1,C,793,387,1199,3521.6191121541665
Fall River,2,A,610,230,863,2534.74336429445
Fall River,2,B,561,239,826,2426.0695468218028
Fall River,2,C,676,295,1017,2987.06141539682
Fall River,3,A,810,363,1218,3577.4245859914718
Fall River,3,B,826,346,1196,3512.8077215482763
Fall River,3,C,760,391,1171,3439.37946649919
Fall River,4,A,598,267,896,2631.6686609592434
Fall River,4,B,665,202,899,2640.480051565134
Fall River,4,C,736,163,997,2928.3188113575516
Fall River,5,A,512,139,665,1953.1915843056886
Fall River,5,B,420,98,535,1571.3646580504414
Fall River,5,B1,87,27,121,355.3927544375764
Fall River,5,C,604,177,804,2361.4526823786073
Fall River,6,A,839,449,1306,3835.892043764255
Fall River,6,B,694,247,965,2834.3306448947214
Fall River,6,C,732,357,1111,3263.151654381384
Fall River,6,C1,16,9,25,73.42825504908605
Fall River,7,A,744,440,1209,3550.990414173801
Fall River,7,B,585,271,873,2564.1146663140844
Fall River,7,C,734,256,1019,2992.935675800747
Fall River,8,A,665,313,1005,2951.8158529732586
Fall River,8,B,972,619,1619,4755.213796978812
Fall River,8,C,1016,610,1664,4887.384656067167
Fall River,9,A,1082,792,1914,5621.667206558028
Fall River,9,B,703,437,1172,3442.3165967011537
Fall River,9,C,762,472,1287,3780.0865699269493
Falmouth,-,1,1604,820,2445,3924.721020210762
Falmouth,-,2,1220,883,2117,3398.2144784401567
Falmouth,-,3,1018,1065,2096,3364.505218143868
Falmouth,-,4,1025,1129,2168,3480.079824874001
Falmouth,-,5,1115,1289,2424,3891.0117599144737
Falmouth,-,6,1168,1122,2301,3693.5718067504963
Falmouth,-,7,951,1097,2059,3305.11271190755
Falmouth,-,8,920,1174,2104,3377.346841113883
Falmouth,-,9,952,964,1929,3096.43633864481
Fitchburg,1,A,576,457,1038,2875.701504844362
Fitchburg,1,B,606,544,1167,3233.0863739435167
Fitchburg,2,A,509,330,846,2343.7798392084105
Fitchburg,2,B,701,742,1455,4030.9688723974436
Fitchburg,3,A,780,1127,1920,5319.216656359514
Fitchburg,3,B,619,668,1290,3573.848690991548
Fitchburg,4,A,369,354,739,2047.3443276300418
Fitchburg,4,B,566,375,948,2626.3632240775096
Fitchburg,5,A,710,1042,1763,4884.25987768845
Fitchburg,5,B,568,280,857,2374.2545179688036
Fitchburg,6,A,750,757,1517,4202.735243592387
Fitchburg,6,B,585,411,1013,2806.440871298014
Florida,-,1,221,164,393,752.0
Foxborough,-,1,766,1002,1778,3065.109884493509
Foxborough,-,2,836,1281,2132,3675.373607277931
Foxborough,-,3,744,1271,2029,3497.8109986711643
Foxborough,-,4,802,1199,2012,3468.5045487069406
Foxborough,-,5,665,1165,1832,3158.2009608504545
Framingham,-,1,1231,1082,2336,5686.877668103909
Framingham,-,2,1243,1028,2281,5552.982859993585
Framingham,-,3,1066,768,1842,4484.258846167551
Framingham,-,4,1179,1037,2230,5428.825856109468
Framingham,-,5,1191,899,2105,5124.519474040551
Framingham,-,6,1180,959,2155,5246.242026868119
Framingham,-,7,1009,837,1855,4515.906709902719
Framingham,-,8,1204,679,1900,4625.457007447529
Framingham,-,9,848,540,1396,3398.493674945658
Framingham,-,10,681,375,1071,2607.2970815664758
Framingham,-,11,1201,1093,2300,5599.237430068061
Framingham,-,12,613,416,1036,2522.091294587179
Framingham,-,13,912,519,1447,3522.6506788297756
Framingham,-,14,650,284,944,2298.1217973844564
Framingham,-,15,684,325,1016,2473.402273456152
Framingham,-,16,422,159,586,1426.5883191390799
Framingham,-,17,550,92,651,1584.8276378149162
Framingham,-,18,596,307,912,2220.219363574814
Franklin,-,1,829,1260,2104,3793.4594779436907
Franklin,-,2,787,1162,1962,3537.437022683233
Franklin,-,3,877,1268,2155,3885.4112048330103
Franklin,-,4,821,1503,2339,4217.158611649379
Franklin,-,5,896,1401,2308,4161.26638550097
Franklin,-,6,864,1137,2008,3620.3738743873246
Franklin,-,7,858,1551,2427,4375.820414909381
Franklin,-,8,777,1455,2243,4044.0730080930125
Freetown,-,1,657,898,1565,2952.8930014890448
Freetown,-,2,780,787,1583,2986.855988087641
Freetown,-,3,648,891,1553,2930.2510104233143
Gardner,1,A,512,571,1094,2672.9595361758666
Gardner,1,B,173,255,431,1053.0580988042034
Gardner,2,A,438,445,889,2172.0850344244473
Gardner,2,B,446,561,1013,2475.053025727745
Gardner,3,A,407,347,762,1861.7871723638123
Gardner,3,B,502,489,999,2440.846962193502
Gardner,4,A,443,368,820,2003.4980070056772
Gardner,4,B,303,242,548,1338.9230583403794
Gardner,5,A,343,354,703,1717.633047469501
Gardner,5,B,451,563,1020,2492.156057494866
Georgetown,-,1,722,1101,1832,3030.3731554477463
Georgetown,-,2,601,1004,1615,2671.426116838488
Georgetown,-,3,572,923,1500,2481.200727713766
Gill,-,1,594,293,900,1500.0
Gloucester,1,1,984,835,1845,3385.537956530053
Gloucester,1,2,769,739,1518,2785.4995219580596
Gloucester,2,1,581,582,1177,2159.7713684747278
Gloucester,2,2,695,467,1176,2157.936388552489
Gloucester,3,1,719,572,1304,2392.8138185990188
Gloucester,3,2,677,691,1381,2534.107272611384
Gloucester,4,1,818,828,1659,3044.23169099369
Gloucester,4,2,1134,824,1975,3624.085346421059
Gloucester,5,1,866,944,1828,3354.343297851998
Gloucester,5,2,876,935,1826,3350.673338007521
Goshen,-,1,359,253,616,1054.0
Gosnold,-,1,43,44,87,75.0
Grafton,-,1,790,1129,1927,3592.1463798530954
Grafton,-,2,833,1130,1972,3676.0314795383
Grafton,-,3,779,1058,1849,3446.745540398741
Grafton,-,4,701,906,1619,3017.9994753410283
Grafton,-,5,903,1246,2163,4032.077124868835
Granby,-,1,895,955,1871,3306.4401019541206
Granby,-,2,713,934,1660,2933.5598980458794
Granville,-,1,301,594,900,1566.0
Great Barrington,-,A,736,219,969,1901.070422535211
Great Barrington,-,B,724,212,944,1852.0231980115989
Great Barrington,-,C,583,131,718,1408.6362883181441
Great Barrington,-,D,770,213,990,1942.2700911350455
Greenfield,-,1,560,314,894,1841.5935803634648
Greenfield,-,2,721,442,1182,2434.8586263865946
Greenfield,-,3,623,285,928,1911.6318149634176
Greenfield,-,4,699,339,1066,2195.9046495161674
Greenfield,-,5,773,258,1050,2162.94548029266
Greenfield,-,6,736,199,948,1952.8307764928015
Greenfield,-,7,526,289,825,1699.4571630870898
Greenfield,-,8,591,182,789,1625.2990323341985
Greenfield,-,9,491,288,792,1631.4788765636063
Groton,-,1,960,1139,2242,3751.702609242376
Groton,-,2,856,1183,2081,3482.2895315938385
Groton,-,3,925,1043,2039,3412.0078591637853
Groveland,-,1,737,1236,1990,3211.7466266866563
Groveland,-,2,738,1264,2012,3247.253373313343
Hadley,-,1,1978,1129,3130,5250.0
Halifax,-,1,807,1258,2075,3801.133040935673
Halifax,-,2,768,1251,2029,3716.8669590643276
Hamilton,-,1,714,934,1668,2859.428571428571
Hamilton,-,2,616,1010,1635,2802.8571428571427
Hamilton,-,3,496,715,1226,2101.714285714286
Hampden,-,1,1070,1824,2918,5139.0
Hancock,-,1,215,164,383,717.0
Hanover,-,1,665,1358,2028,3352.3835159599807
Hanover,-,2,729,1406,2156,3563.9737970462124
Hanover,-,3,759,1332,2107,3482.9743925678895
Hanover,-,4,589,1505,2105,3479.6682944259173
Hanson,-,1,614,1181,1817,3297.7338666666665
Hanson,-,2,762,1254,2037,3697.0191999999997
Hanson,-,3,659,1093,1771,3214.2469333333333
Hardwick,-,1,608,701,1322,2990.0
Harvard,-,1,1982,1609,3642,6520.0
Harwich,-,1,1049,1083,2148,3205.1144424131626
Harwich,-,2,1028,1054,2086,3112.601828153565
Harwich,-,3,960,1122,2091,3120.0625228519193
Harwich,-,4,933,936,1880,2805.221206581353
Hatfield,-,1,1205,831,2049,3279.0
Haverhill,1,1,554,292,857,1855.1826974362623
Haverhill,1,2,729,451,1190,2576.0413184937597
Haverhill,1,3,604,524,1142,2472.1337695124985
Haverhill,2,1,573,559,1142,2472.1337695124985
Haverhill,2,2,530,749,1288,2788.185897663834
Haverhill,2,3,508,322,840,1818.3821071720656
Haverhill,3,1,535,181,730,1580.2606407566761
Haverhill,3,2,580,400,990,2143.093197738506
Haverhill,3,3,619,486,1109,2400.6973295878815
Haverhill,4,1,613,950,1578,3415.9606727589517
Haverhill,4,2,681,1010,1710,3701.706432457419
Haverhill,4,3,673,917,1608,3480.90289087224
Haverhill,5,1,726,759,1496,3238.451943249298
Haverhill,5,2,651,948,1610,3485.232372079792
Haverhill,5,3,627,1170,1804,3905.1920492123886
Haverhill,6,1,655,685,1351,2924.564555701739
Haverhill,6,2,716,737,1465,3171.3449845322334
Haverhill,6,3,731,876,1617,3500.385556306226
Haverhill,7,1,662,859,1532,3316.3826049852432
Haverhill,7,2,643,729,1380,2987.3420332112505
Haverhill,7,3,631,1044,1684,3645.4231767592364
Hawley,-,1,116,79,201,337.0
Heath,-,1,268,162,435,706.0
Hingham,-,1,945,1191,2152,3345.8609220405588
Hingham,-,2,965,1410,2388,3712.786190442776
Hingham,-,3,1004,1355,2373,3689.464669146025
Hingham,-,4,869,1477,2355,3661.478843589923
Hingham,-,5,608,1067,1685,2619.7842256683743
Hingham,-,5A,568,439,1010,1570.3157673145745
Hingham,-,6,865,1400,2288,3557.3093817977688
Hinsdale,-,1,666,386,1067,2032.0
Holbrook,-,1,686,687,1384,2692.8856833754057
Holbrook,-,2,628,808,1439,2799.90064911648
Holbrook,-,3,617,784,1411,2745.420302921024
Holbrook,-,4,659,645,1312,2552.79336458709
Holden,-,1,819,1295,2125,3474.432085964747
Holden,-,2,847,1233,2091,3418.8411725893106
Holden,-,3,793,1226,2031,3320.7395607503063
Holden,-,4,820,1260,2086,3410.666038269394
Holden,-,5,894,1366,2276,3721.3211424262417
Holland,-,1,524,795,1334,2481.0
Holliston,-,1,997,1290,2299,3736.150791746641
Holliston,-,2,1046,1101,2162,3513.5093570057584
Holliston,-,3,964,949,1927,3131.606166026871
Holliston,-,4,882,1058,1948,3165.733685220729
Holyoke,1,A,827,78,924,2223.7113028785225
Holyoke,1,B,753,113,900,2165.952567738821
Holyoke,2,A,692,207,921,2216.4914609860602
Holyoke,2,B,644,86,739,1778.4877195099873
Holyoke,3,A,945,335,1300,3128.598153400519
Holyoke,3,B,852,589,1455,3501.623317844427
Holyoke,4,A,634,98,746,1795.334017259067
Holyoke,4,B,785,214,1015,2442.7131736165593
Holyoke,5,A,894,912,1810,4355.971275119185
Holyoke,5,B,878,387,1290,3104.5320137589765
Holyoke,6,A,840,312,1159,2789.2655844547708
Holyoke,6,B,870,374,1254,3017.893911049424
Holyoke,7,A,850,732,1592,3831.329430933559
Holyoke,7,B,968,484,1466,3528.0960714501234
Hopedale,-,1,1363,1925,3314,5911.0
Hopkinton,-,1,863,1276,2158,3700.810065494657
Hopkinton,-,2,903,1282,2193,3760.832471561531
Hopkinton,-,3,871,1297,2185,3747.113064460531
Hopkinton,-,4,850,1304,2167,3716.2443984832817
Hubbardston,-,1,929,1671,2631,4382.0
Hudson,-,1,761,751,1526,2885.9263888888886
Hudson,-,2,560,693,1263,2388.548511904762
Hudson,-,3,691,929,1633,3088.281646825397
Hudson,-,4,735,917,1662,3143.1255952380952
Hudson,-,5,759,881,1649,3118.540376984127
Hudson,-,6,573,541,1121,2120.0022817460317
Hudson,-,7,648,565,1226,2318.5751984126982
Hull,-,1,1157,951,2120,3570.8001963672064
Hull,-,2,945,933,1889,3181.7177221404027
Hull,-,3,1068,1023,2102,3540.482081492391
Huntington,-,1,502,605,1113,2180.0
Ipswich,-,1,1074,942,2028,3175.9063354332584
Ipswich,-,2,1168,1124,2308,3614.394389635089
Ipswich,-,3,741,1311,2066,3235.4154285035065
Ipswich,-,4,893,1106,2011,3149.2838464281467
Kingston,-,1,686,984,1680,3028.3642592063948
Kingston,-,2,627,1210,1848,3331.200685127034
Kingston,-,3,588,1207,1804,3251.8863831001995
Kingston,-,4,686,977,1674,3017.548672566372
Lakeville,-,1,672,1183,1890,3395.658362989324
Lakeville,-,2,638,1300,1962,3525.016776817489
Lakeville,-,3,667,1351,2049,3681.3248601931878
Lancaster,-,1,716,1093,1827,3931.7352391130107
Lancaster,-,2,777,1123,1916,4123.264760886989
Lanesborough,-,1,1078,499,1612,3091.0
Lawrence,A,1,739,219,967,3349.2000272084165
Lawrence,A,2,647,73,735,2545.669100308362
Lawrence,A,3,602,247,861,2982.0695175040814
Lawrence,A,4,594,130,732,2535.2786141846545
Lawrence,B,1,851,131,998,3456.5683838200616
Lawrence,B,2,770,69,852,2950.8980591329587
Lawrence,B,3,811,106,928,3214.1237076002176
Lawrence,B,4,940,84,1041,3605.4986849265374
Lawrence,C,1,652,99,764,2646.1104661708687
Lawrence,C,2,756,278,1043,3612.425675675676
Lawrence,C,3,713,46,775,2684.20891529113
Lawrence,C,4,859,85,953,3300.7110919644474
Lawrence,D,1,751,216,975,3376.90799020497
Lawrence,D,2,769,63,848,2937.0440776346813
Lawrence,D,3,608,55,681,2358.6403500816255
Lawrence,D,4,655,75,741,2566.4500725557773
Lawrence,E,1,761,578,1356,4696.499727915835
Lawrence,E,2,743,523,1276,4419.420097950299
Lawrence,E,3,641,213,863,2988.99650825322
Lawrence,E,4,671,216,901,3120.6093324868493
Lawrence,F,1,684,538,1241,4298.197759840377
Lawrence,F,2,681,130,823,2850.456693270452
Lawrence,F,3,656,145,810,2805.431253401052
Lawrence,F,4,681,198,888,3075.5838926174497
Lee,-,1,2017,931,3000,5943.0
Leicester,-,1,610,886,1504,2948.8614834673817
Leicester,-,2,541,735,1298,2544.9615728328868
Leicester,-,3,536,853,1407,2758.6756032171584
Leicester,-,4,545,825,1386,2717.501340482574
Lenox,-,1,2218,825,3079,5025.0
Leominster,1,A,620,931,1562,3391.3363873648323
Leominster,1,B,650,854,1512,3282.778884568263
Leominster,1,C,497,574,1078,2340.4997602940393
Leominster,2,A,490,401,899,1951.8639002823204
Leominster,2,B,575,607,1185,2572.812816278698
Leominster,2,C,400,331,736,1597.9664411655035
Leominster,3,A,526,480,1013,2199.375006658499
Leominster,3,B,585,850,1442,3130.7983806530656
Leominster,3,C,669,867,1544,3352.255686358067
Leominster,4,A,632,976,1612,3499.893890161402
Leominster,4,B,536,927,1478,3208.959782666596
Leominster,4,C,486,532,1021,2216.74420710595
Leominster,5,A,568,587,1164,2527.218665104139
Leominster,5,B,683,812,1502,3261.067384008949
Leominster,5,C,542,471,1025,2225.4288073296757
Leverett,-,1,1005,227,1242,1851.0
Lexington,-,1,1135,614,1762,2999.958132219752
Lexington,-,2,1537,651,2197,3740.583437279679
Lexington,-,3,1221,555,1794,3054.4409132816313
Lexington,-,4,1411,744,2174,3701.423938391453
Lexington,-,5,1378,799,2189,3726.962742014209
Lexington,-,6,1303,820,2135,3635.0230489722867
Lexington,-,7,1357,737,2106,3585.6480286349583
Lexington,-,8,1327,688,2027,3451.143662888443
Lexington,-,9,1253,789,2055,3498.8160963175874
Leyden,-,1,306,155,463,711.0
Lincoln,-,1,1525,704,2246,3810.4138666666668
Lincoln,-,2,923,568,1504,2551.5861333333332
Littleton,-,1,860,985,1851,3035.898548061018
Littleton,-,2,842,1063,1917,3144.1477669546043
Littleton,-,3,783,882,1673,2743.9536849843776
Longmeadow,-,A,904,1038,1956,3243.6965749106957
Longmeadow,-,B,783,897,1702,2822.4803530153395
Longmeadow,-,C,872,1110,1994,3306.7131750367726
Longmeadow,-,D,810,1184,2007,3328.27148560622
Longmeadow,-,E,889,956,1859,3082.838411430973
Lowell,1,1,613,302,928,2888.1444515865132
Lowell,1,2,836,1135,1979,6159.092531993221
Lowell,1,3,829,930,1766,5496.188686963128
Lowell,2,1,448,219,675,2100.751621574242
Lowell,2,2,773,144,928,2888.1444515865132
Lowell,2,3,818,291,1120,3485.691579500964
Lowell,3,1,534,375,919,2860.1344299655234
Lowell,3,2,472,241,737,2293.7095482966165
Lowell,3,3,488,274,789,2455.545228773447
Lowell,4,1,666,386,1066,3317.631449775025
Lowell,4,2,466,199,676,2103.863846198796
Lowell,4,3,553,220,796,2477.330801145328
Lowell,5,1,520,478,1012,3149.5713200490854
Lowell,5,2,526,288,824,2564.4730906328523
Lowell,5,3,588,558,1157,3600.8438906094784
Lowell,6,1,625,625,1265,3936.9641500613566
Lowell,6,2,763,727,1500,4668.336936831649
Lowell,6,3,702,646,1367,4254.411061765909
Lowell,7,1,486,267,771,2399.5251855314673
Lowell,7,2,606,188,804,2502.2285981417635
Lowell,7,3,387,201,611,1901.5692456027582
Lowell,8,1,552,338,903,2810.3388359726523
Lowell,8,2,611,446,1076,3348.753696020569
Lowell,8,3,818,831,1659,5163.180652135803
Lowell,9,1,602,424,1031,3208.7035879156197
Lowell,9,2,713,553,1275,3968.0863963069014
Lowell,9,3,565,455,1025,3190.030240168293
Lowell,10,1,606,408,1021,3177.5813416700753
Lowell,10,2,449,162,616,1917.1303687255304
Lowell,10,3,409,157,580,1805.0902822415708
Lowell,11,1,553,385,951,2959.725617951265
Lowell,11,2,600,618,1224,3809.362940454625
Lowell,11,3,648,518,1175,3656.8639338514577
Ludlow,-,1,842,897,1754,3805.7435739255607
Ludlow,-,2,616,629,1256,2725.2074850915074
Ludlow,-,3,670,1125,1809,3925.079888957434
Ludlow,-,4,846,813,1681,3647.3517376105283
Ludlow,-,5,535,715,1263,2740.3957433682913
Ludlow,-,6,820,1129,1963,4259.221571046679
Lunenburg,-,A,600,981,1589,2694.4609952925352
Lunenburg,-,B,589,745,1341,2273.928379287155
Lunenburg,-,C,554,977,1543,2616.458977807666
Lunenburg,-,D,573,892,1475,2501.1516476126426
Lynn,1,1,808,1015,1834,5135.734445236692
Lynn,1,2,897,1013,1928,5398.961837740646
Lynn,1,3,857,762,1634,4575.676163313389
Lynn,1,4,845,656,1516,4245.241776978641
Lynn,2,1,986,866,1868,5230.944353163654
Lynn,2,2,803,316,1132,3169.929875685898
Lynn,2,3,664,150,822,2301.839538704777
Lynn,2,4,647,199,855,2394.249155222122
Lynn,3,1,857,480,1349,3777.5931115726817
Lynn,3,2,768,368,1154,3231.536286697461
Lynn,3,3,741,312,1066,2985.1106426512074
Lynn,3,4,849,350,1210,3388.3526056359856
Lynn,4,1,525,117,650,1820.189416250736
Lynn,4,2,592,130,729,2041.4124376104412
Lynn,4,3,789,219,1022,2861.897820628081
Lynn,4,4,850,367,1228,3438.757851009083
Lynn,5,1,664,418,1096,3069.119384939703
Lynn,5,2,499,105,618,1730.5800911430078
Lynn,5,3,535,102,639,1789.3862107449545
Lynn,5,4,936,386,1342,3757.9910717053663
Lynn,6,1,632,292,938,2626.6733422202933
Lynn,6,2,452,128,590,1652.1719316737451
Lynn,6,3,738,218,966,2705.081501689556
Lynn,6,4,603,195,813,2276.6369160182285
Lynn,7,1,976,627,1618,4530.871500759525
Lynn,7,2,915,540,1463,4096.8263322689645
Lynn,7,3,662,349,1025,2870.2986948569305
Lynn,7,4,721,417,1152,3225.9357038782277
Lynnfield,-,1,570,1318,1895,3013.496982995063
Lynnfield,-,2,531,1059,1598,2541.196928140428
Lynnfield,-,3,626,1165,1802,2865.6050466264396
Lynnfield,-,4,518,1464,1997,3175.701042238069
