City/Town,Ward,Pct,Clinton/ Kaine,Trump/ Pence,Total Votes Cast,pop by share of vote,turnout,new_r_share,new_d_votes,new_r_votes
Abington,-,1,818,717,1709,3065.346162477558,0.5575226775101658,0.46696641857329924,910.9543906582317,798.0456093417683
Abington,-,2,739,785,1671,2997.1875,0.5575226775101658,0.45389879353596996,912.5351160013942,758.4648839986058
Abington,-,3,773,808,1726,3095.8381956912026,0.5575226775101658,0.0668205627354046,1610.6677087186918,115.33229128130834
Abington,-,4,877,878,1919,3442.012455116697,0.5575226775101657,0.5406057426801842,881.5775797967265,1037.4224202032735
Abington,-,5,908,829,1887,3384.6156867145423,0.5575226775101657,0.37844963422054956,1172.865540225823,714.134459774177
Acton,-,1,1459,438,2084,3523.5301920259117,0.5914522897281519,0.2590119537798802,1544.2190883227297,539.7809116772703
Acton,-,2,1550,480,2228,3766.998688979718,0.5914522897281518,0.22615669481792344,1724.1228839456667,503.87711605433344
Acton,-,3,1580,435,2235,3778.8339631371946,0.5914522897281518,0.26550714858689417,1641.5915229082916,593.4084770917085
Acton,-,4,1675,414,2312,3909.0219788694376,0.5914522897281518,0.34297194341744597,1519.048866818865,792.9511331811351
Acton,-,5,1580,387,2167,3663.8627284645636,0.5914522897281519,0.07522939215484098,2003.9779072004594,163.0220927995404
Acton,-,6,1354,401,1941,3281.752448523174,0.5914522897281519,0.30627297703598017,1346.5241515731625,594.4758484268375
Acushnet,-,1,783,786,1702,3091.6265867418897,0.5505192662331361,0.3955865002534614,1028.7117765686087,673.2882234313913
Acushnet,-,2,756,1043,1958,3556.642101551481,0.550519266233136,0.47470734666808706,1028.5230152238855,929.4769847761145
Acushnet,-,3,862,1005,2012,3654.731311706629,0.550519266233136,0.14295631043282941,1724.3719034091473,287.6280965908528
Adams,-,1,439,255,767,1595.0968137254902,0.4808485562757808,0.23214487682400536,588.9448794759879,178.05512052401212
Adams,-,2,476,270,829,1724.0355392156862,0.4808485562757808,0.4023302381924959,495.46823253842086,333.53176746157914
Adams,-,3,475,268,819,1703.2389705882354,0.48084855627578077,0.21317885351073967,644.4065189747041,174.5934810252958
Adams,-,4,446,233,740,1538.9460784313726,0.48084855627578077,0.1752336279335494,610.3271153291735,129.67288467082656
Adams,-,5,577,259,925,1923.6825980392157,0.48084855627578077,0.25487406555355535,689.2414893629614,235.7585106370387
Agawam,-,1,631,827,1605,3068.023795119984,0.5231380547155215,0.286018641098578,1145.9400810367822,459.0599189632177
Agawam,-,2,850,1069,2099,4012.325199973113,0.5231380547155214,0.31856824535041267,1430.325253009484,668.6747469905162
Agawam,-,3,770,921,1814,3467.5359279424615,0.5231380547155214,0.48843830244310305,927.972919368211,886.027080631789
Agawam,-,4,700,724,1564,2989.650601599785,0.5231380547155214,0.26847666912355167,1144.1024894907653,419.8975105092348
Agawam,-,5,861,998,2050,3918.6596760099483,0.5231380547155214,0.401545945212998,1226.830812313354,823.169187686646
Agawam,-,6,783,882,1812,3463.71284533172,0.5231380547155215,0.508066023346788,891.3843656956202,920.6156343043798
Agawam,-,7,750,991,1914,3658.690058479532,0.5231380547155214,0.3981860685120454,1151.871864867945,762.1281351320549
Agawam,-,8,863,1009,2019,3859.4018955434562,0.5231380547155215,0.45578549541844315,1098.7690847501633,920.2309152498367
Alford,-,1,226,52,307,494.0,0.6214574898785425,0.23262075026187634,235.58542966960397,71.41457033039603
Amesbury,-,1,930,623,1740,3013.4460753031267,0.5774120248111528,0.4529529559591819,951.8618566310236,788.1381433689764
Amesbury,-,2,901,503,1576,2729.4201233780045,0.5774120248111527,0.48713383840931923,808.2770706669129,767.7229293330871
Amesbury,-,3,960,498,1622,2809.0859391618806,0.5774120248111527,0.2882213298508739,1154.5050029818826,467.4949970181175
Amesbury,-,4,805,502,1457,2523.3281216762393,0.5774120248111527,0.4617829572604969,784.182231271456,672.817768728544
Amesbury,-,5,745,675,1595,2762.3255690278665,0.5774120248111527,0.37268094655372364,1000.5738902468108,594.4261097531892
Amesbury,-,6,833,430,1412,2445.3941714528823,0.5774120248111527,0.4903294166179619,719.6548637354377,692.3451362645623
Amherst,-,1,955,101,1203,3019.796694544006,0.39837118908485153,0.390120778080619,733.6847039690152,469.31529603098465
Amherst,-,2,1409,143,1731,4345.193747510952,0.39837118908485153,0.3275428902050882,1164.0232570549924,566.9767429450077
Amherst,-,3,908,125,1154,2896.7958316739678,0.39837118908485153,0.5352115988584242,536.3658149173785,617.6341850826215
Amherst,-,4,910,162,1186,2977.1229257931764,0.3983711890848516,0.33259929599857385,791.5372349456915,394.4627650543086
Amherst,-,5,1023,95,1207,3029.8375813089074,0.39837118908485153,0.18631576816683437,982.1168678226309,224.88313217736908
Amherst,-,6,1464,134,1758,4412.969733174034,0.39837118908485153,0.4147384340311462,1028.889832973245,729.110167026755
Amherst,-,7,1440,131,1717,4310.050643833798,0.39837118908485153,0.30294023804285797,1196.851611280413,520.1483887195872
Amherst,-,8,1644,124,1932,4849.748307447232,0.39837118908485153,0.27298750966989815,1404.5881313177567,527.4118686822433
Amherst,-,9,1382,79,1645,4129.314682065578,0.39837118908485153,0.4263271315571902,943.6918685884222,701.3081314115778
Amherst,-,10,1222,154,1533,3848.1698526483474,0.39837118908485153,0.47090612314413727,811.1009132200376,721.8990867799624
Andover,-,1,1101,433,1697,2878.709227467811,0.5895003162555345,0.3309818304717287,1135.3238336894765,561.6761663105236
Andover,-,2,1312,865,2376,4030.532188841202,0.5895003162555345,0.3154414239851219,1626.5111766113503,749.4888233886497
Andover,-,3,1431,651,2292,3888.038626609442,0.5895003162555345,0.2983373795098749,1608.2107261633666,683.7892738366332
Andover,-,4,1162,818,2190,3715.010729613734,0.5895003162555345,0.5532644722741334,978.3508057196477,1211.6491942803523
Andover,-,5,1257,758,2219,3764.204935622318,0.5895003162555345,0.4471630745593075,1226.7451375528967,992.2548624471033
Andover,-,6,1207,842,2254,3823.5772532188844,0.5895003162555345,0.31977040054560035,1533.2375171702167,720.7624828297832
Andover,-,7,980,548,1682,2853.263948497854,0.5895003162555345,0.2812740544963359,1208.897040337163,473.102959662837
Andover,-,7A,256,163,470,797.2854077253219,0.5895003162555345,0.3435316773741842,308.54011163413344,161.4598883658666
Andover,-,8,1278,685,2176,3691.2618025751076,0.5895003162555345,0.17083769655597386,1804.2571722942007,371.74282770579913
Andover,-,9,1232,752,2200,3731.9742489270384,0.5895003162555346,0.2913194695201953,1559.0971670555705,640.9028329444296
Andover,-,9A,6,7,16,27.141630901287556,0.5895003162555345,0.27931278500793,11.53099543987312,4.46900456012688
Aquinnah,-,1,232,34,287,311.0,0.9228295819935691,0.5246003267098597,136.43970623427026,150.56029376572974
Arlington,-,1,802,173,1048,1646.456382237542,0.6365185323499206,0.18846640637286632,850.4872061212361,197.51279387876392
Arlington,-,2,1028,232,1370,2152.333247772359,0.6365185323499206,0.35368052005401085,885.4576875260051,484.54231247399485
Arlington,-,3,1049,169,1323,2078.4940779582707,0.6365185323499206,0.29933206647211485,926.983676057392,396.0163239426079
Arlington,-,4,1022,195,1320,2073.780939459499,0.6365185323499206,0.19563427760176788,1061.7627535656663,258.2372464343336
Arlington,-,5,932,233,1259,1977.94712331781,0.6365185323499206,0.30862261922483514,870.4441223959326,388.55587760406746
Arlington,-,6,946,178,1206,1894.6816765061787,0.6365185323499206,0.1983890768217756,966.7427733529387,239.25722664706137
Arlington,-,7,938,173,1203,1889.968538007407,0.6365185323499207,0.4862369406903699,618.0569603494849,584.943039650515
Arlington,-,8,1169,153,1424,2237.1697407502475,0.6365185323499206,0.28491510427486194,1018.2808915125967,405.7191084874034
Arlington,-,9,813,205,1108,1740.7191522129735,0.6365185323499206,0.3597236008037086,709.4262503094909,398.5737496905091
