City/Town,Ward,Pct,Clinton/ Kaine,Trump/ Pence,Total Votes Cast,pop by share of vote,turnout,new_r_share,new_d_votes,new_r_votes
Abington,-,1,818,717,1709,3065.346162477558,0.5575226775101658,0.5397770892233147,786.5209545173552,922.4790454826448
Abington,-,2,739,785,1671,2997.1875,0.5575226775101658,0.3527686162642274,1081.523642222476,589.476357777524
Abington,-,3,773,808,1726,3095.8381956912026,0.5575226775101658,0.14224779105483226,1480.4803126393595,245.5196873606405
Abington,-,4,877,878,1919,3442.012455116697,0.5575226775101657,0.42927113160926594,1095.2286984418188,823.7713015581813
Abington,-,5,908,829,1887,3384.6156867145423,0.5575226775101657,0.21679973515407985,1477.8988997642514,409.1011002357487
Acton,-,1,1459,438,2084,3523.5301920259117,0.5914522897281519,0.11539713928791057,1843.5123617239944,240.4876382760056
Acton,-,2,1550,480,2228,3766.998688979718,0.5914522897281518,0.384671777630495,1370.9512794392572,857.0487205607428
Acton,-,3,1580,435,2235,3778.8339631371946,0.5914522897281518,0.13061080780198592,1943.0848445625616,291.9151554374385
Acton,-,4,1675,414,2312,3909.0219788694376,0.5914522897281518,0.41269665475492257,1357.845334206619,954.154665793381
Acton,-,5,1580,387,2167,3663.8627284645636,0.5914522897281519,0.3602138032451333,1386.416688367796,780.5833116322038
Acton,-,6,1354,401,1941,3281.752448523174,0.5914522897281519,0.579464156501131,816.2600722313047,1124.7399277686952
Acushnet,-,1,783,786,1702,3091.6265867418897,0.5505192662331361,0.6163455214773467,652.979922445556,1049.020077554444
Acushnet,-,2,756,1043,1958,3556.642101551481,0.550519266233136,0.5012389410161436,976.5741534903908,981.4258465096092
Acushnet,-,3,862,1005,2012,3654.731311706629,0.550519266233136,0.42086092387750795,1165.227821158454,846.772178841546
Adams,-,1,439,255,767,1595.0968137254902,0.4808485562757808,0.3375610154278146,508.0907011668662,258.9092988331338
Adams,-,2,476,270,829,1724.0355392156862,0.4808485562757808,0.3325573033637487,553.3099955114523,275.6900044885477
Adams,-,3,475,268,819,1703.2389705882354,0.48084855627578077,0.38146325726576635,506.58159229933733,312.41840770066267
Adams,-,4,446,233,740,1538.9460784313726,0.48084855627578077,0.41131204919661235,435.6290835945069,304.3709164054931
Adams,-,5,577,259,925,1923.6825980392157,0.48084855627578077,0.0970134398125338,835.2625681734063,89.73743182659376
Agawam,-,1,631,827,1605,3068.023795119984,0.5231380547155215,0.027329549777271422,1561.1360726074793,43.86392739252063
Agawam,-,2,850,1069,2099,4012.325199973113,0.5231380547155214,0.4096978228172595,1239.0442699065723,859.9557300934277
Agawam,-,3,770,921,1814,3467.5359279424615,0.5231380547155214,0.18099260689409824,1485.6794110941057,328.3205889058942
Agawam,-,4,700,724,1564,2989.650601599785,0.5231380547155214,0.04553998161027939,1492.7754687615231,71.22453123847697
Agawam,-,5,861,998,2050,3918.6596760099483,0.5231380547155214,0.6046713812261416,810.4236684864097,1239.5763315135903
Agawam,-,6,783,882,1812,3463.71284533172,0.5231380547155215,0.2874222102798545,1291.1909549729037,520.8090450270963
Agawam,-,7,750,991,1914,3658.690058479532,0.5231380547155214,0.3785106530019521,1189.5306101542637,724.4693898457363
Agawam,-,8,863,1009,2019,3859.4018955434562,0.5231380547155215,0.5326011833507736,943.6782108147881,1075.3217891852119
Alford,-,1,226,52,307,494.0,0.6214574898785425,0.559461535341176,135.24530865025895,171.75469134974105
Amesbury,-,1,930,623,1740,3013.4460753031267,0.5774120248111528,0.5068040287457842,858.1609899823354,881.8390100176646
Amesbury,-,2,901,503,1576,2729.4201233780045,0.5774120248111527,0.32298539676312354,1066.9750147013174,509.0249852986827
Amesbury,-,3,960,498,1622,2809.0859391618806,0.5774120248111527,0.5959265961412938,655.4070610588213,966.5929389411787
Amesbury,-,4,805,502,1457,2523.3281216762393,0.5774120248111527,0.2151775474011396,1143.4863134365396,313.5136865634604
Amesbury,-,5,745,675,1595,2762.3255690278665,0.5774120248111527,0.38507082973497164,980.8120265727202,614.1879734272798
Amesbury,-,6,833,430,1412,2445.3941714528823,0.5774120248111527,0.5129195121090231,687.7576489020594,724.2423510979406
Amherst,-,1,955,101,1203,3019.796694544006,0.39837118908485153,0.5765762742142624,509.37874212024235,693.6212578797576
Amherst,-,2,1409,143,1731,4345.193747510952,0.39837118908485153,0.5938151449523427,703.1059840874948,1027.8940159125052
Amherst,-,3,908,125,1154,2896.7958316739678,0.39837118908485153,0.26610881660271507,846.9104256404669,307.0895743595332
Amherst,-,4,910,162,1186,2977.1229257931764,0.3983711890848516,0.48447056934721977,611.4179047541974,574.5820952458026
Amherst,-,5,1023,95,1207,3029.8375813089074,0.39837118908485153,0.3546752369961146,778.9069889456897,428.0930110543103
Amherst,-,6,1464,134,1758,4412.969733174034,0.39837118908485153,0.4415052079385994,981.8338444439423,776.1661555560577
Amherst,-,7,1440,131,1717,4310.050643833798,0.39837118908485153,0.2843303403011276,1228.804805702964,488.19519429703604
Amherst,-,8,1644,124,1932,4849.748307447232,0.39837118908485153,0.13564980137694266,1669.9245837397466,262.07541626025323
Amherst,-,9,1382,79,1645,4129.314682065578,0.39837118908485153,0.20548895908860487,1306.970662299245,338.02933770075504
Amherst,-,10,1222,154,1533,3848.1698526483474,0.39837118908485153,0.5863078876420651,634.1900082447142,898.8099917552858
Andover,-,1,1101,433,1697,2878.709227467811,0.5895003162555345,0.3488935184013619,1104.9276992728887,592.0723007271112
Andover,-,2,1312,865,2376,4030.532188841202,0.5895003162555345,0.3747806817506103,1485.5211001605498,890.47889983945
Andover,-,3,1431,651,2292,3888.038626609442,0.5895003162555345,0.42650975648408884,1314.4396381384684,977.5603618615316
Andover,-,4,1162,818,2190,3715.010729613734,0.5895003162555345,0.25633395393562486,1628.6286408809815,561.3713591190184
Andover,-,5,1257,758,2219,3764.204935622318,0.5895003162555345,0.08321545802773844,2034.3448986364483,184.6551013635516
Andover,-,6,1207,842,2254,3823.5772532188844,0.5895003162555345,0.12555456103298857,1971.0000194316438,282.99998056835625
Andover,-,7,980,548,1682,2853.263948497854,0.5895003162555345,0.33469736963327323,1119.0390242768344,562.9609757231656
