City/Town,Ward,Pct,Clinton/ Kaine,Trump/ Pence,Total Votes Cast,pop by share of vote,turnout,new_r_share,new_d_votes,new_r_votes
Abington,-,1,818,717,1709,3065.346162477558,0.5575226775101658,0.44131529482086734,954.7921611511376,754.2078388488623
Abington,-,2,739,785,1671,2997.1875,0.5575226775101658,0.329873831799581,1119.7808270629,551.2191729370999
Abington,-,3,773,808,1726,3095.8381956912026,0.5575226775101658,0.32541259307030673,1164.3378643606507,561.6621356393495
Abington,-,4,877,878,1919,3442.012455116697,0.5575226775101657,0.44396331127975613,1067.034405654148,851.965594345852
Abington,-,5,908,829,1887,3384.6156867145423,0.5575226775101657,0.3922172928460066,1146.8859683995856,740.1140316004145
Acton,-,1,1459,438,2084,3523.5301920259117,0.5914522897281519,0.4220998156138168,1204.3439842608057,879.6560157391942
Acton,-,2,1550,480,2228,3766.998688979718,0.5914522897281518,0.4101142332234618,1314.2654883781272,913.7345116218729
Acton,-,3,1580,435,2235,3778.8339631371946,0.5914522897281518,0.4126715338687674,1312.6791218033047,922.3208781966952
Acton,-,4,1675,414,2312,3909.0219788694376,0.5914522897281518,0.3550221328381542,1491.1888288781875,820.8111711218125
Acton,-,5,1580,387,2167,3663.8627284645636,0.5914522897281519,0.351129654846498,1406.102037947639,760.8979620523612
Acton,-,6,1354,401,1941,3281.752448523174,0.5914522897281519,0.38164651104254876,1200.2241220664127,740.7758779335871
Acushnet,-,1,783,786,1702,3091.6265867418897,0.5505192662331361,0.3704173371639067,1071.5496921470308,630.4503078529692
Acushnet,-,2,756,1043,1958,3556.642101551481,0.550519266233136,0.4061425599201103,1162.772867676424,795.2271323235759
Acushnet,-,3,862,1005,2012,3654.731311706629,0.550519266233136,0.36821605947703606,1271.1492883322035,740.8507116677965
Adams,-,1,439,255,767,1595.0968137254902,0.4808485562757808,0.32716188872127294,516.0668313507837,250.93316864921636
Adams,-,2,476,270,829,1724.0355392156862,0.4808485562757808,0.25945154112383706,613.9146724083391,215.08532759166093
Adams,-,3,475,268,819,1703.2389705882354,0.48084855627578077,0.36255125439721486,522.0705226486809,296.92947735131895
Adams,-,4,446,233,740,1538.9460784313726,0.48084855627578077,0.34731833561803904,482.9844316426511,257.0155683573489
Adams,-,5,577,259,925,1923.6825980392157,0.48084855627578077,0.37489948022628167,578.2179807906894,346.78201920931053
Agawam,-,1,631,827,1605,3068.023795119984,0.5231380547155215,0.34122616513102755,1057.3320049647007,547.6679950352992
Agawam,-,2,850,1069,2099,4012.325199973113,0.5231380547155214,0.2684383933668921,1535.5478123228934,563.4521876771066
Agawam,-,3,770,921,1814,3467.5359279424615,0.5231380547155214,0.2132690554258851,1427.1299334574444,386.87006654255555
Agawam,-,4,700,724,1564,2989.650601599785,0.5231380547155214,0.29693733551749046,1099.590007250645,464.40999274935507
Agawam,-,5,861,998,2050,3918.6596760099483,0.5231380547155214,0.4151708683327652,1198.8997199178314,851.1002800821686
Agawam,-,6,783,882,1812,3463.71284533172,0.5231380547155215,0.2886675939103772,1288.9343198343965,523.0656801656036
Agawam,-,7,750,991,1914,3658.690058479532,0.5231380547155214,0.3930347483014853,1161.731491750957,752.268508249043
Agawam,-,8,863,1009,2019,3859.4018955434562,0.5231380547155215,0.3165833998944394,1379.8181156131268,639.1818843868731
Alford,-,1,226,52,307,494.0,0.6214574898785425,0.4014724452103965,183.74795932040828,123.25204067959172
Amesbury,-,1,930,623,1740,3013.4460753031267,0.5774120248111528,0.411898265194383,1023.2970185617736,716.7029814382264
Amesbury,-,2,901,503,1576,2729.4201233780045,0.5774120248111527,0.31505502587937817,1079.4732792141,496.5267207859
Amesbury,-,3,960,498,1622,2809.0859391618806,0.5774120248111527,0.3171550408530235,1107.5745237363958,514.4254762636041
Amesbury,-,4,805,502,1457,2523.3281216762393,0.5774120248111527,0.31239874447007315,1001.8350293071035,455.1649706928966
Amesbury,-,5,745,675,1595,2762.3255690278665,0.5774120248111527,0.3324190718446358,1064.791580407806,530.2084195921941
Amesbury,-,6,833,430,1412,2445.3941714528823,0.5774120248111527,0.3771341509376685,879.4865788760121,532.5134211239879
Amherst,-,1,955,101,1203,3019.796694544006,0.39837118908485153,0.4203426663732532,697.3277723529764,505.6722276470236
Amherst,-,2,1409,143,1731,4345.193747510952,0.39837118908485153,0.3027306555864103,1206.9732351799237,524.0267648200763
Amherst,-,3,908,125,1154,2896.7958316739678,0.39837118908485153,0.38494808367948186,709.769911433878,444.23008856612205
Amherst,-,4,910,162,1186,2977.1229257931764,0.3983711890848516,0.28599527241905254,846.8096069110037,339.1903930889963
Amherst,-,5,1023,95,1207,3029.8375813089074,0.39837118908485153,0.318322611872556,822.784607469825,384.2153925301751
Amherst,-,6,1464,134,1758,4412.969733174034,0.39837118908485153,0.3984187688002942,1057.5798044490828,700.4201955509172
Amherst,-,7,1440,131,1717,4310.050643833798,0.39837118908485153,0.41356790050865705,1006.903914826636,710.0960851733641
Amherst,-,8,1644,124,1932,4849.748307447232,0.39837118908485153,0.43169925773341866,1097.957034059035,834.0429659409649
Amherst,-,9,1382,79,1645,4129.314682065578,0.39837118908485153,0.2787261666070018,1186.4954559314822,458.50454406851793
Amherst,-,10,1222,154,1533,3848.1698526483474,0.39837118908485153,0.2555424161816924,1141.2534759934656,391.7465240065344
Andover,-,1,1101,433,1697,2878.709227467811,0.5895003162555345,0.39008102882071805,1035.0324940912415,661.9675059087585
Andover,-,2,1312,865,2376,4030.532188841202,0.5895003162555345,0.3261267030769166,1601.1229534892461,774.8770465107539
Andover,-,3,1431,651,2292,3888.038626609442,0.5895003162555345,0.3968319302146559,1382.4612159480087,909.5387840519913
Andover,-,4,1162,818,2190,3715.010729613734,0.5895003162555345,0.2989963076892006,1535.1980861606507,654.8019138393494
