City/Town,Ward,Pct,Clinton/ Kaine,Trump/ Pence,Total Votes Cast,pop by share of vote,turnout,new_r_share,new_d_votes,new_r_votes
Abington,-,1,818,717,1709,3065.346162477558,0.5575226775101658,0.16225874287033237,1431.699808434602,277.30019156539805
Abington,-,2,739,785,1671,2997.1875,0.5575226775101658,0.2679279872021464,1223.2923333852134,447.7076666147866
Abington,-,3,773,808,1726,3095.8381956912026,0.5575226775101658,0.1509979279230551,1465.3775764048069,260.62242359519314
Abington,-,4,877,878,1919,3442.012455116697,0.5575226775101657,0.35616470743055717,1235.5199264407609,683.4800735592393
Abington,-,5,908,829,1887,3384.6156867145423,0.5575226775101657,0.4973061660990717,948.5832645710518,938.4167354289483
Acton,-,1,1459,438,2084,3523.5301920259117,0.5914522897281519,0.36030076806525446,1333.1331993520098,750.8668006479903
Acton,-,2,1550,480,2228,3766.998688979718,0.5914522897281518,0.35430323788016993,1438.6123860029813,789.3876139970185
Acton,-,3,1580,435,2235,3778.8339631371946,0.5914522897281518,0.35793280199730937,1435.0201875360135,799.9798124639865
Acton,-,4,1675,414,2312,3909.0219788694376,0.5914522897281518,0.057202390158841765,2179.7480739527577,132.25192604724216
Acton,-,5,1580,387,2167,3663.8627284645636,0.5914522897281519,0.3717209703996528,1361.4806571439524,805.5193428560476
Acton,-,6,1354,401,1941,3281.752448523174,0.5914522897281519,0.49818742572381025,974.0182066700843,966.9817933299157
Acushnet,-,1,783,786,1702,3091.6265867418897,0.5505192662331361,0.47846659671713354,887.6498523874387,814.3501476125613
Acushnet,-,2,756,1043,1958,3556.642101551481,0.550519266233136,0.4313113175591691,1113.4924402191468,844.5075597808532
Acushnet,-,3,862,1005,2012,3654.731311706629,0.550519266233136,0.443140306650874,1120.4017030184416,891.5982969815585
Adams,-,1,439,255,767,1595.0968137254902,0.4808485562757808,0.3652182704114306,486.8775865944327,280.1224134055673
Adams,-,2,476,270,829,1724.0355392156862,0.4808485562757808,0.4106878967087709,488.5397336284289,340.4602663715711
Adams,-,3,475,268,819,1703.2389705882354,0.48084855627578077,0.3836529048203786,504.78827095210994,314.21172904789006
Adams,-,4,446,233,740,1538.9460784313726,0.48084855627578077,0.32424052928870806,500.062008326356,239.93799167364395
Adams,-,5,577,259,925,1923.6825980392157,0.48084855627578077,0.5137474005800997,449.78365446340774,475.21634553659226
Agawam,-,1,631,827,1605,3068.023795119984,0.5231380547155215,0.34813111040533834,1046.2495677994318,558.7504322005681
Agawam,-,2,850,1069,2099,4012.325199973113,0.5231380547155214,0.24979902396479897,1574.671848697887,524.328151302113
Agawam,-,3,770,921,1814,3467.5359279424615,0.5231380547155214,0.4125647922650656,1065.607466831171,748.392533168829
Agawam,-,4,700,724,1564,2989.650601599785,0.5231380547155214,0.44437887749255384,868.9914356016457,695.0085643983542
Agawam,-,5,861,998,2050,3918.6596760099483,0.5231380547155214,0.4456913629542353,1136.3327059438177,913.6672940561823
Agawam,-,6,783,882,1812,3463.71284533172,0.5231380547155215,0.38163956748963757,1120.4691037087766,691.5308962912233
Agawam,-,7,750,991,1914,3658.690058479532,0.5231380547155214,0.19237554508872012,1545.7932067001898,368.20679329981033
Agawam,-,8,863,1009,2019,3859.4018955434562,0.5231380547155215,0.04517746882523199,1927.7866904418565,91.2133095581434
Alford,-,1,226,52,307,494.0,0.6214574898785425,0.4128681507941695,180.24947770618996,126.75052229381004
Amesbury,-,1,930,623,1740,3013.4460753031267,0.5774120248111528,0.33246551071556174,1161.5100113549227,578.4899886450775
Amesbury,-,2,901,503,1576,2729.4201233780045,0.5774120248111527,0.4109743891867934,928.3043626416136,647.6956373583864
Amesbury,-,3,960,498,1622,2809.0859391618806,0.5774120248111527,0.08169383539425623,1489.4925989905164,132.5074010094836
Amesbury,-,4,805,502,1457,2523.3281216762393,0.5774120248111527,0.4795861662263173,758.2429558082558,698.7570441917443
Amesbury,-,5,745,675,1595,2762.3255690278665,0.5774120248111527,0.2796702804180723,1148.9259027331748,446.07409726682533
Amesbury,-,6,833,430,1412,2445.3941714528823,0.5774120248111527,0.2924801342338863,999.0180504617525,412.9819495382475
Amherst,-,1,955,101,1203,3019.796694544006,0.39837118908485153,0.41032633659350304,709.3774170780158,493.62258292198413
Amherst,-,2,1409,143,1731,4345.193747510952,0.39837118908485153,0.09259000603124545,1570.726699559914,160.27330044008588
Amherst,-,3,908,125,1154,2896.7958316739678,0.39837118908485153,0.12984445647052917,1004.1594972330092,149.84050276699065
Amherst,-,4,910,162,1186,2977.1229257931764,0.3983711890848516,0.4347568674110231,670.3783552505265,515.6216447494734
Amherst,-,5,1023,95,1207,3029.8375813089074,0.39837118908485153,0.35012214641542416,784.402569276583,422.59743072341695
Amherst,-,6,1464,134,1758,4412.969733174034,0.39837118908485153,0.33557083274092403,1168.0664760414556,589.9335239585445
Amherst,-,7,1440,131,1717,4310.050643833798,0.39837118908485153,0.3186512819781308,1169.8757488435492,547.1242511564506
Amherst,-,8,1644,124,1932,4849.748307447232,0.39837118908485153,0.2766970218319866,1397.4213538206018,534.5786461793981
Amherst,-,9,1382,79,1645,4129.314682065578,0.39837118908485153,0.22614108242611486,1272.997919409041,372.00208059095894
Amherst,-,10,1222,154,1533,3848.1698526483474,0.39837118908485153,0.28969933830314926,1088.8909143812723,444.1090856187278
Andover,-,1,1101,433,1697,2878.709227467811,0.5895003162555345,0.2144839311623784,1333.020768817444,363.97923118255613
Andover,-,2,1312,865,2376,4030.532188841202,0.5895003162555345,0.2944067842113002,1676.4894807139508,699.5105192860492
Andover,-,3,1431,651,2292,3888.038626609442,0.5895003162555345,0.36779635652232145,1449.0107508508393,842.9892491491607
Andover,-,4,1162,818,2190,3715.010729613734,0.5895003162555345,0.4481379914070411,1208.5777988185798,981.42220118142
Andover,-,5,1257,758,2219,3764.204935622318,0.5895003162555345,0.43188585781891586,1260.6452814998256,958.3547185001743
Andover,-,6,1207,842,2254,3823.5772532188844,0.5895003162555345,0.15710258696193813,1899.8907689877915,354.10923101220857
Andover,-,7,980,548,1682,2853.263948497854,0.5895003162555345,0.46128941500923437,906.1112039544678,775.8887960455322
Andover,-,7A,256,163,470,797.2854077253219,0.5895003162555345,0.3997085623781372,282.13697568227553,187.86302431772447
Andover,-,8,1278,685,2176,3691.2618025751076,0.5895003162555345,0.4262383439316838,1248.505363604656,927.494636395344
Andover,-,9,1232,752,2200,3731.9742489270384,0.5895003162555346,0.46793092051004415,1170.551974877903,1029.448025122097
Andover,-,9A,6,7,16,27.141630901287556,0.5895003162555345,0.31187544861267985,11.009992822197123,4.990007177802878
Aquinnah,-,1,232,34,287,311.0,0.9228295819935691,0.28886678401094656,204.09523298885833,82.90476701114166
Arlington,-,1,802,173,1048,1646.456382237542,0.6365185323499206,0.009051477238875172,1038.5140518536587,9.48594814634118
Arlington,-,2,1028,232,1370,2152.333247772359,0.6365185323499206,0.2202669323703037,1068.234302652684,301.76569734731606
Arlington,-,3,1049,169,1323,2078.4940779582707,0.6365185323499206,0.3743013180740056,827.7993561880907,495.2006438119094
Arlington,-,4,1022,195,1320,2073.780939459499,0.6365185323499206,0.34355498694844705,866.5074172280498,453.4925827719501
Arlington,-,5,932,233,1259,1977.94712331781,0.6365185323499206,0.26992653187206883,919.1624963730653,339.8375036269347
Arlington,-,6,946,178,1206,1894.6816765061787,0.6365185323499206,0.31736471294295926,823.258156190791,382.7418438092089
Arlington,-,7,938,173,1203,1889.968538007407,0.6365185323499207,0.16524134339512203,1004.2146638956681,198.7853361043318
Arlington,-,8,1169,153,1424,2237.1697407502475,0.6365185323499206,0.44107933893165063,795.9030213613295,628.0969786386705
Arlington,-,9,813,205,1108,1740.7191522129735,0.6365185323499206,0.3255052875064782,747.3401414428221,360.65985855717787
Arlington,-,10,1129,192,1424,2237.1697407502475,0.6365185323499206,0.28178568391032754,1022.7371861116936,401.2628138883064
Arlington,-,11,1007,306,1408,2212.0330020901324,0.6365185323499206,0.24190966809055792,1067.3911873284944,340.6088126715056
Arlington,-,12,1122,229,1455,2285.8721719042205,0.6365185323499206,0.5533130852299635,649.9294609904032,805.0705390095968
Arlington,-,13,846,375,1326,2083.2072164570423,0.6365185323499206,0.4847499291859163,683.221593899475,642.778406100525
Arlington,-,14,930,201,1217,1911.9631843350078,0.6365185323499207,0.36033750369215445,778.469258006648,438.53074199335197
Arlington,-,15,1000,271,1394,2190.038355762532,0.6365185323499206,0.46428473742447535,746.7870760302812,647.2129239697186
Arlington,-,16,924,199,1213,1905.678999669979,0.6365185323499206,0.24975231645847462,910.0504401358703,302.9495598641297
Arlington,-,17,908,193,1221,1918.2473690000368,0.6365185323499206,0.3692188570458165,770.1837755470581,450.8162244529419
Arlington,-,18,958,323,1404,2205.7488174251034,0.6365185323499207,0.1069513648000942,1253.8402838206678,150.15971617933226
Arlington,-,19,1003,268,1356,2130.3386014447583,0.6365185323499206,0.2848203751650554,969.783571276185,386.2164287238151
Arlington,-,20,1014,225,1315,2065.925708628213,0.6365185323499206,0.15736436254690933,1108.0658632508141,206.93413674918577
Arlington,-,21,999,159,1277,2006.2259543104399,0.6365185323499206,0.40053852996798067,765.5122972308886,511.4877027691113
Ashburnham,-,1,1439,1522,3399,6081.0,0.5589541193882586,0.21413418535029433,2671.15790399435,727.8420960056504
Ashby,-,1,722,974,1933,3074.0,0.6288223812621991,0.4154232638106652,1129.9868310539841,803.0131689460158
Ashfield,-,1,836,184,1155,1737.0,0.6649395509499136,0.35447398002083497,745.5825530759356,409.4174469240644
Ashland,-,1,1121,536,1847,3286.218207162771,0.5620442355210028,0.3581070372968772,1185.5763021126677,661.4236978873322
Ashland,-,2,1166,588,1941,3453.4648295089,0.5620442355210028,0.3430231132232549,1275.1921372336624,665.8078627663377
Ashland,-,3,1139,565,1870,3327.1402530559726,0.5620442355210028,0.047910131996149796,1780.4080531671998,89.59194683280012
Ashland,-,4,1147,576,1877,3339.5947887625994,0.5620442355210028,0.4631579967068521,1007.6524401812386,869.3475598187614
Ashland,-,5,1111,503,1791,3186.5819215097576,0.5620442355210028,0.4150705898341488,1047.6085736070395,743.3914263929605
Athol,-,1,733,856,1837,4208.822784810127,0.43646408839779,0.43971249528273026,1029.2481461656246,807.7518538343755
Athol,-,2,608,781,1625,3723.101265822785,0.43646408839779005,0.4335134419522884,920.5406568275314,704.4593431724687
Athol,-,3,735,698,1594,3652.075949367089,0.43646408839779,0.421277954818012,922.4829400200889,671.5170599799111
Attleboro,1,A,761,761,1638,3419.631914180355,0.4789989218452504,0.4934439049887621,829.7388836284076,808.2611163715924
Attleboro,1,B,779,758,1666,3478.0871605766006,0.4789989218452504,0.44974299640141235,916.728167995247,749.271832004753
Attleboro,2,A,894,774,1854,3870.572386379962,0.47899892184525045,0.26765359379995235,1357.7702370948884,496.22976290511167
Attleboro,2,B,949,861,1988,4150.322494133423,0.4789989218452504,0.4107707269962209,1171.387794731513,816.6122052684872
Attleboro,3,A,933,650,1759,3672.2420861069872,0.4789989218452504,0.30315884697388357,1225.7435881729389,533.2564118270612
Attleboro,3,B,949,694,1768,3691.0312724486375,0.4789989218452504,0.4947017362915497,893.3673302365402,874.6326697634598
Attleboro,4,A,815,485,1402,2926.937694554859,0.47899892184525034,0.29143223422825987,993.4120076119798,408.5879923880203
Attleboro,4,B,1072,1021,2283,4766.190268665294,0.4789989218452504,0.35564749037943794,1471.0567794637432,811.9432205362568
Attleboro,5,A,689,349,1150,2400.84047698865,0.47899892184525034,0.21993572871389316,897.0739119790228,252.92608802097715
Attleboro,5,B,912,682,1775,3705.6450840476987,0.4789989218452504,0.15636129301743323,1497.4587048940562,277.541295105944
Attleboro,6,A,818,762,1734,3620.0499018246255,0.47899892184525034,0.33475639244274624,1153.532415504278,580.467584495722
Attleboro,6,B,947,774,1864,3891.449260092907,0.47899892184525045,0.30165976928921123,1301.7061900449103,562.2938099550897
Auburn,-,1,934,841,1979,3388.2656795346375,0.5840746231776626,0.4818263656869861,1025.4656223054544,953.5343776945455
Auburn,-,2,959,822,1950,3338.614489687996,0.5840746231776625,0.41234410710103386,1145.928991152984,804.0710088470161
Auburn,-,3,968,839,1987,3401.9625594923323,0.5840746231776625,0.5270438724324207,939.7638254767801,1047.23617452322
Auburn,-,4,830,746,1809,3097.206980433633,0.5840746231776625,0.3861528385107307,1110.4495151340882,698.5504848659118
Auburn,-,5,805,752,1730,2961.9502908514014,0.5840746231776625,0.3325867041679602,1154.6250017894288,575.3749982105712
Avon,-,1,1254,1068,2512,4356.0,0.5766758494031221,0.461592540483294,1352.4795383059654,1159.5204616940346
Ayer,-,1,1078,729,2065,3672.5945881226053,0.562272788474485,0.4140402534683888,1210.0068765877772,854.9931234122229
Ayer,-,2,1084,769,2111,3754.4054118773947,0.5622727884744849,0.39540103654487047,1276.3084118537784,834.6915881462215
Barnstable,-,1,1278,1015,2491,4267.466376042456,0.5837187175004979,0.11906198905335469,2194.4165852680935,296.58341473190654
Barnstable,-,2,1022,946,2142,3669.5756633813494,0.5837187175004979,0.343385859496709,1406.4674889580494,735.5325110419507
Barnstable,-,3,912,643,1683,2883.2380212282033,0.5837187175004979,0.16875101123868008,1398.9920480853013,284.0079519146986
Barnstable,-,4,994,879,2037,3489.694503411675,0.5837187175004979,0.42443991321884544,1172.415896773212,864.5841032267882
Barnstable,-,5,1049,1115,2327,3986.5091357088704,0.5837187175004979,0.41481383846981945,1361.7281978807302,965.2718021192699
Barnstable,-,6,1033,1006,2246,3847.74366944655,0.583718717500498,0.4306911952935033,1278.6675753707916,967.3324246292084
Barnstable,-,7,1252,994,2447,4192.08760424564,0.5837187175004979,0.4400017787824835,1370.315647319263,1076.684352680737
Barnstable,-,8,875,575,1598,2737.619939347991,0.5837187175004979,0.3245665125432089,1079.3427129559523,518.6572870440478
Barnstable,-,9,620,341,1051,1800.524753601213,0.5837187175004979,0.43208691340056055,596.8766540160109,454.1233459839891
Barnstable,-,10,928,929,2036,3487.9813495072026,0.5837187175004979,0.3906751385768228,1240.5854178575887,795.4145821424112
Barnstable,-,11,1124,1101,2424,4152.6850644427595,0.5837187175004979,0.4742092635525387,1274.5167451486464,1149.4832548513536
Barnstable,-,12,1050,1032,2272,3892.2856709628504,0.5837187175004979,0.3282207615547604,1526.2824297475845,745.7175702524156
Barnstable,-,13,868,619,1626,2785.5882486732376,0.5837187175004979,0.40305630976229445,970.6304403265092,655.3695596734908
Barre,-,1,639,712,1521,2796.4434604904627,0.5439051500555763,0.08787740127931881,1387.338472654156,133.66152734584392
Barre,-,2,562,717,1415,2601.556539509537,0.5439051500555762,0.3075006408503065,979.8865931968163,435.1134068031837
Becket,-,1,571,368,1047,1779.0,0.5885328836424958,0.4043415983052915,623.6543465743598,423.3456534256402
Bedford,-,1,1419,548,2181,3601.6513761467886,0.6055555555555556,0.32409475752256833,1474.1493338432786,706.8506661567216
Bedford,-,2,1165,648,1985,3277.981651376147,0.6055555555555555,0.45165550567383567,1088.4638212374364,896.5361787625638
Bedford,-,3,1379,512,2070,3418.3486238532114,0.6055555555555555,0.41667627284829384,1207.4801152040318,862.5198847959682
Bedford,-,4,1122,503,1830,3022.0183486238534,0.6055555555555555,0.42312446438069334,1055.6822301833313,774.3177698166688
Belchertown,-,A,1103,698,2001,3482.139344262295,0.5746467335654312,0.4545379258837049,1091.4696103067065,909.5303896932935
Belchertown,-,B,977,894,2104,3661.3799002138276,0.5746467335654311,0.3059830014204902,1460.2117650112887,643.7882349887113
Belchertown,-,C,1048,955,2217,3858.0224518888094,0.5746467335654312,0.3416397366095998,1459.5847039365174,757.4152960634827
Belchertown,-,D,1280,606,2096,3647.4583036350678,0.5746467335654311,0.2959194888342602,1475.7527514033907,620.2472485966094
Bellingham,-,1,797,786,1766,3211.1235804943217,0.5499632623071271,0.4963610079157618,889.4264600207646,876.5735399792354
Bellingham,-,2,846,834,1889,3434.7748830995324,0.5499632623071271,0.38862239876536836,1154.8922887322192,734.1077112677808
Bellingham,-,3,895,791,1849,3362.042752171009,0.5499632623071271,0.48628946382358285,949.8507813901953,899.1492186098047
Bellingham,-,4,687,711,1561,2838.371409485638,0.5499632623071271,0.4791461419006877,813.0528724930265,747.9471275069735
Bellingham,-,4A,104,92,213,387.29859719438883,0.549963262307127,0.22976670256789494,164.0596923530384,48.94030764696162
Bellingham,-,5,704,845,1704,3098.3887775551107,0.549963262307127,0.374347994781825,1066.11101689177,637.8889831082298
Belmont,-,1,1326,339,1841,3098.9101490708595,0.5940798253063205,0.40979549055806186,1086.566501882608,754.4334981173919
Belmont,-,2,1248,501,1946,3275.6540739228103,0.5940798253063204,0.44083289374717216,1088.139188768003,857.860811231997
Belmont,-,3,1317,366,1822,3066.9279150500306,0.5940798253063205,0.2858538737677816,1301.174241995102,520.825758004898
Belmont,-,4,1132,322,1603,2698.290586073106,0.5940798253063204,0.34711725013103645,1046.5710480399487,556.4289519600514
Belmont,-,5,1275,350,1791,3014.7463753318357,0.5940798253063205,0.44968990921476965,985.6053725963475,805.3946274036524
Belmont,-,6,1366,339,1849,3112.3763528691034,0.5940798253063205,0.45677229936304425,1004.428018477731,844.5719815222689
Belmont,-,7,1339,345,1868,3144.3585868899327,0.5940798253063205,0.3939831505462785,1132.0394747795517,735.9605252204483
Belmont,-,8,1249,544,1971,3317.7359607923217,0.5940798253063205,0.1822979649457928,1611.6907110918426,359.3092889081576
Berkley,-,1,793,1003,1965,3424.1954335417236,0.5738574325378256,0.30032478508547195,1374.8617973070475,590.1382026929524
Berkley,-,2,662,923,1714,2986.8045664582764,0.5738574325378256,0.18402694517019363,1398.577815978288,315.42218402171187
Berlin,-,1,1009,745,1966,2866.0,0.685973482205164,0.4041910256009414,1171.3604436685494,794.6395563314508
Bernardston,-,1,711,382,1244,2129.0,0.5843118835133866,0.4690448619757214,660.5081917022025,583.4918082977974
