City/Town,Ward,Pct,Edward M. Kennedy,Kenneth G. Chase,Total Votes Cast,
Falmouth,-,6,"1,128",600,"1,759",
Falmouth,-,7,941,539,"1,509",
Falmouth,-,8,"1,029",634,"1,700",
Falmouth,-,9,972,502,"1,504",
Fitchburg,1,A,560,192,782,
Fitchburg,1,B,631,251,921,
Fitchburg,2,A,433,149,607,
Fitchburg,2,B,602,240,877,
Fitchburg,3,A,950,461,"1,471",
Fitchburg,3,B,688,342,"1,063",
Fitchburg,4,A,386,213,617,
Fitchburg,4,B,384,144,553,
Fitchburg,5,A,831,481,"1,357",
Fitchburg,5,B,294,110,421,
Fitchburg,6,A,690,313,"1,033",
Fitchburg,6,B,505,189,714,
Florida,-,1,193,64,268,
Foxborough,-,1,789,439,"1,262",
Foxborough,-,2,921,476,"1,443",
Foxborough,-,3,843,544,"1,434",
Foxborough,-,4,836,531,"1,406",
Foxborough,-,5,841,538,"1,413",
Framingham,-,1,"1,075",533,"1,666",
Framingham,-,2,"1,226",510,"1,784",
Framingham,-,3,"1,010",357,"1,397",
Framingham,-,4,"1,224",509,"1,799",
Framingham,-,5,"1,108",441,"1,599",
Framingham,-,6,"1,100",421,"1,574",
Framingham,-,7,955,394,"1,393",
Framingham,-,8,972,317,"1,331",
Framingham,-,9,676,225,932,
Framingham,-,10,500,171,686,
Framingham,-,11,"1,230",515,"1,802",
Framingham,-,12,526,197,754,
Framingham,-,13,693,252,968,
Framingham,-,14,444,143,606,
Framingham,-,15,647,176,847,
Framingham,-,16,250,71,332,
Framingham,-,17,247,49,302,
Framingham,-,18,398,129,542,
Franklin,-,1,820,471,"1,347",
Franklin,-,2,837,502,"1,381",
Franklin,-,3,873,432,"1,353",
Franklin,-,4,854,549,"1,445",
Franklin,-,5,923,475,"1,443",
Franklin,-,6,891,460,"1,396",
Franklin,-,7,893,629,"1,560",
Franklin,-,8,918,647,"1,623",
Freetown,-,1,613,407,"1,056",
Freetown,-,2,687,376,"1,098",
Freetown,-,3,705,385,"1,117",
Gardner,1,A,463,271,760,
Gardner,1,B,336,173,523,
Gardner,1,C,75,28,106,
Gardner,2,A,439,150,607,
Gardner,2,B,468,214,696,
Gardner,3,A,351,118,487,
Gardner,3,B,518,181,720,
Gardner,4,A,351,183,554,
Gardner,4,B,285,113,411,
Gardner,5,A,377,151,539,
Gardner,5,B,500,240,760,
Georgetown,-,1,930,720,"1,714",
Georgetown,-,2,944,699,"1,690",
Gill,-,1,498,152,668,
Gloucester,1,1,"1,034",408,"1,515",
Gloucester,1,2,823,313,"1,190",
Gloucester,2,1,586,200,825,
Gloucester,2,2,689,154,885,
Gloucester,3,1,642,234,903,
Gloucester,3,2,750,278,"1,081",
Gloucester,4,1,863,323,"1,242",
Gloucester,4,2,"1,124",406,"1,586",
Gloucester,5,1,898,454,"1,400",
Gloucester,5,2,871,497,"1,424",
Goshen,-,1,302,125,439,
Gosnold,-,1,37,21,59,
Grafton,-,1,832,490,"1,366",
Grafton,-,2,"1,102",696,"1,852",
Grafton,-,3,963,623,"1,636",
Grafton,-,4,860,574,"1,465",
Granby,-,1,"1,552",982,"2,595",
Granville,-,1,277,316,603,
Great Barrington,-,A,630,152,798,
Great Barrington,-,B,624,110,751,
Great Barrington,-,C,450,86,548,
Great Barrington,-,D,592,139,757,
Greenfield,-,1,526,201,747,
Greenfield,-,2,729,249,"1,005",
Greenfield,-,3,532,143,690,
Greenfield,-,4,609,172,797,
Greenfield,-,5,639,129,793,
Greenfield,-,6,536,97,646,
Greenfield,-,7,472,157,644,
Greenfield,-,8,463,80,550,
Greenfield,-,9,439,144,594,
Groton,-,1,975,579,"1,610",
Groton,-,2,860,553,"1,482",
Groton,-,3,883,559,"1,490",
Groveland,-,1,"1,611","1,207","2,914",
Hadley,-,1,"1,683",600,"2,356",
Halifax,-,1,929,638,"1,610",
Halifax,-,2,858,530,"1,424",
Hamilton,-,1,796,537,"1,369",
Hamilton,-,2,705,579,"1,323",
Hamilton,-,3,446,419,895,
Hampden,-,1,"1,190",980,"2,245",
Hancock,-,1,184,77,262,
Hanover,-,1,857,659,"1,569",
Hanover,-,2,861,645,"1,550",
Hanover,-,3,908,616,"1,571",
Hanover,-,4,837,679,"1,568",
Hanson,-,1,779,509,"1,327",
Hanson,-,2,799,552,"1,392",
Hanson,-,3,779,566,"1,385",
Hardwick,-,1,716,349,"1,089",
Harvard,-,1,"1,846",921,"2,850",
Harwich,-,1,"1,002",654,"1,701",
Harwich,-,2,929,675,"1,658",
Harwich,-,3,"1,001",715,"1,759",
Harwich,-,4,876,535,"1,439",
Hatfield,-,1,"1,203",431,"1,692",
Haverhill,1,1,341,104,468,
Haverhill,1,2,298,104,418,
Haverhill,1,3,500,221,754,
Haverhill,2,1,459,204,684,
Haverhill,2,2,495,311,835,
Haverhill,2,3,305,111,441,
Haverhill,3,1,265,61,340,
Haverhill,3,1A,28,9,40,
Haverhill,3,2,428,145,600,
Haverhill,3,3,496,229,746,
Haverhill,4,1,674,373,"1,092",
Haverhill,4,2,743,476,"1,261",
Haverhill,4,3,633,434,"1,101",
Haverhill,5,1,682,322,"1,032",
Haverhill,5,2,672,426,"1,137",
Haverhill,5,3,660,535,"1,246",
Haverhill,6,1,551,298,881,
Haverhill,6,2,610,305,955,
Haverhill,6,3,602,314,961,
Haverhill,7,1,632,372,"1,047",
Haverhill,7,2,491,310,827,
Haverhill,7,3,745,511,"1,310",
Hawley,-,1,87,42,133,
Heath,-,1,241,86,338,
Hingham,-,1,913,504,"1,470",
Hingham,-,2,932,573,"1,567",
Hingham,-,3,"1,038",573,"1,690",
Hingham,-,4,943,701,"1,698",
Hingham,-,5,943,629,"1,622",
Hingham,-,6,"1,281",806,"2,204",
Hinsdale,-,1,483,185,688,
Holbrook,-,1,651,304,"1,010",
Holbrook,-,2,695,401,"1,129",
Holbrook,-,3,675,334,"1,053",
Holbrook,-,4,614,295,948,
Holden,-,1,773,576,"1,389",
Holden,-,2,"1,042",717,"1,839",
Holden,-,3,927,623,"1,615",
Holden,-,4,978,620,"1,666",
Holden,-,5,924,578,"1,555",
Holland,-,1,477,370,872,
Holliston,-,1,"1,082",621,"1,768",
Holliston,-,2,"1,058",557,"1,676",
Holliston,-,3,"1,004",472,"1,517",
Holliston,-,4,919,542,"1,517",
Holyoke,1,A,247,37,292,
Holyoke,1,B,323,59,423,
Holyoke,2,A,333,88,436,
Holyoke,2,B,180,35,222,
Holyoke,3,A,657,175,865,
Holyoke,3,B,760,251,"1,042",
Holyoke,4,A,236,58,307,
Holyoke,4,B,455,110,589,
Holyoke,5,A,794,470,"1,327",
Holyoke,5,B,631,194,894,
Holyoke,6,A,672,213,946,
Holyoke,6,B,636,202,874,
Holyoke,7,A,715,360,"1,141",
Holyoke,7,B,805,272,"1,128",
Hopedale,-,1,"1,630",883,"2,617",
Hopkinton,-,1,928,588,"1,549",
Hopkinton,-,2,902,581,"1,522",
Hopkinton,-,3,895,594,"1,532",
Hopkinton,-,4,805,580,"1,417",
Hubbardston,-,1,"1,035",844,"1,923",
Hudson,-,1,752,324,"1,116",
Hudson,-,2,632,211,861,
Hudson,-,3,650,366,"1,060",
Hudson,-,4,671,467,"1,178",
Hudson,-,5,849,422,"1,300",
Hudson,-,6,475,213,716,
Hudson,-,7,508,212,742,
Hull,-,1,"1,041",415,"1,515",
Hull,-,2,905,348,"1,299",
Hull,-,3,"1,154",464,"1,692",
Huntington,-,1,437,299,750,
Ipswich,-,1,928,480,"1,447",
Ipswich,-,2,"1,090",558,"1,693",
Ipswich,-,3,859,686,"1,579",
Ipswich,-,4,"1,001",502,"1,563",
Kingston,-,1,695,435,"1,184",
Kingston,-,2,742,568,"1,354",
Kingston,-,3,710,503,"1,259",
Kingston,-,4,788,457,"1,272",
Lakeville,-,1,724,537,"1,294",
Lakeville,-,2,703,590,"1,336",
Lakeville,-,3,730,658,"1,456",
Lancaster,-,1,578,416,"1,024",
Lancaster,-,2,833,743,"1,625",
Lanesborough,-,1,807,248,"1,075",
Lawrence,A,1,383,117,576,
Lawrence,A,2,232,37,339,
Lawrence,A,3,346,118,605,
Lawrence,A,4,333,71,491,
Lawrence,B,1,507,74,837,
Lawrence,B,2,333,23,399,
Lawrence,B,3,337,61,450,
Lawrence,B,4,352,51,496,
Lawrence,C,1,246,25,340,
Lawrence,C,2,272,32,343,
Lawrence,C,3,340,28,409,
Lawrence,C,4,299,40,395,
Lawrence,D,1,393,91,504,
Lawrence,D,2,512,167,707,
Lawrence,D,3,296,67,379,
Lawrence,D,4,388,45,553,
Lawrence,E,1,569,244,973,
Lawrence,E,2,538,284,922,
Lawrence,E,3,305,97,469,
Lawrence,E,4,374,111,525,
Lawrence,F,1,527,236,837,
Lawrence,F,2,282,65,371,
Lawrence,F,3,259,49,382,
Lawrence,F,4,335,105,465,
Lee,-,1,"1,591",476,"2,135",
Lee,-,2,0,0,0,
Lee,-,3,0,0,0,
Lee,-,4,0,0,0,
Lee,-,5,0,0,0,
Lee,-,6,0,0,0,
Leicester,-,1,633,414,"1,072",
Leicester,-,2,563,272,868,
Leicester,-,3,629,370,"1,024",
Leicester,-,4,663,381,"1,080",
Lenox,-,1,"1,868",482,"2,425",
Leominster,1,A,683,455,"1,191",
Leominster,1,B,737,400,"1,173",
Leominster,1,C,467,249,736,
Leominster,2,A,388,143,545,
Leominster,2,B,488,213,729,
Leominster,2,C,340,116,470,
Leominster,3,A,487,184,691,
Leominster,3,B,633,404,"1,067",
Leominster,3,C,676,355,"1,060",
Leominster,4,A,863,388,"1,302",
Leominster,4,B,672,431,"1,160",
Leominster,4,C,458,197,691,
Leominster,5,A,583,258,870,
Leominster,5,B,724,377,"1,146",
Leominster,5,C,463,174,665,
Leverett,-,1,802,130,946,
Lexington,-,1,957,344,"1,348",
Lexington,-,2,"1,318",348,"1,723",
Lexington,-,3,"1,082",330,"1,459",
Lexington,-,4,"1,266",360,"1,678",
Lexington,-,5,"1,079",383,"1,508",
Lexington,-,6,"1,179",446,"1,685",
Lexington,-,7,"1,239",386,"1,672",
Lexington,-,8,"1,132",361,"1,544",
Lexington,-,9,"1,074",404,"1,529",
Leyden,-,1,269,77,352,
Lincoln,-,1,"1,121",301,"1,462",
Lincoln,-,2,903,327,"1,261",
Lincoln,-,3,25,16,41,
Littleton,-,1,838,494,"1,370",
Littleton,-,2,844,467,"1,346",
Littleton,-,3,706,429,"1,166",
Longmeadow,-,A,968,539,"1,575",
Longmeadow,-,B,876,489,"1,425",
Longmeadow,-,C,787,519,"1,346",
Longmeadow,-,D,893,603,"1,539",
Longmeadow,-,E,885,503,"1,471",
Lowell,1,1,427,95,546,
Lowell,1,2,"1,061",455,"1,603",
Lowell,1,3,891,361,"1,334",
Lowell,2,1,139,27,177,
Lowell,2,2,316,42,420,
Lowell,2,3,542,153,727,
Lowell,3,1,401,135,558,
Lowell,3,2,277,81,381,
Lowell,3,3,371,97,494,
Lowell,4,1,442,168,640,
Lowell,4,2,239,62,316,
Lowell,4,3,318,78,414,
Lowell,5,1,380,209,602,
Lowell,5,2,323,104,441,
Lowell,5,3,465,208,699,
Lowell,6,1,657,277,981,
Lowell,6,2,615,287,937,
Lowell,6,3,685,255,974,
Lowell,7,1,304,91,413,
Lowell,7,2,233,47,291,
Lowell,7,3,155,51,216,
Lowell,8,1,396,131,551,
Lowell,8,2,459,165,656,
Lowell,8,3,944,349,"1,360",
Lowell,9,1,432,163,627,
Lowell,9,2,604,267,913,
Lowell,9,3,455,187,665,
Lowell,10,1,481,160,672,
Lowell,10,2,308,64,384,
Lowell,10,3,197,37,243,
Lowell,11,1,336,136,492,
Lowell,11,2,500,256,790,
Lowell,11,3,570,218,831,
Ludlow,-,1,786,358,"1,173",
Ludlow,-,2,624,287,945,
Ludlow,-,3,838,585,"1,471",
Ludlow,-,4,829,349,"1,210",
Ludlow,-,5,406,252,680,
Ludlow,-,6,912,506,"1,469",
Lunenburg,-,A,644,485,"1,149",
Lunenburg,-,B,605,354,978,
Lunenburg,-,C,621,482,"1,131",
Lunenburg,-,D,588,420,"1,042",
Lynn,1,1,"1,119",467,"1,683",
Lynn,1,2,"1,001",403,"1,466",
Lynn,1,3,825,299,"1,165",
Lynn,1,4,767,263,"1,071",
Lynn,2,1,"1,019",354,"1,450",
Lynn,2,2,601,149,777,
Lynn,2,3,367,65,454,
Lynn,2,4,364,93,471,
Lynn,3,1,655,214,906,
Lynn,3,2,429,130,571,
Lynn,3,3,531,137,696,
Lynn,3,4,522,145,686,
Lynn,4,1,254,33,295,
Lynn,4,2,274,51,353,
Lynn,4,3,412,86,530,
Lynn,4,4,566,144,733,
Lynn,5,1,492,131,657,
Lynn,5,2,274,40,325,
Lynn,5,3,251,42,303,
Lynn,5,4,747,127,923,
Lynn,6,1,426,94,549,
Lynn,6,2,247,48,304,
Lynn,6,3,285,33,330,
Lynn,6,4,421,100,541,
Lynn,7,1,807,216,"1,064",
Lynn,7,2,746,200,990,
Lynn,7,3,493,149,662,
Lynn,7,4,519,169,709,
Lynnfield,-,1,738,606,"1,381",
Lynnfield,-,2,724,569,"1,357",
Lynnfield,-,3,679,456,"1,189",
Lynnfield,-,4,736,652,"1,445",
Malden,1,1,520,136,686,
Malden,1,2,551,183,758,
Malden,2,1,671,142,841,
Malden,2,2,709,226,988,
Malden,3,1,751,207,988,
Malden,3,2,901,329,"1,281",
Malden,4,1,478,141,636,
Malden,4,2,491,110,631,
Malden,5,1,653,176,852,
Malden,5,2,888,329,"1,264",
Malden,6,1,870,284,"1,190",
Malden,6,2,747,184,971,
Malden,7,1,464,111,593,
Malden,7,2,573,156,754,
Malden,8,1,691,228,961,
Malden,8,2,537,181,745,
Manchester-by-the-Sea,-,1,"1,588","1,030","2,688",
Mansfield,-,1,924,588,"1,559",
Mansfield,-,2,929,546,"1,541",
Mansfield,-,3,862,551,"1,450",
Mansfield,-,4,803,474,"1,312",
Mansfield,-,5,758,389,"1,181",
Mansfield,-,6,838,391,"1,265",
Marblehead,-,1,926,498,"1,474",
Marblehead,-,2,839,384,"1,259",
Marblehead,-,3,822,372,"1,232",
Marblehead,-,4,896,574,"1,521",
Marblehead,-,5,"1,000",403,"1,448",
Marblehead,-,6,959,513,"1,522",
Marblehead,-,7,828,527,"1,407",
Marion,-,1,"1,470",934,"2,465",
Marlborough,1,1,584,306,940,
Marlborough,1,2,694,430,"1,170",
Marlborough,2,1,698,347,"1,084",
Marlborough,2,2,457,223,708,
Marlborough,3,1,376,151,548,
Marlborough,3,2,643,370,"1,060",
Marlborough,4,1,281,137,436,
Marlborough,4,2,662,337,"1,043",
Marlborough,5,1,422,156,605,
Marlborough,5,2,632,326,984,
Marlborough,6,1,415,192,625,
Marlborough,6,2,633,370,"1,030",
Marlborough,7,1,519,213,761,
Marlborough,7,2,515,327,868,
Marshfield,-,1,992,545,"1,583",
Marshfield,-,2,997,601,"1,665",
Marshfield,-,3,872,420,"1,342",
Marshfield,-,4,786,518,"1,352",
Marshfield,-,5,887,510,"1,445",
Marshfield,-,6,"1,028",705,"1,798",
Marshfield,-,7,875,672,"1,589",
Mashpee,-,1,849,534,"1,424",
Mashpee,-,2,744,519,"1,351",
Mashpee,-,3,528,343,931,
Mashpee,-,4,650,349,"1,057",
Mashpee,-,5,765,573,"1,390",
Mattapoisett,-,1,"1,035",627,"1,663",
Mattapoisett,-,2,955,536,"1,494",
Maynard,-,1,752,339,"1,113",
Maynard,-,2,720,286,"1,047",
Maynard,-,3,839,353,"1,227",
Maynard,-,4,774,311,"1,106",
Medfield,-,1,853,489,"1,382",
Medfield,-,2,838,485,"1,376",
Medfield,-,3,874,574,"1,517",
Medfield,-,4,738,580,"1,366",
Medford,1,1,748,249,"1,023",
Medford,1,2,817,258,"1,116",
Medford,2,1,844,347,"1,239",
Medford,2,2,"1,021",434,"1,491",
Medford,3,1,"1,094",432,"1,596",
Medford,3,2,"1,254",484,"1,813",
Medford,4,1,477,130,622,
Medford,4,2,905,301,"1,244",
Medford,5,1,751,212,997,
Medford,5,2,142,713,888,
Medford,6,1,"1,238",241,"1,544",
Medford,6,2,"1,029",310,"1,398",
Medford,7,1,715,191,948,
Medford,7,2,788,280,"1,121",
Medford,8,1,"1,082",405,"1,546",
Medford,8,2,800,252,"1,098",
Medway,-,1,810,562,"1,404",
Medway,-,2,714,428,"1,181",
Medway,-,3,804,440,"1,283",
Medway,-,4,767,546,"1,348",
Melrose,1,1,628,264,926,
Melrose,1,2,546,234,802,
Melrose,2,1,635,300,977,
Melrose,2,2,579,288,893,
Melrose,3,1,599,258,883,
Melrose,3,2,574,240,848,
Melrose,4,1,522,214,765,
Melrose,4,2,519,362,913,
Melrose,5,1,587,242,857,
Melrose,5,2,546,205,773,
Melrose,6,1,533,191,742,
Melrose,6,2,603,249,893,
Melrose,7,1,495,223,746,
Melrose,7,2,628,306,961,
Mendon,-,1,"1,327","1,005","2,405",
Merrimac,-,1,"1,603",996,"2,663",
Methuen,-,1,702,475,"1,220",
Methuen,-,2,409,107,534,
Methuen,-,3,712,448,"1,181",
Methuen,-,4,782,472,"1,307",
Methuen,-,5,634,318,998,
Methuen,-,6,708,408,"1,148",
Methuen,-,7,765,450,"1,259",
Methuen,-,8,772,621,"1,454",
Methuen,-,9,757,574,"1,382",
Methuen,-,10,659,453,"1,154",
Methuen,-,11,802,556,"1,408",
Methuen,-,12,768,492,"1,305",
Middleborough,-,1,"1,139",850,"2,052",
Middleborough,-,2,598,363,980,
Middleborough,-,3,704,527,"1,271",
Middleborough,-,4,513,307,855,
Middleborough,-,5,787,562,"1,390",
Middleborough,-,6,611,449,"1,092",
Middlefield,-,1,135,77,216,
Middleton,-,1,"1,076",789,"1,963",
Middleton,-,2,884,583,"1,521",
Milford,-,1,646,276,967,
Milford,-,2,887,371,"1,313",
Milford,-,3,716,311,"1,086",
Milford,-,4,766,277,"1,110",
Milford,-,5,"1,010",480,"1,571",
Milford,-,6,924,396,"1,398",
Milford,-,7,905,562,"1,532",
Millbury,-,1,675,325,"1,036",
Millbury,-,2,870,536,"1,453",
Millbury,-,3,605,404,"1,044",
Millbury,-,4,711,349,"1,092",
Millis,-,1,660,377,"1,074",
Millis,-,2,727,423,"1,192",
Millis,-,3,802,455,"1,305",
Millville,-,1,588,359,978,
Milton,-,1,771,117,912,
Milton,-,2,934,217,"1,215",
Milton,-,3,842,279,"1,179",
Milton,-,4,807,249,"1,117",
Milton,-,5,646,286,991,
Milton,-,6,815,391,"1,272",
Milton,-,7,743,337,"1,150",
Milton,-,8,810,373,"1,258",
Milton,-,9,755,388,"1,223",
Milton,-,10,854,426,"1,348",
Milton,-,11,885,241,"1,172",
Monroe,-,1,29,13,42,
Monson,-,A,599,347,963,
Monson,-,B,648,424,"1,111",
Monson,-,C,633,375,"1,031",
Montague,-,1,600,115,737,
Montague,-,2,406,106,523,
Montague,-,3,433,124,582,
Montague,-,4,460,100,575,
Montague,-,5,247,40,294,
Montague,-,6,371,90,473,
Monterey,-,1,323,109,445,
Montgomery,-,1,178,173,361,
Mount Washington,-,1,64,14,79,
Nahant,-,1,"1,260",527,"1,874",
Nantucket,-,1,"2,759","1,172","4,032",
Natick,-,1,647,271,953,
Natick,-,2,947,422,"1,398",
Natick,-,3,"1,005",402,"1,453",
Natick,-,4,793,304,"1,152",
Natick,-,5,931,421,"1,401",
Natick,-,6,968,423,"1,446",
Natick,-,7,"1,060",395,"1,517",
Natick,-,8,870,337,"1,249",
Natick,-,9,958,377,"1,390",
Natick,-,10,"1,142",536,"1,742",
Needham,-,A,857,320,"1,209",
Needham,-,B,860,387,"1,301",
Needham,-,C,902,356,"1,307",
Needham,-,D,890,365,"1,304",
Needham,-,E,940,441,"1,435",
Needham,-,F,"1,084",369,"1,496",
Needham,-,G,"1,000",396,"1,447",
Needham,-,H,"1,042",485,"1,583",
Needham,-,I,"1,094",403,"1,548",
Needham,-,J,876,332,"1,253",
New Ashford,-,1,67,25,95,
New Bedford,1,A,646,176,861,
New Bedford,1,B,790,215,"1,039",
New Bedford,1,C,492,135,662,
New Bedford,1,D,625,160,807,
New Bedford,1,E,645,151,824,
New Bedford,1,F,537,191,759,
New Bedford,1,G,577,189,786,
New Bedford,2,A,147,37,189,
New Bedford,2,B,304,40,361,
New Bedford,2,C,374,73,459,
New Bedford,2,D,431,103,551,
New Bedford,2,E,492,104,614,
New Bedford,2,F,397,54,461,
New Bedford,2,G,539,100,654,
New Bedford,3,A,166,27,194,
New Bedford,3,B,328,71,417,
New Bedford,3,C,301,63,375,
New Bedford,3,D,306,44,373,
New Bedford,3,E,525,117,663,
New Bedford,3,F,579,103,711,
New Bedford,3,G,433,116,567,
New Bedford,4,A,342,34,394,
New Bedford,4,B,415,43,471,
New Bedford,4,C,534,75,645,
New Bedford,4,D,358,64,429,
New Bedford,4,E,423,68,513,
New Bedford,4,F,455,105,575,
New Bedford,4,G,458,58,536,
New Bedford,5,A,358,45,414,
New Bedford,5,B,516,112,658,
New Bedford,5,C,415,65,508,
New Bedford,5,D,609,123,765,
New Bedford,5,E,681,170,887,
New Bedford,5,F,571,117,713,
New Bedford,5,G,785,203,"1,025",
New Bedford,6,A,609,147,775,
New Bedford,6,B,562,120,708,
New Bedford,6,C,264,30,316,
New Bedford,6,D,185,36,232,
New Bedford,6,E,302,28,344,
New Bedford,6,F,291,44,349,
New Bedford,6,G,437,67,516,
New Braintree,-,1,254,164,436,
New Marlborough,-,1,442,167,619,
New Salem,-,1,325,141,475,
Newbury,-,1,"1,075",614,"1,729",
Newbury,-,2,939,661,"1,643",
Newburyport,1,P,223,118,355,
Newburyport,1,1,752,253,"1,041",
Newburyport,2,1,"1,009",293,"1,358",
Newburyport,3,1,946,348,"1,336",
Newburyport,4,1,936,379,"1,360",
Newburyport,5,1,752,458,"1,255",
Newburyport,6,1,927,522,"1,490",
Newton,1,1,703,191,930,
Newton,1,2,881,176,"1,084",
Newton,1,3,734,136,896,
Newton,1,4,513,190,734,
Newton,2,1,"1,048",302,"1,395",
Newton,2,2,903,152,"1,080",
Newton,2,3,"1,447",201,"1,694",
Newton,3,1,822,259,"1,124",
Newton,3,2,947,174,"1,148",
Newton,3,3,773,237,"1,047",
Newton,3,4,808,215,"1,065",
Newton,4,1,817,214,"1,069",
Newton,4,2,949,154,"1,130",
Newton,4,3,699,159,883,
Newton,4,4,773,215,"1,016",
Newton,5,1,673,168,865,
Newton,5,2,"1,073",179,"1,278",
Newton,5,3,"1,040",188,"1,253",
Newton,5,4,"1,080",180,"1,288",
Newton,6,1,"1,114",193,"1,345",
Newton,6,2,991,160,"1,182",
Newton,6,3,"1,084",150,"1,267",
Newton,6,4,"1,114",217,"1,375",
Newton,7,1,689,210,923,
Newton,7,2,"1,054",187,"1,269",
Newton,7,3,406,84,502,
Newton,7,4,557,146,721,
Newton,8,1,910,225,"1,171",
Newton,8,2,723,177,925,
Newton,8,3,974,236,"1,249",
Newton,8,4,738,159,910,
Norfolk,-,1,658,523,"1,234",
Norfolk,-,2,706,497,"1,240",
Norfolk,-,3,601,516,"1,156",
Norfolk,-,4,220,169,402,
N. Adams,1,1,666,107,799,
N. Adams,2,2,711,121,861,
N. Adams,3,3,491,84,598,
N. Adams,4,4,750,200,974,
N. Adams,5,5,606,114,739,
N. Andover,-,1,729,448,"1,223",
N. Andover,-,2,794,467,"1,315",
N. Andover,-,3,824,494,"1,352",
N. Andover,-,4,856,637,"1,540",
N. Andover,-,5,407,264,685,
N. Andover,-,6,707,747,"1,512",
N. Andover,-,7,799,696,"1,538",
N. Andover,-,8,730,677,"1,453",
N. Attleborough,-,1,365,224,609,
N. Attleborough,-,2,543,350,930,
N. Attleborough,-,3,686,619,"1,352",
N. Attleborough,-,4,476,231,729,
N. Attleborough,-,5,516,323,861,
N. Attleborough,-,6,630,486,"1,156",
N. Attleborough,-,7,737,530,"1,311",
N. Attleborough,-,8,805,576,"1,431",
N. Attleborough,-,9,588,469,"1,078",
N. Brookfield,-,1,994,739,"1,795",
N. Reading,-,1,933,740,"1,719",
N. Reading,-,2,844,548,"1,435",
N. Reading,-,3,800,570,"1,425",
N. Reading,-,4,948,619,"1,632",
Northampton,1,A,519,61,603,
Northampton,1,B,952,191,"1,165",
Northampton,2,A,641,58,715,
Northampton,2,B,520,35,565,
Northampton,3,A,788,88,896,
Northampton,3,B,716,70,811,
Northampton,4,A,470,36,519,
Northampton,4,B,880,118,"1,027",
Northampton,5,A,727,111,862,
Northampton,5,B,765,115,899,
Northampton,6,A,735,181,945,
Northampton,6,B,848,236,"1,118",
Northampton,7,A,682,151,861,
Northampton,7,B,825,219,"1,070",
Northborough,-,1,996,495,"1,542",
Northborough,-,2,905,524,"1,470",
Northborough,-,3,922,572,"1,550",
Northborough,-,4,903,662,"1,609",
Northbridge,-,1,791,531,"1,364",
Northbridge,-,2,811,605,"1,454",
Northbridge,-,3,526,383,939,
Northbridge,-,4,739,700,"1,475",
Northfield,-,1,934,341,"1,303",
Norton,-,1,783,501,"1,319",
Norton,-,2,867,580,"1,486",
Norton,-,3,745,412,"1,188",
Norton,-,4,774,505,"1,314",
Norton,-,5,465,298,786,
Norwell,-,1,905,593,"1,538",
Norwell,-,2,868,782,"1,710",
Norwell,-,3,926,694,"1,673",
Norwood,-,1,877,391,"1,328",
Norwood,-,2,784,345,"1,170",
Norwood,-,3,835,420,"1,307",
Norwood,-,4,999,516,"1,594",
Norwood,-,5,468,185,681,
Norwood,-,6,696,313,"1,035",
Norwood,-,7,807,409,"1,268",
Norwood,-,8,898,358,"1,299",
Norwood,-,9,958,523,"1,557",
Oak Bluffs,-,1,"1,461",429,"1,951",
Oakham,-,1,419,372,819,
Orange,-,1,663,438,"1,131",
Orange,-,2,731,436,"1,198",
Orleans,-,1,"1,056",784,"1,890",
Orleans,-,2,"1,073",797,"1,920",
Otis,-,1,348,197,553,
Oxford,-,1,710,467,"1,217",
Oxford,-,2,706,419,"1,148",
Oxford,-,3,713,447,"1,191",
Oxford,-,4,685,399,"1,112",
Palmer,-,1,683,372,"1,088",
Palmer,-,2,720,449,"1,209",
Palmer,-,3,627,316,983,
Palmer,-,4,635,326,998,
Paxton,-,1,"1,205",732,"2,020",
Peabody,1,1,810,336,"1,191",
Peabody,1,2,947,403,"1,401",
Peabody,1,3,835,345,"1,223",
Peabody,2,1,460,126,609,
Peabody,2,2,511,159,689,
Peabody,2,3,669,263,979,
Peabody,3,1,493,135,649,
Peabody,3,2,650,198,882,
Peabody,3,3,714,250,998,
Peabody,4,1,746,322,"1,108",
Peabody,4,2,776,315,"1,129",
Peabody,4,3,913,381,"1,334",
Peabody,4,3A,810,468,"1,329",
Peabody,5,1,747,330,"1,127",
Peabody,5,2,686,304,"1,019",
Peabody,5,3,727,389,"1,153",
Peabody,6,1,729,407,"1,180",
Peabody,6,2,821,361,"1,217",
Peabody,6,3,731,461,"1,241",
Pelham,-,1,620,83,715,
Pembroke,-,1,909,614,"1,578",
Pembroke,-,2,802,477,"1,324",
Pembroke,-,3,895,507,"1,447",
Pembroke,-,4,888,536,"1,462",
Pembroke,-,5,790,515,"1,347",
Pepperell,-,1,816,652,"1,511",
Pepperell,-,2,854,677,"1,571",
Pepperell,-,3,790,615,"1,447",
Peru,-,1,175,79,257,
Petersham,-,1,384,251,653,
Phillipston,-,1,410,266,691,
Pittsfield,1,A,614,163,801,
Pittsfield,1,B,935,213,"1,172",
Pittsfield,2,A,286,59,352,
Pittsfield,2,B,814,172,"1,010",
Pittsfield,3,A,883,175,"1,093",
Pittsfield,3,B,"1,098",237,"1,378",
Pittsfield,4,A,"1,085",274,"1,394",
Pittsfield,4,B,"1,139",327,"1,527",
Pittsfield,5,A,838,186,"1,061",
Pittsfield,5,B,740,189,952,
Pittsfield,6,A,921,224,"1,180",
Pittsfield,6,B,582,149,756,
