City/Town,Ward,Pct,Scott P. Brown,Martha Coakley,Total Votes Cast,,
Fairhaven,-,4,476,461,950,,
Fairhaven,-,5,533,493,"1,037",,
Fairhaven,-,6,578,488,"1,080",,
Fall River,1,A,362,454,829,,
Fall River,1,B,240,359,618,,
Fall River,1,C,249,283,538,,
Fall River,1,D,257,326,600,,
Fall River,2,A,168,284,464,,
Fall River,2,B,163,247,420,,
Fall River,2,C,229,351,594,,
Fall River,3,A,273,428,716,,
Fall River,3,B,285,404,704,,
Fall River,3,C,301,410,719,,
Fall River,4,A,221,351,585,,
Fall River,4,B,130,277,418,,
Fall River,4,C,122,376,520,,
Fall River,5,A,99,184,294,,
Fall River,5,B,108,211,329,,
Fall River,5,C,111,238,356,,
Fall River,6,A,375,412,806,,
Fall River,6,B,153,352,514,,
Fall River,6,C,278,362,648,,
Fall River,7,A,120,207,330,,
Fall River,7,B,240,227,476,,
Fall River,7,C,188,200,399,,
Fall River,7,D,145,319,476,,
Fall River,8,A,191,227,424,,
Fall River,8,B,403,471,889,,
Fall River,8,C,386,477,869,,
Fall River,8,D,243,312,566,,
Fall River,9,A,697,713,"1,440",,
Fall River,9,B,364,418,809,,
Fall River,9,C,419,508,951,,
Falmouth,-,1,640,"1,130","1,789",,
Falmouth,-,2,672,822,"1,514",,
Falmouth,-,3,932,720,"1,673",,
Falmouth,-,4,948,692,"1,651",,
Falmouth,-,5,"1,155",862,"2,035",,
Falmouth,-,6,859,831,"1,700",,
Falmouth,-,7,918,650,"1,583",,
Falmouth,-,8,"1,062",745,"1,816",,
Falmouth,-,9,859,687,"1,564",,
Fitchburg,1,A,355,235,594,,
Fitchburg,1,B,465,329,802,,
Fitchburg,2,A,278,214,502,,
Fitchburg,2,B,438,312,759,,
Fitchburg,3,A,"1,004",575,"1,590",,
Fitchburg,3,B,606,367,983,,
Fitchburg,4,A,350,248,611,,
Fitchburg,4,B,253,227,486,,
Fitchburg,5,A,816,451,"1,277",,
Fitchburg,5,B,179,159,351,,
Fitchburg,6,A,526,382,915,,
Fitchburg,6,B,308,287,603,,
Florida,-,1,125,144,274,,
Foxborough,-,1,855,440,"1,303",,
Foxborough,-,2,971,531,"1,511",,
Foxborough,-,3,"1,045",484,"1,548",,
Foxborough,-,4,944,534,"1,495",,
Foxborough,-,5,"1,017",490,"1,514",,
Framingham,-,1,838,874,"1,721",,
Framingham,-,2,866,934,"1,811",,
Framingham,-,3,609,736,"1,362",,
Framingham,-,4,885,902,"1,799",,
Framingham,-,5,767,817,"1,599",,
Framingham,-,6,758,774,"1,540",,
Framingham,-,7,694,674,"1,378",,
Framingham,-,8,533,692,"1,234",,
Framingham,-,9,422,455,890,,
Framingham,-,10,281,369,655,,
Framingham,-,11,892,868,"1,777",,
Framingham,-,12,335,403,747,,
Framingham,-,13,364,544,914,,
Framingham,-,14,231,334,578,,
Framingham,-,15,282,393,686,,
Framingham,-,16,114,150,267,,
Framingham,-,17,57,144,206,,
Framingham,-,18,241,278,520,,
Franklin,-,1,"1,030",547,"1,591",,
Franklin,-,2,"1,048",521,"1,594",,
Franklin,-,3,968,583,"1,569",,
Franklin,-,4,"1,277",559,"1,849",,
Franklin,-,5,"1,063",550,"1,624",,
Franklin,-,6,964,531,"1,506",,
Franklin,-,7,"1,210",586,"1,805",,
Franklin,-,8,"1,268",593,"1,880",,
Freetown,-,1,766,385,"1,164",,
Freetown,-,2,686,441,"1,139",,
Freetown,-,3,769,365,"1,145",,
Gardner,1,A,450,287,749,,
Gardner,1,B,302,165,475,,
Gardner,1,C,65,40,109,,
Gardner,2,A,315,241,568,,
Gardner,2,B,416,276,700,,
Gardner,3,A,211,188,405,,
Gardner,3,B,339,310,670,,
Gardner,4,A,300,233,544,,
Gardner,4,B,167,189,363,,
Gardner,5,A,280,209,501,,
Gardner,5,B,429,303,739,,
Georgetown,-,1,"1,224",627,"1,864",,
Georgetown,-,2,"1,087",612,"1,711",,
Gill,-,1,226,402,644,,
Gloucester,1,1,646,742,"1,399",,
Gloucester,1,2,558,524,"1,101",,
Gloucester,2,1,373,395,783,,
Gloucester,2,2,281,414,706,,
Gloucester,3,1,426,430,866,,
Gloucester,3,2,507,439,961,,
Gloucester,4,1,621,546,"1,186",,
Gloucester,4,2,640,839,"1,492",,
Gloucester,5,1,733,605,"1,353",,
Gloucester,5,2,740,629,"1,389",,
Goshen,-,1,204,244,460,,
Gosnold,-,1,29,18,47,,
Grafton,-,1,875,473,"1,361",,
Grafton,-,2,"1,330",760,"2,108",,
Grafton,-,3,"1,125",624,"1,764",,
Grafton,-,4,"1,042",585,"1,643",,
Granby,-,1,"1,512","1,045","2,585",,
Granville,-,1,472,207,685,,
Great Barrington,-,A,184,560,750,,
Great Barrington,-,B,163,490,659,,
Great Barrington,-,C,99,444,551,,
Great Barrington,-,D,146,532,685,,
Greenfield,-,1,272,372,655,,
Greenfield,-,2,398,541,953,,
Greenfield,-,3,222,424,661,,
Greenfield,-,4,249,505,763,,
Greenfield,-,5,185,530,729,,
Greenfield,-,6,120,443,575,,
Greenfield,-,7,216,377,604,,
Greenfield,-,8,111,347,473,,
Greenfield,-,9,221,303,533,,
Groton,-,1,873,775,"1,664",,
Groton,-,2,946,645,"1,605",,
Groton,-,3,845,715,"1,574",,
Groveland,-,1,"1,984",992,"3,004",,
Hadley,-,1,937,"1,410","2,377",,
Halifax,-,1,"1,173",537,"1,730",,
Halifax,-,2,976,455,"1,456",,
Hamilton,-,1,833,554,"1,396",,
Hamilton,-,2,877,485,"1,374",,
Hamilton,-,3,610,342,959,,
Hampden,-,1,"1,511",754,"2,292",,
Hancock,-,1,118,158,277,,
Hanover,-,1,"1,177",454,"1,638",,
Hanover,-,2,"1,130",482,"1,621",,
Hanover,-,3,"1,155",503,"1,669",,
Hanover,-,4,"1,271",456,"1,737",,
Hanson,-,1,"1,011",410,"1,432",,
Hanson,-,2,"1,006",434,"1,450",,
Hanson,-,3,"1,050",410,"1,475",,
Hardwick,-,1,588,377,980,,
Harvard,-,1,"1,306","1,568","2,909",,
Harwich,-,1,893,662,"1,567",,
Harwich,-,2,919,653,"1,584",,
Harwich,-,3,"1,035",728,"1,786",,
Harwich,-,4,755,594,"1,356",,
Hatfield,-,1,652,875,"1,556",,
Haverhill,1,1,197,208,410,,
Haverhill,1,2,220,214,444,,
Haverhill,1,3,403,290,704,,
Haverhill,2,1,404,309,719,,
Haverhill,2,2,576,289,876,,
Haverhill,2,3,215,204,427,,
Haverhill,3,1,122,228,352,,
Haverhill,3,1A,17,18,37,,
Haverhill,3,2,241,308,568,,
Haverhill,3,3,417,301,733,,
Haverhill,4,1,641,421,"1,075",,
Haverhill,4,2,844,487,"1,344",,
Haverhill,4,3,691,390,"1,101",,
Haverhill,5,1,597,392,"1,004",,
Haverhill,5,2,779,453,"1,239",,
Haverhill,5,3,939,438,"1,383",,
Haverhill,6,1,576,322,902,,
Haverhill,6,2,523,359,894,,
Haverhill,6,3,584,380,974,,
Haverhill,7,1,645,415,"1,068",,
Haverhill,7,2,543,349,900,,
Haverhill,7,3,904,492,"1,410",,
Hawley,-,1,64,63,133,,
Heath,-,1,123,203,329,,
Hingham,-,1,916,678,"1,600",,
Hingham,-,2,"1,095",640,"1,741",,
Hingham,-,3,"1,029",738,"1,776",,
Hingham,-,4,"1,154",627,"1,793",,
Hingham,-,5,"1,072",642,"1,725",,
Hingham,-,6,889,505,"1,398",,
Hingham,-,6A,645,589,"1,246",,
Hinsdale,-,1,285,415,711,,
Holbrook,-,1,549,423,981,,
Holbrook,-,2,658,359,"1,031",,
Holbrook,-,3,650,375,"1,037",,
Holbrook,-,4,545,370,924,,
Holden,-,1,999,491,"1,506",,
Holden,-,2,"1,224",641,"1,880",,
Holden,-,3,"1,014",595,"1,625",,
Holden,-,4,"1,111",579,"1,708",,
Holden,-,5,"1,049",559,"1,623",,
Holland,-,1,631,299,939,,
Holliston,-,1,"1,091",776,"1,875",,
Holliston,-,2,934,749,"1,689",,
Holliston,-,3,797,724,"1,531",,
Holliston,-,4,903,672,"1,591",,
Holyoke,1,A,28,147,181,,
Holyoke,1,B,70,177,253,,
Holyoke,2,A,140,250,407,,
Holyoke,2,B,23,118,147,,
Holyoke,3,A,261,438,715,,
Holyoke,3,B,469,491,980,,
Holyoke,4,A,71,159,236,,
Holyoke,4,B,141,307,458,,
Holyoke,5,A,733,512,"1,268",,
Holyoke,5,B,307,385,708,,
Holyoke,6,A,261,391,666,,
Holyoke,6,B,283,396,687,,
Holyoke,7,A,568,507,"1,090",,
Holyoke,7,B,417,593,"1,030",,
Hopedale,-,1,"1,623",999,"2,653",,
Hopkinton,-,1,986,689,"1,690",,
Hopkinton,-,2,"1,081",680,"1,765",,
Hopkinton,-,3,"1,063",675,"1,749",,
Hopkinton,-,4,996,559,"1,564",,
Hubbardston,-,1,"1,389",607,"2,027",,
Hudson,-,1,607,498,"1,122",,
Hudson,-,2,487,406,911,,
Hudson,-,3,714,461,"1,180",,
Hudson,-,4,850,470,"1,333",,
Hudson,-,5,724,543,"1,280",,
Hudson,-,6,385,325,722,,
Hudson,-,7,414,367,799,,
Hull,-,1,794,707,"1,520",,
Hull,-,2,720,538,"1,271",,
Hull,-,3,897,795,"1,705",,
Huntington,-,1,467,346,840,,
Ipswich,-,1,694,718,"1,422",,
Ipswich,-,2,894,755,"1,662",,
Ipswich,-,3,"1,137",527,"1,674",,
Ipswich,-,4,881,606,"1,500",,
Kingston,-,1,796,436,"1,245",,
Kingston,-,2,"1,046",416,"1,466",,
Kingston,-,3,919,404,"1,334",,
Kingston,-,4,818,446,"1,271",,
Lakeville,-,1,977,416,"1,413",,
Lakeville,-,2,"1,113",424,"1,552",,
Lakeville,-,3,"1,158",420,"1,590",,
Lancaster,-,1,659,417,"1,089",,
Lancaster,-,2,"1,201",597,"1,811",,
Lanesborough,-,1,399,654,"1,064",,
Lawrence,A,1,174,287,464,,
Lawrence,A,2,32,172,205,,
Lawrence,A,3,179,208,388,,
Lawrence,A,4,128,245,378,,
Lawrence,B,1,103,385,504,,
Lawrence,B,2,29,269,301,,
Lawrence,B,3,75,261,337,,
Lawrence,B,4,50,347,402,,
Lawrence,C,1,24,183,211,,
Lawrence,C,2,39,203,243,,
Lawrence,C,3,21,315,344,,
Lawrence,C,4,54,255,311,,
Lawrence,D,1,146,299,449,,
Lawrence,D,2,231,396,635,,
Lawrence,D,3,78,223,302,,
Lawrence,D,4,42,325,370,,
Lawrence,E,1,438,382,829,,
Lawrence,E,2,487,302,796,,
Lawrence,E,3,164,217,381,,
Lawrence,E,4,161,249,416,,
Lawrence,F,1,382,297,693,,
Lawrence,F,2,69,209,281,,
Lawrence,F,3,65,162,230,,
Lawrence,F,4,165,272,439,,
Lee,-,1,705,"1,272","1,994",,
Lee,-,2,0,0,0,,
Lee,-,3,0,0,0,,
Lee,-,4,0,0,0,,
Lee,-,5,0,0,0,,
Lee,-,6,0,0,0,,
Leicester,-,1,732,321,"1,069",,
Leicester,-,2,549,311,871,,
Leicester,-,3,718,329,"1,062",,
Leicester,-,4,683,360,"1,056",,
Lenox,-,1,594,"1,533","2,140",,
Leominster,1,A,786,382,"1,178",,
Leominster,1,B,740,420,"1,167",,
Leominster,1,C,402,263,672,,
Leominster,2,A,255,211,475,,
Leominster,2,B,416,250,674,,
Leominster,2,C,248,166,425,,
Leominster,3,A,365,273,650,,
Leominster,3,B,747,368,"1,122",,
Leominster,3,C,690,382,"1,080",,
Leominster,4,A,835,442,"1,295",,
Leominster,4,B,773,364,"1,162",,
Leominster,4,C,399,215,621,,
Leominster,5,A,468,342,820,,
Leominster,5,B,665,392,"1,067",,
Leominster,5,C,338,241,587,,
Leverett,-,1,164,779,952,,
Lexington,-,1,532,837,"1,376",,
Lexington,-,2,474,"1,255","1,738",,
Lexington,-,3,494,"1,092","1,598",,
Lexington,-,4,509,"1,140","1,658",,
Lexington,-,5,606,992,"1,608",,
Lexington,-,6,613,"1,080","1,703",,
Lexington,-,7,580,"1,098","1,691",,
Lexington,-,8,538,"1,015","1,570",,
Lexington,-,9,613,888,"1,518",,
Leyden,-,1,116,211,330,,
Lincoln,-,1,426,"1,063","1,497",,
Lincoln,-,2,456,864,"1,329",,
Lincoln,-,3,19,4,24,,
Littleton,-,1,853,638,"1,496",,
Littleton,-,2,837,635,"1,481",,
Littleton,-,3,699,586,"1,294",,
Longmeadow,-,A,798,731,"1,538",,
Longmeadow,-,B,776,666,"1,455",,
Longmeadow,-,C,812,562,"1,387",,
Longmeadow,-,D,963,577,"1,546",,
Longmeadow,-,E,850,627,"1,488",,
Lowell,1,1,217,333,556,,
Lowell,1,2,943,601,"1,559",,
Lowell,1,3,740,567,"1,322",,
Lowell,2,1,67,118,190,,
Lowell,2,2,71,213,294,,
Lowell,2,3,280,520,815,,
Lowell,3,1,293,230,531,,
Lowell,3,2,144,173,325,,
Lowell,3,3,199,238,443,,
Lowell,4,1,312,285,606,,
Lowell,4,2,155,178,342,,
Lowell,4,3,133,192,332,,
Lowell,5,1,321,185,516,,
Lowell,5,2,212,178,397,,
Lowell,5,3,441,239,691,,
Lowell,6,1,558,364,931,,
Lowell,6,2,562,429,"1,014",,
Lowell,6,3,502,423,935,,
Lowell,7,1,156,224,392,,
Lowell,7,2,82,160,243,,
Lowell,7,3,106,108,222,,
Lowell,8,1,224,281,514,,
Lowell,8,2,350,279,640,,
Lowell,8,3,675,591,"1,283",,
Lowell,9,1,331,275,620,,
Lowell,9,2,476,383,873,,
Lowell,9,3,336,286,635,,
Lowell,10,1,306,281,597,,
Lowell,10,2,147,209,364,,
Lowell,10,3,65,138,207,,
Lowell,11,1,260,220,487,,
Lowell,11,2,488,286,789,,
Lowell,11,3,407,384,801,,
Ludlow,-,1,620,491,"1,130",,
Ludlow,-,2,539,389,941,,
Ludlow,-,3,"1,059",505,"1,572",,
Ludlow,-,4,603,542,"1,159",,
Ludlow,-,5,411,274,694,,
Ludlow,-,6,927,567,"1,518",,
Lunenburg,-,A,802,377,"1,193",,
Lunenburg,-,B,610,421,"1,039",,
Lunenburg,-,C,756,366,"1,139",,
Lunenburg,-,D,722,366,"1,101",,
Lynn,1,1,"1,009",622,"1,645",,
Lynn,1,2,776,536,"1,323",,
Lynn,1,3,573,486,"1,076",,
Lynn,1,4,550,485,"1,044",,
Lynn,2,1,724,644,"1,382",,
Lynn,2,2,300,370,678,,
Lynn,2,3,100,233,339,,
Lynn,2,4,163,244,413,,
Lynn,3,1,396,373,780,,
Lynn,3,2,188,255,451,,
Lynn,3,3,254,357,615,,
Lynn,3,4,258,367,635,,
Lynn,4,1,63,186,250,,
Lynn,4,2,66,150,220,,
Lynn,4,3,140,303,450,,
Lynn,4,4,269,455,738,,
Lynn,5,1,290,330,628,,
Lynn,5,2,53,184,241,,
Lynn,5,3,68,164,236,,
Lynn,5,4,317,512,841,,
Lynn,6,1,196,321,519,,
Lynn,6,2,96,133,230,,
Lynn,6,3,51,200,256,,
Lynn,6,4,213,216,437,,
Lynn,7,1,481,547,"1,041",,
Lynn,7,2,408,449,866,,
Lynn,7,3,287,331,626,,
Lynn,7,4,308,349,663,,
Lynnfield,-,1,"1,098",411,"1,521",,
Lynnfield,-,2,"1,017",461,"1,489",,
Lynnfield,-,3,800,348,"1,155",,
Lynnfield,-,4,"1,097",400,"1,507",,
Malden,1,1,255,419,683,,
Malden,1,2,332,470,809,,
Malden,2,1,309,421,738,,
Malden,2,2,507,444,963,,
Malden,3,1,362,561,933,,
Malden,3,2,602,688,"1,303",,
Malden,4,1,276,360,648,,
Malden,4,2,203,383,594,,
Malden,5,1,341,510,871,,
Malden,5,2,622,659,"1,298",,
Malden,6,1,522,672,"1,212",,
Malden,6,2,354,512,886,,
Malden,7,1,196,417,621,,
Malden,7,2,281,464,754,,
Malden,8,1,461,474,955,,
Malden,8,2,323,342,675,,
Manchester-by-the-Sea,-,1,"1,497","1,193","2,702",,
Mansfield,-,1,"1,158",538,"1,703",,
Mansfield,-,2,"1,016",527,"1,554",,
Mansfield,-,3,"1,128",501,"1,648",,
Mansfield,-,4,"1,001",479,"1,486",,
Mansfield,-,5,805,498,"1,313",,
Mansfield,-,6,804,502,"1,321",,
Marblehead,-,1,759,738,"1,503",,
Marblehead,-,2,612,644,"1,271",,
Marblehead,-,3,604,624,"1,238",,
Marblehead,-,4,897,652,"1,559",,
Marblehead,-,5,727,696,"1,429",,
Marblehead,-,6,833,707,"1,552",,
Marblehead,-,7,858,598,"1,463",,
Marion,-,1,"1,332","1,002","2,352",,
Marlborough,1,1,455,417,887,,
Marlborough,1,2,769,518,"1,299",,
Marlborough,2,1,609,431,"1,049",,
Marlborough,2,2,401,343,756,,
Marlborough,3,1,285,227,520,,
Marlborough,3,2,681,492,"1,184",,
Marlborough,4,1,215,186,407,,
Marlborough,4,2,603,413,"1,037",,
Marlborough,5,1,274,259,544,,
Marlborough,5,2,584,430,"1,024",,
Marlborough,6,1,343,257,604,,
Marlborough,6,2,657,399,"1,066",,
Marlborough,7,1,417,330,757,,
Marlborough,7,2,524,340,872,,
Marshfield,-,1,"1,073",596,"1,689",,
Marshfield,-,2,"1,189",575,"1,776",,
Marshfield,-,3,949,505,"1,465",,
Marshfield,-,4,"1,004",501,"1,519",,
Marshfield,-,5,993,494,"1,500",,
Marshfield,-,6,"1,271",665,"1,951",,
Marshfield,-,7,"1,202",560,"1,777",,
Mashpee,-,1,808,557,"1,381",,
Mashpee,-,2,897,479,"1,393",,
Mashpee,-,3,599,362,974,,
Mashpee,-,4,648,480,"1,143",,
Mashpee,-,5,883,435,"1,330",,
Mattapoisett,-,1,934,717,"1,676",,
Mattapoisett,-,2,900,600,"1,530",,
Maynard,-,1,596,539,"1,147",,
Maynard,-,2,444,543,"1,001",,
Maynard,-,3,563,592,"1,175",,
Maynard,-,4,528,557,"1,098",,
Medfield,-,1,875,590,"1,474",,
Medfield,-,2,977,565,"1,554",,
Medfield,-,3,"1,035",593,"1,637",,
Medfield,-,4,955,528,"1,495",,
Medford,1,1,474,619,"1,103",,
Medford,1,2,516,591,"1,125",,
Medford,2,1,591,577,"1,191",,
Medford,2,2,759,756,"1,529",,
Medford,3,1,791,786,"1,604",,
Medford,3,2,875,998,"1,889",,
Medford,4,1,226,398,629,,
Medford,4,2,489,792,"1,299",,
Medford,5,1,397,599,"1,008",,
Medford,5,2,274,591,877,,
Medford,6,1,374,"1,184","1,567",,
Medford,6,2,518,835,"1,368",,
Medford,7,1,400,637,"1,048",,
Medford,7,2,562,603,"1,177",,
Medford,8,1,647,844,"1,510",,
Medford,8,2,494,618,"1,128",,
Medway,-,1,"1,014",550,"1,568",,
Medway,-,2,827,440,"1,275",,
Medway,-,3,840,523,"1,374",,
Medway,-,4,960,531,"1,508",,
Melrose,1,1,432,497,931,,
Melrose,1,2,376,430,815,,
Melrose,2,1,537,482,"1,026",,
Melrose,2,2,437,394,841,,
Melrose,3,1,456,491,961,,
Melrose,3,2,376,428,810,,
Melrose,4,1,353,405,768,,
Melrose,4,2,616,358,976,,
Melrose,5,1,400,426,837,,
Melrose,5,2,382,421,807,,
Melrose,6,1,347,344,703,,
Melrose,6,2,501,401,911,,
Melrose,7,1,384,318,706,,
Melrose,7,2,501,476,988,,
Mendon,-,1,"1,751",792,"2,562",,
Merrimac,-,1,"1,652","1,042","2,734",,
Methuen,-,1,725,408,"1,147",,
Methuen,-,2,157,309,471,,
Methuen,-,3,779,398,"1,194",,
Methuen,-,4,735,440,"1,189",,
Methuen,-,5,508,359,874,,
Methuen,-,6,655,398,"1,062",,
Methuen,-,7,815,444,"1,274",,
Methuen,-,8,"1,096",397,"1,503",,
Methuen,-,9,"1,060",415,"1,490",,
Methuen,-,10,694,420,"1,122",,
Methuen,-,11,"1,019",446,"1,469",,
Methuen,-,12,932,404,"1,348",,
Middleborough,-,1,"1,568",726,"2,322",,
Middleborough,-,2,763,370,"1,154",,
Middleborough,-,3,"1,183",431,"1,628",,
Middleborough,-,4,623,290,928,,
Middleborough,-,5,"1,150",464,"1,630",,
Middleborough,-,6,872,338,"1,222",,
Middlefield,-,1,113,129,246,,
Middleton,-,1,"1,359",578,"1,956",,
Middleton,-,2,"1,055",504,"1,568",,
Milford,-,1,573,371,954,,
Milford,-,2,845,540,"1,398",,
Milford,-,3,642,453,"1,113",,
Milford,-,4,577,465,"1,053",,
Milford,-,5,"1,007",630,"1,648",,
Milford,-,6,782,523,"1,322",,
Milford,-,7,"1,006",579,"1,598",,
Millbury,-,1,705,422,"1,140",,
Millbury,-,2,"1,038",475,"1,522",,
Millbury,-,3,731,336,"1,075",,
Millbury,-,4,654,422,"1,095",,
Millis,-,1,715,410,"1,136",,
Millis,-,2,821,462,"1,291",,
Millis,-,3,894,512,"1,419",,
Millville,-,1,799,323,"1,138",,
Milton,-,1,194,667,868,,
Milton,-,2,408,746,"1,166",,
Milton,-,3,515,685,"1,206",,
Milton,-,4,501,569,"1,083",,
Milton,-,5,496,479,986,,
Milton,-,6,770,546,"1,327",,
Milton,-,7,706,473,"1,186",,
Milton,-,8,781,503,"1,292",,
Milton,-,9,759,460,"1,230",,
Milton,-,10,783,543,"1,332",,
Milton,-,11,434,771,"1,213",,
Monroe,-,1,19,20,40,,
Monson,-,A,594,389,999,,
Monson,-,B,700,426,"1,145",,
Monson,-,C,640,443,"1,101",,
Montague,-,1,190,531,730,,
Montague,-,2,145,316,467,,
Montague,-,3,234,291,544,,
Montague,-,4,217,315,539,,
Montague,-,5,60,219,287,,
Montague,-,6,168,271,448,,
Monterey,-,1,102,298,403,,
Montgomery,-,1,267,123,395,,
Mount Washington,-,1,21,62,84,,
Nahant,-,1,880,877,"1,791",,
Nantucket,-,1,"2,032","2,141","4,237",,
Natick,-,1,425,504,940,,
Natick,-,2,749,768,"1,536",,
Natick,-,3,772,723,"1,501",,
Natick,-,4,543,626,"1,193",,
Natick,-,5,725,674,"1,406",,
Natick,-,6,768,717,"1,499",,
Natick,-,7,707,872,"1,596",,
Natick,-,8,604,698,"1,321",,
Natick,-,9,719,752,"1,486",,
Natick,-,10,947,877,"1,840",,
Needham,-,A,610,636,"1,255",,
Needham,-,B,654,686,"1,346",,
Needham,-,C,677,676,"1,358",,
Needham,-,D,649,700,"1,356",,
Needham,-,E,791,797,"1,597",,
Needham,-,F,649,853,"1,509",,
Needham,-,G,717,810,"1,533",,
Needham,-,H,803,817,"1,625",,
Needham,-,I,738,950,"1,695",,
Needham,-,J,611,733,"1,348",,
New Ashford,-,1,39,68,109,,
New Bedford,1,A,334,356,699,,
New Bedford,1,B,455,400,867,,
New Bedford,1,C,285,295,590,,
New Bedford,1,D,349,367,724,,
New Bedford,1,E,303,361,673,,
New Bedford,1,F,360,331,697,,
New Bedford,1,G,347,338,700,,
New Bedford,2,A,57,76,135,,
New Bedford,2,B,111,162,283,,
New Bedford,2,C,134,212,353,,
New Bedford,2,D,183,216,403,,
New Bedford,2,E,477,"1,145","1,637",,
New Bedford,2,F,109,247,366,,
New Bedford,2,G,256,272,533,,
New Bedford,3,A,66,106,173,,
New Bedford,3,B,120,201,331,,
New Bedford,3,C,105,175,285,,
New Bedford,3,D,94,161,270,,
New Bedford,3,E,256,355,621,,
New Bedford,3,F,243,390,647,,
New Bedford,3,G,203,281,489,,
New Bedford,4,A,46,212,267,,
New Bedford,4,B,58,300,369,,
New Bedford,4,C,99,399,515,,
New Bedford,4,D,110,232,349,,
New Bedford,4,E,117,317,449,,
New Bedford,4,F,167,289,464,,
New Bedford,4,G,90,357,455,,
New Bedford,5,A,94,217,318,,
New Bedford,5,B,182,365,550,,
New Bedford,5,C,126,236,370,,
New Bedford,5,D,233,429,673,,
New Bedford,5,E,337,426,767,,
New Bedford,5,F,244,343,603,,
New Bedford,5,G,390,488,891,,
New Bedford,6,A,270,362,638,,
New Bedford,6,B,232,333,575,,
New Bedford,6,C,59,187,252,,
New Bedford,6,D,75,122,203,,
New Bedford,6,E,58,150,218,,
New Bedford,6,F,91,167,264,,
New Bedford,6,G,143,236,386,,
New Braintree,-,1,285,169,460,,
New Marlborough,-,1,227,366,599,,
New Salem,-,1,195,259,466,,
Newbury,-,1,977,777,"1,772",,
Newbury,-,2,"1,071",637,"1,726",,
Newburyport,1,P,215,179,395,,
Newburyport,1,1,479,611,"1,096",,
Newburyport,2,1,508,858,"1,376",,
Newburyport,3,1,636,745,"1,400",,
Newburyport,4,1,663,732,"1,410",,
Newburyport,5,1,771,488,"1,268",,
Newburyport,6,1,902,657,"1,566",,
Newton,1,1,427,530,969,,
Newton,1,2,288,828,"1,124",,
Newton,1,3,259,691,960,,
Newton,1,4,424,363,796,,
Newton,2,1,497,889,"1,396",,
Newton,2,2,315,786,"1,106",,
Newton,2,3,411,"1,408","1,828",,
Newton,3,1,430,722,"1,162",,
Newton,3,2,321,881,"1,208",,
Newton,3,3,422,598,"1,026",,
Newton,3,4,429,626,"1,062",,
Newton,4,1,383,720,"1,111",,
Newton,4,2,289,796,"1,093",,
Newton,4,3,307,667,984,,
Newton,4,4,405,616,"1,034",,
Newton,5,1,328,600,937,,
Newton,5,2,301,"1,031","1,335",,
Newton,5,3,384,895,"1,282",,
Newton,5,4,338,942,"1,285",,
Newton,6,1,389,981,"1,378",,
Newton,6,2,298,864,"1,174",,
Newton,6,3,243,"1,058","1,310",,
Newton,6,4,354,"1,069","1,436",,
Newton,7,1,411,590,"1,010",,
Newton,7,2,390,924,"1,320",,
Newton,7,3,156,345,505,,
Newton,7,4,286,496,788,,
Newton,8,1,572,674,"1,251",,
Newton,8,2,439,522,962,,
Newton,8,3,476,783,"1,264",,
Newton,8,4,380,561,946,,
Norfolk,-,1,"1,027",442,"1,476",,
Norfolk,-,2,"1,019",460,"1,490",,
Norfolk,-,3,957,374,"1,340",,
Norfolk,-,4,312,123,438,,
N. Adams,1,1,185,576,770,,
N. Adams,2,2,198,599,804,,
N. Adams,3,3,141,483,632,,
N. Adams,4,4,287,688,977,,
N. Adams,5,5,154,508,670,,
N. Andover,-,1,690,469,"1,170",,
N. Andover,-,2,772,457,"1,239",,
N. Andover,-,3,791,509,"1,309",,
N. Andover,-,4,"1,013",572,"1,596",,
N. Andover,-,5,379,254,636,,
N. Andover,-,6,"1,230",456,"1,699",,
N. Andover,-,7,"1,054",637,"1,699",,
N. Andover,-,8,"1,091",474,"1,583",,
N. Attleborough,-,1,484,198,691,,
N. Attleborough,-,2,673,308,991,,
N. Attleborough,-,3,"1,298",439,"1,750",,
N. Attleborough,-,4,547,271,828,,
N. Attleborough,-,5,677,258,947,,
N. Attleborough,-,6,953,337,"1,302",,
N. Attleborough,-,7,"1,029",422,"1,464",,
N. Attleborough,-,8,"1,193",419,"1,626",,
N. Attleborough,-,9,950,377,"1,335",,
N. Brookfield,-,1,"1,225",528,"1,771",,
N. Reading,-,1,"1,304",538,"1,856",,
N. Reading,-,2,956,479,"1,444",,
N. Reading,-,3,"1,012",500,"1,527",,
N. Reading,-,4,"1,103",618,"1,742",,
Northampton,1,A,120,489,621,,
Northampton,1,B,243,840,"1,089",,
Northampton,2,A,69,634,705,,
Northampton,2,B,52,501,555,,
Northampton,3,A,119,727,856,,
Northampton,3,B,120,673,800,,
Northampton,4,A,39,495,539,,
Northampton,4,B,170,896,"1,075",,
Northampton,5,A,165,670,845,,
Northampton,5,B,178,725,912,,
Northampton,6,A,327,603,945,,
Northampton,6,B,337,757,"1,108",,
Northampton,7,A,202,678,899,,
Northampton,7,B,307,742,"1,058",,
Northborough,-,1,915,610,"1,544",,
Northborough,-,2,927,625,"1,571",,
Northborough,-,3,975,634,"1,619",,
Northborough,-,4,"1,012",623,"1,651",,
Northbridge,-,1,957,475,"1,455",,
Northbridge,-,2,"1,097",422,"1,539",,
Northbridge,-,3,645,312,975,,
