City/Town,Ward,Pct,Obama/ Biden,Romney/ Ryan,Total Votes Cast,,,,
Concord,-,3,"1,572",818,"2,433",,,,
Concord,-,4,"1,601",774,"2,436",,,,
Concord,-,5,"1,013",543,"1,587",,,,
Conway,-,1,926,288,"1,260",,,,
Cummington,-,1,368,139,538,,,,
Dalton,-,1,"1,235",421,"1,699",,,,
Dalton,-,2,"1,209",470,"1,718",,,,
Danvers,-,1,"1,025",768,"1,824",,,,
Danvers,-,2,964,853,"1,836",,,,
Danvers,-,3,851,781,"1,675",,,,
Danvers,-,4,889,921,"1,853",,,,
Danvers,-,5,"1,038",965,"2,047",,,,
Danvers,-,6,934,"1,040","1,998",,,,
Danvers,-,7,893,902,"1,838",,,,
Danvers,-,8,773,767,"1,567",,,,
Dartmouth,-,1,"1,062",843,"1,945",,,,
Dartmouth,-,2,784,505,"1,312",,,,
Dartmouth,-,3,664,120,803,,,,
Dartmouth,-,4,"1,189",603,"1,825",,,,
Dartmouth,-,5,"1,182",796,"2,016",,,,
Dartmouth,-,6,"1,124",488,"1,655",,,,
Dartmouth,-,7,"1,088",825,"1,955",,,,
Dartmouth,-,8,"1,390",854,"2,289",,,,
Dartmouth,-,9,"1,397",951,"2,399",,,,
Dedham,-,1,"1,186",831,"2,052",,,,
Dedham,-,2,"1,185",779,"2,008",,,,
Dedham,-,3,"1,074",636,"1,763",,,,
Dedham,-,4,"1,047",801,"1,877",,,,
Dedham,-,5,"1,063",872,"1,967",,,,
Dedham,-,6,"1,192",834,"2,077",,,,
Dedham,-,7,"1,010",981,"2,022",,,,
Deerfield,-,1,"2,104",839,"3,036",,,,
Dennis,-,1,990,973,"1,993",,,,
Dennis,-,2,"1,092","1,004","2,130",,,,
Dennis,-,3,916,670,"1,624",,,,
Dennis,-,4,996,855,"1,881",,,,
Dennis,-,5,927,745,"1,694",,,,
Dighton,-,1,868,928,"1,846",,,,
Dighton,-,2,875,915,"1,840",,,,
Douglas,-,1,617,903,"1,562",,,,
Douglas,-,2,653,896,"1,586",,,,
Douglas,-,3,627,743,"1,396",,,,
Dover,-,1,"1,534","2,004","3,593",,,,
Dracut,-,1,689,648,"1,358",,,,
Dracut,-,2,675,717,"1,440",,,,
Dracut,-,3,808,934,"1,782",,,,
Dracut,-,4,776,"1,125","1,937",,,,
Dracut,-,5,719,883,"1,635",,,,
Dracut,-,6,814,840,"1,689",,,,
Dracut,-,6A,35,30,69,,,,
Dracut,-,7,715,772,"1,524",,,,
Dracut,-,8,892,"1,197","2,131",,,,
Dracut,-,9,818,896,"1,754",,,,
Dudley,-,1,966,999,"1,989",,,,
Dudley,-,2,815,792,"1,642",,,,
Dudley,-,3,690,758,"1,487",,,,
Dunstable,-,1,821,"1,036","1,901",,,,
Duxbury,-,1,766,922,"1,709",,,,
Duxbury,-,2,686,"1,008","1,714",,,,
Duxbury,-,3,678,820,"1,512",,,,
Duxbury,-,4,696,860,"1,586",,,,
Duxbury,-,5,720,840,"1,580",,,,
Duxbury,-,6,701,875,"1,598",,,,
E. Bridgewater,-,1,825,926,"1,782",,,,
E. Bridgewater,-,2,822,983,"1,846",,,,
E. Bridgewater,-,3,915,"1,051","2,000",,,,
E. Bridgewater,-,4,787,918,"1,738",,,,
E. Brookfield,-,1,470,663,"1,157",,,,
E. Longmeadow,-,1,"1,064","1,093","2,201",,,,
E. Longmeadow,-,2,"1,060",962,"2,049",,,,
E. Longmeadow,-,3,"1,006","1,117","2,167",,,,
E. Longmeadow,-,4,962,"1,356","2,343",,,,
Eastham,-,1,"2,188","1,446","3,702",,,,
Easthampton,-,1,"1,224",512,"1,788",,,,
Easthampton,-,2,"1,258",384,"1,707",,,,
Easthampton,-,3,"1,202",354,"1,659",,,,
Easthampton,-,4,"1,383",497,"1,952",,,,
Easthampton,-,5,"1,216",716,"1,973",,,,
Easton,-,1,15,487,"1,145",,,,
Easton,-,2,"1,085","1,124","2,243",,,,
Easton,-,3,"1,003",987,"2,023",,,,
Easton,-,4,"1,028","1,179","2,251",,,,
Easton,-,5,"1,147","1,133","2,318",,,,
Easton,-,6,984,"1,150","2,166",,,,
Edgartown,-,1,"1,701",827,"2,584",,,,
Egremont,-,1,677,152,844,,,,
Erving,-,1,557,200,778,,,,
Essex,-,1,"1,163",966,"2,180",,,,
Everett,1,1,726,287,"1,036",,,,
Everett,1,2,670,245,931,,,,
Everett,2,1,768,269,"1,051",,,,
Everett,2,2,682,246,943,,,,
Everett,3,1,917,355,"1,299",,,,
Everett,3,2,880,319,"1,218",,,,
Everett,4,1,810,379,"1,210",,,,
Everett,4,2,789,284,"1,099",,,,
Everett,5,1,812,328,"1,160",,,,
Everett,5,2,827,293,"1,143",,,,
Everett,6,1,748,305,"1,078",,,,
Everett,6,2,780,279,"1,073",,,,
Fairhaven,-,1,843,576,"1,466",,,,
Fairhaven,-,2,884,490,"1,411",,,,
Fairhaven,-,3,706,379,"1,111",,,,
Fairhaven,-,4,876,509,"1,425",,,,
Fairhaven,-,5,882,582,"1,502",,,,
Fairhaven,-,6,820,520,"1,376",,,,
Fall River,1,A,"1,042",444,"1,541",,,,
Fall River,1,B,840,270,"1,136",,,,
Fall River,1,C,844,317,"1,199",,,,
Fall River,2,A,678,154,863,,,,
Fall River,2,B,644,160,826,,,,
Fall River,2,C,736,241,"1,017",,,,
Fall River,3,A,905,278,"1,218",,,,
Fall River,3,B,892,271,"1,196",,,,
Fall River,3,C,839,304,"1,171",,,,
Fall River,4,A,658,195,896,,,,
Fall River,4,B,730,137,899,,,,
Fall River,4,C,811,110,997,,,,
Fall River,5,A,561,90,665,,,,
Fall River,5,B,444,74,535,,,,
Fall River,5,B1,101,13,121,,,,
Fall River,5,C,656,134,804,,,,
Fall River,6,A,905,372,"1,306",,,,
Fall River,6,B,742,191,965,,,,
Fall River,6,C,794,280,"1,111",,,,
Fall River,6,C1,19,5,25,,,,
Fall River,7,A,814,359,"1,209",,,,
Fall River,7,B,621,223,873,,,,
Fall River,7,C,802,186,"1,019",,,,
Fall River,8,A,724,234,"1,005",,,,
Fall River,8,B,"1,130",469,"1,619",,,,
Fall River,8,C,"1,110",500,"1,664",,,,
Fall River,9,A,"1,214",651,"1,914",,,,
Fall River,9,B,786,348,"1,172",,,,
Fall River,9,C,836,380,"1,287",,,,
Falmouth,-,1,"1,703",686,"2,445",,,,
Falmouth,-,2,"1,301",775,"2,117",,,,
Falmouth,-,3,"1,152",914,"2,096",,,,
Falmouth,-,4,"1,171",963,"2,168",,,,
Falmouth,-,5,"1,244","1,126","2,424",,,,
Falmouth,-,6,"1,310",952,"2,301",,,,
Falmouth,-,7,"1,095",924,"2,059",,,,
Falmouth,-,8,"1,049","1,025","2,104",,,,
Falmouth,-,9,"1,102",798,"1,929",,,,
Fitchburg,1,A,658,349,"1,038",,,,
Fitchburg,1,B,693,432,"1,167",,,,
Fitchburg,2,A,583,246,846,,,,
Fitchburg,2,B,812,599,"1,455",,,,
Fitchburg,3,A,963,918,"1,920",,,,
Fitchburg,3,B,733,526,"1,290",,,,
Fitchburg,4,A,415,295,739,,,,
Fitchburg,4,B,652,261,948,,,,
Fitchburg,5,A,854,867,"1,763",,,,
Fitchburg,5,B,624,206,857,,,,
Fitchburg,6,A,880,596,"1,517",,,,
Fitchburg,6,B,680,307,"1,013",,,,
Florida,-,1,255,127,393,,,,
Foxborough,-,1,943,795,"1,778",,,,
Foxborough,-,2,"1,030","1,065","2,132",,,,
Foxborough,-,3,969,"1,009","2,029",,,,
Foxborough,-,4,999,986,"2,012",,,,
Foxborough,-,5,846,962,"1,832",,,,
Framingham,-,1,"1,413",878,"2,336",,,,
Framingham,-,2,"1,413",820,"2,281",,,,
Framingham,-,3,"1,196",602,"1,842",,,,
Framingham,-,4,"1,361",826,"2,230",,,,
Framingham,-,5,"1,326",733,"2,105",,,,
Framingham,-,6,"1,345",773,"2,155",,,,
Framingham,-,7,"1,171",654,"1,855",,,,
Framingham,-,8,"1,328",540,"1,900",,,,
Framingham,-,9,924,450,"1,396",,,,
Framingham,-,10,752,290,"1,071",,,,
Framingham,-,11,"1,389",857,"2,300",,,,
Framingham,-,12,685,321,"1,036",,,,
Framingham,-,13,"1,020",395,"1,447",,,,
Framingham,-,14,720,200,944,,,,
Framingham,-,15,760,234,"1,016",,,,
Framingham,-,16,452,118,586,,,,
Framingham,-,17,583,62,651,,,,
Framingham,-,18,661,225,912,,,,
Franklin,-,1,"1,068",996,"2,104",,,,
Franklin,-,2,988,922,"1,962",,,,
Franklin,-,3,"1,127",984,"2,155",,,,
Franklin,-,4,"1,041","1,251","2,339",,,,
Franklin,-,5,"1,163","1,105","2,308",,,,
Franklin,-,6,"1,103",854,"2,008",,,,
Franklin,-,7,"1,128","1,258","2,427",,,,
Franklin,-,8,998,"1,196","2,243",,,,
Freetown,-,1,728,798,"1,565",,,,
Freetown,-,2,851,687,"1,583",,,,
Freetown,-,3,739,762,"1,553",,,,
Gardner,1,A,607,462,"1,094",,,,
Gardner,1,B,204,214,431,,,,
Gardner,2,A,536,334,889,,,,
Gardner,2,B,526,452,"1,013",,,,
Gardner,3,A,471,262,762,,,,
Gardner,3,B,581,388,999,,,,
Gardner,4,A,485,306,820,,,,
Gardner,4,B,358,181,548,,,,
Gardner,5,A,399,277,703,,,,
Gardner,5,B,532,455,"1,020",,,,
Georgetown,-,1,872,937,"1,832",,,,
Georgetown,-,2,719,853,"1,615",,,,
Georgetown,-,3,682,789,"1,500",,,,
Gill,-,1,653,213,900,,,,
Gloucester,1,1,"1,140",669,"1,845",,,,
Gloucester,1,2,948,536,"1,518",,,,
Gloucester,2,1,770,371,"1,177",,,,
Gloucester,2,2,835,311,"1,176",,,,
Gloucester,3,1,880,399,"1,304",,,,
Gloucester,3,2,862,484,"1,381",,,,
Gloucester,4,1,998,623,"1,659",,,,
Gloucester,4,2,"1,292",624,"1,975",,,,
Gloucester,5,1,"1,038",759,"1,828",,,,
Gloucester,5,2,"1,017",759,"1,826",,,,
Goshen,-,1,395,198,616,,,,
Gosnold,-,1,49,36,87,,,,
Grafton,-,1,983,892,"1,927",,,,
Grafton,-,2,"1,002",925,"1,972",,,,
Grafton,-,3,944,875,"1,849",,,,
Grafton,-,4,846,725,"1,619",,,,
Grafton,-,5,"1,102","1,021","2,163",,,,
Granby,-,1,"1,043",777,"1,871",,,,
Granby,-,2,827,798,"1,660",,,,
Granville,-,1,377,502,900,,,,
Great Barrington,-,A,789,157,969,,,,
Great Barrington,-,B,751,169,944,,,,
Great Barrington,-,C,599,93,718,,,,
Great Barrington,-,D,789,178,990,,,,
Greenfield,-,1,625,230,894,,,,
Greenfield,-,2,792,350,"1,182",,,,
Greenfield,-,3,684,201,928,,,,
Greenfield,-,4,790,240,"1,066",,,,
Greenfield,-,5,811,185,"1,050",,,,
Greenfield,-,6,741,146,948,,,,
Greenfield,-,7,565,211,825,,,,
Greenfield,-,8,623,125,789,,,,
Greenfield,-,9,556,207,792,,,,
Groton,-,1,"1,143",958,"2,242",,,,
Groton,-,2,"1,034",969,"2,081",,,,
Groton,-,3,"1,052",887,"2,039",,,,
Groveland,-,1,908,"1,038","1,990",,,,
Groveland,-,2,924,"1,046","2,012",,,,
Hadley,-,1,"2,142",891,"3,130",,,,
Halifax,-,1,975,"1,056","2,075",,,,
Halifax,-,2,963,"1,015","2,029",,,,
Hamilton,-,1,828,785,"1,668",,,,
Hamilton,-,2,752,853,"1,635",,,,
Hamilton,-,3,609,585,"1,226",,,,
Hampden,-,1,"1,286","1,569","2,918",,,,
Hancock,-,1,228,142,383,,,,
Hanover,-,1,794,"1,208","2,028",,,,
Hanover,-,2,902,"1,223","2,156",,,,
Hanover,-,3,911,"1,153","2,107",,,,
Hanover,-,4,752,"1,327","2,105",,,,
Hanson,-,1,758,"1,030","1,817",,,,
Hanson,-,2,945,"1,054","2,037",,,,
Hanson,-,3,810,919,"1,771",,,,
Hardwick,-,1,710,560,"1,322",,,,
Harvard,-,1,"2,167","1,362","3,642",,,,
Harwich,-,1,"1,165",942,"2,148",,,,
Harwich,-,2,"1,121",929,"2,086",,,,
Harwich,-,3,"1,080",970,"2,091",,,,
Harwich,-,4,"1,049",781,"1,880",,,,
Hatfield,-,1,"1,362",638,"2,049",,,,
Haverhill,1,1,613,219,857,,,,
Haverhill,1,2,804,360,"1,190",,,,
Haverhill,1,3,714,401,"1,142",,,,
Haverhill,2,1,661,445,"1,142",,,,
Haverhill,2,2,667,592,"1,288",,,,
Haverhill,2,3,571,249,840,,,,
Haverhill,3,1,599,112,730,,,,
Haverhill,3,2,657,306,990,,,,
Haverhill,3,3,729,355,"1,109",,,,
Haverhill,4,1,762,777,"1,578",,,,
Haverhill,4,2,818,855,"1,710",,,,
Haverhill,4,3,824,756,"1,608",,,,
Haverhill,5,1,853,605,"1,496",,,,
Haverhill,5,2,778,801,"1,610",,,,
Haverhill,5,3,773,"1,009","1,804",,,,
Haverhill,6,1,754,566,"1,351",,,,
Haverhill,6,2,858,568,"1,465",,,,
Haverhill,6,3,852,728,"1,617",,,,
Haverhill,7,1,783,712,"1,532",,,,
Haverhill,7,2,761,587,"1,380",,,,
Haverhill,7,3,761,891,"1,684",,,,
Hawley,-,1,127,65,201,,,,
Heath,-,1,295,124,435,,,,
Hingham,-,1,"1,110","1,003","2,152",,,,
Hingham,-,2,"1,139","1,213","2,388",,,,
Hingham,-,3,"1,164","1,177","2,373",,,,
Hingham,-,4,"1,021","1,301","2,355",,,,
Hingham,-,5,716,951,"1,685",,,,
Hingham,-,5A,604,404,"1,010",,,,
Hingham,-,6,"1,049","1,200","2,288",,,,
Hinsdale,-,1,728,297,"1,067",,,,
Holbrook,-,1,794,560,"1,384",,,,
Holbrook,-,2,748,662,"1,439",,,,
Holbrook,-,3,722,655,"1,411",,,,
Holbrook,-,4,760,526,"1,312",,,,
Holden,-,1,978,"1,090","2,125",,,,
Holden,-,2,"1,038","1,012","2,091",,,,
Holden,-,3,984,"1,001","2,031",,,,
Holden,-,4,985,"1,067","2,086",,,,
Holden,-,5,"1,095","1,145","2,276",,,,
Holland,-,1,593,690,"1,334",,,,
Holliston,-,1,"1,204","1,040","2,299",,,,
Holliston,-,2,"1,257",857,"2,162",,,,
Holliston,-,3,"1,142",752,"1,927",,,,
Holliston,-,4,"1,034",862,"1,948",,,,
Holyoke,1,A,879,36,924,,,,
Holyoke,1,B,803,80,900,,,,
Holyoke,2,A,780,124,921,,,,
Holyoke,2,B,684,45,739,,,,
Holyoke,3,A,"1,055",213,"1,300",,,,
Holyoke,3,B,974,447,"1,455",,,,
Holyoke,4,A,665,68,746,,,,
Holyoke,4,B,845,148,"1,015",,,,
Holyoke,5,A,"1,034",734,"1,810",,,,
Holyoke,5,B,958,312,"1,290",,,,
Holyoke,6,A,897,241,"1,159",,,,
Holyoke,6,B,949,260,"1,254",,,,
Holyoke,7,A,954,588,"1,592",,,,
Holyoke,7,B,"1,059",360,"1,466",,,,
Hopedale,-,1,"1,701","1,536","3,314",,,,
Hopkinton,-,1,"1,059","1,065","2,158",,,,
Hopkinton,-,2,"1,065","1,081","2,193",,,,
Hopkinton,-,3,"1,058","1,093","2,185",,,,
Hopkinton,-,4,"1,026","1,097","2,167",,,,
Hubbardston,-,1,"1,160","1,381","2,631",,,,
Hudson,-,1,899,592,"1,526",,,,
Hudson,-,2,708,521,"1,263",,,,
Hudson,-,3,845,745,"1,633",,,,
Hudson,-,4,862,753,"1,662",,,,
Hudson,-,5,891,726,"1,649",,,,
Hudson,-,6,680,410,"1,121",,,,
Hudson,-,7,757,438,"1,226",,,,
Hull,-,1,"1,282",793,"2,120",,,,
Hull,-,2,"1,105",753,"1,889",,,,
Hull,-,3,"1,197",872,"2,102",,,,
Huntington,-,1,554,479,"1,113",,,,
Ipswich,-,1,"1,214",771,"2,028",,,,
Ipswich,-,2,"1,318",936,"2,308",,,,
Ipswich,-,3,885,"1,138","2,066",,,,
Ipswich,-,4,"1,047",913,"2,011",,,,
Kingston,-,1,853,799,"1,680",,,,
Kingston,-,2,761,"1,057","1,848",,,,
Kingston,-,3,751,"1,027","1,804",,,,
Kingston,-,4,814,843,"1,674",,,,
Lakeville,-,1,823,"1,003","1,890",,,,
Lakeville,-,2,782,"1,141","1,962",,,,
Lakeville,-,3,817,"1,168","2,049",,,,
Lancaster,-,1,829,950,"1,827",,,,
Lancaster,-,2,899,965,"1,916",,,,
Lanesborough,-,1,"1,144",430,"1,612",,,,
Lawrence,A,1,768,180,967,,,,
Lawrence,A,2,670,56,735,,,,
Lawrence,A,3,650,196,861,,,,
Lawrence,A,4,633,88,732,,,,
Lawrence,B,1,889,98,998,,,,
Lawrence,B,2,804,45,852,,,,
Lawrence,B,3,849,71,928,,,,
Lawrence,B,4,981,41,"1,041",,,,
Lawrence,C,1,699,61,764,,,,
Lawrence,C,2,804,212,"1,043",,,,
Lawrence,C,3,745,24,775,,,,
Lawrence,C,4,882,62,953,,,,
Lawrence,D,1,793,168,975,,,,
Lawrence,D,2,794,40,848,,,,
Lawrence,D,3,633,35,681,,,,
Lawrence,D,4,688,46,741,,,,
Lawrence,E,1,865,470,"1,356",,,,
Lawrence,E,2,796,457,"1,276",,,,
Lawrence,E,3,680,172,863,,,,
Lawrence,E,4,729,160,901,,,,
Lawrence,F,1,767,451,"1,241",,,,
Lawrence,F,2,719,94,823,,,,
Lawrence,F,3,705,95,810,,,,
Lawrence,F,4,735,140,888,,,,
Lee,-,1,"2,198",719,"3,000",,,,
Leicester,-,1,721,746,"1,504",,,,
Leicester,-,2,670,586,"1,298",,,,
Leicester,-,3,677,696,"1,407",,,,
Leicester,-,4,696,646,"1,386",,,,
Lenox,-,1,"2,318",675,"3,079",,,,
Leominster,1,A,703,824,"1,562",,,,
Leominster,1,B,758,721,"1,512",,,,
Leominster,1,C,590,462,"1,078",,,,
Leominster,2,A,570,305,899,,,,
Leominster,2,B,671,492,"1,185",,,,
Leominster,2,C,451,268,736,,,,
Leominster,3,A,592,397,"1,013",,,,
Leominster,3,B,682,729,"1,442",,,,
Leominster,3,C,769,754,"1,544",,,,
Leominster,4,A,726,849,"1,612",,,,
Leominster,4,B,650,790,"1,478",,,,
Leominster,4,C,577,424,"1,021",,,,
Leominster,5,A,651,482,"1,164",,,,
Leominster,5,B,791,677,"1,502",,,,
Leominster,5,C,611,378,"1,025",,,,
Leverett,-,1,"1,004",183,"1,242",,,,
Lexington,-,1,"1,204",525,"1,762",,,,
Lexington,-,2,"1,609",528,"2,197",,,,
Lexington,-,3,"1,294",471,"1,794",,,,
Lexington,-,4,"1,514",609,"2,174",,,,
Lexington,-,5,"1,455",683,"2,189",,,,
Lexington,-,6,"1,417",685,"2,135",,,,
Lexington,-,7,"1,477",589,"2,106",,,,
Lexington,-,8,"1,425",555,"2,027",,,,
Lexington,-,9,"1,355",648,"2,055",,,,
Leyden,-,1,339,115,463,,,,
Lincoln,-,1,"1,627",581,"2,246",,,,
Lincoln,-,2,986,493,"1,504",,,,
Littleton,-,1,985,823,"1,851",,,,
Littleton,-,2,"1,044",823,"1,917",,,,
Littleton,-,3,910,717,"1,673",,,,
Longmeadow,-,A,"1,061",866,"1,956",,,,
Longmeadow,-,B,899,770,"1,702",,,,
Longmeadow,-,C,997,971,"1,994",,,,
Longmeadow,-,D,933,"1,049","2,007",,,,
Longmeadow,-,E,970,874,"1,859",,,,
Lowell,1,1,710,200,928,,,,
Lowell,1,2,"1,033",920,"1,979",,,,
Lowell,1,3,978,744,"1,766",,,,
Lowell,2,1,518,132,675,,,,
Lowell,2,2,818,98,928,,,,
Lowell,2,3,850,229,"1,120",,,,
Lowell,3,1,618,275,919,,,,
Lowell,3,2,544,169,737,,,,
Lowell,3,3,576,200,789,,,,
Lowell,4,1,754,286,"1,066",,,,
Lowell,4,2,526,143,676,,,,
Lowell,4,3,623,156,796,,,,
Lowell,5,1,610,383,"1,012",,,,
Lowell,5,2,583,215,824,,,,
Lowell,5,3,671,455,"1,157",,,,
Lowell,6,1,721,506,"1,265",,,,
Lowell,6,2,919,558,"1,500",,,,
Lowell,6,3,831,500,"1,367",,,,
Lowell,7,1,538,203,771,,,,
Lowell,7,2,675,113,804,,,,
Lowell,7,3,449,144,611,,,,
Lowell,8,1,647,243,903,,,,
Lowell,8,2,697,357,"1,076",,,,
Lowell,8,3,993,627,"1,659",,,,
Lowell,9,1,674,327,"1,031",,,,
Lowell,9,2,794,448,"1,275",,,,
Lowell,9,3,636,358,"1,025",,,,
Lowell,10,1,713,286,"1,021",,,,
Lowell,10,2,506,101,616,,,,
Lowell,10,3,457,112,580,,,,
Lowell,11,1,646,284,951,,,,
Lowell,11,2,699,485,"1,224",,,,
Lowell,11,3,764,386,"1,175",,,,
Ludlow,-,1,"1,017",696,"1,754",,,,
Ludlow,-,2,742,491,"1,256",,,,
Ludlow,-,3,851,923,"1,809",,,,
Ludlow,-,4,999,655,"1,681",,,,
Ludlow,-,5,648,589,"1,263",,,,
Ludlow,-,6,983,941,"1,963",,,,
Lunenburg,-,A,701,843,"1,589",,,,
Lunenburg,-,B,682,626,"1,341",,,,
Lunenburg,-,C,678,822,"1,543",,,,
Lunenburg,-,D,690,749,"1,475",,,,
Lynn,1,1,968,841,"1,834",,,,
Lynn,1,2,"1,094",793,"1,928",,,,
Lynn,1,3,"1,006",593,"1,634",,,,
Lynn,1,4,966,516,"1,516",,,,
Lynn,2,1,"1,139",695,"1,868",,,,
Lynn,2,2,879,241,"1,132",,,,
Lynn,2,3,701,111,822,,,,
Lynn,2,4,681,163,855,,,,
Lynn,3,1,949,371,"1,349",,,,
Lynn,3,2,887,244,"1,154",,,,
Lynn,3,3,807,227,"1,066",,,,
Lynn,3,4,907,274,"1,210",,,,
Lynn,4,1,563,82,650,,,,
Lynn,4,2,624,89,729,,,,
Lynn,4,3,846,158,"1,022",,,,
Lynn,4,4,906,287,"1,228",,,,
Lynn,5,1,784,295,"1,096",,,,
Lynn,5,2,529,77,618,,,,
Lynn,5,3,567,64,639,,,,
Lynn,5,4,"1,004",312,"1,342",,,,
Lynn,6,1,692,215,938,,,,
Lynn,6,2,492,86,590,,,,
Lynn,6,3,761,186,966,,,,
Lynn,6,4,661,139,813,,,,
Lynn,7,1,"1,105",488,"1,618",,,,
Lynn,7,2,"1,030",402,"1,463",,,,
Lynn,7,3,755,251,"1,025",,,,
Lynn,7,4,821,312,"1,152",,,,
Lynnfield,-,1,738,"1,140","1,895",,,,
Lynnfield,-,2,653,929,"1,598",,,,
Lynnfield,-,3,742,"1,028","1,802",,,,
Lynnfield,-,4,643,"1,323","1,997",,,,
Malden,1,1,846,234,"1,108",,,,
Malden,1,2,985,348,"1,367",,,,
Malden,2,1,808,312,"1,140",,,,
Malden,2,2,905,461,"1,391",,,,
Malden,3,1,"1,030",388,"1,459",,,,
Malden,3,2,"1,228",545,"1,818",,,,
Malden,4,1,769,242,"1,042",,,,
Malden,4,2,656,180,865,,,,
Malden,5,1,"1,004",303,"1,336",,,,
Malden,5,2,"1,122",611,"1,779",,,,
Malden,6,1,"1,063",449,"1,537",,,,
Malden,6,2,"1,013",437,"1,479",,,,
Malden,7,1,900,179,"1,101",,,,
Malden,7,2,976,288,"1,286",,,,
Malden,8,1,987,435,"1,449",,,,
Malden,8,2,718,318,"1,048",,,,
Manchester-by-the-Sea,-,1,"1,926","1,559","3,543",,,,
Mansfield,-,1,966,"1,150","2,168",,,,
Mansfield,-,2,"1,016","1,033","2,104",,,,
Mansfield,-,3,995,"1,149","2,202",,,,
Mansfield,-,4,935,"1,068","2,060",,,,
Mansfield,-,5,970,730,"1,767",,,,
Mansfield,-,6,"1,050",740,"1,858",,,,
Marblehead,-,1,"1,210",922,"2,172",,,,
Marblehead,-,2,"1,268",877,"2,178",,,,
Marblehead,-,3,"1,166",797,"1,999",,,,
Marblehead,-,4,"1,096","1,074","2,204",,,,
Marblehead,-,5,"1,142",894,"2,064",,,,
Marblehead,-,6,"1,109",946,"2,087",,,,
Marion,-,1,"1,727","1,458","3,241",,,,
Marlborough,1,1,706,430,"1,165",,,,
Marlborough,1,2,844,791,"1,659",,,,
Marlborough,2,1,758,603,"1,388",,,,
Marlborough,2,2,693,450,"1,171",,,,
Marlborough,3,1,557,298,885,,,,
Marlborough,3,2,759,637,"1,428",,,,
Marlborough,4,1,457,270,740,,,,
Marlborough,4,2,813,695,"1,536",,,,
Marlborough,5,1,560,255,838,,,,
Marlborough,5,2,711,489,"1,235",,,,
Marlborough,6,1,568,362,958,,,,
Marlborough,6,2,850,668,"1,541",,,,
Marlborough,7,1,688,429,"1,138",,,,
Marlborough,7,2,623,493,"1,139",,,,
Marshfield,-,1,"1,102","1,027","2,168",,,,
Marshfield,-,2,"1,063","1,215","2,311",,,,
Marshfield,-,3,"1,093","1,017","2,146",,,,
Marshfield,-,4,952,"1,068","2,049",,,,
Marshfield,-,5,857,989,"1,884",,,,
Marshfield,-,6,"1,066","1,292","2,389",,,,
Marshfield,-,7,913,"1,266","2,208",,,,
Mashpee,-,1,961,833,"1,827",,,,
Mashpee,-,2,736,782,"1,552",,,,
Mashpee,-,3,737,672,"1,432",,,,
Mashpee,-,4,847,616,"1,490",,,,
Mashpee,-,5,854,"1,159","2,041",,,,
Mattapoisett,-,1,"2,041","1,855","4,078",,,,
Maynard,-,1,854,544,"1,444",,,,
Maynard,-,2,963,470,"1,474",,,,
Maynard,-,3,927,515,"1,477",,,,
Maynard,-,4,891,494,"1,422",,,,
Medfield,-,1,892,875,"1,811",,,,
Medfield,-,2,831,989,"1,850",,,,
Medfield,-,3,908,"1,054","2,002",,,,
Medfield,-,4,817,946,"1,807",,,,
Medford,1,1,"1,100",508,"1,642",,,,
Medford,1,2,"1,132",533,"1,711",,,,
Medford,2,1,"1,096",643,"1,786",,,,
Medford,2,2,"1,164",732,"1,943",,,,
Medford,3,1,"1,237",762,"2,046",,,,
Medford,3,2,"1,199",854,"2,092",,,,
Medford,4,1,"1,023",234,"1,296",,,,
Medford,4,2,"1,386",485,"1,936",,,,
Medford,5,1,"1,219",376,"1,655",,,,
Medford,5,2,"1,095",258,"1,395",,,,
Medford,6,1,"1,683",462,"2,188",,,,
Medford,6,2,"1,250",646,"1,947",,,,
Medford,7,1,822,247,"1,084",,,,
Medford,7,2,"1,019",486,"1,534",,,,
Medford,8,1,"1,286",639,"1,976",,,,
Medford,8,2,"1,163",494,"1,711",,,,
Medway,-,1,810,927,"1,758",,,,
Medway,-,2,943,830,"1,807",,,,
Medway,-,3,921,834,"1,802",,,,
Medway,-,4,953,935,"1,928",,,,
Melrose,1,1,771,447,"1,235",,,,
Melrose,1,2,721,380,"1,113",,,,
Melrose,2,1,696,522,"1,231",,,,
Melrose,2,2,687,432,"1,129",,,,
Melrose,3,1,742,396,"1,165",,,,
Melrose,3,2,655,356,"1,038",,,,
Melrose,4,1,630,329,984,,,,
Melrose,4,2,563,707,"1,295",,,,
Melrose,5,1,595,301,919,,,,
Melrose,5,2,691,368,"1,086",,,,
Melrose,6,1,654,351,"1,034",,,,
Melrose,6,2,648,495,"1,163",,,,
Melrose,7,1,654,433,"1,106",,,,
Melrose,7,2,661,454,"1,138",,,,
Mendon,-,1,"1,524","1,844","3,438",,,,
Merrimac,-,1,934,823,"1,808",,,,
Merrimac,-,2,913,837,"1,796",,,,
Methuen,-,1,905,836,"1,781",,,,
Methuen,-,2,892,175,"1,081",,,,
Methuen,-,3,932,785,"1,743",,,,
Methuen,-,4,936,759,"1,734",,,,
Methuen,-,5,947,518,"1,492",,,,
Methuen,-,6,957,746,"1,728",,,,
Methuen,-,7,"1,001",952,"1,979",,,,
Methuen,-,8,873,"1,305","2,218",,,,
Methuen,-,9,829,"1,146","2,010",,,,
Methuen,-,10,971,797,"1,797",,,,
Methuen,-,11,967,"1,191","2,206",,,,
