City/Town,Ward,Pct,Obama/ Biden,Romney/ Ryan,Total Votes Cast,,,,
Methuen,-,12,882,988,"1,903",,,,
Middleborough,-,1,"1,099","1,351","2,505",,,,
Middleborough,-,2,794,786,"1,629",,,,
Middleborough,-,3,889,"1,125","2,087",,,,
Middleborough,-,4,740,737,"1,532",,,,
Middleborough,-,5,892,"1,132","2,093",,,,
Middleborough,-,6,810,922,"1,780",,,,
Middlefield,-,1,202,77,294,,,,
Middleton,-,1,969,"1,344","2,355",,,,
Middleton,-,2,952,"1,314","2,301",,,,
Milford,-,1,709,411,"1,147",,,,
Milford,-,2,892,599,"1,520",,,,
Milford,-,3,747,681,"1,457",,,,
Milford,-,4,832,443,"1,315",,,,
Milford,-,5,"1,098","1,031","2,168",,,,
Milford,-,6,946,673,"1,650",,,,
Milford,-,7,895,892,"1,823",,,,
Milford,-,8,"1,040",789,"1,871",,,,
Millbury,-,1,811,722,"1,571",,,,
Millbury,-,2,912,"1,034","1,981",,,,
Millbury,-,3,881,832,"1,752",,,,
Millbury,-,4,807,675,"1,523",,,,
Millis,-,1,806,738,"1,580",,,,
Millis,-,2,815,720,"1,580",,,,
Millis,-,3,800,775,"1,615",,,,
Millville,-,1,717,813,"1,565",,,,
Milton,-,1,"1,290",267,"1,578",,,,
Milton,-,2,"1,247",425,"1,696",,,,
Milton,-,3,981,715,"1,719",,,,
Milton,-,4,"1,112",487,"1,635",,,,
Milton,-,5,757,574,"1,360",,,,
Milton,-,6,851,903,"1,787",,,,
Milton,-,7,823,716,"1,580",,,,
Milton,-,8,886,807,"1,715",,,,
Milton,-,9,742,977,"1,736",,,,
Milton,-,10,880,262,"1,161",,,,
Monroe,-,1,32,21,53,,,,
Monson,-,A,751,677,"1,460",,,,
Monson,-,B,668,678,"1,384",,,,
Monson,-,C,759,680,"1,470",,,,
Montague,-,1,724,170,946,,,,
Montague,-,2,539,152,724,,,,
Montague,-,3,512,164,694,,,,
Montague,-,4,538,176,739,,,,
Montague,-,5,420,55,492,,,,
Montague,-,6,481,156,658,,,,
Monterey,-,1,420,97,536,,,,
Montgomery,-,1,220,274,510,,,,
Mount Washington,-,1,83,19,110,,,,
Nahant,-,1,"1,374",898,"2,320",,,,
Nantucket,-,1,"3,830","2,187","6,145",,,,
Natick,-,1,940,381,"1,348",,,,
Natick,-,2,"1,126",692,"1,855",,,,
Natick,-,3,"1,218",732,"1,986",,,,
Natick,-,4,"1,121",576,"1,739",,,,
Natick,-,5,"1,149",816,"2,001",,,,
Natick,-,6,"1,145",719,"1,907",,,,
Natick,-,7,"1,251",640,"1,934",,,,
Natick,-,8,"1,197",612,"1,852",,,,
Natick,-,9,"1,248",677,"1,964",,,,
Natick,-,10,"1,290",947,"2,278",,,,
Needham,-,A,944,597,"1,572",,,,
Needham,-,B,"1,017",678,"1,746",,,,
Needham,-,C,"1,035",749,"1,839",,,,
Needham,-,D,"1,061",667,"1,756",,,,
Needham,-,E,"1,099",744,"1,873",,,,
Needham,-,F,"1,176",618,"1,824",,,,
Needham,-,G,896,562,"1,483",,,,
Needham,-,H,"1,045",749,"1,825",,,,
Needham,-,I,"1,139",633,"1,812",,,,
Needham,-,J,"1,040",617,"1,696",,,,
New Ashford,-,1,107,40,155,,,,
New Bedford,1,A,813,436,"1,279",,,,
New Bedford,1,B,806,346,"1,193",,,,
New Bedford,1,C,789,334,"1,149",,,,
New Bedford,1,D,733,431,"1,197",,,,
New Bedford,1,E,819,315,"1,150",,,,
New Bedford,1,F,805,388,"1,227",,,,
New Bedford,2,A,280,55,340,,,,
New Bedford,2,B,509,137,663,,,,
New Bedford,2,C,474,126,612,,,,
New Bedford,2,D,590,206,820,,,,
New Bedford,2,E,693,251,969,,,,
New Bedford,2,F,725,244,996,,,,
New Bedford,3,A,423,79,509,,,,
New Bedford,3,B,586,101,717,,,,
New Bedford,3,C,549,94,664,,,,
New Bedford,3,D,675,155,844,,,,
New Bedford,3,E,896,272,"1,201",,,,
New Bedford,3,F,854,306,"1,177",,,,
New Bedford,4,A,679,33,731,,,,
New Bedford,4,B,"1,017",119,"1,162",,,,
New Bedford,4,C,901,166,"1,095",,,,
New Bedford,4,D,720,151,908,,,,
New Bedford,4,E,674,200,902,,,,
New Bedford,4,F,820,109,948,,,,
New Bedford,5,A,588,133,734,,,,
New Bedford,5,B,818,190,"1,026",,,,
New Bedford,5,C,731,215,964,,,,
New Bedford,5,D,912,231,"1,185",,,,
New Bedford,5,E,985,446,"1,468",,,,
New Bedford,5,F,931,344,"1,301",,,,
New Bedford,6,A,766,294,"1,108",,,,
New Bedford,6,B,698,238,965,,,,
New Bedford,6,C,428,80,519,,,,
New Bedford,6,D,410,75,495,,,,
New Bedford,6,E,520,89,625,,,,
New Bedford,6,F,636,161,811,,,,
New Braintree,-,1,284,257,560,,,,
New Marlborough,-,1,573,240,842,,,,
New Salem,-,1,381,205,608,,,,
Newbury,-,1,"1,211",980,"2,245",,,,
Newbury,-,2,"1,080","1,124","2,236",,,,
Newburyport,1,P,270,191,466,,,,
Newburyport,1,1,970,462,"1,470",,,,
Newburyport,2,1,"1,300",499,"1,829",,,,
Newburyport,3,1,"1,187",611,"1,833",,,,
Newburyport,4,1,"1,222",744,"2,007",,,,
Newburyport,5,1,854,767,"1,659",,,,
Newburyport,6,1,991,789,"1,799",,,,
Newton,1,1,867,423,"1,327",,,,
Newton,1,2,"1,055",341,"1,432",,,,
Newton,1,3,"1,038",276,"1,350",,,,
Newton,1,4,815,501,"1,356",,,,
Newton,2,1,996,402,"1,431",,,,
Newton,2,2,817,260,"1,100",,,,
Newton,2,3,"1,275",356,"1,671",,,,
Newton,2,4,"1,277",346,"1,655",,,,
Newton,3,1,"1,071",446,"1,561",,,,
Newton,3,2,"1,098",386,"1,502",,,,
Newton,3,3,939,460,"1,448",,,,
Newton,3,4,978,444,"1,443",,,,
Newton,4,1,929,379,"1,333",,,,
Newton,4,2,974,253,"1,256",,,,
Newton,4,3,736,247,997,,,,
Newton,4,4,920,385,"1,338",,,,
Newton,5,1,923,351,"1,302",,,,
Newton,5,2,"1,131",263,"1,413",,,,
Newton,5,3,"1,331",418,"1,774",,,,
Newton,5,4,"1,340",407,"1,774",,,,
Newton,6,1,942,370,"1,353",,,,
Newton,6,2,"1,195",319,"1,537",,,,
Newton,6,3,"1,349",246,"1,627",,,,
Newton,6,4,"1,328",350,"1,724",,,,
Newton,7,1,916,460,"1,400",,,,
Newton,7,2,"1,249",501,"1,780",,,,
Newton,7,3,578,215,812,,,,
Newton,7,4,490,262,762,,,,
Newton,8,1,975,615,"1,626",,,,
Newton,8,2,876,651,"1,555",,,,
Newton,8,3,"1,043",507,"1,583",,,,
Newton,8,4,648,314,979,,,,
Norfolk,-,1,540,700,"1,263",,,,
Norfolk,-,2,"1,033","1,305","2,386",,,,
Norfolk,-,3,860,"1,198","2,092",,,,
N. Adams,1,1,886,255,"1,175",,,,
N. Adams,2,2,872,209,"1,123",,,,
N. Adams,3,3,786,168,"1,006",,,,
N. Adams,4,4,991,329,"1,348",,,,
N. Adams,5,5,930,191,"1,159",,,,
N. Andover,-,1,934,766,"1,721",,,,
N. Andover,-,2,"1,021",986,"2,054",,,,
N. Andover,-,3,969,894,"1,891",,,,
N. Andover,-,4,992,"1,165","2,193",,,,
N. Andover,-,5,657,729,"1,406",,,,
N. Andover,-,6,839,"1,352","2,227",,,,
N. Andover,-,7,873,956,"1,845",,,,
N. Andover,-,8,788,"1,197","2,006",,,,
N. Attleborough,-,1,653,550,"1,232",,,,
N. Attleborough,-,2,763,829,"1,641",,,,
N. Attleborough,-,3,659,"1,013","1,706",,,,
N. Attleborough,-,4,706,546,"1,303",,,,
N. Attleborough,-,5,723,690,"1,449",,,,
N. Attleborough,-,6,770,901,"1,713",,,,
N. Attleborough,-,7,889,"1,027","1,954",,,,
N. Attleborough,-,8,733,933,"1,691",,,,
N. Attleborough,-,9,755,870,"1,646",,,,
N. Brookfield,-,1,"1,051","1,273","2,386",,,,
N. Reading,-,1,928,"1,274","2,250",,,,
N. Reading,-,2,"1,013",998,"2,051",,,,
N. Reading,-,3,"1,017","1,148","2,219",,,,
N. Reading,-,4,"1,031","1,222","2,284",,,,
Northampton,1,A,759,98,927,,,,
Northampton,1,B,"1,108",223,"1,402",,,,
Northampton,2,A,"1,127",90,"1,278",,,,
Northampton,2,B,695,37,800,,,,
Northampton,3,A,"1,068",131,"1,316",,,,
Northampton,3,B,"1,000",101,"1,220",,,,
Northampton,4,A,833,69,970,,,,
Northampton,4,B,921,112,"1,115",,,,
Northampton,5,A,883,139,"1,083",,,,
Northampton,5,B,982,151,"1,204",,,,
Northampton,6,A,955,273,"1,279",,,,
Northampton,6,B,976,292,"1,320",,,,
Northampton,7,A,"1,006",222,"1,271",,,,
Northampton,7,B,946,244,"1,242",,,,
Northborough,-,1,"1,133",991,"2,171",,,,
Northborough,-,2,"1,066",908,"2,038",,,,
Northborough,-,3,"1,154",990,"2,198",,,,
Northborough,-,4,"1,045",990,"2,103",,,,
Northbridge,-,1,892,984,"1,926",,,,
Northbridge,-,2,909,963,"1,911",,,,
Northbridge,-,3,781,897,"1,728",,,,
Northbridge,-,4,863,"1,265","2,164",,,,
Northfield,-,1,"1,115",474,"1,638",,,,
Norton,-,1,960,"1,008","2,011",,,,
Norton,-,2,927,"1,034","2,008",,,,
Norton,-,3,"1,104",849,"1,990",,,,
Norton,-,4,928,964,"1,931",,,,
Norton,-,5,556,602,"1,189",,,,
Norwell,-,1,910,"1,124","2,078",,,,
Norwell,-,2,896,"1,291","2,210",,,,
Norwell,-,3,923,"1,273","2,222",,,,
Norwood,-,1,987,748,"1,776",,,,
Norwood,-,2,942,703,"1,671",,,,
Norwood,-,3,962,733,"1,734",,,,
Norwood,-,4,957,941,"1,941",,,,
Norwood,-,5,781,437,"1,246",,,,
Norwood,-,6,763,551,"1,346",,,,
Norwood,-,7,876,669,"1,577",,,,
Norwood,-,8,"1,078",696,"1,815",,,,
Norwood,-,9,889,911,"1,834",,,,
Oak Bluffs,-,1,"1,969",796,"2,808",,,,
Oakham,-,1,509,609,"1,152",,,,
Orange,-,1,867,660,"1,593",,,,
Orange,-,2,951,665,"1,676",,,,
Orleans,-,1,"2,530","1,943","4,548",,,,
Otis,-,1,489,312,834,,,,
Oxford,-,1,796,862,"1,691",,,,
Oxford,-,2,740,791,"1,572",,,,
Oxford,-,3,833,822,"1,696",,,,
Oxford,-,4,757,788,"1,584",,,,
Palmer,-,1,731,592,"1,359",,,,
Palmer,-,1A,95,78,181,,,,
Palmer,-,2,775,730,"1,554",,,,
Palmer,-,3,682,477,"1,195",,,,
Palmer,-,4,735,591,"1,377",,,,
Paxton,-,1,"1,124","1,362","2,560",,,,
Peabody,1,1,920,622,"1,575",,,,
Peabody,1,2,881,870,"1,780",,,,
Peabody,1,3,909,746,"1,675",,,,
Peabody,2,1,746,302,"1,066",,,,
Peabody,2,2,706,314,"1,053",,,,
Peabody,2,3,768,595,"1,403",,,,
Peabody,3,1,674,229,928,,,,
Peabody,3,2,831,380,"1,236",,,,
Peabody,3,3,833,546,"1,404",,,,
Peabody,4,1,912,629,"1,572",,,,
Peabody,4,2,720,611,"1,343",,,,
Peabody,4,3,468,351,835,,,,
Peabody,4,3A,766,564,"1,342",,,,
Peabody,5,1,912,810,"1,751",,,,
Peabody,5,2,767,647,"1,437",,,,
Peabody,5,3,777,696,"1,499",,,,
Peabody,6,1,803,944,"1,778",,,,
Peabody,6,2,828,884,"1,734",,,,
Peabody,6,3,806,882,"1,705",,,,
Pelham,-,1,728,132,894,,,,
Pembroke,-,1,972,"1,105","2,109",,,,
Pembroke,-,2,936,949,"1,920",,,,
Pembroke,-,3,964,945,"1,951",,,,
Pembroke,-,4,889,"1,010","1,936",,,,
Pembroke,-,5,822,"1,070","1,925",,,,
Pepperell,-,1,950,"1,157","2,158",,,,
Pepperell,-,2,"1,037","1,152","2,248",,,,
Pepperell,-,3,949,"1,117","2,122",,,,
Peru,-,1,324,136,475,,,,
Petersham,-,1,451,338,822,,,,
Phillipston,-,1,464,469,955,,,,
Pittsfield,1,A,906,227,"1,168",,,,
Pittsfield,1,B,"1,135",307,"1,467",,,,
Pittsfield,2,A,664,75,771,,,,
Pittsfield,2,B,"1,180",272,"1,481",,,,
Pittsfield,3,A,"1,298",319,"1,652",,,,
Pittsfield,3,B,"1,455",372,"1,878",,,,
Pittsfield,4,A,"1,262",397,"1,695",,,,
Pittsfield,4,B,"1,427",566,"2,033",,,,
Pittsfield,5,A,"1,108",217,"1,373",,,,
Pittsfield,5,B,"1,176",302,"1,515",,,,
Pittsfield,6,A,"1,209",316,"1,553",,,,
Pittsfield,6,B,799,217,"1,040",,,,
Pittsfield,7,A,816,182,"1,020",,,,
Pittsfield,7,B,"1,213",288,"1,537",,,,
Plainfield,-,1,287,83,392,,,,
Plainville,-,1,742,734,"1,521",,,,
Plainville,-,2,671,720,"1,426",,,,
Plainville,-,3,674,827,"1,541",,,,
Plymouth,-,1,864,593,"1,499",,,,
Plymouth,-,2,"1,094",817,"1,947",,,,
Plymouth,-,3,981,682,"1,702",,,,
Plymouth,-,4,975,802,"1,804",,,,
Plymouth,-,5,"1,056","1,127","2,208",,,,
Plymouth,-,6,"1,122",908,"2,066",,,,
Plymouth,-,7,"1,029",932,"2,004",,,,
Plymouth,-,8,"1,055","1,083","2,184",,,,
Plymouth,-,9,819,845,"1,701",,,,
Plymouth,-,10,676,660,"1,368",,,,
Plymouth,-,11,"1,140","1,176","2,357",,,,
Plymouth,-,12,955,"1,056","2,051",,,,
Plymouth,-,13,"1,061",955,"2,055",,,,
Plymouth,-,14,940,"1,085","2,055",,,,
Plymouth,-,15,"1,466","1,626","3,120",,,,
Plympton,-,1,780,930,"1,752",,,,
Princeton,-,1,"1,115","1,149","2,330",,,,
Provincetown,-,1,"2,121",210,"2,390",,,,
Quincy,1,1,785,464,"1,271",,,,
Quincy,1,2,758,303,"1,090",,,,
Quincy,1,3,890,497,"1,429",,,,
Quincy,1,4,927,774,"1,741",,,,
Quincy,1,5,"1,031",766,"1,848",,,,
Quincy,2,1,835,474,"1,354",,,,
Quincy,2,2,894,438,"1,364",,,,
Quincy,2,3,450,172,628,,,,
Quincy,2,3A,72,81,158,,,,
Quincy,2,4,716,358,"1,103",,,,
Quincy,2,5,895,486,"1,422",,,,
Quincy,3,1,942,550,"1,524",,,,
Quincy,3,2,841,486,"1,363",,,,
Quincy,3,3,663,317,"1,004",,,,
Quincy,3,4,897,693,"1,610",,,,
Quincy,3,5,708,310,"1,048",,,,
Quincy,4,1,802,478,"1,312",,,,
Quincy,4,2,930,620,"1,579",,,,
Quincy,4,3,840,749,"1,609",,,,
Quincy,4,4,777,299,"1,102",,,,
Quincy,4,5,824,408,"1,270",,,,
Quincy,5,1,810,364,"1,213",,,,
Quincy,5,2,837,388,"1,249",,,,
Quincy,5,3,923,534,"1,498",,,,
Quincy,5,4,751,498,"1,285",,,,
Quincy,5,5,881,590,"1,495",,,,
Quincy,6,1,822,435,"1,274",,,,
Quincy,6,2,636,310,968,,,,
Quincy,6,3,923,716,"1,669",,,,
Quincy,6,4,827,372,"1,233",,,,
Quincy,6,5,962,920,"1,921",,,,
Randolph,-,1,967,304,"1,287",,,,
Randolph,-,2,952,221,"1,183",,,,
Randolph,-,3,899,277,"1,185",,,,
Randolph,-,4,997,316,"1,331",,,,
Randolph,-,5,861,302,"1,179",,,,
Randolph,-,6,843,256,"1,113",,,,
Randolph,-,7,964,325,"1,302",,,,
Randolph,-,8,"1,055",258,"1,346",,,,
Randolph,-,9,983,223,"1,217",,,,
Randolph,-,10,990,337,"1,338",,,,
Randolph,-,11,990,358,"1,373",,,,
Randolph,-,12,940,375,"1,337",,,,
Raynham,-,1,699,810,"1,530",,,,
Raynham,-,1A,128,123,260,,,,
Raynham,-,2,683,819,"1,537",,,,
Raynham,-,2A,110,195,309,,,,
Raynham,-,3,792,882,"1,704",,,,
Raynham,-,4,810,829,"1,676",,,,
Reading,-,1,"1,008","1,076","2,122",,,,
Reading,-,2,984,776,"1,797",,,,
Reading,-,3,907,827,"1,755",,,,
Reading,-,4,927,866,"1,818",,,,
Reading,-,5,"1,014",703,"1,760",,,,
Reading,-,6,769,620,"1,411",,,,
Reading,-,7,"1,053",890,"1,977",,,,
Reading,-,8,853,925,"1,808",,,,
Rehoboth,-,1,897,"1,074","2,035",,,,
Rehoboth,-,2,"1,013","1,077","2,155",,,,
Rehoboth,-,3,"1,004","1,096","2,152",,,,
Revere,1,1,749,343,"1,123",,,,
Revere,1,2,643,271,941,,,,
Revere,1,3,648,282,962,,,,
Revere,2,1,512,165,691,,,,
Revere,2,2,495,161,677,,,,
Revere,2,3,283,45,335,,,,
Revere,2,3A,100,42,149,,,,
Revere,3,1,595,373,990,,,,
Revere,3,2,668,290,984,,,,
Revere,3,3,658,317,995,,,,
Revere,4,1,680,373,"1,073",,,,
Revere,4,2,664,297,980,,,,
Revere,4,3,752,436,"1,213",,,,
Revere,5,1,524,362,915,,,,
Revere,5,1A,355,204,574,,,,
Revere,5,2,323,178,512,,,,
Revere,5,2A,329,91,425,,,,
Revere,5,3,653,349,"1,022",,,,
Revere,6,1,675,535,"1,230",,,,
Revere,6,2,772,576,"1,382",,,,
Revere,6,3,587,231,841,,,,
Richmond,-,1,702,228,945,,,,
Rochester,-,1,"1,366","1,704","3,146",,,,
Rockland,-,1,813,686,"1,539",,,,
Rockland,-,2,865,756,"1,647",,,,
Rockland,-,3,629,496,"1,151",,,,
Rockland,-,4,746,571,"1,343",,,,
Rockland,-,5,819,733,"1,579",,,,
Rockland,-,6,725,809,"1,572",,,,
Rockport,-,1,806,409,"1,244",,,,
Rockport,-,2,994,542,"1,606",,,,
Rockport,-,3,"1,182",720,"1,924",,,,
Rowe,-,1,140,92,243,,,,
Rowley,-,1,"1,596","1,935","3,594",,,,
Royalston,-,1,225,170,408,,,,
Royalston,-,2,166,97,270,,,,
Russell,-,1,388,386,797,,,,
Rutland,-,1,653,791,"1,477",,,,
Rutland,-,2,659,843,"1,536",,,,
Rutland,-,3,763,698,"1,502",,,,
Salem,1,1,"1,179",482,"1,704",,,,
Salem,1,2,703,45,761,,,,
Salem,2,1,"1,160",400,"1,605",,,,
Salem,2,2,"1,288",383,"1,733",,,,
Salem,3,1,920,322,"1,268",,,,
Salem,3,2,881,462,"1,370",,,,
Salem,4,1,874,474,"1,375",,,,
Salem,4,2,839,603,"1,460",,,,
Salem,5,1,"1,081",431,"1,551",,,,
Salem,5,2,906,275,"1,216",,,,
Salem,6,1,"1,026",519,"1,604",,,,
Salem,6,2,854,408,"1,316",,,,
Salem,7,1,975,425,"1,444",,,,
Salem,7,2,919,496,"1,440",,,,
Salisbury,-,1,793,600,"1,432",,,,
Salisbury,-,2,810,690,"1,531",,,,
Salisbury,-,3,677,649,"1,351",,,,
Sandisfield,-,1,294,154,461,,,,
Sandwich,-,1,"1,242","1,043","2,314",,,,
Sandwich,-,2,"1,078","1,186","2,290",,,,
Sandwich,-,3,928,"1,084","2,048",,,,
Sandwich,-,4,956,"1,074","2,056",,,,
Sandwich,-,5,874,"1,051","1,957",,,,
Sandwich,-,6,767,"1,073","1,887",,,,
Saugus,-,1,719,579,"1,323",,,,
Saugus,-,2,710,585,"1,318",,,,
Saugus,-,3,714,626,"1,366",,,,
Saugus,-,4,609,653,"1,280",,,,
Saugus,-,5,706,775,"1,505",,,,
Saugus,-,6,727,589,"1,340",,,,
Saugus,-,7,650,815,"1,492",,,,
Saugus,-,8,767,635,"1,423",,,,
Saugus,-,9,723,764,"1,512",,,,
Saugus,-,10,665,569,"1,262",,,,
Savoy,-,1,241,103,359,,,,
Scituate,-,1,905,"1,020","1,969",,,,
Scituate,-,2,841,"1,042","1,918",,,,
Scituate,-,3,951,917,"1,890",,,,
Scituate,-,4,930,"1,031","1,989",,,,
Scituate,-,5,984,882,"1,904",,,,
Scituate,-,6,971,805,"1,813",,,,
Seekonk,-,1,917,842,"1,810",,,,
Seekonk,-,2,"1,020",953,"2,000",,,,
Seekonk,-,3,871,747,"1,662",,,,
Seekonk,-,4,980,848,"1,868",,,,
Sharon,-,1,"1,424",709,"2,177",,,,
Sharon,-,2,"1,189",765,"1,979",,,,
Sharon,-,3,"1,380",812,"2,224",,,,
Sharon,-,4,"1,430",678,"2,146",,,,
Sharon,-,5,"1,141",701,"1,872",,,,
Sheffield,-,1,"1,291",503,"1,842",,,,
Shelburne,-,1,873,226,"1,152",,,,
Sherborn,-,1,"1,452","1,182","2,689",,,,
Shirley,-,1,"1,554","1,483","3,146",,,,
Shrewsbury,-,1,"1,097","1,050","2,190",,,,
Shrewsbury,-,2,"1,012",730,"1,785",,,,
Shrewsbury,-,3,899,562,"1,490",,,,
Shrewsbury,-,4,933,754,"1,725",,,,
Shrewsbury,-,5,902,681,"1,610",,,,
Shrewsbury,-,6,"1,140",794,"1,973",,,,
Shrewsbury,-,7,995,"1,182","2,203",,,,
Shrewsbury,-,8,"1,079","1,055","2,156",,,,
Shrewsbury,-,9,726,571,"1,318",,,,
Shrewsbury,-,10,971,801,"1,804",,,,
Shutesbury,-,1,"1,028",156,"1,259",,,,
Somerset,-,1,"1,251",782,"2,085",,,,
Somerset,-,2,"1,281",849,"2,188",,,,
Somerset,-,3,"1,302",733,"2,084",,,,
Somerset,-,4,"1,184",665,"1,914",,,,
Somerset,-,5,"1,116",668,"1,835",,,,
Somerville,1,1,896,179,"1,121",,,,
Somerville,1,2,940,250,"1,251",,,,
Somerville,1,3,858,181,"1,095",,,,
Somerville,2,1,"1,352",133,"1,573",,,,
Somerville,2,2,"1,679",195,"2,005",,,,
Somerville,2,3,"1,518",215,"1,812",,,,
Somerville,3,1,"1,392",175,"1,657",,,,
Somerville,3,2,"1,468",257,"1,800",,,,
Somerville,3,3,"1,560",270,"1,946",,,,
Somerville,4,1,947,265,"1,247",,,,
Somerville,4,2,"1,043",193,"1,297",,,,
Somerville,4,3,"1,165",250,"1,490",,,,
Somerville,5,1,"1,418",292,"1,794",,,,
Somerville,5,2,"1,477",231,"1,805",,,,
Somerville,5,3,"1,725",263,"2,080",,,,
Somerville,6,1,"1,874",240,"2,227",,,,
Somerville,6,2,"1,731",242,"2,096",,,,
Somerville,6,3,"1,276",200,"1,563",,,,
Somerville,7,1,"1,701",288,"2,069",,,,
Somerville,7,2,"1,456",215,"1,752",,,,
Somerville,7,3,"1,377",351,"1,810",,,,
S. Hadley,-,A,"1,146",553,"1,753",,,,
S. Hadley,-,B,"1,121",721,"1,874",,,,
S. Hadley,-,C,"1,135",857,"2,032",,,,
S. Hadley,-,D,880,378,"1,295",,,,
S. Hadley,-,E,"1,155",764,"1,965",,,,
Southampton,-,1,"1,866","1,590","3,556",,,,
Southborough,-,1,"1,059",986,"2,080",,,,
Southborough,-,2,907,930,"1,879",,,,
Southborough,-,3,990,875,"1,908",,,,
Southbridge,-,1,880,455,"1,375",,,,
Southbridge,-,2,810,330,"1,161",,,,
Southbridge,-,3,859,530,"1,423",,,,
Southbridge,-,4,950,749,"1,736",,,,
Southbridge,-,5,785,231,"1,038",,,,
Southwick,-,1,685,"1,113","1,852",,,,
Southwick,-,2,643,763,"1,439",,,,
Southwick,-,3,722,896,"1,647",,,,
Spencer,-,1,659,690,"1,389",,,,
Spencer,-,2,586,602,"1,224",,,,
Spencer,-,3,673,752,"1,483",,,,
Spencer,-,4,699,741,"1,479",,,,
Springfield,1,A,779,9,799,,,,
Springfield,1,B,747,30,790,,,,
Springfield,1,C,560,30,611,,,,
Springfield,1,D,614,50,678,,,,
Springfield,1,E,765,40,819,,,,
Springfield,1,F,607,39,662,,,,
Springfield,1,G,682,69,768,,,,
Springfield,1,H,639,56,711,,,,
Springfield,2,A,640,78,737,,,,
Springfield,2,B,839,222,"1,081",,,,
Springfield,2,C,730,114,872,,,,
Springfield,2,D,727,190,954,,,,
Springfield,2,E,731,230,998,,,,
Springfield,2,F,775,151,948,,,,
Springfield,2,G,818,283,"1,128",,,,
Springfield,2,H,738,210,967,,,,
Springfield,3,A,617,69,709,,,,
Springfield,3,B,562,36,620,,,,
Springfield,3,C,463,47,519,,,,
Springfield,3,D,571,29,612,,,,
Springfield,3,E,504,41,554,,,,
Springfield,3,F,513,91,613,,,,
Springfield,3,G,465,48,527,,,,
Springfield,3,H,567,79,668,,,,
Springfield,4,A,801,73,886,,,,
Springfield,4,B,875,36,921,,,,
Springfield,4,C,700,12,724,,,,
Springfield,4,D,718,25,749,,,,
Springfield,4,E,703,21,739,,,,
Springfield,4,F,257,29,294,,,,
Springfield,4,G,872,42,925,,,,
Springfield,4,H,761,18,787,,,,
Springfield,5,A,759,63,843,,,,
Springfield,5,B,812,146,981,,,,
Springfield,5,C,710,199,919,,,,
Springfield,5,D,765,366,"1,168",,,,
Springfield,5,E,929,178,"1,130",,,,
Springfield,5,F,779,214,"1,027",,,,
Springfield,5,G,750,421,"1,201",,,,
Springfield,5,H,656,306,983,,,,
Springfield,6,A,605,133,761,,,,
Springfield,6,B,688,262,985,,,,
Springfield,6,C,676,228,932,,,,
Springfield,6,D,738,400,"1,165",,,,
Springfield,6,E,588,120,736,,,,
Springfield,6,F,600,111,735,,,,
Springfield,6,G,615,180,816,,,,
Springfield,6,H,699,347,"1,086",,,,
Springfield,7,A,697,358,"1,079",,,,
Springfield,7,B,812,479,"1,334",,,,
Springfield,7,C,781,450,"1,264",,,,
Springfield,7,D,718,369,"1,132",,,,
Springfield,7,E,728,174,921,,,,
Springfield,7,F,781,487,"1,287",,,,
Springfield,7,G,793,515,"1,343",,,,
Springfield,7,H,397,196,603,,,,
Springfield,8,A,706,238,964,,,,
Springfield,8,B,737,164,916,,,,
Springfield,8,C,836,124,970,,,,
Springfield,8,D,499,81,599,,,,
Springfield,8,E,500,154,690,,,,
Springfield,8,F,688,200,914,,,,
Springfield,8,G,730,237,996,,,,
Springfield,8,H,757,118,893,,,,
Sterling,-,1,"1,047","1,317","2,428",,,,
Sterling,-,2,"1,003","1,362","2,415",,,,
Stockbridge,-,1,945,226,"1,217",,,,
Stoneham,-,1,988,659,"1,677",,,,
Stoneham,-,2,"1,068",749,"1,845",,,,
Stoneham,-,3,"1,063",889,"1,988",,,,
Stoneham,-,4,836,803,"1,666",,,,
Stoneham,-,5,900,936,"1,873",,,,
Stoneham,-,6,918,826,"1,775",,,,
Stoneham,-,7,923,747,"1,701",,,,
Stoughton,-,1,"1,147",706,"1,889",,,,
Stoughton,-,2,997,705,"1,741",,,,
Stoughton,-,3,991,707,"1,730",,,,
Stoughton,-,4,"1,055","1,010","2,103",,,,
Stoughton,-,5,906,588,"1,519",,,,
Stoughton,-,6,"1,263",837,"2,132",,,,
Stoughton,-,7,958,586,"1,583",,,,
Stoughton,-,8,802,455,"1,292",,,,
Stow,-,1,"1,216","1,020","2,287",,,,
Stow,-,2,"1,138",815,"2,001",,,,
Sturbridge,-,1,870,810,"1,729",,,,
Sturbridge,-,2,837,977,"1,864",,,,
Sturbridge,-,3,827,837,"1,705",,,,
Sudbury,-,1,898,715,"1,629",,,,
Sudbury,-,1A,299,315,622,,,,
Sudbury,-,2,"1,211",801,"2,044",,,,
Sudbury,-,3,"1,199",917,"2,144",,,,
Sudbury,-,4,"1,296",798,"2,135",,,,
Sudbury,-,5,"1,230",841,"2,105",,,,
Sunderland,-,1,"1,366",404,"1,877",,,,
Sutton,-,1,766,"1,126","1,934",,,,
Sutton,-,2,707,"1,018","1,771",,,,
Sutton,-,3,716,953,"1,697",,,,
Swampscott,-,1,760,522,"1,312",,,,
Swampscott,-,2,847,512,"1,390",,,,
Swampscott,-,3,804,408,"1,238",,,,
Swampscott,-,4,858,549,"1,426",,,,
Swampscott,-,5,799,559,"1,384",,,,
