City/Town,Ward,Pct,Clinton/ Kaine,Trump/ Pence,Total Votes Cast,,,,,,,,,
Pepperell,-,1,965,"1,053","2,299",,,,,,,,,
Pepperell,-,2,"1,023","1,008","2,318",,,,,,,,,
Pepperell,-,3,944,"1,037","2,229",,,,,,,,,
Peru,-,1,255,207,519,,,,,,,,,
Petersham,-,1,417,312,827,,,,,,,,,
Phillipston,-,1,374,550,"1,030",,,,,,,,,
Pittsfield,1,A,789,309,"1,202",,,,,,,,,
Pittsfield,1,B,980,366,"1,475",,,,,,,,,
Pittsfield,2,A,617,143,856,,,,,,,,,
Pittsfield,2,B,"1,048",370,"1,534",,,,,,,,,
Pittsfield,3,A,"1,233",326,"1,696",,,,,,,,,
Pittsfield,3,B,"1,248",414,"1,824",,,,,,,,,
Pittsfield,4,A,"1,162",402,"1,722",,,,,,,,,
Pittsfield,4,B,"1,342",528,"2,026",,,,,,,,,
Pittsfield,5,A,959,273,"1,362",,,,,,,,,
Pittsfield,5,B,"1,030",414,"1,588",,,,,,,,,
Pittsfield,6,A,"1,115",328,"1,567",,,,,,,,,
Pittsfield,6,B,713,253,"1,057",,,,,,,,,
Pittsfield,7,A,658,226,997,,,,,,,,,
Pittsfield,7,B,"1,013",419,"1,572",,,,,,,,,
Plainfield,-,1,263,107,419,,,,,,,,,
Plainville,-,1,797,735,"1,715",,,,,,,,,
Plainville,-,2,710,708,"1,589",,,,,,,,,
Plainville,-,3,709,780,"1,680",,,,,,,,,
Plymouth,-,1,839,643,"1,630",,,,,,,,,
Plymouth,-,2,"1,040",879,"2,125",,,,,,,,,
Plymouth,-,3,981,635,"1,806",,,,,,,,,
Plymouth,-,4,"1,064",769,"2,000",,,,,,,,,
Plymouth,-,5,"1,042","1,073","2,315",,,,,,,,,
Plymouth,-,6,"1,102",944,"2,266",,,,,,,,,
Plymouth,-,7,"1,005",953,"2,172",,,,,,,,,
Plymouth,-,8,"1,045","1,052","2,326",,,,,,,,,
Plymouth,-,9,764,903,"1,888",,,,,,,,,
Plymouth,-,10,677,661,"1,475",,,,,,,,,
Plymouth,-,11,"1,126","1,111","2,448",,,,,,,,,
Plymouth,-,12,963,"1,048","2,206",,,,,,,,,
Plymouth,-,13,"1,017",982,"2,172",,,,,,,,,
Plymouth,-,14,887,"1,069","2,191",,,,,,,,,
Plymouth,-,15,"2,050","1,587","4,003",,,,,,,,,
Plympton,-,1,727,883,"1,808",,,,,,,,,
Princeton,-,1,"1,183",898,"2,345",,,,,,,,,
Provincetown,-,1,"2,082",208,"2,399",,,,,,,,,
Quincy,1,1,883,439,"1,430",,,,,,,,,
Quincy,1,2,743,335,"1,154",,,,,,,,,
Quincy,1,3,912,396,"1,439",,,,,,,,,
Quincy,1,4,907,745,"1,808",,,,,,,,,
Quincy,1,5,978,772,"1,918",,,,,,,,,
Quincy,2,1,872,496,"1,494",,,,,,,,,
Quincy,2,2,812,362,"1,262",,,,,,,,,
Quincy,2,3,398,173,611,,,,,,,,,
Quincy,2,3A,146,135,308,,,,,,,,,
Quincy,2,4,778,351,"1,231",,,,,,,,,
Quincy,2,5,886,483,"1,489",,,,,,,,,
Quincy,3,1,977,493,"1,625",,,,,,,,,
Quincy,3,2,910,375,"1,415",,,,,,,,,
Quincy,3,3,642,257,969,,,,,,,,,
Quincy,3,4,905,613,"1,630",,,,,,,,,
Quincy,3,5,658,227,963,,,,,,,,,
Quincy,4,1,954,433,"1,487",,,,,,,,,
Quincy,4,2,980,587,"1,687",,,,,,,,,
Quincy,4,3,909,632,"1,643",,,,,,,,,
Quincy,4,4,807,271,"1,173",,,,,,,,,
Quincy,4,5,818,404,"1,334",,,,,,,,,
Quincy,5,1,855,333,"1,307",,,,,,,,,
Quincy,5,2,868,337,"1,290",,,,,,,,,
Quincy,5,3,920,441,"1,486",,,,,,,,,
Quincy,5,4,758,401,"1,283",,,,,,,,,
Quincy,5,5,900,482,"1,512",,,,,,,,,
Quincy,6,1,817,373,"1,292",,,,,,,,,
Quincy,6,2,624,259,975,,,,,,,,,
Quincy,6,3,"1,013",561,"1,703",,,,,,,,,
Quincy,6,4,827,330,"1,267",,,,,,,,,
Quincy,6,5,"1,020",825,"2,007",,,,,,,,,
Randolph,-,1,974,263,"1,299",,,,,,,,,
Randolph,-,2,930,158,"1,143",,,,,,,,,
Randolph,-,3,907,244,"1,213",,,,,,,,,
Randolph,-,4,988,289,"1,347",,,,,,,,,
Randolph,-,5,822,286,"1,180",,,,,,,,,
Randolph,-,6,908,235,"1,191",,,,,,,,,
Randolph,-,7,958,272,"1,297",,,,,,,,,
Randolph,-,8,"1,070",196,"1,339",,,,,,,,,
Randolph,-,9,"1,051",203,"1,315",,,,,,,,,
Randolph,-,10,990,284,"1,330",,,,,,,,,
Randolph,-,11,957,348,"1,388",,,,,,,,,
Randolph,-,12,954,320,"1,364",,,,,,,,,
Raynham,-,1,762,821,"1,738",,,,,,,,,
Raynham,-,1A,105,121,254,,,,,,,,,
Raynham,-,2,710,862,"1,698",,,,,,,,,
Raynham,-,2A,113,187,331,,,,,,,,,
Raynham,-,3,818,969,"1,967",,,,,,,,,
Raynham,-,4,819,846,"1,826",,,,,,,,,
Reading,-,1,"1,173",811,"2,154",,,,,,,,,
Reading,-,2,"1,051",655,"1,870",,,,,,,,,
Reading,-,3,"1,189",810,"2,188",,,,,,,,,
Reading,-,4,"1,121",617,"1,910",,,,,,,,,
Reading,-,5,"1,192",544,"1,915",,,,,,,,,
Reading,-,6,893,555,"1,578",,,,,,,,,
Reading,-,7,"1,167",666,"2,022",,,,,,,,,
Reading,-,8,"1,062",715,"1,968",,,,,,,,,
Rehoboth,-,1,879,"1,173","2,268",,,,,,,,,
Rehoboth,-,2,918,"1,180","2,308",,,,,,,,,
Rehoboth,-,3,987,"1,221","2,401",,,,,,,,,
Revere,1,1,763,357,"1,218",,,,,,,,,
Revere,1,2,678,323,"1,071",,,,,,,,,
Revere,1,3,693,314,"1,093",,,,,,,,,
Revere,2,1,622,188,863,,,,,,,,,
Revere,2,2,575,201,820,,,,,,,,,
Revere,2,3,340,58,418,,,,,,,,,
Revere,2,3A,120,43,174,,,,,,,,,
Revere,3,1,662,423,"1,138",,,,,,,,,
Revere,3,2,694,350,"1,114",,,,,,,,,
Revere,3,3,676,406,"1,137",,,,,,,,,
Revere,4,1,698,436,"1,202",,,,,,,,,
Revere,4,2,659,351,"1,084",,,,,,,,,
Revere,4,3,699,471,"1,231",,,,,,,,,
Revere,5,1,512,413,986,,,,,,,,,
Revere,5,1A,338,227,596,,,,,,,,,
Revere,5,2,319,203,564,,,,,,,,,
Revere,5,2A,350,122,501,,,,,,,,,
Revere,5,3,688,403,"1,152",,,,,,,,,
Revere,6,1,632,664,"1,378",,,,,,,,,
Revere,6,2,656,684,"1,409",,,,,,,,,
Revere,6,3,590,258,932,,,,,,,,,
Richmond,-,1,706,218,"1,005",,,,,,,,,
Rochester,-,1,"1,368","1,743","3,434",,,,,,,,,
Rockland,-,1,811,753,"1,718",,,,,,,,,
Rockland,-,2,852,829,"1,812",,,,,,,,,
Rockland,-,3,583,515,"1,217",,,,,,,,,
Rockland,-,4,672,633,"1,437",,,,,,,,,
Rockland,-,5,705,774,"1,630",,,,,,,,,
Rockland,-,6,780,809,"1,747",,,,,,,,,
Rockport,-,1,773,338,"1,227",,,,,,,,,
Rockport,-,2,"1,103",464,"1,723",,,,,,,,,
Rockport,-,3,"1,246",569,"2,026",,,,,,,,,
Rowe,-,1,122,99,241,,,,,,,,,
Rowley,-,1,"1,679","1,809","3,905",,,,,,,,,
Royalston,-,1,193,179,414,,,,,,,,,
Royalston,-,2,121,142,288,,,,,,,,,
Russell,-,1,278,480,848,,,,,,,,,
Rutland,-,1,624,778,"1,578",,,,,,,,,
Rutland,-,2,693,844,"1,740",,,,,,,,,
Rutland,-,3,705,722,"1,630",,,,,,,,,
Salem,1,1,"1,270",468,"1,905",,,,,,,,,
Salem,1,2,836,83,970,,,,,,,,,
Salem,2,1,"1,332",350,"1,861",,,,,,,,,
Salem,2,2,"1,428",298,"1,908",,,,,,,,,
Salem,3,1,939,329,"1,383",,,,,,,,,
Salem,3,2,902,476,"1,467",,,,,,,,,
Salem,4,1,941,503,"1,561",,,,,,,,,
Salem,4,2,890,590,"1,598",,,,,,,,,
Salem,5,1,"1,145",392,"1,675",,,,,,,,,
Salem,5,2,"1,066",277,"1,457",,,,,,,,,
Salem,6,1,"1,102",459,"1,718",,,,,,,,,
Salem,6,2,972,402,"1,508",,,,,,,,,
Salem,7,1,"1,067",366,"1,558",,,,,,,,,
Salem,7,2,"1,060",465,"1,614",,,,,,,,,
Salisbury,-,1,825,740,"1,726",,,,,,,,,
Salisbury,-,2,726,726,"1,607",,,,,,,,,
Salisbury,-,3,547,783,"1,477",,,,,,,,,
Sandisfield,-,1,254,190,488,,,,,,,,,
Sandwich,-,1,"1,247",988,"2,415",,,,,,,,,
Sandwich,-,2,"1,160",990,"2,337",,,,,,,,,
Sandwich,-,3,967,937,"2,076",,,,,,,,,
Sandwich,-,4,946,"1,011","2,122",,,,,,,,,
Sandwich,-,5,899,936,"2,025",,,,,,,,,
Sandwich,-,6,798,984,"1,948",,,,,,,,,
Saugus,-,1,631,642,"1,382",,,,,,,,,
Saugus,-,2,658,662,"1,427",,,,,,,,,
Saugus,-,3,643,671,"1,439",,,,,,,,,
Saugus,-,4,565,650,"1,307",,,,,,,,,
Saugus,-,5,615,897,"1,623",,,,,,,,,
Saugus,-,6,677,700,"1,485",,,,,,,,,
Saugus,-,7,613,898,"1,617",,,,,,,,,
Saugus,-,8,673,712,"1,484",,,,,,,,,
Saugus,-,9,681,838,"1,611",,,,,,,,,
Saugus,-,10,629,635,"1,343",,,,,,,,,
Savoy,-,1,184,163,401,,,,,,,,,
Scituate,-,1,"1,064",827,"2,104",,,,,,,,,
Scituate,-,2,"1,054",764,"2,009",,,,,,,,,
Scituate,-,3,"1,132",689,"2,008",,,,,,,,,
Scituate,-,4,"1,065",812,"2,059",,,,,,,,,
Scituate,-,5,"1,119",653,"1,975",,,,,,,,,
Scituate,-,6,"1,078",712,"1,960",,,,,,,,,
Seekonk,-,1,823,932,"1,910",,,,,,,,,
Seekonk,-,2,"1,018",963,"2,168",,,,,,,,,
Seekonk,-,3,907,846,"1,884",,,,,,,,,
Seekonk,-,4,915,831,"1,915",,,,,,,,,
Sharon,-,1,"1,557",438,"2,184",,,,,,,,,
Sharon,-,2,"1,374",504,"2,011",,,,,,,,,
Sharon,-,3,"1,535",512,"2,263",,,,,,,,,
Sharon,-,4,"1,480",449,"2,097",,,,,,,,,
Sharon,-,5,"1,273",544,"1,973",,,,,,,,,
Sheffield,-,1,"1,242",530,"1,942",,,,,,,,,
Shelburne,-,1,821,230,"1,197",,,,,,,,,
Sherborn,-,1,"1,766",617,"2,723",,,,,,,,,
Shirley,-,1,"1,637","1,432","3,450",,,,,,,,,
Shrewsbury,-,1,"1,214",885,"2,339",,,,,,,,,
Shrewsbury,-,2,967,639,"1,739",,,,,,,,,
Shrewsbury,-,3,838,586,"1,569",,,,,,,,,
Shrewsbury,-,4,"1,007",702,"1,874",,,,,,,,,
Shrewsbury,-,5,999,532,"1,692",,,,,,,,,
Shrewsbury,-,6,"1,131",692,"1,998",,,,,,,,,
Shrewsbury,-,7,"1,234",860,"2,361",,,,,,,,,
Shrewsbury,-,8,"1,262",808,"2,288",,,,,,,,,
Shrewsbury,-,9,875,454,"1,423",,,,,,,,,
Shrewsbury,-,10,"1,093",650,"1,924",,,,,,,,,
Shutesbury,-,1,980,142,"1,282",,,,,,,,,
Somerset,-,1,993,958,"2,112",,,,,,,,,
Somerset,-,2,"1,070",972,"2,216",,,,,,,,,
Somerset,-,3,"1,076",912,"2,147",,,,,,,,,
Somerset,-,4,903,855,"1,910",,,,,,,,,
Somerset,-,5,859,869,"1,892",,,,,,,,,
Somerville,1,1,"1,032",199,"1,333",,,,,,,,,
Somerville,1,2,"1,318",293,"1,750",,,,,,,,,
Somerville,1,3,"1,041",193,"1,327",,,,,,,,,
Somerville,2,1,"1,617",133,"1,882",,,,,,,,,
Somerville,2,2,"1,915",147,"2,230",,,,,,,,,
Somerville,2,3,"1,797",176,"2,151",,,,,,,,,
Somerville,3,1,"1,598",163,"1,883",,,,,,,,,
Somerville,3,2,"1,652",202,"1,999",,,,,,,,,
Somerville,3,3,"1,903",175,"2,255",,,,,,,,,
Somerville,4,1,"1,054",231,"1,369",,,,,,,,,
Somerville,4,2,"1,243",190,"1,560",,,,,,,,,
Somerville,4,3,"1,432",233,"1,802",,,,,,,,,
Somerville,5,1,"1,643",260,"2,069",,,,,,,,,
Somerville,5,2,"1,956",227,"2,353",,,,,,,,,
Somerville,5,3,"2,000",182,"2,358",,,,,,,,,
Somerville,6,1,"2,183",159,"2,527",,,,,,,,,
Somerville,6,2,"2,012",179,"2,373",,,,,,,,,
Somerville,6,3,"1,270",120,"1,496",,,,,,,,,
Somerville,7,1,"1,974",203,"2,335",,,,,,,,,
Somerville,7,2,"1,535",171,"1,831",,,,,,,,,
Somerville,7,3,"1,565",292,"1,991",,,,,,,,,
S. Hadley,-,A,"1,053",645,"1,904",,,,,,,,,
S. Hadley,-,B,"1,161",715,"2,041",,,,,,,,,
S. Hadley,-,C,"1,016",815,"2,041",,,,,,,,,
S. Hadley,-,D,812,344,"1,266",,,,,,,,,
S. Hadley,-,E,"1,166",735,"2,086",,,,,,,,,
Southampton,-,1,"1,744","1,692","3,841",,,,,,,,,
Southborough,-,1,"1,236",653,"2,113",,,,,,,,,
Southborough,-,2,"1,128",615,"1,963",,,,,,,,,
Southborough,-,3,"1,166",630,"2,007",,,,,,,,,
Southbridge,-,1,769,510,"1,427",,,,,,,,,
Southbridge,-,2,722,411,"1,249",,,,,,,,,
Southbridge,-,3,685,600,"1,407",,,,,,,,,
Southbridge,-,4,811,764,"1,768",,,,,,,,,
Southbridge,-,5,727,301,"1,130",,,,,,,,,
Southwick,-,1,644,"1,150","1,975",,,,,,,,,
Southwick,-,2,548,866,"1,577",,,,,,,,,
Southwick,-,3,667,945,"1,775",,,,,,,,,
Spencer,-,1,593,748,"1,468",,,,,,,,,
Spencer,-,2,517,670,"1,322",,,,,,,,,
Spencer,-,3,542,859,"1,555",,,,,,,,,
Spencer,-,4,613,768,"1,530",,,,,,,,,
Springfield,1,A,664,25,717,,,,,,,,,
Springfield,1,B,686,62,781,,,,,,,,,
Springfield,1,C,550,47,630,,,,,,,,,
Springfield,1,D,626,49,702,,,,,,,,,
Springfield,1,E,694,62,787,,,,,,,,,
Springfield,1,F,613,44,688,,,,,,,,,
Springfield,1,G,674,69,793,,,,,,,,,
Springfield,1,H,676,62,774,,,,,,,,,
Springfield,2,A,577,105,712,,,,,,,,,
Springfield,2,B,816,222,"1,105",,,,,,,,,
Springfield,2,C,532,127,720,,,,,,,,,
Springfield,2,D,718,224,"1,006",,,,,,,,,
Springfield,2,E,648,238,965,,,,,,,,,
Springfield,2,F,804,179,"1,050",,,,,,,,,
Springfield,2,G,717,313,"1,110",,,,,,,,,
Springfield,2,H,709,262,"1,032",,,,,,,,,
Springfield,3,A,545,68,646,,,,,,,,,
Springfield,3,B,570,49,645,,,,,,,,,
Springfield,3,C,429,44,498,,,,,,,,,
Springfield,3,D,569,41,648,,,,,,,,,
Springfield,3,E,481,46,564,,,,,,,,,
Springfield,3,F,441,67,544,,,,,,,,,
Springfield,3,G,401,49,486,,,,,,,,,
Springfield,3,H,550,90,674,,,,,,,,,
Springfield,4,A,678,77,804,,,,,,,,,
Springfield,4,B,773,46,862,,,,,,,,,
Springfield,4,C,618,19,666,,,,,,,,,
Springfield,4,D,659,30,716,,,,,,,,,
Springfield,4,E,584,28,642,,,,,,,,,
Springfield,4,F,227,17,248,,,,,,,,,
Springfield,4,G,769,54,857,,,,,,,,,
Springfield,4,H,658,30,716,,,,,,,,,
Springfield,5,A,712,64,809,,,,,,,,,
Springfield,5,B,775,172,"1,010",,,,,,,,,
Springfield,5,C,612,209,895,,,,,,,,,
Springfield,5,D,687,386,"1,169",,,,,,,,,
Springfield,5,E,897,174,"1,137",,,,,,,,,
Springfield,5,F,774,255,"1,111",,,,,,,,,
Springfield,5,G,680,488,"1,268",,,,,,,,,
Springfield,5,H,525,360,975,,,,,,,,,
Springfield,6,A,581,113,731,,,,,,,,,
Springfield,6,B,672,234,977,,,,,,,,,
Springfield,6,C,597,212,874,,,,,,,,,
Springfield,6,D,680,428,"1,197",,,,,,,,,
Springfield,6,E,539,91,680,,,,,,,,,
Springfield,6,F,587,113,772,,,,,,,,,
Springfield,6,G,560,184,808,,,,,,,,,
Springfield,6,H,678,341,"1,111",,,,,,,,,
Springfield,7,A,638,335,"1,047",,,,,,,,,
Springfield,7,B,770,438,"1,311",,,,,,,,,
Springfield,7,C,717,427,"1,248",,,,,,,,,
Springfield,7,D,630,409,"1,134",,,,,,,,,
Springfield,7,E,650,184,887,,,,,,,,,
Springfield,7,F,736,471,"1,314",,,,,,,,,
Springfield,7,G,683,532,"1,342",,,,,,,,,
Springfield,7,H,356,187,586,,,,,,,,,
Springfield,8,A,623,264,967,,,,,,,,,
Springfield,8,B,651,215,917,,,,,,,,,
Springfield,8,C,776,121,951,,,,,,,,,
Springfield,8,D,480,113,637,,,,,,,,,
Springfield,8,E,501,152,713,,,,,,,,,
Springfield,8,F,575,280,922,,,,,,,,,
Springfield,8,G,681,265,"1,013",,,,,,,,,
Springfield,8,H,662,169,885,,,,,,,,,
Sterling,-,1,"1,081","1,083","2,444",,,,,,,,,
Sterling,-,2,"1,081","1,244","2,622",,,,,,,,,
Stockbridge,-,1,965,252,"1,305",,,,,,,,,
Stoneham,-,1,970,697,"1,805",,,,,,,,,
Stoneham,-,2,"1,093",685,"1,948",,,,,,,,,
Stoneham,-,3,"1,069",874,"2,117",,,,,,,,,
Stoneham,-,4,877,699,"1,710",,,,,,,,,
Stoneham,-,5,946,840,"1,933",,,,,,,,,
Stoneham,-,6,986,756,"1,906",,,,,,,,,
Stoneham,-,7,"1,021",692,"1,874",,,,,,,,,
Stoughton,-,1,"1,220",642,"2,012",,,,,,,,,
Stoughton,-,2,"1,032",597,"1,770",,,,,,,,,
Stoughton,-,3,"1,058",628,"1,840",,,,,,,,,
Stoughton,-,4,"1,084",839,"2,108",,,,,,,,,
Stoughton,-,5,908,598,"1,631",,,,,,,,,
Stoughton,-,6,"1,311",714,"2,190",,,,,,,,,
Stoughton,-,7,982,483,"1,603",,,,,,,,,
Stoughton,-,8,856,419,"1,394",,,,,,,,,
Stow,-,1,"1,391",686,"2,336",,,,,,,,,
Stow,-,2,"1,317",575,"2,151",,,,,,,,,
Sturbridge,-,1,904,765,"1,843",,,,,,,,,
Sturbridge,-,2,872,861,"1,946",,,,,,,,,
Sturbridge,-,3,758,789,"1,733",,,,,,,,,
Sudbury,-,1,"1,111",396,"1,666",,,,,,,,,
Sudbury,-,1A,381,144,594,,,,,,,,,
Sudbury,-,2,"1,364",461,"2,010",,,,,,,,,
Sudbury,-,3,"1,527",578,"2,287",,,,,,,,,
Sudbury,-,4,"1,574",444,"2,272",,,,,,,,,
Sudbury,-,5,"1,445",487,"2,111",,,,,,,,,
Sunderland,-,1,"1,353",387,"1,948",,,,,,,,,
Sutton,-,1,789,"1,017","2,003",,,,,,,,,
Sutton,-,2,706,982,"1,874",,,,,,,,,
Sutton,-,3,817,882,"1,871",,,,,,,,,
Swampscott,-,1,784,506,"1,369",,,,,,,,,
Swampscott,-,2,"1,008",413,"1,566",,,,,,,,,
Swampscott,-,3,842,375,"1,327",,,,,,,,,
Swampscott,-,4,"1,038",399,"1,565",,,,,,,,,
Swampscott,-,5,890,436,"1,472",,,,,,,,,
Swampscott,-,6,992,457,"1,586",,,,,,,,,
Swansea,-,1,793,945,"1,853",,,,,,,,,
Swansea,-,2,841,791,"1,766",,,,,,,,,
Swansea,-,3,797,800,"1,711",,,,,,,,,
Swansea,-,4,763,905,"1,776",,,,,,,,,
Swansea,-,5,734,910,"1,767",,,,,,,,,
Taunton,1,A,720,495,"1,346",,,,,,,,,
Taunton,1,B,798,793,"1,728",,,,,,,,,
Taunton,2,A,624,289,998,,,,,,,,,
Taunton,2,B,699,431,"1,233",,,,,,,,,
Taunton,3,A,785,521,"1,420",,,,,,,,,
Taunton,3,B,929,737,"1,824",,,,,,,,,
Taunton,4,A,736,833,"1,753",,,,,,,,,
Taunton,4,B,777,652,"1,578",,,,,,,,,
Taunton,5,A,705,458,"1,279",,,,,,,,,
Taunton,5,B,694,393,"1,206",,,,,,,,,
Taunton,6,A,582,414,"1,074",,,,,,,,,
Taunton,6,B,860,584,"1,563",,,,,,,,,
Taunton,7,A,876,733,"1,767",,,,,,,,,
Taunton,7,B,817,922,"1,919",,,,,,,,,
Taunton,8,A,856,836,"1,841",,,,,,,,,
Taunton,8,B,907,882,"1,951",,,,,,,,,
Templeton,-,A,550,768,"1,490",,,,,,,,,
Templeton,-,B,502,708,"1,366",,,,,,,,,
Templeton,-,C,469,592,"1,202",,,,,,,,,
Tewksbury,-,1,911,971,"2,063",,,,,,,,,
Tewksbury,-,1A,930,"1,117","2,252",,,,,,,,,
Tewksbury,-,2,894,"1,023","2,113",,,,,,,,,
Tewksbury,-,2A,784,983,"1,941",,,,,,,,,
Tewksbury,-,3,"1,060","1,171","2,431",,,,,,,,,
Tewksbury,-,3A,"1,072","1,142","2,405",,,,,,,,,
Tewksbury,-,4,956,"1,029","2,201",,,,,,,,,
Tewksbury,-,4A,995,996,"2,202",,,,,,,,,
Tisbury,-,1,"1,942",476,"2,654",,,,,,,,,
Tolland,-,1,101,190,319,,,,,,,,,
Topsfield,-,1,"2,100","1,566","4,214",,,,,,,,,
Townsend,-,1,645,884,"1,753",,,,,,,,,
Townsend,-,2,699,803,"1,699",,,,,,,,,
Townsend,-,3,738,863,"1,778",,,,,,,,,
Truro,-,1,"1,095",361,"1,589",,,,,,,,,
Tyngsborough,-,1,700,791,"1,636",,,,,,,,,
Tyngsborough,-,2,739,822,"1,717",,,,,,,,,
Tyngsborough,-,3,777,765,"1,717",,,,,,,,,
Tyngsborough,-,4,845,789,"1,775",,,,,,,,,
Tyringham,-,1,201,70,299,,,,,,,,,
Upton,-,1,"1,214",914,"2,398",,,,,,,,,
Upton,-,2,"1,082",904,"2,278",,,,,,,,,
Uxbridge,-,1,801,997,"2,005",,,,,,,,,
Uxbridge,-,2,872,814,"1,881",,,,,,,,,
Uxbridge,-,3,741,940,"1,881",,,,,,,,,
Uxbridge,-,4,852,947,"2,031",,,,,,,,,
Wakefield,-,1,"1,185","1,082","2,493",,,,,,,,,
Wakefield,-,2,"1,032",764,"1,994",,,,,,,,,
Wakefield,-,3,"1,123",869,"2,190",,,,,,,,,
Wakefield,-,4,"1,297",870,"2,359",,,,,,,,,
Wakefield,-,5,"1,262",860,"2,331",,,,,,,,,
Wakefield,-,6,"1,279",788,"2,288",,,,,,,,,
Wakefield,-,7,"1,116",827,"2,163",,,,,,,,,
Wales,-,1,365,550,"1,017",,,,,,,,,
Walpole,-,1,938,694,"1,782",,,,,,,,,
Walpole,-,2,936,831,"1,968",,,,,,,,,
Walpole,-,3,957,808,"1,962",,,,,,,,,
Walpole,-,4,936,610,"1,731",,,,,,,,,
Walpole,-,5,778,683,"1,610",,,,,,,,,
Walpole,-,6,972,788,"1,951",,,,,,,,,
Walpole,-,7,907,809,"1,937",,,,,,,,,
Walpole,-,8,846,823,"1,887",,,,,,,,,
Waltham,1,1,"1,113",599,"1,862",,,,,,,,,
Waltham,1,2,"1,243",728,"2,065",,,,,,,,,
Waltham,2,1,"1,206",567,"1,907",,,,,,,,,
Waltham,2,2,963,329,"1,392",,,,,,,,,
Waltham,3,1,"1,055",835,"2,014",,,,,,,,,
Waltham,3,2,"1,120",624,"1,866",,,,,,,,,
Waltham,4,1,"1,143",698,"1,998",,,,,,,,,
Waltham,4,2,285,151,454,,,,,,,,,
Waltham,5,1,"1,182",476,"1,766",,,,,,,,,
Waltham,5,2,"1,013",317,"1,400",,,,,,,,,
Waltham,6,1,"1,055",377,"1,514",,,,,,,,,
Waltham,6,2,664,230,939,,,,,,,,,
Waltham,7,1,"1,055",506,"1,689",,,,,,,,,
Waltham,7,2,496,105,631,,,,,,,,,
Waltham,8,1,"1,034",267,"1,423",,,,,,,,,
Waltham,8,2,"1,042",341,"1,522",,,,,,,,,
Waltham,9,1,853,199,"1,118",,,,,,,,,
Waltham,9,2,833,243,"1,169",,,,,,,,,
Ware,-,A,616,520,"1,302",,,,,,,,,
Ware,-,B,541,733,"1,424",,,,,,,,,
Ware,-,C,696,936,"1,810",,,,,,,,,
Wareham,-,1,912,784,"1,847",,,,,,,,,
Wareham,-,2,981,788,"1,948",,,,,,,,,
Wareham,-,3,962,865,"1,999",,,,,,,,,
Wareham,-,4,854,868,"1,880",,,,,,,,,
Wareham,-,5,942,959,"2,094",,,,,,,,,
Wareham,-,6,784,840,"1,765",,,,,,,,,
Warren,-,A,653,948,"1,771",,,,,,,,,
Warren,-,B,251,318,641,,,,,,,,,
Warwick,-,1,271,142,474,,,,,,,,,
Washington,-,1,217,89,327,,,,,,,,,
Watertown,-,1,883,297,"1,264",,,,,,,,,
Watertown,-,2,"1,058",306,"1,491",,,,,,,,,
Watertown,-,3,"1,208",291,"1,638",,,,,,,,,
Watertown,-,4,"1,345",264,"1,737",,,,,,,,,
Watertown,-,5,"1,063",263,"1,435",,,,,,,,,
Watertown,-,6,"1,035",293,"1,455",,,,,,,,,
Watertown,-,7,"1,160",374,"1,683",,,,,,,,,
Watertown,-,8,"1,168",379,"1,688",,,,,,,,,
Watertown,-,9,999,270,"1,410",,,,,,,,,
Watertown,-,10,"1,377",498,"2,049",,,,,,,,,
Watertown,-,11,929,402,"1,439",,,,,,,,,
Watertown,-,12,941,304,"1,379",,,,,,,,,
Wayland,-,1,"1,626",418,"2,233",,,,,,,,,
Wayland,-,2,"1,436",432,"2,053",,,,,,,,,
Wayland,-,3,"1,471",382,"2,030",,,,,,,,,
Wayland,-,4,"1,581",452,"2,292",,,,,,,,,
Webster,-,1,586,593,"1,324",,,,,,,,,
Webster,-,2,482,447,"1,020",,,,,,,,,
Webster,-,3,553,638,"1,331",,,,,,,,,
Webster,-,4,783,"1,141","2,096",,,,,,,,,
Webster,-,5,715,756,"1,640",,,,,,,,,
Wellesley,-,A,"1,465",428,"2,071",,,,,,,,,
Wellesley,-,B,"1,600",482,"2,279",,,,,,,,,
Wellesley,-,C,"1,290",594,"2,126",,,,,,,,,
Wellesley,-,D,"1,679",433,"2,307",,,,,,,,,
Wellesley,-,E,"1,340",427,"1,951",,,,,,,,,
Wellesley,-,F,903,256,"1,334",,,,,,,,,
Wellesley,-,G,935,136,"1,146",,,,,,,,,
Wellesley,-,H,"1,356",479,"2,052",,,,,,,,,
Wellfleet,-,1,"1,554",515,"2,282",,,,,,,,,
Wendell,-,1,402,104,591,,,,,,,,,
Wenham,-,1,"1,368",774,"2,478",,,,,,,,,
W. Boylston,-,1,932,771,"1,886",,,,,,,,,
W. Boylston,-,2,"1,204","1,067","2,536",,,,,,,,,
W. Bridgewater,-,1,799,"1,122","2,142",,,,,,,,,
W. Bridgewater,-,2,824,"1,028","2,069",,,,,,,,,
W. Brookfield,-,1,869,"1,008","2,097",,,,,,,,,
W. Newbury,-,1,"1,620","1,020","2,988",,,,,,,,,
W. Springfield,-,1,458,246,786,,,,,,,,,
W. Springfield,-,2,576,373,"1,052",,,,,,,,,
W. Springfield,-,3,675,584,"1,389",,,,,,,,,
W. Springfield,-,4,776,674,"1,634",,,,,,,,,
W. Springfield,-,5,929,"1,044","2,185",,,,,,,,,
W. Springfield,-,6,858,993,"2,016",,,,,,,,,
