City/Town,Ward,Pct,Clinton/ Kaine,Trump/ Pence,Total Votes Cast,,,,,,,,,
Brookline,-,14,"1,590",252,"2,008",,,,,,,,,
Brookline,-,15,"1,407",390,"1,952",,,,,,,,,
Brookline,-,16,"1,292",270,"1,677",,,,,,,,,
Buckland,-,1,703,230,"1,067",,,,,,,,,
Burlington,-,1,"1,188",946,"2,327",,,,,,,,,
Burlington,-,2,863,495,"1,493",,,,,,,,,
Burlington,-,3,"1,070",777,"2,025",,,,,,,,,
Burlington,-,4,"1,002",683,"1,830",,,,,,,,,
Burlington,-,5,"1,161",902,"2,228",,,,,,,,,
Burlington,-,6,"1,134",884,"2,175",,,,,,,,,
Burlington,-,7,"1,215",747,"2,141",,,,,,,,,
Cambridge,1,1,"1,404",224,"1,758",,,,,,,,,
Cambridge,1,2,"1,267",179,"1,561",,,,,,,,,
Cambridge,1,3,"1,365",202,"1,685",,,,,,,,,
Cambridge,2,1,"1,342",74,"1,521",,,,,,,,,
Cambridge,2,2,433,19,511,,,,,,,,,
Cambridge,2,3,761,79,913,,,,,,,,,
Cambridge,3,1,"1,354",176,"1,666",,,,,,,,,
Cambridge,3,2,914,62,"1,038",,,,,,,,,
Cambridge,3,2A,675,34,768,,,,,,,,,
Cambridge,3,3,"1,376",62,"1,539",,,,,,,,,
Cambridge,4,1,"1,715",59,"1,871",,,,,,,,,
Cambridge,4,2,"1,752",97,"1,971",,,,,,,,,
Cambridge,4,3,636,31,735,,,,,,,,,
Cambridge,5,1,"1,505",72,"1,704",,,,,,,,,
Cambridge,5,2,"1,678",115,"1,896",,,,,,,,,
Cambridge,5,3,"1,262",61,"1,416",,,,,,,,,
Cambridge,6,1,"1,656",80,"1,854",,,,,,,,,
Cambridge,6,2,"1,648",78,"1,834",,,,,,,,,
Cambridge,6,3,"1,661",127,"1,928",,,,,,,,,
Cambridge,7,1,"1,720",55,"1,879",,,,,,,,,
Cambridge,7,2,929,48,"1,051",,,,,,,,,
Cambridge,7,3,559,33,633,,,,,,,,,
Cambridge,8,1,"1,200",61,"1,339",,,,,,,,,
Cambridge,8,2,"1,224",63,"1,364",,,,,,,,,
Cambridge,8,3,426,11,469,,,,,,,,,
Cambridge,9,1,"1,948",98,"2,191",,,,,,,,,
Cambridge,9,2,"1,926",236,"2,295",,,,,,,,,
Cambridge,9,3,"1,557",193,"1,872",,,,,,,,,
Cambridge,10,1,"1,934",100,"2,176",,,,,,,,,
Cambridge,10,2,"1,946",83,"2,124",,,,,,,,,
Cambridge,10,3,"1,585",84,"1,740",,,,,,,,,
Cambridge,11,1,"1,652",91,"1,825",,,,,,,,,
Cambridge,11,2,"1,996",184,"2,325",,,,,,,,,
Cambridge,11,3,"1,557",152,"1,830",,,,,,,,,
Canton,-,1,"1,102",715,"1,986",,,,,,,,,
Canton,-,2,"1,255",831,"2,284",,,,,,,,,
Canton,-,3,"1,276",739,"2,167",,,,,,,,,
Canton,-,4,"1,245",991,"2,456",,,,,,,,,
Canton,-,5,"1,248",801,"2,273",,,,,,,,,
Canton,-,6,"1,182",654,"2,004",,,,,,,,,
Carlisle,-,1,"2,302",732,"3,391",,,,,,,,,
Carver,-,1,818,"1,051","2,092",,,,,,,,,
Carver,-,2,763,"1,051","2,024",,,,,,,,,
Carver,-,3,948,"1,104","2,251",,,,,,,,,
Charlemont,-,1,407,228,735,,,,,,,,,
Charlton,-,1,712,945,"1,834",,,,,,,,,
Charlton,-,2,652,"1,029","1,906",,,,,,,,,
Charlton,-,3,701,"1,001","1,884",,,,,,,,,
Charlton,-,4,644,881,"1,717",,,,,,,,,
Chatham,-,1,"2,398","1,796","4,643",,,,,,,,,
Chelmsford,-,1,"1,167",822,"2,221",,,,,,,,,
Chelmsford,-,2,"1,133",689,"2,029",,,,,,,,,
Chelmsford,-,3,"1,108",974,"2,298",,,,,,,,,
Chelmsford,-,4,"1,048",832,"2,058",,,,,,,,,
Chelmsford,-,5,"1,201",799,"2,244",,,,,,,,,
Chelmsford,-,6,"1,261",884,"2,397",,,,,,,,,
Chelmsford,-,7,"1,292",934,"2,489",,,,,,,,,
Chelmsford,-,8,"1,239",818,"2,263",,,,,,,,,
Chelmsford,-,9,"1,256",909,"2,443",,,,,,,,,
Chelsea,1,1,429,92,573,,,,,,,,,
Chelsea,1,2,297,44,376,,,,,,,,,
Chelsea,1,3,368,57,472,,,,,,,,,
Chelsea,1,4,358,33,429,,,,,,,,,
Chelsea,2,1,838,255,"1,250",,,,,,,,,
Chelsea,2,2,593,76,754,,,,,,,,,
Chelsea,2,3,285,23,332,,,,,,,,,
Chelsea,2,4,428,50,509,,,,,,,,,
Chelsea,3,1,479,69,592,,,,,,,,,
Chelsea,3,2,599,107,755,,,,,,,,,
Chelsea,3,3,439,83,585,,,,,,,,,
Chelsea,3,4,497,81,645,,,,,,,,,
Chelsea,4,1,440,122,611,,,,,,,,,
Chelsea,4,2,543,199,829,,,,,,,,,
Chelsea,4,3,468,167,692,,,,,,,,,
Chelsea,4,4,439,129,629,,,,,,,,,
Cheshire,-,1,978,741,"1,891",,,,,,,,,
Chester,-,1,238,372,696,,,,,,,,,
Chesterfield,-,1,398,267,768,,,,,,,,,
Chicopee,1,A,660,640,"1,433",,,,,,,,,
Chicopee,1,B,833,750,"1,747",,,,,,,,,
Chicopee,2,A,677,279,"1,071",,,,,,,,,
Chicopee,2,B,753,658,"1,543",,,,,,,,,
Chicopee,3,A,658,509,"1,272",,,,,,,,,
Chicopee,3,B,617,395,"1,109",,,,,,,,,
Chicopee,4,A,659,463,"1,260",,,,,,,,,
Chicopee,4,B,708,460,"1,304",,,,,,,,,
Chicopee,5,A,697,516,"1,340",,,,,,,,,
Chicopee,5,B,655,524,"1,317",,,,,,,,,
Chicopee,6,AN,188,147,371,,,,,,,,,
Chicopee,6,AS,401,374,844,,,,,,,,,
Chicopee,6,BE,580,798,"1,488",,,,,,,,,
Chicopee,6,BW,136,145,321,,,,,,,,,
Chicopee,7,A,602,355,"1,042",,,,,,,,,
Chicopee,7,B,695,400,"1,191",,,,,,,,,
Chicopee,8,A,704,558,"1,447",,,,,,,,,
Chicopee,8,B,617,543,"1,314",,,,,,,,,
Chicopee,9,A,697,564,"1,397",,,,,,,,,
Chicopee,9,B,801,763,"1,730",,,,,,,,,
Chilmark,-,1,617,94,788,,,,,,,,,
Clarksburg,-,1,510,327,896,,,,,,,,,
Clinton,-,1,"1,021",687,"1,922",,,,,,,,,
Clinton,-,2,921,659,"1,777",,,,,,,,,
Clinton,-,3,930,718,"1,797",,,,,,,,,
Clinton,-,4,895,684,"1,741",,,,,,,,,
Cohasset,-,1,"1,403",770,"2,438",,,,,,,,,
Cohasset,-,2,"1,492",859,"2,602",,,,,,,,,
Colrain,-,1,513,257,934,,,,,,,,,
Concord,-,1,"1,645",329,"2,185",,,,,,,,,
Concord,-,2,"1,993",462,"2,682",,,,,,,,,
Concord,-,3,"1,765",464,"2,430",,,,,,,,,
Concord,-,4,"1,857",439,"2,519",,,,,,,,,
Concord,-,5,"1,200",257,"1,631",,,,,,,,,
Conway,-,1,865,249,"1,235",,,,,,,,,
Cummington,-,1,334,156,567,,,,,,,,,
Dalton,-,1,"1,091",491,"1,763",,,,,,,,,
Dalton,-,2,"1,099",449,"1,720",,,,,,,,,
Danvers,-,1,"1,069",731,"1,974",,,,,,,,,
Danvers,-,2,"1,033",815,"2,022",,,,,,,,,
Danvers,-,3,860,741,"1,739",,,,,,,,,
Danvers,-,4,997,774,"1,940",,,,,,,,,
Danvers,-,5,984,895,"2,064",,,,,,,,,
Danvers,-,6,958,910,"2,049",,,,,,,,,
Danvers,-,7,952,810,"1,966",,,,,,,,,
Danvers,-,8,899,808,"1,852",,,,,,,,,
Dartmouth,-,1,896,"1,085","2,128",,,,,,,,,
Dartmouth,-,2,681,589,"1,365",,,,,,,,,
Dartmouth,-,3,162,26,214,,,,,,,,,
Dartmouth,-,4,"1,065",780,"1,999",,,,,,,,,
Dartmouth,-,5,"1,059",907,"2,140",,,,,,,,,
Dartmouth,-,6,920,714,"1,748",,,,,,,,,
Dartmouth,-,7,"1,035",837,"2,025",,,,,,,,,
Dartmouth,-,8,"1,378",847,"2,424",,,,,,,,,
Dartmouth,-,9,"1,390",953,"2,560",,,,,,,,,
Dedham,-,1,"1,501",465,"2,175",,,,,,,,,
Dedham,-,2,"1,205",695,"2,069",,,,,,,,,
Dedham,-,3,"1,139",614,"1,882",,,,,,,,,
Dedham,-,4,"1,212",652,"2,037",,,,,,,,,
Dedham,-,5,"1,151",818,"2,152",,,,,,,,,
Dedham,-,6,"1,306",701,"2,196",,,,,,,,,
Dedham,-,7,"1,107",833,"2,115",,,,,,,,,
Deerfield,-,1,"1,968",777,"3,095",,,,,,,,,
Dennis,-,1,981,884,"2,021",,,,,,,,,
Dennis,-,2,"1,091",783,"2,036",,,,,,,,,
Dennis,-,3,844,667,"1,666",,,,,,,,,
Dennis,-,4,"1,003",771,"1,949",,,,,,,,,
Dennis,-,5,968,646,"1,760",,,,,,,,,
Dighton,-,1,776,"1,044","1,996",,,,,,,,,
Dighton,-,2,826,"1,105","2,126",,,,,,,,,
Douglas,-,1,565,956,"1,690",,,,,,,,,
Douglas,-,2,643,908,"1,724",,,,,,,,,
Douglas,-,3,572,821,"1,561",,,,,,,,,
Dover,-,1,"2,063","1,137","3,672",,,,,,,,,
Dracut,-,1,654,777,"1,560",,,,,,,,,
Dracut,-,2,611,765,"1,511",,,,,,,,,
Dracut,-,3,714,920,"1,798",,,,,,,,,
Dracut,-,4,788,"1,142","2,150",,,,,,,,,
Dracut,-,5,705,947,"1,817",,,,,,,,,
Dracut,-,6,761,824,"1,730",,,,,,,,,
Dracut,-,6A,28,32,65,,,,,,,,,
Dracut,-,7,757,759,"1,647",,,,,,,,,
Dracut,-,8,892,"1,221","2,318",,,,,,,,,
Dracut,-,9,735,932,"1,841",,,,,,,,,
Dudley,-,1,843,"1,076","2,102",,,,,,,,,
Dudley,-,2,663,954,"1,783",,,,,,,,,
Dudley,-,3,607,841,"1,602",,,,,,,,,
Dunstable,-,1,954,837,"2,035",,,,,,,,,
Duxbury,-,1,968,697,"1,862",,,,,,,,,
Duxbury,-,2,883,668,"1,753",,,,,,,,,
Duxbury,-,3,828,576,"1,566",,,,,,,,,
Duxbury,-,4,853,631,"1,649",,,,,,,,,
Duxbury,-,5,826,697,"1,699",,,,,,,,,
Duxbury,-,6,779,619,"1,567",,,,,,,,,
E. Bridgewater,-,1,761,"1,002","1,986",,,,,,,,,
E. Bridgewater,-,2,791,"1,042","2,001",,,,,,,,,
E. Bridgewater,-,3,874,"1,077","2,132",,,,,,,,,
E. Bridgewater,-,4,748,952,"1,896",,,,,,,,,
E. Brookfield,-,1,417,664,"1,217",,,,,,,,,
E. Longmeadow,-,1,"1,057","1,091","2,351",,,,,,,,,
E. Longmeadow,-,2,"1,008","1,034","2,246",,,,,,,,,
E. Longmeadow,-,3,"1,017","1,105","2,321",,,,,,,,,
E. Longmeadow,-,4,"1,007","1,211","2,417",,,,,,,,,
Eastham,-,1,"2,203","1,199","3,702",,,,,,,,,
Easthampton,-,1,"1,127",514,"1,823",,,,,,,,,
Easthampton,-,2,"1,370",417,"1,998",,,,,,,,,
Easthampton,-,3,"1,140",447,"1,780",,,,,,,,,
Easthampton,-,4,"1,464",453,"2,123",,,,,,,,,
Easthampton,-,5,"1,112",768,"2,072",,,,,,,,,
Easton,-,1,640,505,"1,268",,,,,,,,,
Easton,-,2,"1,272",944,"2,460",,,,,,,,,
Easton,-,3,"1,042",898,"2,135",,,,,,,,,
Easton,-,4,"1,204",940,"2,380",,,,,,,,,
Easton,-,5,"1,334",953,"2,514",,,,,,,,,
Easton,-,6,"1,064",991,"2,254",,,,,,,,,
Edgartown,-,1,"1,787",779,"2,810",,,,,,,,,
Egremont,-,1,621,147,845,,,,,,,,,
Erving,-,1,420,300,834,,,,,,,,,
Essex,-,1,"1,272",758,"2,304",,,,,,,,,
Everett,1,1,737,294,"1,116",,,,,,,,,
Everett,1,2,666,290,"1,008",,,,,,,,,
Everett,2,1,776,336,"1,175",,,,,,,,,
Everett,2,2,702,249,"1,013",,,,,,,,,
Everett,3,1,828,412,"1,322",,,,,,,,,
Everett,3,2,779,346,"1,187",,,,,,,,,
Everett,4,1,888,416,"1,371",,,,,,,,,
Everett,4,2,797,286,"1,148",,,,,,,,,
Everett,5,1,765,343,"1,186",,,,,,,,,
Everett,5,2,818,299,"1,176",,,,,,,,,
Everett,6,1,809,344,"1,229",,,,,,,,,
Everett,6,2,896,325,"1,292",,,,,,,,,
Fairhaven,-,1,832,606,"1,560",,,,,,,,,
Fairhaven,-,2,744,600,"1,460",,,,,,,,,
Fairhaven,-,3,581,536,"1,212",,,,,,,,,
Fairhaven,-,4,705,675,"1,487",,,,,,,,,
Fairhaven,-,5,711,759,"1,587",,,,,,,,,
Fairhaven,-,6,691,648,"1,447",,,,,,,,,
Fall River,1,A,816,640,"1,557",,,,,,,,,
Fall River,1,B,601,434,"1,129",,,,,,,,,
Fall River,1,C,622,481,"1,200",,,,,,,,,
Fall River,2,A,510,317,897,,,,,,,,,
Fall River,2,B,491,276,840,,,,,,,,,
Fall River,2,C,567,372,"1,006",,,,,,,,,
Fall River,3,A,674,458,"1,204",,,,,,,,,
Fall River,3,B,663,410,"1,168",,,,,,,,,
Fall River,3,C,641,456,"1,196",,,,,,,,,
Fall River,4,A,551,267,886,,,,,,,,,
Fall River,4,B,561,215,849,,,,,,,,,
Fall River,4,C,679,229,988,,,,,,,,,
Fall River,5,A,438,180,666,,,,,,,,,
Fall River,5,B,385,138,566,,,,,,,,,
Fall River,5,B1,65,38,116,,,,,,,,,
Fall River,5,C,541,244,849,,,,,,,,,
Fall River,6,A,714,517,"1,358",,,,,,,,,
Fall River,6,B,579,312,965,,,,,,,,,
Fall River,6,C,625,439,"1,165",,,,,,,,,
Fall River,6,C1,15,4,19,,,,,,,,,
Fall River,7,A,689,443,"1,217",,,,,,,,,
Fall River,7,B,535,316,926,,,,,,,,,
Fall River,7,C,663,324,"1,099",,,,,,,,,
Fall River,8,A,600,338,"1,033",,,,,,,,,
Fall River,8,B,881,563,"1,569",,,,,,,,,
Fall River,8,C,902,661,"1,697",,,,,,,,,
Fall River,9,A,986,794,"1,926",,,,,,,,,
Fall River,9,B,676,503,"1,274",,,,,,,,,
Fall River,9,C,797,481,"1,458",,,,,,,,,
Falmouth,-,1,"1,793",513,"2,482",,,,,,,,,
Falmouth,-,2,"1,386",707,"2,262",,,,,,,,,
Falmouth,-,3,"1,150",810,"2,113",,,,,,,,,
Falmouth,-,4,"1,219",859,"2,256",,,,,,,,,
Falmouth,-,5,"1,349",886,"2,476",,,,,,,,,
Falmouth,-,6,"1,333",771,"2,304",,,,,,,,,
Falmouth,-,7,"1,094",913,"2,169",,,,,,,,,
Falmouth,-,8,"1,070",907,"2,166",,,,,,,,,
Falmouth,-,9,"1,073",799,"2,046",,,,,,,,,
Fitchburg,1,A,619,314,"1,031",,,,,,,,,
Fitchburg,1,B,677,452,"1,254",,,,,,,,,
Fitchburg,2,A,607,262,952,,,,,,,,,
Fitchburg,2,B,742,609,"1,490",,,,,,,,,
Fitchburg,3,A,961,832,"1,981",,,,,,,,,
Fitchburg,3,B,772,543,"1,460",,,,,,,,,
Fitchburg,4,A,490,288,862,,,,,,,,,
Fitchburg,4,B,699,276,"1,082",,,,,,,,,
Fitchburg,5,A,849,842,"1,880",,,,,,,,,
Fitchburg,5,B,619,232,946,,,,,,,,,
Fitchburg,6,A,854,626,"1,640",,,,,,,,,
Fitchburg,6,B,701,311,"1,101",,,,,,,,,
Florida,-,1,191,170,400,,,,,,,,,
Foxborough,-,1,"1,002",774,"1,960",,,,,,,,,
Foxborough,-,2,"1,119",831,"2,168",,,,,,,,,
Foxborough,-,3,"1,048",877,"2,140",,,,,,,,,
Foxborough,-,4,"1,031",881,"2,129",,,,,,,,,
Foxborough,-,5,932,798,"1,947",,,,,,,,,
Framingham,-,1,"1,551",631,"2,360",,,,,,,,,
Framingham,-,2,"1,702",686,"2,605",,,,,,,,,
Framingham,-,3,"1,354",474,"1,961",,,,,,,,,
Framingham,-,4,"1,527",580,"2,319",,,,,,,,,
Framingham,-,5,"1,426",591,"2,225",,,,,,,,,
Framingham,-,6,"1,418",620,"2,253",,,,,,,,,
Framingham,-,7,"1,324",489,"1,969",,,,,,,,,
Framingham,-,8,"1,406",421,"1,980",,,,,,,,,
Framingham,-,9,"1,033",318,"1,465",,,,,,,,,
Framingham,-,10,860,253,"1,214",,,,,,,,,
Framingham,-,11,"1,547",607,"2,374",,,,,,,,,
Framingham,-,12,798,265,"1,141",,,,,,,,,
Framingham,-,13,"1,033",327,"1,468",,,,,,,,,
Framingham,-,14,810,182,"1,078",,,,,,,,,
Framingham,-,15,830,215,"1,156",,,,,,,,,
Framingham,-,16,533,113,688,,,,,,,,,
Framingham,-,17,633,58,726,,,,,,,,,
Framingham,-,18,735,233,"1,046",,,,,,,,,
Franklin,-,1,"1,132",843,"2,193",,,,,,,,,
Franklin,-,2,"1,130",846,"2,183",,,,,,,,,
Franklin,-,3,"1,127",844,"2,187",,,,,,,,,
Franklin,-,4,"1,236",989,"2,487",,,,,,,,,
Franklin,-,5,"1,252",885,"2,382",,,,,,,,,
Franklin,-,6,"1,139",730,"2,113",,,,,,,,,
Franklin,-,7,"1,355",888,"2,503",,,,,,,,,
Franklin,-,8,"1,156",971,"2,385",,,,,,,,,
Freetown,-,1,665,910,"1,705",,,,,,,,,
Freetown,-,2,707,875,"1,703",,,,,,,,,
Freetown,-,3,663,864,"1,669",,,,,,,,,
Gardner,1,A,556,415,"1,085",,,,,,,,,
Gardner,1,B,170,217,438,,,,,,,,,
Gardner,2,A,480,382,974,,,,,,,,,
Gardner,2,B,441,486,"1,060",,,,,,,,,
Gardner,3,A,403,324,822,,,,,,,,,
Gardner,3,B,529,392,"1,041",,,,,,,,,
Gardner,4,A,485,294,881,,,,,,,,,
Gardner,4,B,297,229,608,,,,,,,,,
Gardner,5,A,389,315,786,,,,,,,,,
Gardner,5,B,446,488,"1,067",,,,,,,,,
Georgetown,-,1,863,848,"1,893",,,,,,,,,
Georgetown,-,2,727,725,"1,644",,,,,,,,,
Georgetown,-,3,757,655,"1,565",,,,,,,,,
Gill,-,1,579,259,953,,,,,,,,,
Gloucester,1,1,"1,197",541,"1,915",,,,,,,,,
Gloucester,1,2,919,545,"1,618",,,,,,,,,
Gloucester,2,1,762,423,"1,306",,,,,,,,,
Gloucester,2,2,788,342,"1,253",,,,,,,,,
Gloucester,3,1,815,479,"1,418",,,,,,,,,
Gloucester,3,2,853,515,"1,493",,,,,,,,,
Gloucester,4,1,976,605,"1,726",,,,,,,,,
Gloucester,4,2,"1,301",521,"2,034",,,,,,,,,
Gloucester,5,1,"1,141",669,"1,997",,,,,,,,,
Gloucester,5,2,"1,056",715,"1,948",,,,,,,,,
Goshen,-,1,364,213,638,,,,,,,,,
Gosnold,-,1,36,27,71,,,,,,,,,
Grafton,-,1,"1,061",806,"2,091",,,,,,,,,
Grafton,-,2,"1,084",767,"2,072",,,,,,,,,
Grafton,-,3,"1,103",739,"2,033",,,,,,,,,
Grafton,-,4,901,743,"1,839",,,,,,,,,
Grafton,-,5,"1,223",828,"2,252",,,,,,,,,
Granby,-,1,949,809,"1,971",,,,,,,,,
Granby,-,2,702,890,"1,770",,,,,,,,,
Granville,-,1,335,548,986,,,,,,,,,
Great Barrington,-,A,752,155,986,,,,,,,,,
Great Barrington,-,B,737,187,"1,011",,,,,,,,,
Great Barrington,-,C,567,89,726,,,,,,,,,
Great Barrington,-,D,824,149,"1,041",,,,,,,,,
Greenfield,-,1,547,280,934,,,,,,,,,
Greenfield,-,2,741,341,"1,214",,,,,,,,,
Greenfield,-,3,638,254,998,,,,,,,,,
Greenfield,-,4,736,257,"1,092",,,,,,,,,
Greenfield,-,5,718,175,"1,024",,,,,,,,,
Greenfield,-,6,736,154,"1,019",,,,,,,,,
Greenfield,-,7,483,246,847,,,,,,,,,
Greenfield,-,8,515,170,796,,,,,,,,,
Greenfield,-,9,460,221,773,,,,,,,,,
Groton,-,1,"1,410",703,"2,385",,,,,,,,,
Groton,-,2,"1,247",765,"2,243",,,,,,,,,
Groton,-,3,"1,260",670,"2,184",,,,,,,,,
Groveland,-,1,913,968,"2,057",,,,,,,,,
Groveland,-,2,909,966,"2,068",,,,,,,,,
Hadley,-,1,"2,149",867,"3,313",,,,,,,,,
Halifax,-,1,883,"1,252","2,333",,,,,,,,,
Halifax,-,2,911,"1,060","2,186",,,,,,,,,
Hamilton,-,1,958,583,"1,741",,,,,,,,,
Hamilton,-,2,953,542,"1,723",,,,,,,,,
Hamilton,-,3,720,351,"1,298",,,,,,,,,
Hampden,-,1,"1,188","1,645","3,117",,,,,,,,,
Hancock,-,1,189,159,397,,,,,,,,,
Hanover,-,1,885,"1,033","2,118",,,,,,,,,
Hanover,-,2,958,"1,125","2,298",,,,,,,,,
Hanover,-,3,964,994,"2,177",,,,,,,,,
Hanover,-,4,943,"1,115","2,245",,,,,,,,,
Hanson,-,1,829,"1,060","2,047",,,,,,,,,
Hanson,-,2,864,"1,045","2,137",,,,,,,,,
Hanson,-,3,739,"1,019","1,974",,,,,,,,,
Hardwick,-,1,568,709,"1,421",,,,,,,,,
Harvard,-,1,"2,515",889,"3,776",,,,,,,,,
Harwich,-,1,"1,215",854,"2,249",,,,,,,,,
Harwich,-,2,"1,145",843,"2,162",,,,,,,,,
Harwich,-,3,"1,139",899,"2,226",,,,,,,,,
Harwich,-,4,"1,061",698,"1,935",,,,,,,,,
Hatfield,-,1,"1,284",660,"2,152",,,,,,,,,
Haverhill,1,1,618,270,966,,,,,,,,,
Haverhill,1,2,867,411,"1,394",,,,,,,,,
Haverhill,1,3,670,456,"1,234",,,,,,,,,
Haverhill,2,1,648,485,"1,266",,,,,,,,,
Haverhill,2,2,664,636,"1,442",,,,,,,,,
Haverhill,2,3,593,276,961,,,,,,,,,
Haverhill,3,1,596,135,794,,,,,,,,,
Haverhill,3,2,644,323,"1,059",,,,,,,,,
Haverhill,3,3,653,397,"1,152",,,,,,,,,
Haverhill,4,1,749,731,"1,639",,,,,,,,,
Haverhill,4,2,793,886,"1,839",,,,,,,,,
Haverhill,4,3,756,734,"1,641",,,,,,,,,
Haverhill,5,1,867,578,"1,553",,,,,,,,,
Haverhill,5,2,777,819,"1,725",,,,,,,,,
Haverhill,5,3,812,933,"1,891",,,,,,,,,
Haverhill,6,1,736,630,"1,490",,,,,,,,,
Haverhill,6,2,772,633,"1,563",,,,,,,,,
Haverhill,6,3,841,706,"1,705",,,,,,,,,
Haverhill,7,1,804,616,"1,569",,,,,,,,,
Haverhill,7,2,744,578,"1,439",,,,,,,,,
Haverhill,7,3,803,817,"1,807",,,,,,,,,
Hawley,-,1,105,67,206,,,,,,,,,
Heath,-,1,244,165,459,,,,,,,,,
Hingham,-,1,"1,327",776,"2,360",,,,,,,,,
Hingham,-,2,"1,436",801,"2,482",,,,,,,,,
Hingham,-,3,"1,445",739,"2,459",,,,,,,,,
Hingham,-,4,"1,363",768,"2,400",,,,,,,,,
Hingham,-,5,922,645,"1,751",,,,,,,,,
Hingham,-,5A,717,267,"1,060",,,,,,,,,
Hingham,-,6,"1,300",814,"2,343",,,,,,,,,
Hinsdale,-,1,606,403,"1,136",,,,,,,,,
Holbrook,-,1,773,526,"1,400",,,,,,,,,
Holbrook,-,2,708,663,"1,521",,,,,,,,,
Holbrook,-,3,720,613,"1,469",,,,,,,,,
Holbrook,-,4,711,583,"1,409",,,,,,,,,
Holden,-,1,"1,031",944,"2,233",,,,,,,,,
Holden,-,2,"1,159",910,"2,303",,,,,,,,,
Holden,-,3,"1,070",763,"2,088",,,,,,,,,
Holden,-,4,"1,193","1,025","2,460",,,,,,,,,
Holden,-,5,"1,152",970,"2,356",,,,,,,,,
Holland,-,1,475,720,"1,381",,,,,,,,,
Holliston,-,1,"1,394",744,"2,381",,,,,,,,,
Holliston,-,2,"1,409",639,"2,310",,,,,,,,,
Holliston,-,3,"1,293",582,"2,073",,,,,,,,,
Holliston,-,4,"1,195",598,"2,003",,,,,,,,,
Holyoke,1,A,815,58,916,,,,,,,,,
Holyoke,1,B,787,99,952,,,,,,,,,
Holyoke,2,A,696,121,884,,,,,,,,,
Holyoke,2,B,702,72,827,,,,,,,,,
Holyoke,3,A,867,284,"1,249",,,,,,,,,
Holyoke,3,B,837,497,"1,473",,,,,,,,,
Holyoke,4,A,639,93,781,,,,,,,,,
Holyoke,4,B,822,174,"1,083",,,,,,,,,
Holyoke,5,A,925,748,"1,840",,,,,,,,,
Holyoke,5,B,873,384,"1,337",,,,,,,,,
Holyoke,6,A,841,256,"1,179",,,,,,,,,
Holyoke,6,B,854,320,"1,297",,,,,,,,,
Holyoke,7,A,981,558,"1,692",,,,,,,,,
Holyoke,7,B,"1,017",358,"1,529",,,,,,,,,
Hopedale,-,1,"1,759","1,375","3,511",,,,,,,,,
Hopkinton,-,1,"1,498",706,"2,504",,,,,,,,,
Hopkinton,-,2,"1,342",777,"2,351",,,,,,,,,
Hopkinton,-,3,"1,232",728,"2,239",,,,,,,,,
Hopkinton,-,4,"1,286",700,"2,242",,,,,,,,,
Hubbardston,-,1,"1,040","1,376","2,765",,,,,,,,,
Hudson,-,1,896,570,"1,619",,,,,,,,,
Hudson,-,2,785,457,"1,389",,,,,,,,,
Hudson,-,3,827,658,"1,653",,,,,,,,,
Hudson,-,4,903,627,"1,712",,,,,,,,,
Hudson,-,5,"1,109",664,"1,940",,,,,,,,,
Hudson,-,6,728,400,"1,242",,,,,,,,,
Hudson,-,7,780,399,"1,310",,,,,,,,,
Hull,-,1,"1,335",741,"2,226",,,,,,,,,
Hull,-,2,"1,058",756,"1,974",,,,,,,,,
Hull,-,3,"1,295",859,"2,343",,,,,,,,,
Huntington,-,1,460,611,"1,201",,,,,,,,,
Ipswich,-,1,"1,337",605,"2,136",,,,,,,,,
Ipswich,-,2,"1,354",770,"2,380",,,,,,,,,
Ipswich,-,3,"1,029",867,"2,130",,,,,,,,,
Ipswich,-,4,"1,219",771,"2,200",,,,,,,,,
Kingston,-,1,849,792,"1,809",,,,,,,,,
Kingston,-,2,921,992,"2,068",,,,,,,,,
Kingston,-,3,897,985,"2,079",,,,,,,,,
Kingston,-,4,804,810,"1,778",,,,,,,,,
Lakeville,-,1,783,"1,037","2,026",,,,,,,,,
Lakeville,-,2,774,"1,158","2,151",,,,,,,,,
Lakeville,-,3,909,"1,179","2,327",,,,,,,,,
Lancaster,-,1,883,801,"1,928",,,,,,,,,
Lancaster,-,2,967,850,"2,081",,,,,,,,,
Lanesborough,-,1,998,597,"1,747",,,,,,,,,
Lawrence,A,1,869,166,"1,091",,,,,,,,,
Lawrence,A,2,729,71,841,,,,,,,,,
Lawrence,A,3,730,208,990,,,,,,,,,
Lawrence,A,4,864,122,"1,032",,,,,,,,,
Lawrence,B,1,962,119,"1,126",,,,,,,,,
Lawrence,B,2,788,51,863,,,,,,,,,
Lawrence,B,3,877,100,"1,024",,,,,,,,,
Lawrence,B,4,"1,131",57,"1,224",,,,,,,,,
Lawrence,C,1,743,78,853,,,,,,,,,
Lawrence,C,2,915,205,"1,196",,,,,,,,,
Lawrence,C,3,748,37,811,,,,,,,,,
Lawrence,C,4,858,80,959,,,,,,,,,
Lawrence,D,1,859,164,"1,073",,,,,,,,,
Lawrence,D,2,764,51,844,,,,,,,,,
Lawrence,D,3,642,60,721,,,,,,,,,
Lawrence,D,4,690,51,771,,,,,,,,,
Lawrence,E,1,937,471,"1,486",,,,,,,,,
Lawrence,E,2,916,436,"1,455",,,,,,,,,
