City/Town,Ward,Pct,Obama/ Biden,McCain/ Palin,Total Votes Cast,,,,,,
Chelsea,2,2,298,49,360,,,,,,
Chelsea,2,3,226,38,275,,,,,,
Chelsea,2,4,296,58,368,,,,,,
Chelsea,3,1,304,92,410,,,,,,
Chelsea,3,2,472,105,612,,,,,,
Chelsea,3,3,419,105,545,,,,,,
Chelsea,3,4,371,120,505,,,,,,
Chelsea,4,1,543,194,781,,,,,,
Chelsea,4,2,500,250,780,,,,,,
Chelsea,4,3,453,207,678,,,,,,
Chelsea,4,4,293,90,407,,,,,,
Cheshire,-,1,"1,318",508,"1,896",,,,,,
Chester,-,1,369,310,709,,,,,,
Chesterfield,-,1,444,265,736,,,,,,
Chicopee,1,A,824,567,"1,446",,,,,,
Chicopee,1,B,956,601,"1,643",,,,,,
Chicopee,2,A,306,106,421,,,,,,
Chicopee,2,B,399,179,605,,,,,,
Chicopee,2,CN,90,74,172,,,,,,
Chicopee,2,CS,228,61,295,,,,,,
Chicopee,2,D,407,312,759,,,,,,
Chicopee,3,AE,224,135,372,,,,,,
Chicopee,3,AW,441,296,772,,,,,,
Chicopee,3,B,420,121,569,,,,,,
Chicopee,3,C,464,196,684,,,,,,
Chicopee,4,A,460,277,776,,,,,,
Chicopee,4,B,454,215,705,,,,,,
Chicopee,4,C,601,419,"1,058",,,,,,
Chicopee,5,A,722,436,"1,193",,,,,,
Chicopee,5,B,845,456,"1,353",,,,,,
Chicopee,6,AN,227,133,373,,,,,,
Chicopee,6,AS,557,360,946,,,,,,
Chicopee,6,BE,699,601,"1,364",,,,,,
Chicopee,6,BW,191,116,322,,,,,,
Chicopee,7,A,721,296,"1,072",,,,,,
Chicopee,7,B,695,336,"1,083",,,,,,
Chicopee,8,A,760,448,"1,273",,,,,,
Chicopee,8,B,719,450,"1,244",,,,,,
Chicopee,9,A,820,497,"1,382",,,,,,
Chicopee,9,B,942,580,"1,596",,,,,,
Chilmark,-,1,597,125,742,,,,,,
Clarksburg,-,1,635,236,905,,,,,,
Clinton,-,1,"1,105",730,"1,901",,,,,,
Clinton,-,2,766,517,"1,346",,,,,,
Clinton,-,3,899,762,"1,721",,,,,,
Clinton,-,4,931,554,"1,538",,,,,,
Cohasset,-,1,"1,221","1,109","2,369",,,,,,
Cohasset,-,2,"1,162","1,047","2,260",,,,,,
Colrain,-,1,654,245,943,,,,,,
Concord,-,1,"1,149",463,"1,643",,,,,,
Concord,-,2,"1,619",619,"2,292",,,,,,
Concord,-,3,"1,500",669,"2,221",,,,,,
Concord,-,4,"1,507",604,"2,162",,,,,,
Concord,-,5,"1,660",548,"2,264",,,,,,
Conway,-,1,952,273,"1,258",,,,,,
Cummington,-,1,376,148,541,,,,,,
Dalton,-,1,"1,261",441,"1,749",,,,,,
Dalton,-,2,"1,298",475,"1,818",,,,,,
Danvers,-,1,934,652,"1,632",,,,,,
Danvers,-,2,"1,017",738,"1,811",,,,,,
Danvers,-,3,841,722,"1,616",,,,,,
Danvers,-,4,890,752,"1,690",,,,,,
Danvers,-,5,915,790,"1,752",,,,,,
Danvers,-,6,961,854,"1,866",,,,,,
Danvers,-,7,871,731,"1,662",,,,,,
Danvers,-,8,"1,129",854,"2,021",,,,,,
Dartmouth,-,1,926,645,"1,614",,,,,,
Dartmouth,-,2,671,460,"1,172",,,,,,
Dartmouth,-,3,"1,122",338,"1,498",,,,,,
Dartmouth,-,4,"1,007",544,"1,609",,,,,,
Dartmouth,-,5,"1,066",730,"1,848",,,,,,
Dartmouth,-,6,"1,089",534,"1,689",,,,,,
Dartmouth,-,7,"1,108",639,"1,789",,,,,,
Dartmouth,-,8,"1,053",473,"1,577",,,,,,
Dartmouth,-,9,"1,198",802,"2,052",,,,,,
Dartmouth,-,10,"1,202",711,"1,962",,,,,,
Dedham,-,1,"1,027",707,"1,789",,,,,,
Dedham,-,2,"1,061",729,"1,842",,,,,,
Dedham,-,3,892,599,"1,549",,,,,,
Dedham,-,4,"1,256",888,"2,205",,,,,,
Dedham,-,5,920,767,"1,748",,,,,,
Dedham,-,6,905,696,"1,654",,,,,,
Dedham,-,7,"1,047",975,"2,070",,,,,,
Deerfield,-,1,"2,198",786,"3,075",,,,,,
Dennis,-,1,"1,102",940,"2,108",,,,,,
Dennis,-,2,"1,093",920,"2,078",,,,,,
Dennis,-,3,844,650,"1,541",,,,,,
Dennis,-,4,"1,069",821,"1,935",,,,,,
Dennis,-,5,"1,101",767,"1,911",,,,,,
Dighton,-,1,"1,732","1,719","3,598",,,,,,
Douglas,-,1,926,"1,085","2,071",,,,,,
Douglas,-,2,"1,036","1,150","2,251",,,,,,
Dover,-,1,"1,741","1,614","3,428",,,,,,
Dracut,-,1,873,813,"1,733",,,,,,
Dracut,-,2,712,677,"1,425",,,,,,
Dracut,-,3,792,821,"1,652",,,,,,
Dracut,-,4,832,981,"1,855",,,,,,
Dracut,-,5,724,801,"1,560",,,,,,
Dracut,-,6,757,670,"1,471",,,,,,
Dracut,-,6A,42,20,67,,,,,,
Dracut,-,7,739,723,"1,502",,,,,,
Dracut,-,8,941,958,"1,949",,,,,,
Dracut,-,9,804,820,"1,670",,,,,,
Dudley,-,1,625,557,"1,223",,,,,,
Dudley,-,2,556,502,"1,093",,,,,,
Dudley,-,3,777,790,"1,621",,,,,,
Dudley,-,4,567,517,"1,128",,,,,,
Dunstable,-,1,916,892,"1,866",,,,,,
Duxbury,-,1,848,720,"1,597",,,,,,
Duxbury,-,2,933,899,"1,862",,,,,,
Duxbury,-,3,785,784,"1,603",,,,,,
Duxbury,-,4,720,678,"1,431",,,,,,
Duxbury,-,5,713,685,"1,430",,,,,,
Duxbury,-,6,777,713,"1,527",,,,,,
E. Bridgewater,-,1,774,872,"1,699",,,,,,
E. Bridgewater,-,2,809,988,"1,842",,,,,,
E. Bridgewater,-,3,916,989,"1,945",,,,,,
E. Bridgewater,-,4,833,857,"1,738",,,,,,
E. Brookfield,-,1,506,651,"1,184",,,,,,
E. Longmeadow,-,1,"1,065",913,"2,037",,,,,,
E. Longmeadow,-,2,"1,028",858,"1,948",,,,,,
E. Longmeadow,-,3,"1,120","1,150","2,326",,,,,,
E. Longmeadow,-,4,"1,083","1,188","2,329",,,,,,
Eastham,-,1,"2,349","1,416","3,843",,,,,,
Easthampton,-,1,"1,226",514,"1,790",,,,,,
Easthampton,-,2,"1,221",372,"1,659",,,,,,
Easthampton,-,3,"1,185",329,"1,577",,,,,,
Easthampton,-,4,"1,399",516,"1,968",,,,,,
Easthampton,-,5,"1,183",679,"1,935",,,,,,
Easton,-,1,671,651,"1,356",,,,,,
Easton,-,2,"1,124","1,039","2,230",,,,,,
Easton,-,3,"1,064",881,"1,994",,,,,,
Easton,-,4,"1,017","1,011","2,080",,,,,,
Easton,-,5,"1,193","1,052","2,294",,,,,,
Easton,-,6,"1,042","1,033","2,106",,,,,,
Edgartown,-,1,"1,692",719,"2,472",,,,,,
Egremont,-,1,658,170,847,,,,,,
Erving,-,1,565,216,806,,,,,,
Essex,-,1,"1,220",947,"2,209",,,,,,
Everett,1,1,464,244,733,,,,,,
Everett,1,2,385,173,580,,,,,,
Everett,1,3,392,216,626,,,,,,
Everett,2,1,481,212,720,,,,,,
Everett,2,2,431,202,654,,,,,,
Everett,2,3,445,170,643,,,,,,
Everett,3,1,578,365,"1,001",,,,,,
Everett,3,2,432,177,639,,,,,,
Everett,3,3,484,258,775,,,,,,
Everett,4,1,519,315,861,,,,,,
Everett,4,2,465,192,690,,,,,,
Everett,4,3,432,227,684,,,,,,
Everett,5,1,558,255,845,,,,,,
Everett,5,2,408,217,650,,,,,,
Everett,5,3,446,201,677,,,,,,
Everett,6,1,503,259,783,,,,,,
Everett,6,2,443,249,710,,,,,,
Everett,6,3,472,208,712,,,,,,
Fairhaven,-,1,877,488,"1,415",,,,,,
Fairhaven,-,2,930,525,"1,510",,,,,,
Fairhaven,-,3,822,412,"1,275",,,,,,
Fairhaven,-,4,883,455,"1,385",,,,,,
Fairhaven,-,5,888,495,"1,426",,,,,,
Fairhaven,-,6,899,539,"1,497",,,,,,
Fall River,1,A,907,360,"1,314",,,,,,
Fall River,1,B,707,275,"1,036",,,,,,
Fall River,1,C,662,248,958,,,,,,
Fall River,1,D,787,284,"1,127",,,,,,
Fall River,2,A,684,214,930,,,,,,
Fall River,2,B,673,200,915,,,,,,
Fall River,2,C,851,249,"1,133",,,,,,
Fall River,3,A,879,315,"1,232",,,,,,
Fall River,3,B,991,303,"1,340",,,,,,
Fall River,3,C,891,304,"1,240",,,,,,
Fall River,4,A,758,237,"1,027",,,,,,
Fall River,4,B,649,164,847,,,,,,
Fall River,4,C,778,161,996,,,,,,
Fall River,5,A,522,102,655,,,,,,
Fall River,5,B,509,141,685,,,,,,
Fall River,5,C,587,115,738,,,,,,
Fall River,6,A,918,389,"1,350",,,,,,
Fall River,6,B,719,164,913,,,,,,
Fall River,6,C,718,291,"1,049",,,,,,
Fall River,7,A,504,128,663,,,,,,
Fall River,7,B,546,253,873,,,,,,
Fall River,7,C,517,185,727,,,,,,
Fall River,7,D,628,174,831,,,,,,
Fall River,8,A,546,214,797,,,,,,
Fall River,8,B,845,432,"1,323",,,,,,
Fall River,8,C,894,368,"1,314",,,,,,
Fall River,8,D,649,250,936,,,,,,
Fall River,9,A,"1,320",651,"2,045",,,,,,
Fall River,9,B,915,341,"1,325",,,,,,
Fall River,9,C,"1,037",421,"1,509",,,,,,
Falmouth,-,1,"1,650",592,"2,282",,,,,,
Falmouth,-,2,"1,262",682,"2,003",,,,,,
Falmouth,-,3,"1,227",895,"2,185",,,,,,
Falmouth,-,4,"1,251",836,"2,131",,,,,,
Falmouth,-,5,"1,372","1,040","2,473",,,,,,
Falmouth,-,6,"1,354",811,"2,210",,,,,,
Falmouth,-,7,"1,132",868,"2,051",,,,,,
Falmouth,-,8,"1,293",997,"2,331",,,,,,
Falmouth,-,9,"1,184",782,"2,020",,,,,,
Fitchburg,1,A,658,337,"1,028",,,,,,
Fitchburg,1,B,746,441,"1,225",,,,,,
Fitchburg,2,A,532,278,835,,,,,,
Fitchburg,2,B,693,405,"1,142",,,,,,
Fitchburg,3,A,"1,194",886,"2,140",,,,,,
Fitchburg,3,B,813,589,"1,456",,,,,,
Fitchburg,4,A,507,368,903,,,,,,
Fitchburg,4,B,519,237,780,,,,,,
Fitchburg,5,A,946,796,"1,793",,,,,,
Fitchburg,5,B,473,218,722,,,,,,
Fitchburg,6,A,856,518,"1,419",,,,,,
Fitchburg,6,B,659,305,989,,,,,,
Florida,-,1,267,147,430,,,,,,
Foxborough,-,1,905,751,"1,705",,,,,,
Foxborough,-,2,974,853,"1,862",,,,,,
Foxborough,-,3,957,911,"1,928",,,,,,
Foxborough,-,4,959,825,"1,828",,,,,,
Foxborough,-,5,907,876,"1,826",,,,,,
Framingham,-,1,"1,342",749,"2,147",,,,,,
Framingham,-,2,"1,422",751,"2,217",,,,,,
Framingham,-,3,"1,188",604,"1,838",,,,,,
Framingham,-,4,"1,436",763,"2,258",,,,,,
Framingham,-,5,"1,342",680,"2,081",,,,,,
Framingham,-,6,"1,305",680,"2,045",,,,,,
Framingham,-,7,"1,164",624,"1,848",,,,,,
Framingham,-,8,"1,225",504,"1,786",,,,,,
Framingham,-,9,865,385,"1,280",,,,,,
Framingham,-,10,748,320,"1,097",,,,,,
Framingham,-,11,"1,430",795,"2,291",,,,,,
Framingham,-,12,669,318,"1,013",,,,,,
Framingham,-,13,887,359,"1,290",,,,,,
Framingham,-,14,680,218,947,,,,,,
Framingham,-,15,756,274,"1,050",,,,,,
Framingham,-,16,326,129,476,,,,,,
Framingham,-,17,477,75,569,,,,,,
Framingham,-,18,577,236,852,,,,,,
Franklin,-,1,"1,030",838,"1,937",,,,,,
Franklin,-,2,"1,059",938,"2,047",,,,,,
Franklin,-,3,"1,120",797,"1,981",,,,,,
Franklin,-,4,"1,124","1,075","2,255",,,,,,
Franklin,-,5,"1,130",915,"2,103",,,,,,
Franklin,-,6,"1,092",850,"1,994",,,,,,
Franklin,-,7,"1,109","1,041","2,202",,,,,,
Franklin,-,8,"1,136","1,081","2,274",,,,,,
Freetown,-,1,769,771,"1,610",,,,,,
Freetown,-,2,816,703,"1,596",,,,,,
Freetown,-,3,820,754,"1,632",,,,,,
Gardner,1,A,573,430,"1,025",,,,,,
Gardner,1,B,408,293,736,,,,,,
Gardner,1,C,110,67,185,,,,,,
Gardner,2,A,479,287,792,,,,,,
Gardner,2,B,568,389,991,,,,,,
Gardner,3,A,412,217,657,,,,,,
Gardner,3,B,581,310,933,,,,,,
Gardner,4,A,453,304,785,,,,,,
Gardner,4,B,343,204,576,,,,,,
Gardner,5,A,468,258,758,,,,,,
Gardner,5,B,541,412,990,,,,,,
Georgetown,-,1,"1,218","1,138","2,412",,,,,,
Georgetown,-,2,"1,140","1,133","2,334",,,,,,
Gill,-,1,672,220,919,,,,,,
Gloucester,1,1,"1,205",585,"1,860",,,,,,
Gloucester,1,2,959,510,"1,536",,,,,,
Gloucester,2,1,775,367,"1,175",,,,,,
Gloucester,2,2,833,313,"1,194",,,,,,
Gloucester,3,1,815,426,"1,290",,,,,,
Gloucester,3,2,864,468,"1,404",,,,,,
Gloucester,4,1,"1,012",587,"1,656",,,,,,
Gloucester,4,2,"1,367",561,"1,993",,,,,,
Gloucester,5,1,"1,041",636,"1,740",,,,,,
Gloucester,5,2,"1,096",660,"1,836",,,,,,
Goshen,-,1,403,185,612,,,,,,
Gosnold,-,1,52,26,80,,,,,,
Grafton,-,1,943,834,"1,825",,,,,,
Grafton,-,2,"1,373","1,226","2,671",,,,,,
Grafton,-,3,"1,203","1,020","2,286",,,,,,
Grafton,-,4,"1,203",977,"2,245",,,,,,
Granby,-,1,"1,967","1,502","3,584",,,,,,
Granville,-,1,381,462,879,,,,,,
Great Barrington,-,A,807,166,"1,005",,,,,,
Great Barrington,-,B,792,161,991,,,,,,
Great Barrington,-,C,694,91,815,,,,,,
Great Barrington,-,D,781,156,963,,,,,,
Greenfield,-,1,679,284,983,,,,,,
Greenfield,-,2,866,356,"1,281",,,,,,
Greenfield,-,3,669,213,938,,,,,,
Greenfield,-,4,730,257,"1,005",,,,,,
Greenfield,-,5,762,194,"1,014",,,,,,
Greenfield,-,6,675,145,862,,,,,,
Greenfield,-,7,660,212,906,,,,,,
Greenfield,-,8,639,119,783,,,,,,
Greenfield,-,9,565,207,799,,,,,,
Groton,-,1,"1,187",792,"2,077",,,,,,
Groton,-,2,"1,108",868,"2,054",,,,,,
Groton,-,3,"1,155",779,"2,006",,,,,,
Groveland,-,1,"1,898","1,867","3,867",,,,,,
Hadley,-,1,"2,138",876,"3,103",,,,,,
Halifax,-,1,"1,031","1,107","2,200",,,,,,
Halifax,-,2,897,919,"1,897",,,,,,
Hamilton,-,1,942,786,"1,777",,,,,,
Hamilton,-,2,915,776,"1,726",,,,,,
Hamilton,-,3,637,558,"1,225",,,,,,
Hampden,-,1,"1,450","1,457","2,994",,,,,,
Hancock,-,1,248,132,399,,,,,,
Hanover,-,1,861,"1,107","1,993",,,,,,
Hanover,-,2,899,"1,044","1,986",,,,,,
Hanover,-,3,932,"1,065","2,048",,,,,,
Hanover,-,4,908,"1,195","2,145",,,,,,
Hanson,-,1,854,899,"1,799",,,,,,
Hanson,-,2,860,891,"1,797",,,,,,
Hanson,-,3,857,968,"1,886",,,,,,
Hardwick,-,1,776,582,"1,415",,,,,,
Harvard,-,1,"2,206","1,158","3,489",,,,,,
Harwich,-,1,"1,157",848,"2,082",,,,,,
Harwich,-,2,"1,086",878,"2,033",,,,,,
Harwich,-,3,"1,218",932,"2,225",,,,,,
Harwich,-,4,"1,077",656,"1,803",,,,,,
Hatfield,-,1,"1,405",658,"2,122",,,,,,
Haverhill,1,1,547,221,814,,,,,,
Haverhill,1,2,534,212,764,,,,,,
Haverhill,1,3,721,419,"1,180",,,,,,
Haverhill,2,1,638,403,"1,072",,,,,,
Haverhill,2,2,701,553,"1,282",,,,,,
Haverhill,2,3,524,216,765,,,,,,
Haverhill,3,1,566,149,732,,,,,,
Haverhill,3,1A,28,9,40,,,,,,
Haverhill,3,2,621,256,904,,,,,,
Haverhill,3,3,712,394,"1,145",,,,,,
Haverhill,4,1,788,672,"1,510",,,,,,
Haverhill,4,2,931,811,"1,795",,,,,,
Haverhill,4,3,803,692,"1,539",,,,,,
Haverhill,5,1,851,562,"1,455",,,,,,
Haverhill,5,2,906,718,"1,662",,,,,,
Haverhill,5,3,853,896,"1,785",,,,,,
Haverhill,6,1,804,564,"1,413",,,,,,
Haverhill,6,2,798,514,"1,357",,,,,,
Haverhill,6,3,807,578,"1,421",,,,,,
Haverhill,7,1,720,606,"1,355",,,,,,
Haverhill,7,2,778,514,"1,327",,,,,,
Haverhill,7,3,921,855,"1,821",,,,,,
Hawley,-,1,101,65,176,,,,,,
Heath,-,1,296,136,444,,,,,,
Hingham,-,1,"1,127",794,"1,958",,,,,,
Hingham,-,2,"1,059",978,"2,083",,,,,,
Hingham,-,3,"1,204",948,"2,198",,,,,,
Hingham,-,4,"1,094","1,024","2,153",,,,,,
Hingham,-,5,"1,037",973,"2,044",,,,,,
Hingham,-,6,"1,608","1,382","3,052",,,,,,
Hinsdale,-,1,723,332,"1,106",,,,,,
Holbrook,-,1,755,547,"1,351",,,,,,
Holbrook,-,2,740,638,"1,421",,,,,,
Holbrook,-,3,680,675,"1,400",,,,,,
Holbrook,-,4,683,531,"1,259",,,,,,
Holden,-,1,939,879,"1,884",,,,,,
Holden,-,2,"1,205","1,059","2,324",,,,,,
Holden,-,3,"1,100",950,"2,111",,,,,,
Holden,-,4,"1,097","1,017","2,174",,,,,,
Holden,-,5,"1,019",900,"1,972",,,,,,
Holland,-,1,654,636,"1,341",,,,,,
Holliston,-,1,"1,262",948,"2,259",,,,,,
Holliston,-,2,"1,259",807,"2,136",,,,,,
Holliston,-,3,"1,187",686,"1,915",,,,,,
Holliston,-,4,"1,122",778,"1,960",,,,,,
Holyoke,1,A,549,56,612,,,,,,
Holyoke,1,B,617,102,741,,,,,,
Holyoke,2,A,655,164,840,,,,,,
Holyoke,2,B,557,54,624,,,,,,
Holyoke,3,A,881,303,"1,239",,,,,,
Holyoke,3,B,901,439,"1,396",,,,,,
Holyoke,4,A,496,96,601,,,,,,
Holyoke,4,B,787,176,"1,003",,,,,,
Holyoke,5,A,"1,003",703,"1,755",,,,,,
Holyoke,5,B,899,316,"1,250",,,,,,
Holyoke,6,A,993,315,"1,345",,,,,,
Holyoke,6,B,853,305,"1,213",,,,,,
Holyoke,7,A,878,544,"1,457",,,,,,
Holyoke,7,B,965,427,"1,447",,,,,,
Hopedale,-,1,"1,847","1,451","3,394",,,,,,
Hopkinton,-,1,"1,151",866,"2,059",,,,,,
Hopkinton,-,2,"1,146",953,"2,154",,,,,,
Hopkinton,-,3,"1,169",993,"2,213",,,,,,
Hopkinton,-,4,989,941,"1,968",,,,,,
Hubbardston,-,1,"1,188","1,272","2,556",,,,,,
Hudson,-,1,907,597,"1,554",,,,,,
Hudson,-,2,774,474,"1,290",,,,,,
Hudson,-,3,796,620,"1,471",,,,,,
Hudson,-,4,865,757,"1,670",,,,,,
Hudson,-,5,940,659,"1,655",,,,,,
Hudson,-,6,662,369,"1,059",,,,,,
Hudson,-,7,695,350,"1,127",,,,,,
Hull,-,1,"1,231",746,"2,039",,,,,,
Hull,-,2,999,666,"1,721",,,,,,
Hull,-,3,"1,281",846,"2,203",,,,,,
Huntington,-,1,608,482,"1,143",,,,,,
Ipswich,-,1,"1,136",675,"1,862",,,,,,
Ipswich,-,2,"1,276",815,"2,141",,,,,,
Ipswich,-,3,"1,030","1,039","2,118",,,,,,
Ipswich,-,4,"1,131",852,"2,046",,,,,,
Kingston,-,1,818,747,"1,600",,,,,,
Kingston,-,2,788,951,"1,784",,,,,,
Kingston,-,3,778,867,"1,678",,,,,,
Kingston,-,4,895,738,"1,674",,,,,,
Lakeville,-,1,862,935,"1,859",,,,,,
Lakeville,-,2,767,"1,042","1,882",,,,,,
Lakeville,-,3,827,"1,083","1,992",,,,,,
Lancaster,-,1,711,641,"1,406",,,,,,
Lancaster,-,2,"1,064","1,129","2,268",,,,,,
Lanesborough,-,1,"1,164",484,"1,682",,,,,,
Lawrence,A,1,715,182,917,,,,,,
Lawrence,A,2,531,48,586,,,,,,
Lawrence,A,3,604,207,831,,,,,,
Lawrence,A,4,615,125,754,,,,,,
Lawrence,B,1,789,120,931,,,,,,
Lawrence,B,2,604,34,640,,,,,,
Lawrence,B,3,663,87,768,,,,,,
Lawrence,B,4,824,70,918,,,,,,
Lawrence,C,1,534,44,587,,,,,,
Lawrence,C,2,564,40,608,,,,,,
Lawrence,C,3,731,36,775,,,,,,
Lawrence,C,4,641,64,715,,,,,,
Lawrence,D,1,721,150,886,,,,,,
Lawrence,D,2,781,254,"1,060",,,,,,
Lawrence,D,3,571,84,667,,,,,,
Lawrence,D,4,756,54,820,,,,,,
Lawrence,E,1,769,398,"1,207",,,,,,
Lawrence,E,2,707,491,"1,232",,,,,,
Lawrence,E,3,527,168,713,,,,,,
Lawrence,E,4,585,195,800,,,,,,
Lawrence,F,1,729,411,"1,169",,,,,,
Lawrence,F,2,600,109,720,,,,,,
Lawrence,F,3,507,87,607,,,,,,
Lawrence,F,4,564,166,749,,,,,,
Lee,-,1,326,119,466,,,,,,
Lee,-,2,370,124,510,,,,,,
Lee,-,3,342,109,468,,,,,,
Lee,-,4,484,152,652,,,,,,
Lee,-,5,298,111,428,,,,,,
Lee,-,6,372,133,516,,,,,,
Leicester,-,1,708,694,"1,449",,,,,,
Leicester,-,2,698,492,"1,241",,,,,,
Leicester,-,3,707,682,"1,437",,,,,,
Leicester,-,4,708,635,"1,391",,,,,,
Lenox,-,1,"2,305",662,"3,051",,,,,,
Leominster,1,A,763,764,"1,562",,,,,,
Leominster,1,B,816,690,"1,547",,,,,,
Leominster,1,C,572,399,992,,,,,,
Leominster,2,A,516,296,840,,,,,,
Leominster,2,B,600,433,"1,060",,,,,,
Leominster,2,C,460,252,743,,,,,,
Leominster,3,A,595,345,975,,,,,,
Leominster,3,B,744,692,"1,487",,,,,,
Leominster,3,C,777,612,"1,419",,,,,,
Leominster,4,A,882,736,"1,676",,,,,,
Leominster,4,B,735,711,"1,499",,,,,,
Leominster,4,C,548,353,936,,,,,,
Leominster,5,A,686,475,"1,203",,,,,,
Leominster,5,B,794,629,"1,471",,,,,,
Leominster,5,C,575,322,942,,,,,,
Leverett,-,1,"1,053",168,"1,256",,,,,,
Lexington,-,1,"1,190",506,"1,736",,,,,,
Lexington,-,2,"1,635",457,"2,147",,,,,,
Lexington,-,3,"1,545",477,"2,067",,,,,,
Lexington,-,4,"1,554",468,"2,051",,,,,,
Lexington,-,5,"1,400",533,"1,984",,,,,,
Lexington,-,6,"1,476",583,"2,086",,,,,,
Lexington,-,7,"1,504",514,"2,058",,,,,,
Lexington,-,8,"1,404",489,"1,942",,,,,,
Lexington,-,9,"1,276",566,"1,891",,,,,,
Leyden,-,1,344,112,475,,,,,,
Lincoln,-,1,"1,388",350,"1,773",,,,,,
Lincoln,-,2,"1,174",385,"1,601",,,,,,
Lincoln,-,3,65,56,122,,,,,,
Littleton,-,1,"1,047",739,"1,830",,,,,,
Littleton,-,2,"1,009",749,"1,804",,,,,,
Littleton,-,3,907,618,"1,562",,,,,,
Longmeadow,-,A,"1,202",734,"1,974",,,,,,
Longmeadow,-,B,"1,128",732,"1,899",,,,,,
Longmeadow,-,C,"1,018",772,"1,839",,,,,,
Longmeadow,-,D,"1,041",906,"1,985",,,,,,
Longmeadow,-,E,"1,128",802,"1,977",,,,,,
Lowell,1,1,642,232,900,,,,,,
Lowell,1,2,"1,081",844,"1,972",,,,,,
Lowell,1,3,962,688,"1,681",,,,,,
Lowell,2,1,335,90,439,,,,,,
Lowell,2,2,553,95,661,,,,,,
Lowell,2,3,"1,027",288,"1,353",,,,,,
Lowell,3,1,592,274,877,,,,,,
Lowell,3,2,440,163,633,,,,,,
Lowell,3,3,523,204,754,,,,,,
Lowell,4,1,624,311,962,,,,,,
Lowell,4,2,475,143,632,,,,,,
Lowell,4,3,526,139,684,,,,,,
Lowell,5,1,495,335,858,,,,,,
Lowell,5,2,483,217,722,,,,,,
Lowell,5,3,591,426,"1,045",,,,,,
Lowell,6,1,781,545,"1,363",,,,,,
Lowell,6,2,867,533,"1,437",,,,,,
Lowell,6,3,903,470,"1,401",,,,,,
Lowell,7,1,463,187,680,,,,,,
Lowell,7,2,410,87,510,,,,,,
Lowell,7,3,297,129,434,,,,,,
Lowell,8,1,604,233,851,,,,,,
Lowell,8,2,635,344,"1,003",,,,,,
Lowell,8,3,"1,031",646,"1,718",,,,,,
Lowell,9,1,616,301,945,,,,,,
Lowell,9,2,747,468,"1,252",,,,,,
Lowell,9,3,618,367,"1,008",,,,,,
Lowell,10,1,659,276,966,,,,,,
Lowell,10,2,465,149,638,,,,,,
Lowell,10,3,362,83,454,,,,,,
Lowell,11,1,462,241,718,,,,,,
Lowell,11,2,604,484,"1,137",,,,,,
Lowell,11,3,773,401,"1,217",,,,,,
Ludlow,-,1,968,623,"1,646",,,,,,
Ludlow,-,2,836,530,"1,400",,,,,,
Ludlow,-,3,"1,082","1,022","2,164",,,,,,
Ludlow,-,4,"1,102",561,"1,707",,,,,,
Ludlow,-,5,562,392,994,,,,,,
Ludlow,-,6,"1,088",910,"2,065",,,,,,
Lunenburg,-,A,724,741,"1,507",,,,,,
Lunenburg,-,B,722,575,"1,336",,,,,,
Lunenburg,-,C,725,736,"1,507",,,,,,
Lunenburg,-,D,718,654,"1,406",,,,,,
Lynn,1,1,"1,109",874,"2,045",,,,,,
Lynn,1,2,968,756,"1,793",,,,,,
Lynn,1,3,951,563,"1,564",,,,,,
Lynn,1,4,872,536,"1,457",,,,,,
Lynn,2,1,"1,082",658,"1,819",,,,,,
Lynn,2,2,771,291,"1,099",,,,,,
Lynn,2,3,587,129,735,,,,,,
Lynn,2,4,552,184,761,,,,,,
Lynn,3,1,795,402,"1,233",,,,,,
Lynn,3,2,597,212,830,,,,,,
Lynn,3,3,752,251,"1,045",,,,,,
Lynn,3,4,710,285,"1,032",,,,,,
Lynn,4,1,489,91,593,,,,,,
Lynn,4,2,465,108,580,,,,,,
Lynn,4,3,664,145,839,,,,,,
Lynn,4,4,854,302,"1,189",,,,,,
Lynn,5,1,667,298,993,,,,,,
Lynn,5,2,478,87,572,,,,,,
Lynn,5,3,426,96,526,,,,,,
Lynn,5,4,924,348,"1,331",,,,,,
Lynn,6,1,615,216,859,,,,,,
Lynn,6,2,409,98,521,,,,,,
Lynn,6,3,508,60,582,,,,,,
Lynn,6,4,615,238,880,,,,,,
Lynn,7,1,"1,039",468,"1,553",,,,,,
Lynn,7,2,937,383,"1,372",,,,,,
Lynn,7,3,734,303,"1,075",,,,,,
Lynn,7,4,706,337,"1,078",,,,,,
Lynnfield,-,1,795,993,"1,839",,,,,,
Lynnfield,-,2,789,978,"1,805",,,,,,
Lynnfield,-,3,701,772,"1,504",,,,,,
Lynnfield,-,4,733,"1,068","1,836",,,,,,
Malden,1,1,756,270,"1,055",,,,,,
Malden,1,2,849,349,"1,241",,,,,,
Malden,2,1,766,332,"1,142",,,,,,
Malden,2,2,808,499,"1,358",,,,,,
Malden,3,1,966,360,"1,378",,,,,,
Malden,3,2,"1,081",560,"1,691",,,,,,
Malden,4,1,729,273,"1,043",,,,,,
Malden,4,2,689,232,964,,,,,,
Malden,5,1,945,368,"1,351",,,,,,
Malden,5,2,"1,097",551,"1,706",,,,,,
Malden,6,1,"1,145",535,"1,732",,,,,,
Malden,6,2,908,389,"1,347",,,,,,
Malden,7,1,713,263,"1,000",,,,,,
